shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-10T02:10:49.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-10T02:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-10T02:10:52.4Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612750,0,0,2022-12-10T02:10:52Z,40000,False,,,0,,Jump Ball R. Gobert vs. W. Kessler: Tip to D. Russell,"[1626156, 203497, 1631117]",0,1610612750.0,MIN,startperiod,D. Russell,1626156.0,Russell,D. Russell,Gobert,203497.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
11:49,7,PT11M49.00S,2022-12-10T02:11:00.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.469776609724048,46.07843137254902,1610612750,0,2,2022-12-10T02:11:05Z,70000,False,20.0,-1.0,1,left,R. Gobert DUNK (2 PTS) (K. Anderson 1 AST),"[203497, 203937]",27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
11:29,9,PT11M29.00S,2022-12-10T02:11:19.5Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,0,2,2022-12-10T02:11:24Z,90000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1630162]",41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Edwards,1630162.0,,,,,,,,,,,
11:29,10,PT11M29.00S,2022-12-10T02:11:19.5Z,1,REGULAR,steal,,[],1630162,,,1610612750,0,2,2022-12-10T02:11:22Z,100000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1,1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11:26,12,PT11M26.00S,2022-12-10T02:11:24.8Z,1,REGULAR,violation,kicked ball,[],203903,,,1610612750,0,2,2022-12-10T02:12:14Z,120000,False,,,0,,J. Clarkson kicked ball VIOLATION,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,201638.0,,,,,,,,,,
11:17,13,PT11M17.00S,2022-12-10T02:11:47.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,28.465834428383708,71.56862745098039,1610612750,0,2,2022-12-10T02:12:00Z,130000,False,-108.0,215.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.06,Missed,,,,,,,,,,,,,,,,,,
11:13,14,PT11M13.00S,2022-12-10T02:11:51.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,2,2022-12-10T02:11:51Z,140000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,
11:00,15,PT11M00.00S,2022-12-10T02:12:05.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,76.95466491458606,9.558823529411764,1610612762,0,2,2022-12-10T02:12:17Z,150000,False,-202.0,164.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
10:56,16,PT10M56.00S,2022-12-10T02:12:07.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,2,2022-12-10T02:12:07Z,160000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1,1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
10:45,17,PT10M45.00S,2022-12-10T02:12:24.1Z,1,REGULAR,turnover,backcourt,[],1626156,,,1610612750,0,2,2022-12-10T02:12:34Z,170000,False,,,0,,D. Russell backcourt TURNOVER (1 TO),[1626156],0,1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,201638.0,,,,,,,,,,
10:40,18,PT10M40.00S,2022-12-10T02:12:52.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,68.28186596583443,69.85294117647058,1610612762,3,2,2022-12-10T02:12:59Z,180000,False,99.0,246.0,1,right,M. Beasley 26' 3PT  (3 PTS) (N. Alexander-Walker 1 AST),"[1627736, 1629638]",5,1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.5,Made,3.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
10:24,20,PT10M24.00S,2022-12-10T02:13:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.017739816031538,62.5,1610612750,3,4,2022-12-10T02:13:13Z,200000,False,-62.0,32.0,1,left,D. Russell 7' driving Layup (2 PTS),[1626156],0,1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.04,Made,2.0,,,,,,,,,,,,,,,,,
10:03,21,PT10M03.00S,2022-12-10T02:13:27.9Z,1,REGULAR,3pt,Jump Shot,[],203903,74.19513797634691,12.990196078431374,1610612762,3,4,2022-12-10T02:13:32Z,210000,False,-185.0,190.0,1,right,MISS J. Clarkson 26' 3PT,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
10:02,22,PT10M02.00S,2022-12-10T02:13:28.9Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612762,3,4,2022-12-10T02:13:32Z,220000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,,,
09:56,23,PT09M56.00S,2022-12-10T02:13:40.6Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,3,4,2022-12-10T02:29:37Z,230000,False,,,0,,J. Clarkson step out-of-bounds TURNOVER (1 TO),[203903],00,1610612762.0,UTA,step,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,201638.0,,,,,,,,,,
09:48,24,PT09M48.00S,2022-12-10T02:13:55.8Z,1,REGULAR,foul,personal,[],1631117,,,1610612750,3,4,2022-12-10T02:14:00Z,240000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 203497]",24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,,,,,1.0,0.0,Gobert,203497.0,,
09:41,26,PT09M41.00S,2022-12-10T02:14:18.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,6.258212877792378,52.94117647058824,1610612750,3,6,2022-12-10T02:14:23Z,260000,False,-15.0,6.0,1,left,R. Gobert alley-oop DUNK (4 PTS) (K. Anderson 2 AST),"[203497, 203937]",27,1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.6,Made,4.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,
09:28,28,PT09M28.00S,2022-12-10T02:14:33.5Z,1,REGULAR,foul,personal,[],1630183,,,1610612762,3,6,2022-12-10T02:14:37Z,280000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 203903]",3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,201246.0,,,,,1.0,0.0,Clarkson,203903.0,,
09:20,154,PT09M20.00S,2022-12-10T02:14:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,89.83245729303549,46.07843137254902,1610612762,3,6,2022-12-10T02:36:47Z,295000,False,-20.0,43.0,1,right,MISS K. Olynyk Layup - blocked,"[203482, 1626156]",41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,Russell,1626156.0
09:20,155,PT09M20.00S,2022-12-10T02:14:48.6Z,1,REGULAR,block,,[],1626156,,,1610612762,3,6,2022-12-10T02:36:36Z,297500,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],0,1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
09:18,156,PT09M18.00S,2022-12-10T02:14:50.6Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,3,6,2022-12-10T02:58:52Z,298750,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,
09:16,30,PT09M16.00S,2022-12-10T02:15:03.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,63.81406044678055,25.0,1610612762,3,6,2022-12-10T02:36:36Z,300000,False,-125.0,288.0,1,right,MISS J. Clarkson 31' 3PT,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,31.36,Missed,,,,,,,,,,,,,,,,,,
09:12,31,PT09M12.00S,2022-12-10T02:15:07.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,3,6,2022-12-10T02:15:09Z,310000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
09:09,32,PT09M09.00S,2022-12-10T02:15:12.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203937,5.075558475689881,44.36274509803921,1610612750,3,8,2022-12-10T02:29:53Z,320000,False,28.0,-5.0,1,left,K. Anderson running reverse Layup (2 PTS) (D. Russell 1 AST),"[203937, 1626156]",5,1610612750.0,MIN,running reverse,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2.86,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
