shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
09:09,34,PT09M09.00S,2022-12-10T02:15:14.7Z,1,REGULAR,foul,personal,['1freethrow'],203903,,,1610612750,3,8,2022-12-10T02:15:30Z,340000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Anderson 1 FT),"[203903, 203937]",00,1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,,,,,1.0,0.0,Anderson,203937.0,,
09:09,36,PT09M09.00S,2022-12-10T02:15:41.7Z,1,REGULAR,freethrow,1 of 1,[],203937,,,1610612750,3,9,2022-12-10T02:15:41Z,360000,False,,,0,,K. Anderson Free Throw 1 of 1 (3 PTS),[203937],5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
08:54,37,PT08M54.00S,2022-12-10T02:15:58.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,66.96780551905388,50.245098039215684,1610612762,6,9,2022-12-10T02:30:00Z,370000,False,1.0,258.0,1,right,N. Alexander-Walker 25' 3PT pullup (3 PTS),[1629638],6,1610612762.0,UTA,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,25.8,Made,3.0,,,,,,,,,,,,,,,,,
08:31,38,PT08M31.00S,2022-12-10T02:16:21.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,7.046649145860711,3.1862745098039214,1610612750,6,9,2022-12-10T02:16:25Z,380000,False,234.0,14.0,1,left,MISS J. McDaniels 3PT,[1630183],3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
08:29,39,PT08M29.00S,2022-12-10T02:16:23.0Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612762,6,9,2022-12-10T02:16:25Z,390000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,
08:27,40,PT08M27.00S,2022-12-10T02:16:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612762,6,9,2022-12-10T02:16:36Z,400000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],6,1610612762.0,UTA,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,201638.0,,,,,,,,,,
08:04,41,PT08M04.00S,2022-12-10T02:16:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630183,6.389618922470433,43.38235294117647,1610612750,6,11,2022-12-10T02:30:11Z,410000,False,33.0,8.0,1,left,J. McDaniels driving Layup (2 PTS) (K. Anderson 3 AST),"[1630183, 203937]",3,1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.4,Made,2.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,,
07:56,42,PT07M56.00S,2022-12-10T02:17:01.1Z,1,REGULAR,3pt,Jump Shot,[],203482,64.20827858081472,40.68627450980392,1610612762,9,11,2022-12-10T02:17:05Z,420000,False,-47.0,284.0,1,right,K. Olynyk 28' 3PT  (3 PTS) (N. Alexander-Walker 2 AST),"[203482, 1629638]",41,1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,28.77,Made,3.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,
07:33,44,PT07M33.00S,2022-12-10T02:17:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.53942181340342,49.50980392156863,1610612750,9,11,2022-12-10T02:17:29Z,440000,False,2.0,253.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1,1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
07:30,45,PT07M30.00S,2022-12-10T02:17:27.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,11,2022-12-10T02:17:29Z,450000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,44.0,3.0,2.0,1.0,,,,,,
07:18,46,PT07M18.00S,2022-12-10T02:17:39.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,91.27792378449409,95.09803921568627,1610612762,12,11,2022-12-10T02:17:43Z,460000,False,225.0,29.0,1,right,M. Beasley 3PT  (6 PTS) (N. Alexander-Walker 3 AST),"[1627736, 1629638]",5,1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.74,Made,6.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,
07:06,48,PT07M06.00S,2022-12-10T02:17:51.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,6.389618922470433,38.72549019607843,1610612750,12,13,2022-12-10T02:30:39Z,480000,False,56.0,8.0,1,left,K. Anderson driving Hook (5 PTS),[203937],5,1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,5.0,,,,,,,,,,,,,,,,,
06:48,50,PT06M48.00S,2022-12-10T02:18:09.0Z,1,REGULAR,2pt,Jump Shot,[],1627736,78.13731931668858,49.01960784313725,1610612762,14,13,2022-12-10T02:30:47Z,490000,False,-5.0,153.0,1,right,M. Beasley 15' pullup Jump Shot (8 PTS),[1627736],5,1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Center,15.31,Made,8.0,,,,,,,,,,,,,,,,,
06:32,51,PT06M32.00S,2022-12-10T02:18:25.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,22.683968462549277,44.6078431372549,1610612750,14,15,2022-12-10T02:18:29Z,500000,False,27.0,161.0,1,left,D. Russell 16' pullup Jump Shot (4 PTS),[1626156],0,1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,16.3,Made,4.0,,,,,,,,,,,,,,,,,
06:18,52,PT06M18.00S,2022-12-10T02:18:39.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,93.64323258869908,3.6764705882352944,1610612762,17,15,2022-12-10T02:18:44Z,510000,False,-232.0,7.0,1,right,N. Alexander-Walker 3PT  (6 PTS) (J. Clarkson 1 AST),"[1629638, 203903]",6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.17,Made,6.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
06:01,54,PT06M01.00S,2022-12-10T02:19:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612750,17,15,2022-12-10T02:21:32Z,530000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Gobert 2 FT),"[1631117, 203497]",24,1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,2.0,0.0,Gobert,203497.0,,
06:01,56,PT06M01.00S,2022-12-10T02:19:09.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,17,15,2022-12-10T02:19:09Z,550000,False,,,0,,UTA Timeout,[],,1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,57,PT06M01.00S,2022-12-10T02:21:33.9Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,17,15,2022-12-10T02:21:50Z,560000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],6,1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,58,PT06M01.00S,2022-12-10T02:21:33.9Z,1,REGULAR,substitution,out,[],1631117,,,1610612750,17,15,2022-12-10T02:21:50Z,570000,False,,,0,,SUB out: W. Kessler,[1631117],24,1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,59,PT06M01.00S,2022-12-10T02:21:33.9Z,1,REGULAR,substitution,in,[],1629020,,,1610612750,17,15,2022-12-10T02:21:50Z,580000,False,,,0,,SUB in: J. Vanderbilt,[1629020],8,1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,60,PT06M01.00S,2022-12-10T02:21:33.9Z,1,REGULAR,substitution,in,[],201144,,,1610612750,17,15,2022-12-10T02:21:50Z,590000,False,,,0,,SUB in: M. Conley,[201144],11,1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,61,PT06M01.00S,2022-12-10T02:22:17.8Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,17,15,2022-12-10T02:22:17Z,600000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
06:01,62,PT06M01.00S,2022-12-10T02:22:17.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,17,15,2022-12-10T02:22:17Z,610000,False,,,0,,TEAM offensive REBOUND,[],,1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,
06:01,63,PT06M01.00S,2022-12-10T02:22:33.9Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,17,16,2022-12-10T02:22:34Z,620000,False,,,0,,R. Gobert Free Throw 2 of 2 (5 PTS),[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
05:43,64,PT05M43.00S,2022-12-10T02:22:57.3Z,1,REGULAR,foul,personal,[],203937,,,1610612762,17,16,2022-12-10T02:23:04Z,630000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 203482]",5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203054.0,,,,,1.0,0.0,Olynyk,203482.0,,
05:30,66,PT05M30.00S,2022-12-10T02:23:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,87.86136662286465,49.754901960784316,1610612762,17,16,2022-12-10T02:23:29Z,650000,False,-1.0,62.0,1,right,MISS K. Olynyk 6' floating Shot,[203482],41,1610612762.0,UTA,floating,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
05:28,67,PT05M28.00S,2022-12-10T02:23:27.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,16,2022-12-10T02:24:04Z,660000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,
05:20,68,PT05M20.00S,2022-12-10T02:23:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.2161629434954,48.529411764705884,1610612750,17,18,2022-12-10T02:23:40Z,670000,False,7.0,119.0,1,left,D. Russell 11' pullup Jump Shot (6 PTS),[1626156],0,1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,11.89,Made,6.0,,,,,,,,,,,,,,,,,
05:03,69,PT05M03.00S,2022-12-10T02:23:53.1Z,1,REGULAR,3pt,Jump Shot,[],203903,68.9388961892247,70.09803921568627,1610612762,17,18,2022-12-10T02:32:05Z,680000,False,100.0,239.0,1,right,MISS J. Clarkson 25' pullup 3PT,[203903],00,1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
05:00,70,PT05M00.00S,2022-12-10T02:23:56.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,18,2022-12-10T02:23:58Z,690000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,
04:45,71,PT04M45.00S,2022-12-10T02:24:11.5Z,1,REGULAR,2pt,Jump Shot,[],1630162,6.521024967148489,71.32352941176471,1610612750,17,18,2022-12-10T02:24:17Z,700000,False,-107.0,9.0,1,left,MISS A. Edwards 10' pullup Shot,[1630162],1,1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,10.7,Missed,,,,,,,,,,,,,,,,,,
04:45,72,PT04M45.00S,2022-12-10T02:24:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,17,18,2022-12-10T02:24:17Z,710000,False,,,0,,TEAM offensive REBOUND,[],,1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,71.0,,,,,,,,,
04:45,73,PT04M45.00S,2022-12-10T02:24:15.4Z,1,REGULAR,foul,personal,[],201144,,,1610612750,17,18,2022-12-10T02:24:33Z,720000,False,,,0,,M. Conley loose ball personal FOUL (1 PF),"[201144, 203497]",11,1610612762.0,UTA,loose ball,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,1.0,0.0,Gobert,203497.0,,
04:45,75,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,out,[],203903,,,1610612750,17,18,2022-12-10T02:24:28Z,740000,False,,,0,,SUB out: J. Clarkson,[203903],00,1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
04:45,76,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,out,[],1627736,,,1610612750,17,18,2022-12-10T02:24:28Z,750000,False,,,0,,SUB out: M. Beasley,[1627736],5,1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
04:45,77,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,out,[],203497,,,1610612750,17,18,2022-12-10T02:24:28Z,760000,False,,,0,,SUB out: R. Gobert,[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
04:45,78,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,in,[],1630534,,,1610612750,17,18,2022-12-10T02:24:28Z,770000,False,,,0,,SUB in: O. Agbaji,[1630534],30,1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
04:45,79,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,in,[],1629659,,,1610612750,17,18,2022-12-10T02:24:28Z,780000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],0,1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
04:45,80,PT04M45.00S,2022-12-10T02:24:20.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,17,18,2022-12-10T02:24:28Z,790000,False,,,0,,SUB in: N. Reid,[1629675],11,1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
