actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
365,PT11M26.00S,2023-01-14T03:21:59.9Z,3,REGULAR,2pt,Jump Shot,[],1628976,90.48948751642575,20.098039215686274,1610612753,61,56,2023-01-14T03:22:04Z,3620000,False,-150.0,37.0,1,right,MISS W. Carter Jr. 15' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,15.4,Missed,,,,,,,,,,,,,,,,,,
366,PT11M24.00S,2023-01-14T03:22:01.9Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,61,56,2023-01-14T03:22:04Z,3630000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:7),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,365.0,7.0,7.0,0.0,,,,,,,,,,,,,,
367,PT11M18.00S,2023-01-14T03:22:08.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203903,9.017739816031538,39.705882352941174,1610612762,63,56,2023-01-14T03:28:34Z,3640000,False,51.0,32.0,1,left,J. Clarkson 6' running finger roll Layup (11 PTS),[203903],1610612762.0,UTA,running finger roll,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,,,,,11.0,,,,,,,,,
368,PT11M05.00S,2023-01-14T03:22:23.4Z,3,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,63,56,2023-01-14T03:22:31Z,3650000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (3 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,1628484.0,,,,,,,,,,
369,PT10M50.00S,2023-01-14T03:22:44.0Z,3,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,63,56,2023-01-14T03:22:50Z,3660000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (3 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,,,,,,,3.0,,,1628484.0,,,,,,,,,,
370,PT10M38.00S,2023-01-14T03:23:02.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,69.07030223390277,70.09803921568627,1610612753,63,56,2023-01-14T03:23:08Z,3670000,False,100.0,238.0,1,right,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
371,PT10M34.00S,2023-01-14T03:23:06.3Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,63,56,2023-01-14T03:23:08Z,3680000,False,,,0,,W. Carter Jr. REBOUND (Off:4 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,370.0,6.0,2.0,4.0,,,,,,,,,,,,,,
372,PT10M33.00S,2023-01-14T03:23:09.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,92.32917214191852,44.85294117647059,1610612753,63,58,2023-01-14T03:23:14Z,3690000,False,-26.0,20.0,1,right,W. Carter Jr. driving Layup (15 PTS),[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,15.0,,,,,,,,,
373,PT10M33.00S,2023-01-14T03:23:11.0Z,3,REGULAR,foul,personal,['1freethrow'],1627736,,,1610612753,63,58,2023-01-14T03:23:24Z,3700000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Carter Jr. 1 FT),"[1627736, 1628976]",1610612762.0,UTA,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628484.0,,,,,,,1.0,0.0,Carter Jr.,1628976.0
375,PT10M33.00S,2023-01-14T03:23:37.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628976,,,1610612753,63,59,2023-01-14T03:23:37Z,3720000,False,,,0,,W. Carter Jr. Free Throw 1 of 1 (16 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
376,PT10M13.00S,2023-01-14T03:24:02.9Z,3,REGULAR,3pt,Jump Shot,[],1627736,23.340998685939553,14.460784313725492,1610612762,63,59,2023-01-14T03:24:09Z,3730000,False,178.0,167.0,1,left,MISS M. Beasley 24' step back 3PT,[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.38,Missed,,,,,,,,,,,,,,,,,,
377,PT10M10.00S,2023-01-14T03:24:05.9Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,63,59,2023-01-14T03:24:09Z,3740000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,376.0,3.0,3.0,0.0,,,,,,,,,,,,,,
378,PT10M07.00S,2023-01-14T03:24:10.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,91.5407358738502,53.92156862745098,1610612753,63,61,2023-01-14T03:30:05Z,3750000,False,20.0,27.0,1,right,F. Wagner running Layup (13 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,,13.0,,,,,,,,,
379,PT10M07.00S,2023-01-14T03:24:13.5Z,3,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612753,63,61,2023-01-14T03:24:24Z,3760000,False,,,0,,N. Alexander-Walker shooting personal FOUL (3 PF) (Wagner 1 FT),"[1629638, 1630532]",1610612762.0,UTA,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,,,,,,,3.0,0.0,Wagner,1630532.0
382,PT10M07.00S,2023-01-14T03:24:35.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630532,,,1610612753,63,62,2023-01-14T03:24:35Z,3780000,False,,,0,,F. Wagner Free Throw 1 of 1 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
383,PT09M56.00S,2023-01-14T03:24:57.0Z,3,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612762,63,62,2023-01-14T03:25:00Z,3790000,False,,,0,,W. Carter Jr. defensive-3-second technical FOUL (1 Tech),[1628976],1610612753.0,ORL,defensive-3-second,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,1628484.0,,,,,,,1.0,1.0,,
384,PT09M56.00S,2023-01-14T03:25:10.9Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,63,62,2023-01-14T03:25:35Z,3800000,False,,,0,,MISS L. Markkanen technical Free Throw 1 of 1,[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
385,PT09M56.00S,2023-01-14T03:25:10.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,63,62,2023-01-14T03:25:35Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,,
386,PT09M46.00S,2023-01-14T03:25:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203903,4.812746386333772,55.88235294117647,1610612762,63,62,2023-01-14T03:31:13Z,3820000,False,-29.0,-7.0,1,left,MISS J. Clarkson driving reverse Layup,[203903],1610612762.0,UTA,driving reverse,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
387,PT09M44.00S,2023-01-14T03:25:36.2Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,63,62,2023-01-14T03:25:40Z,3830000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:7),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,386.0,8.0,7.0,1.0,,,,,,,,,,,,,,
388,PT09M39.00S,2023-01-14T03:25:41.4Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612762,63,62,2023-01-14T03:25:52Z,3840000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1628976, 1628374]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,,,,,,,2.0,1.0,Markkanen,1628374.0
390,PT09M39.00S,2023-01-14T03:26:05.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628374,,,1610612762,64,62,2023-01-14T03:26:05Z,3860000,False,,,0,,L. Markkanen Free Throw 1 of 2 (16 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
391,PT09M39.00S,2023-01-14T03:26:21.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628374,,,1610612762,65,62,2023-01-14T03:26:21Z,3870000,False,,,0,,L. Markkanen Free Throw 2 of 2 (17 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
392,PT09M24.00S,2023-01-14T03:26:39.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,86.41590013140605,35.53921568627451,1610612753,65,64,2023-01-14T03:26:44Z,3880000,False,-72.0,75.0,1,right,W. Carter Jr. 10' floating Jump Shot (18 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,10.43,Made,,,,,,,,,18.0,F. Wagner,1630532.0,1.0,,,,,,
394,PT09M07.00S,2023-01-14T03:26:55.1Z,3,REGULAR,turnover,lost ball,[],1627736,,,1610612762,65,64,2023-01-14T03:27:00Z,3900000,False,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1628365]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Fultz,1628365.0,,,,,,,,,,,
395,PT09M07.00S,2023-01-14T03:26:55.1Z,3,REGULAR,steal,,[],1628365,,,1610612753,65,64,2023-01-14T03:26:57Z,3910000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
396,PT09M04.00S,2023-01-14T03:26:59.8Z,3,REGULAR,turnover,bad pass,[],1628365,,,1610612753,65,64,2023-01-14T03:37:58Z,3920000,False,,,0,,M. Fultz bad pass TURNOVER (3 TO),"[1628365, 1629638]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Alexander-Walker,1629638.0,,,,,,,,,,,
397,PT09M04.00S,2023-01-14T03:26:59.8Z,3,REGULAR,steal,,[],1629638,,,1610612762,65,64,2023-01-14T03:27:01Z,3930000,False,,,0,,N. Alexander-Walker STEAL (2 STL),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT08M52.00S,2023-01-14T03:27:22.3Z,3,REGULAR,turnover,bad pass,[],1629638,,,1610612762,65,64,2023-01-14T03:27:32Z,3950000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1631094]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2.0,Banchero,1631094.0,,,,,,,,,,,
400,PT08M52.00S,2023-01-14T03:27:22.3Z,3,REGULAR,steal,,[],1631094,,,1610612753,65,64,2023-01-14T03:27:24Z,3960000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
401,PT08M48.00S,2023-01-14T03:27:26.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630532,91.5407358738502,44.85294117647059,1610612753,65,66,2023-01-14T03:27:40Z,3970000,False,-26.0,27.0,1,right,F. Wagner running alley-oop Layup (16 PTS) (P. Banchero 2 AST),"[1630532, 1631094]",1610612753.0,ORL,running alley-oop,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,,,16.0,P. Banchero,1631094.0,2.0,,,,,,
403,PT08M28.00S,2023-01-14T03:27:47.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,8.09789750328515,57.35294117647059,1610612762,67,66,2023-01-14T03:33:06Z,3990000,False,-37.0,24.0,1,left,N. Alexander-Walker driving Layup (2 PTS),[1629638],1610612762.0,UTA,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,4.37,Made,,,,,,,,,2.0,,,,,,,,,
405,PT08M15.00S,2023-01-14T03:27:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,90.22667542706965,50.73529411764706,1610612753,67,68,2023-01-14T03:33:40Z,4010000,False,4.0,39.0,1,right,P. Banchero driving Layup (7 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,,,,,7.0,,,,,,,,,
406,PT08M03.00S,2023-01-14T03:28:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612762,67,68,2023-01-14T03:28:26Z,4020000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1630591, 203903]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1193.0,,,,,,,1.0,0.0,Clarkson,203903.0
408,PT08M03.00S,2023-01-14T03:28:53.4Z,3,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,67,68,2023-01-14T03:29:30Z,4040000,False,,,0,,MISS J. Clarkson Free Throw 1 of 2,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT08M03.00S,2023-01-14T03:28:53.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,67,68,2023-01-14T03:29:30Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
411,PT08M03.00S,2023-01-14T03:28:53.4Z,3,REGULAR,violation,lane,[],1630591,,,1610612762,67,68,2023-01-14T03:29:30Z,4055000,False,,,0,,J. Suggs lane VIOLATION,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT08M03.00S,2023-01-14T03:28:53.4Z,3,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,68,68,2023-01-14T03:29:30Z,4060000,False,,,0,,J. Clarkson Free Throw 2 of 2 (12 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
412,PT07M55.00S,2023-01-14T03:29:46.5Z,3,REGULAR,foul,personal,[],1629638,,,1610612753,68,68,2023-01-14T03:29:53Z,4070000,False,,,0,,N. Alexander-Walker personal FOUL (4 PF),"[1629638, 1630532]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1628484.0,,,,,,,4.0,0.0,Wagner,1630532.0
414,PT07M55.00S,2023-01-14T03:29:51.1Z,3,REGULAR,substitution,out,[],1629638,,,1610612753,68,68,2023-01-14T03:29:53Z,4090000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M55.00S,2023-01-14T03:29:51.1Z,3,REGULAR,substitution,in,[],1629012,,,1610612753,68,68,2023-01-14T03:29:53Z,4100000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M48.00S,2023-01-14T03:30:12.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,86.67871222076215,44.85294117647059,1610612753,68,68,2023-01-14T03:30:20Z,4110000,False,-26.0,73.0,1,right,MISS F. Wagner 7' Jump Shot - blocked,"[1630532, 1627736]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,Beasley,1627736.0,,,,
417,PT07M48.00S,2023-01-14T03:30:12.0Z,3,REGULAR,block,,[],1627736,,,1610612753,68,68,2023-01-14T03:30:14Z,4120000,False,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT07M43.00S,2023-01-14T03:30:17.0Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,68,68,2023-01-14T03:46:42Z,4130000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:8),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,416.0,9.0,8.0,1.0,,,,,,,,,,,,,,
419,PT07M40.00S,2023-01-14T03:30:20.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203903,12.697109067017081,42.15686274509804,1610612762,68,68,2023-01-14T03:42:12Z,4140000,False,39.0,67.0,1,left,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,,,,,,,,,,,,,
420,PT07M40.00S,2023-01-14T03:30:20.0Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,68,68,2023-01-14T03:30:27Z,4150000,False,,,0,,W. Kessler REBOUND (Off:5 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,419.0,6.0,1.0,5.0,,,,,,,,,,,,,,
421,PT07M33.00S,2023-01-14T03:30:27.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,18.873193166885677,90.93137254901961,1610612762,68,68,2023-01-14T03:42:43Z,4160000,False,-205.0,125.0,1,left,MISS M. Beasley pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,23.98,Missed,,,,,,,,,,,,,,,,,,
422,PT07M29.00S,2023-01-14T03:30:31.2Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,68,68,2023-01-14T03:30:33Z,4170000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:8),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,421.0,10.0,8.0,2.0,,,,,,,,,,,,,,
423,PT07M29.00S,2023-01-14T03:30:31.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203903,5.590000152587891,50.0,1610612762,68,68,2023-01-14T03:30:36Z,4180000,False,0.0,0.0,1,left,MISS J. Clarkson tip Layup - blocked,"[203903, 1630532]",1610612762.0,UTA,tip,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,Wagner,1630532.0,,,,
424,PT07M29.00S,2023-01-14T03:30:31.8Z,3,REGULAR,block,,[],1630532,,,1610612762,68,68,2023-01-14T03:30:33Z,4190000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT07M29.00S,2023-01-14T03:30:31.8Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,68,68,2023-01-14T03:30:36Z,4200000,False,,,0,,W. Carter Jr. REBOUND (Off:4 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,423.0,7.0,3.0,4.0,,,,,,,,,,,,,,
426,PT07M22.00S,2023-01-14T03:30:38.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,92.19776609724047,53.67647058823529,1610612753,68,70,2023-01-14T03:30:51Z,4210000,False,18.0,21.0,1,right,P. Banchero running Layup (9 PTS) (W. Carter Jr. 3 AST),"[1631094, 1628976]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,,,,,9.0,W. Carter Jr.,1628976.0,3.0,,,,,,
428,PT07M01.00S,2023-01-14T03:30:59.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,11.777266754270697,61.51960784313726,1610612762,68,70,2023-01-14T03:31:04Z,4230000,False,-58.0,58.0,1,left,MISS L. Markkanen 8' turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,8.19,Missed,,,,,,,,,,,,,,,,,,
429,PT06M59.00S,2023-01-14T03:31:01.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,68,70,2023-01-14T03:31:04Z,4240000,False,,,0,,W. Carter Jr. REBOUND (Off:4 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,428.0,8.0,4.0,4.0,,,,,,,,,,,,,,
430,PT06M49.00S,2023-01-14T03:31:10.9Z,3,REGULAR,2pt,Hook,[],1631094,85.75886990801577,32.1078431372549,1610612753,68,70,2023-01-14T03:44:53Z,4250000,False,-89.0,81.0,1,right,MISS P. Banchero 12' turnaround Hook,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,12.1,Missed,,,,,,,,,,,,,,,,,,
431,PT06M47.00S,2023-01-14T03:31:12.9Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,68,70,2023-01-14T03:31:15Z,4260000,False,,,0,,W. Kessler REBOUND (Off:5 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,430.0,7.0,2.0,5.0,,,,,,,,,,,,,,
432,PT06M32.00S,2023-01-14T03:31:28.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.828515111695138,43.38235294117647,1610612762,68,70,2023-01-14T03:46:37Z,4270000,False,33.0,68.0,1,left,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
433,PT06M28.00S,2023-01-14T03:31:32.4Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,68,70,2023-01-14T03:31:32Z,4280000,False,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,432.0,4.0,4.0,0.0,,,,,,,,,,,,,,
434,PT06M12.00S,2023-01-14T03:31:49.1Z,3,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612753,68,70,2023-01-14T03:32:01Z,4290000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1631117, 1628976]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,,,,,,,1.0,0.0,Carter Jr.,1628976.0
436,PT06M12.00S,2023-01-14T03:31:57.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,68,70,2023-01-14T03:31:57Z,4310000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,out,[],1627736,,,1610612753,68,70,2023-01-14T03:34:29Z,4320000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,out,[],1631117,,,1610612753,68,70,2023-01-14T03:34:29Z,4330000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,in,[],1630534,,,1610612753,68,70,2023-01-14T03:34:29Z,4340000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,in,[],1629020,,,1610612753,68,70,2023-01-14T03:34:29Z,4350000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,68,70,2023-01-14T03:34:49Z,4360000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M12.00S,2023-01-14T03:34:12.1Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,68,70,2023-01-14T03:34:49Z,4370000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M12.00S,2023-01-14T03:35:14.7Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,68,71,2023-01-14T03:35:34Z,4380000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (19 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
445,PT06M12.00S,2023-01-14T03:35:14.7Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,68,71,2023-01-14T03:35:34Z,4390000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
