actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M43.00S,2023-01-21T02:12:59.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,70.12155059132719,71.32352941176471,1610612762,3,2,2023-01-21T02:13:04Z,160000,False,107.0,228.0,1,right,M. Beasley 25' 3PT  (3 PTS) (J. Clarkson 1 AST),"[1627736, 203903]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,,,,,,3.0,J. Clarkson,203903.0,1.0,,,,,
18,PT10M33.00S,2023-01-21T02:13:10.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,8.09789750328515,49.754901960784316,1610612751,3,2,2023-01-21T02:13:14Z,180000,False,1.0,24.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2023-01-21T02:13:11.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,2,2023-01-21T02:13:14Z,190000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,18.0,,,,,,1.0,1.0,0.0,,,,,,,,,
20,PT10M23.00S,2023-01-21T02:13:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,86.81011826544021,58.57843137254902,1610612762,5,2,2023-01-21T02:13:32Z,200000,False,43.0,71.0,1,right,J. Clarkson 8' driving finger roll Layup (2 PTS),[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.34,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M03.00S,2023-01-21T02:13:40.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,22.815374507227332,11.519607843137255,1610612751,5,5,2023-01-21T02:13:44Z,210000,False,192.0,162.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (B. Simmons 1 AST),"[1626220, 1627732]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.15,Made,,,,,,,,,,3.0,B. Simmons,1627732.0,1.0,,,,,
23,PT09M41.00S,2023-01-21T02:14:02.8Z,1,REGULAR,3pt,Jump Shot,[],203903,66.44218134034165,62.745098039215684,1610612762,5,5,2023-01-21T02:15:41Z,230000,False,64.0,263.0,1,right,MISS J. Clarkson 27' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2023-01-21T02:14:05.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,5,5,2023-01-21T02:14:11Z,240000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,23.0,,,,,,2.0,2.0,0.0,,,,,,,,,
25,PT09M33.00S,2023-01-21T02:14:11.0Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,5,5,2023-01-21T02:14:16Z,250000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1631117]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Kessler,1631117.0,,
26,PT09M33.00S,2023-01-21T02:14:11.0Z,1,REGULAR,steal,,[],1631117,,,1610612762,5,5,2023-01-21T02:14:13Z,260000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2023-01-21T02:14:21.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,72.09264126149803,78.43137254901961,1610612762,5,5,2023-01-21T02:16:38Z,270000,False,142.0,210.0,1,right,MISS M. Beasley 25' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2023-01-21T02:14:26.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,5,5,2023-01-21T02:14:25Z,280000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,27.0,,,,,,2.0,1.0,1.0,,,,,,,,,
29,PT09M17.00S,2023-01-21T02:14:26.3Z,1,REGULAR,turnover,bad pass,[],1628374,,,1610612762,5,5,2023-01-21T02:14:34Z,290000,False,,,0,,L. Markkanen bad pass TURNOVER (1 TO),"[1628374, 202681]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,
30,PT09M17.00S,2023-01-21T02:14:26.3Z,1,REGULAR,steal,,[],202681,,,1610612751,5,5,2023-01-21T02:14:28Z,300000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2023-01-21T02:14:30.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,28.728646517739815,26.225490196078432,1610612751,5,5,2023-01-21T02:14:44Z,310000,False,119.0,218.0,1,left,MISS K. Irving 24' running pullup 3PT,[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2023-01-21T02:14:31.3Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,5,5,2023-01-21T02:20:22Z,320000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,31.0,,,,,,3.0,2.0,1.0,,,,,,,,,
33,PT09M09.00S,2023-01-21T02:14:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202681,15.850854139290407,50.0,1610612751,5,7,2023-01-21T02:20:42Z,330000,False,0.0,96.0,1,left,K. Irving 9' fadeaway Jump Shot (2 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,9.65,Made,,,,,,,,,,2.0,,,,,,,,
35,PT08M46.00S,2023-01-21T02:14:58.5Z,1,REGULAR,3pt,Jump Shot,[],201144,73.53810775295663,81.61764705882352,1610612762,5,7,2023-01-21T02:15:23Z,350000,False,158.0,196.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2023-01-21T02:15:05.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,5,7,2023-01-21T02:15:05Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT08M28.00S,2023-01-21T02:15:35.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,7.440867279894875,50.49019607843137,1610612751,5,9,2023-01-21T02:15:39Z,380000,False,-2.0,17.0,1,left,N. Claxton driving DUNK (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,2.0,,,,,,,,
39,PT08M12.00S,2023-01-21T02:15:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,89.30683311432325,2.941176470588235,1610612762,5,9,2023-01-21T02:15:58Z,390000,False,-235.0,48.0,1,right,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,24.01,Missed,,,,,,,,,,,,,,,,,,
40,PT08M12.00S,2023-01-21T02:15:49.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,5,9,2023-01-21T02:15:58Z,400000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,39.0,,,,,,2.0,1.0,1.0,,,,,,,,,
41,PT08M12.00S,2023-01-21T02:15:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,5,9,2023-01-21T02:15:57Z,410000,False,0.0,0.0,1,right,MISS W. Kessler putback Layup,[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2023-01-21T02:15:58.7Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,5,9,2023-01-21T02:15:58Z,420000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,41.0,,,,,,3.0,1.0,2.0,,,,,,,,,
43,PT08M12.00S,2023-01-21T02:15:59.3Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612762,5,9,2023-01-21T02:16:11Z,430000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Kessler 2 FT),"[1629651, 1631117]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,203177.0,1.0,0.0,Kessler,1631117.0,,,,,,,,,,,,
45,PT08M12.00S,2023-01-21T02:16:21.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631117,,,1610612762,5,9,2023-01-21T02:16:21Z,450000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2023-01-21T02:16:21.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,5,9,2023-01-21T02:16:21Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
47,PT08M12.00S,2023-01-21T02:16:21.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631117,,,1610612762,5,9,2023-01-21T02:16:47Z,470000,False,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2023-01-21T02:16:23.9Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,5,9,2023-01-21T02:16:47Z,480000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,47.0,,,,,,1.0,1.0,0.0,,,,,,,,,
49,PT08M01.00S,2023-01-21T02:16:55.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,7.440867279894875,57.84313725490197,1610612751,5,11,2023-01-21T02:17:00Z,490000,False,-39.0,17.0,1,left,N. Claxton Hook (4 PTS) (J. Harris 1 AST),"[1629651, 203925]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,,,,,,4.0,J. Harris,203925.0,1.0,,,,,
51,PT07M52.00S,2023-01-21T02:17:03.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,90.48948751642575,3.431372549019608,1610612762,5,11,2023-01-21T02:17:08Z,510000,False,-233.0,37.0,1,right,MISS M. Beasley 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
52,PT07M49.00S,2023-01-21T02:17:07.7Z,1,REGULAR,rebound,offensive,[],1627736,,,1610612762,5,11,2023-01-21T02:17:07Z,520000,False,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,51.0,,,,,,1.0,0.0,1.0,,,,,,,,,
53,PT07M47.00S,2023-01-21T02:17:09.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,66.44218134034165,57.84313725490197,1610612762,5,11,2023-01-21T02:17:14Z,530000,False,39.0,263.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
54,PT07M44.00S,2023-01-21T02:17:12.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,5,11,2023-01-21T02:17:14Z,540000,False,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,53.0,,,,,,4.0,3.0,1.0,,,,,,,,,
55,PT07M29.00S,2023-01-21T02:17:27.2Z,1,REGULAR,3pt,Jump Shot,[],202681,31.225361366622867,62.254901960784316,1610612751,5,14,2023-01-21T02:17:33Z,550000,False,-61.0,241.0,1,left,K. Irving 24' 3PT step back (5 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,24.87,Made,,,,,,,,,,5.0,,,,,,,,
56,PT07M27.00S,2023-01-21T02:17:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,5,14,2023-01-21T02:17:32Z,560000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M17.00S,2023-01-21T02:20:47.8Z,1,REGULAR,foul,offensive,[],201144,,,1610612762,5,14,2023-01-21T02:20:53Z,570000,False,,,0,,M. Conley charge offensive FOUL (1 PF),"[201144, 202681]",1610612762.0,UTA,charge,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,1.0,0.0,Irving,202681.0,,,,,,,,,,,,
60,PT07M17.00S,2023-01-21T02:20:47.8Z,1,REGULAR,turnover,offensive foul,[],201144,,,1610612762,5,14,2023-01-21T02:20:47Z,590000,False,,,0,,M. Conley offensive foul TURNOVER (1 TO),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,1.0,,,,
61,PT07M09.00S,2023-01-21T02:21:10.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203925,28.07161629434954,21.323529411764707,1610612751,5,14,2023-01-21T02:21:14Z,600000,False,143.0,211.0,1,left,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2023-01-21T02:21:14.5Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,5,14,2023-01-21T02:21:14Z,610000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,61.0,,,,,,3.0,2.0,1.0,,,,,,,,,
172,PT07M00.00S,2023-01-21T02:21:14.8Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,5,14,2023-01-21T02:38:09Z,615000,False,,,0,,L. Markkanen lost ball TURNOVER (2 TO),"[1628374, 1627732]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Simmons,1627732.0,,
173,PT07M00.00S,2023-01-21T02:21:14.8Z,1,REGULAR,steal,,[],1627732,,,1610612751,5,14,2023-01-21T02:38:09Z,617500,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2023-01-21T02:21:39.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202681,17.427726675427067,70.58823529411765,1610612751,5,16,2023-01-21T02:38:12Z,650000,False,-103.0,111.0,1,left,K. Irving 15' Jump Shot (7 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,15.16,Made,,,,,,,,,,7.0,,,,,,,,
67,PT06M23.00S,2023-01-21T02:21:56.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,84.05059132720105,2.696078431372549,1610612762,5,16,2023-01-21T02:22:42Z,660000,False,-237.0,97.0,1,right,MISS M. Beasley 25' 3PT - blocked,"[1627736, 1629651]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
68,PT06M23.00S,2023-01-21T02:21:56.3Z,1,REGULAR,block,,[],1629651,,,1610612762,5,16,2023-01-21T02:38:21Z,670000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT06M23.00S,2023-01-21T02:21:56.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,5,16,2023-01-21T02:22:42Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,67.0,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2023-01-21T02:22:02.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,5,16,2023-01-21T02:22:14Z,700000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2023-01-21T02:22:02.9Z,1,REGULAR,substitution,out,[],203925,,,1610612762,5,16,2023-01-21T02:22:14Z,710000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2023-01-21T02:22:02.9Z,1,REGULAR,substitution,in,[],1629012,,,1610612762,5,16,2023-01-21T02:22:14Z,720000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2023-01-21T02:22:02.9Z,1,REGULAR,substitution,in,[],203552,,,1610612762,5,16,2023-01-21T02:22:14Z,730000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M13.00S,2023-01-21T02:22:32.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203903,92.06636005256242,26.715686274509803,1610612762,7,16,2023-01-21T02:22:37Z,740000,False,-116.0,22.0,1,right,J. Clarkson 11' turnaround Jump Shot (4 PTS),[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,11.85,Made,,,,,,,,,,4.0,,,,,,,,
77,PT05M55.00S,2023-01-21T02:22:49.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,25.04927726675427,16.176470588235293,1610612751,7,19,2023-01-21T02:22:53Z,750000,False,169.0,183.0,1,left,R. O'Neale 24' 3PT  (6 PTS) (B. Simmons 2 AST),"[1626220, 1627732]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,,,,,,6.0,B. Simmons,1627732.0,2.0,,,,,
79,PT05M38.00S,2023-01-21T02:23:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.46057818659659,56.372549019607845,1610612762,9,19,2023-01-21T02:23:11Z,770000,False,32.0,18.0,1,right,C. Sexton driving Layup (2 PTS) (J. Clarkson 2 AST),"[1629012, 203903]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,,,,,2.0,J. Clarkson,203903.0,2.0,,,,,
128,PT05M15.00S,2023-01-21T02:23:20.5Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612751,9,19,2023-01-21T02:31:00Z,771250,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 203903]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Clarkson,203903.0,,
129,PT05M15.00S,2023-01-21T02:23:20.5Z,1,REGULAR,steal,,[],203903,,,1610612762,9,19,2023-01-21T02:30:08Z,771875,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT05M13.00S,2023-01-21T02:23:27.0Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,9,19,2023-01-21T02:31:07Z,772500,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 202681]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,
131,PT05M13.00S,2023-01-21T02:23:27.0Z,1,REGULAR,steal,,[],202681,,,1610612751,9,19,2023-01-21T02:30:25Z,773750,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2023-01-21T02:23:33.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,6.1268068331143235,44.36274509803921,1610612751,9,21,2023-01-21T02:31:00Z,780000,False,28.0,5.0,1,left,N. Claxton DUNK (6 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,,,,6.0,K. Irving,202681.0,2.0,,,,,
