actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-11T02:12:23.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-11T02:12:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-11T02:12:25.1Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612762,0,0,2023-01-11T02:12:25Z,40000,False,,,0,,Jump Ball W. Kessler vs. J. Allen: Tip to L. Markkanen,"[1628374, 1631117, 1628386]",1610612762.0,UTA,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Kessler,1631117.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
10,PT11M38.00S,2023-01-11T02:12:44.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,81.02825229960578,92.40196078431373,1610612762,0,0,2023-01-11T02:26:38Z,100000,False,212.0,126.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,,
11,PT11M37.00S,2023-01-11T02:12:45.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,0,0,2023-01-11T02:12:48Z,110000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,10.0,,,,,,,,,,,,,,,,,
13,PT11M26.00S,2023-01-11T02:13:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,6.652431011826544,94.85294117647058,1610612739,0,0,2023-01-11T02:13:13Z,130000,False,-224.0,10.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
14,PT11M23.00S,2023-01-11T02:13:10.8Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,0,0,2023-01-11T02:13:13Z,140000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M16.00S,2023-01-11T02:13:18.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,68.80749014454665,69.85294117647058,1610612762,0,0,2023-01-11T02:14:06Z,150000,False,99.0,241.0,1,right,MISS M. Beasley 26' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
16,PT11M13.00S,2023-01-11T02:13:20.8Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,0,0,2023-01-11T02:13:20Z,160000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M02.00S,2023-01-11T02:13:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201144,84.83902759526939,49.26470588235294,1610612762,2,0,2023-01-11T02:13:37Z,170000,False,-4.0,90.0,1,right,M. Conley 9' floating Jump Shot (2 PTS) (M. Beasley 1 AST),"[201144, 1627736]",1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,9.01,Made,,,,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,
19,PT10M41.00S,2023-01-11T02:13:52.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,26.49474375821288,21.813725490196077,1610612739,2,3,2023-01-11T02:14:24Z,190000,False,141.0,197.0,1,left,D. Mitchell 24' 3PT pullup (3 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.19,Made,,,,,3.0,J. Allen,1628386.0,1.0,,,,,,,,,,
