actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-07T02:11:03.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-07T02:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-07T02:11:05.0Z,1,REGULAR,jumpball,recovered,[],203903,,,1610612762,0,0,2023-02-07T02:11:05Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Powell: Tip to J. Clarkson,"[203903, 1631117, 203939]",1610612762.0,UTA,startperiod,J. Clarkson,203903.0,Clarkson,J. Clarkson,Kessler,1631117.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-02-07T02:11:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,93.24901445466492,45.588235294117645,1610612762,2,0,2023-02-07T02:11:25Z,70000,False,-22.0,11.0,1,right,W. Kessler reverse Layup (2 PTS) (K. Olynyk 1 AST),"[1631117, 203482]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.47,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-02-07T02:11:36.7Z,1,REGULAR,3pt,Jump Shot,[],203501,29.38567674113009,27.450980392156865,1610612742,2,3,2023-02-07T02:12:07Z,90000,False,113.0,224.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (M. Wright IV 1 AST),"[203501, 1630593]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.05,Made,3.0,M. Wright IV,1630593.0,1.0,,,,,,,,,,,,,,
11,PT11M26.00S,2023-02-07T02:11:39.8Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612742,2,3,2023-02-07T02:11:52Z,110000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[203482, 203501]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,1627541.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
13,PT11M26.00S,2023-02-07T02:12:03.0Z,1,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,2,4,2023-02-07T02:12:03Z,130000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (4 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2023-02-07T02:12:21.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,88.38699080157687,48.03921568627451,1610612762,2,4,2023-02-07T02:13:46Z,140000,False,-10.0,57.0,1,right,MISS W. Kessler cutting DUNK,[1631117],1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
15,PT11M08.00S,2023-02-07T02:12:22.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,2,4,2023-02-07T02:12:25Z,150000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
16,PT11M05.00S,2023-02-07T02:12:26.7Z,1,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,2,4,2023-02-07T02:12:32Z,160000,False,,,0,,T. Hardaway Jr. bad pass out-of-bounds TURNOVER (1 TO),[203501],1610612742.0,DAL,bad pass,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626300.0,,,,,,,,,1.0,,,,
17,PT10M54.00S,2023-02-07T02:12:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631117,92.9862023653088,54.41176470588235,1610612762,4,4,2023-02-07T02:12:45Z,170000,False,22.0,13.0,1,right,W. Kessler alley-oop DUNK (4 PTS) (M. Conley 1 AST),"[1631117, 201144]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.58,Made,4.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
