actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M03.00S,2022-11-01T01:27:26.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,66.83639947437582,48.28431372549019,1610612763,17,14,2022-11-01T01:27:31Z,870000,-9.0,259.0,1,right,J. Morant 25' 3PT  (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.93,Made,9.0,,,,,,,,,,,,,,,,,
88,PT04M40.00S,2022-11-01T01:27:48.7Z,1,REGULAR,2pt,Jump Shot,[],1628374,11.645860709592641,69.85294117647058,1610612762,19,14,2022-11-01T01:27:55Z,880000,-99.0,57.0,1,left,L. Markkanen 11' step back bank Jump Shot (4 PTS),[1628374],1610612762.0,UTA,step back bank,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,11.45,Made,4.0,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2022-11-01T01:28:12.5Z,1,REGULAR,2pt,Jump Shot,[],1629630,90.48948751642575,70.09803921568627,1610612763,19,16,2022-11-01T01:28:39Z,890000,100.0,37.0,1,right,J. Morant 10' driving floating Jump Shot (11 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,10.71,Made,11.0,,,,,,,,,,,,,,,,,
90,PT04M05.00S,2022-11-01T01:28:24.3Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,19,16,2022-11-01T01:28:29Z,900000,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1631223]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,Roddy,1631223.0
91,PT04M05.00S,2022-11-01T01:28:24.3Z,1,REGULAR,steal,,[],1631223,,,1610612763,19,16,2022-11-01T01:35:22Z,910000,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT03M58.00S,2022-11-01T01:28:31.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,93.38042049934296,44.85294117647059,1610612763,19,18,2022-11-01T01:28:35Z,920000,-26.0,10.0,1,right,J. Konchar Layup (2 PTS) (T. Jones 1 AST),"[1629723, 1626145]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,T. Jones,1626145.0,1.0,,,,
94,PT03M34.00S,2022-11-01T01:28:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,33.065045992115635,33.82352941176471,1610612762,19,18,2022-11-01T01:29:00Z,940000,81.0,258.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
95,PT03M31.00S,2022-11-01T01:28:58.1Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,19,18,2022-11-01T01:29:00Z,950000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,
96,PT03M22.00S,2022-11-01T01:29:06.6Z,1,REGULAR,3pt,Jump Shot,[],1629723,86.5473061760841,3.431372549019608,1610612763,19,18,2022-11-01T01:29:11Z,960000,-233.0,74.0,1,right,MISS J. Konchar 24' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,24.43,Missed,,,,,,,,,,,,,,,,,,
97,PT03M19.00S,2022-11-01T01:29:09.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,19,18,2022-11-01T01:29:11Z,970000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,
98,PT03M12.00S,2022-11-01T01:29:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,14.536793692509855,48.529411764705884,1610612762,21,18,2022-11-01T01:29:23Z,980000,7.0,84.0,1,left,M. Beasley 8' driving floating Jump Shot (2 PTS),[1627736],1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,2.0,,,,,,,,,,,,,,,,,
100,PT02M55.00S,2022-11-01T01:29:33.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,70.64717477003943,26.225490196078432,1610612763,21,21,2022-11-01T01:32:21Z,1000000,-119.0,223.0,1,right,T. Jones 25' 3PT pullup (5 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.31,Made,5.0,,,,,,,,,,,,,,,,,
101,PT02M35.00S,2022-11-01T01:29:59.1Z,1,REGULAR,foul,offensive,[],1629020,,,1610612762,21,21,2022-11-01T01:30:29Z,1010000,,,0,,J. Vanderbilt offensive FOUL (1 PF),"[1629020, 1629723]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Right,,,,1628482.0,1.0,0.0,Konchar,1629723.0,,,,,,,,,,,,
103,PT02M35.00S,2022-11-01T01:29:59.1Z,1,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,21,21,2022-11-01T01:29:59Z,1030000,,,0,,J. Vanderbilt offensive foul TURNOVER (2 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Right,,,,1628482.0,,,,,,,,,2.0,,,,,,,
104,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,out,[],1629020,,,1610612763,21,21,2022-11-01T01:30:22Z,1040000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,out,[],201144,,,1610612763,21,21,2022-11-01T01:30:22Z,1050000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612763,21,21,2022-11-01T01:30:22Z,1060000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,21,21,2022-11-01T01:30:22Z,1070000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,21,21,2022-11-01T01:30:22Z,1080000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,in,[],1630534,,,1610612763,21,21,2022-11-01T01:30:22Z,1090000,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,in,[],1629659,,,1610612763,21,21,2022-11-01T01:30:22Z,1100000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,in,[],203482,,,1610612763,21,21,2022-11-01T01:30:22Z,1110000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,21,21,2022-11-01T01:30:22Z,1120000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M35.00S,2022-11-01T01:30:04.0Z,1,REGULAR,substitution,in,[],1628415,,,1610612763,21,21,2022-11-01T01:30:22Z,1130000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M22.00S,2022-11-01T01:30:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,91.5407358738502,56.127450980392155,1610612763,21,21,2022-11-01T01:30:48Z,1140000,31.0,27.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
115,PT02M20.00S,2022-11-01T01:30:45.5Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,21,21,2022-11-01T01:30:48Z,1150000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,114.0,1.0,0.0,1.0,,,,,,,,
116,PT02M20.00S,2022-11-01T01:30:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,21,23,2022-11-01T01:30:46Z,1160000,0.0,0.0,1,right,B. Clarke tip Layup (2 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
117,PT02M12.00S,2022-11-01T01:30:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,7.703679369250986,43.13725490196079,1610612762,21,23,2022-11-01T01:33:22Z,1170000,34.0,20.0,1,left,MISS O. Agbaji driving finger roll Layup,[1630534],1610612762.0,UTA,driving finger roll,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2022-11-01T01:30:55.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,21,23,2022-11-01T01:30:59Z,1180000,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT02M02.00S,2022-11-01T01:31:03.4Z,1,REGULAR,3pt,Jump Shot,[],1626145,76.42904073587385,11.519607843137255,1610612763,21,23,2022-11-01T01:31:08Z,1190000,-192.0,169.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
120,PT01M58.00S,2022-11-01T01:31:07.4Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,21,23,2022-11-01T01:31:08Z,1200000,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
138,PT01M49.00S,2022-11-01T01:31:09.6Z,1,REGULAR,turnover,lost ball,[],1627736,,,1610612762,21,23,2022-11-01T01:34:18Z,1205000,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1626145]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,Jones,1626145.0
139,PT01M49.00S,2022-11-01T01:31:09.6Z,1,REGULAR,steal,,[],1626145,,,1610612763,21,23,2022-11-01T01:34:18Z,1207500,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
124,PT01M43.00S,2022-11-01T01:31:21.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631223,76.42904073587385,9.803921568627452,1610612763,21,23,2022-11-01T01:34:24Z,1240000,-201.0,169.0,1,right,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
125,PT01M41.00S,2022-11-01T01:31:23.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,21,23,2022-11-01T01:31:28Z,1250000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,
126,PT01M26.00S,2022-11-01T01:31:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.5722733245729295,47.30392156862745,1610612762,23,23,2022-11-01T01:31:43Z,1260000,13.0,19.0,1,left,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.31,Made,2.0,,,,,,,,,,,,,,,,,
127,PT01M04.00S,2022-11-01T01:32:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,86.15308804204993,46.568627450980394,1610612763,23,23,2022-11-01T01:32:09Z,1270000,-17.0,78.0,1,right,MISS B. Clarke 7' pullup Shot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
128,PT01M01.00S,2022-11-01T01:32:04.4Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,23,23,2022-11-01T01:32:09Z,1280000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,
129,PT00M52.20S,2022-11-01T01:32:13.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.86005256241787,27.205882352941174,1610612762,23,23,2022-11-01T01:38:55Z,1290000,114.0,219.0,1,left,MISS M. Beasley 24' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.67,Missed,,,,,,,,,,,,,,,,,,
130,PT00M49.90S,2022-11-01T01:32:16.1Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,23,23,2022-11-01T01:32:18Z,1300000,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
131,PT00M34.10S,2022-11-01T01:32:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,67.23061760840999,55.63725490196079,1610612763,23,26,2022-11-01T01:32:37Z,1310000,28.0,256.0,1,right,D. Brooks 25' 3PT pullup (5 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,25.71,Made,5.0,,,,,,,,,,,,,,,,,
132,PT00M09.70S,2022-11-01T01:33:05.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,23,26,2022-11-01T01:33:31Z,1320000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Left,,,,1830.0,,,,,,,,,,,,,,,,
133,PT00M09.70S,2022-11-01T01:33:15.0Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,23,26,2022-11-01T01:33:20Z,1330000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M09.70S,2022-11-01T01:33:15.0Z,1,REGULAR,substitution,in,[],1629630,,,1610612763,23,26,2022-11-01T01:33:20Z,1340000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M00.30S,2022-11-01T01:33:45.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,68.54467805519053,67.15686274509804,1610612763,23,26,2022-11-01T01:33:50Z,1350000,86.0,243.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
136,PT00M00.30S,2022-11-01T01:33:45.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,23,26,2022-11-01T01:33:50Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,135.0,,,,,,,,,,,
137,PT00M00.00S,2022-11-01T01:33:48.5Z,1,REGULAR,period,end,[],0,,,1610612763,23,26,2022-11-01T01:33:48Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612763,23,26,2022-11-01T01:36:18Z,1380000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,23,26,2022-11-01T01:36:18Z,1390000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,23,26,2022-11-01T01:36:18Z,1400000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,in,['startperiod'],203903,,,1610612763,23,26,2022-11-01T01:36:18Z,1410000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,in,['startperiod'],1630214,,,1610612763,23,26,2022-11-01T01:36:18Z,1420000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-01T01:35:55.7Z,2,REGULAR,substitution,in,['startperiod'],1631223,,,1610612763,23,26,2022-11-01T01:36:18Z,1430000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-01T01:36:24.8Z,2,REGULAR,period,start,[],0,,,1610612762,23,26,2022-11-01T01:36:24Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M49.00S,2022-11-01T01:36:35.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,6.652431011826544,45.09803921568628,1610612762,25,26,2022-11-01T01:36:41Z,1450000,25.0,10.0,1,left,T. Horton-Tucker driving DUNK (4 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.65,Made,4.0,,,,,,,,,,,,,,,,,
148,PT11M33.00S,2022-11-01T01:36:50.8Z,2,REGULAR,3pt,Jump Shot,[],1628415,77.21747700394218,11.029411764705882,1610612763,25,29,2022-11-01T01:36:55Z,1460000,-195.0,162.0,1,right,D. Brooks 25' 3PT  (8 PTS) (B. Clarke 1 AST),"[1628415, 1629634]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.32,Made,8.0,,,,,,,,,,,B. Clarke,1629634.0,1.0,,,,
150,PT11M12.00S,2022-11-01T01:37:11.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,15.588042049934298,94.6078431372549,1610612762,28,29,2022-11-01T01:37:16Z,1480000,-223.0,94.0,1,left,M. Beasley 24' 3PT  (5 PTS) (J. Clarkson 1 AST),"[1627736, 203903]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left,24.2,Made,5.0,,,,,,,,,,,J. Clarkson,203903.0,1.0,,,,
152,PT11M10.00S,2022-11-01T01:37:20.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,28,29,2022-11-01T01:37:20Z,1500000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT10M50.00S,2022-11-01T01:40:32.1Z,2,REGULAR,foul,personal,['2freethrow'],203482,,,1610612763,28,29,2022-11-01T01:40:38Z,1510000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Clarke 2 FT),"[203482, 1629634]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,1628482.0,2.0,0.0,Clarke,1629634.0,,,,,,,,,,,,
155,PT10M50.00S,2022-11-01T01:40:59.9Z,2,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,28,29,2022-11-01T01:41:16Z,1530000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT10M50.00S,2022-11-01T01:40:59.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,28,29,2022-11-01T01:41:16Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,
157,PT10M50.00S,2022-11-01T01:40:59.9Z,2,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,28,29,2022-11-01T01:41:16Z,1550000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT10M48.00S,2022-11-01T01:41:01.9Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,28,29,2022-11-01T01:41:16Z,1560000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,
159,PT10M37.00S,2022-11-01T01:41:27.8Z,2,REGULAR,turnover,traveling,[],203482,,,1610612762,28,29,2022-11-01T01:41:36Z,1570000,,,0,,K. Olynyk traveling TURNOVER (2 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,1830.0,,,,,,,,,2.0,,,,,,,
160,PT10M25.00S,2022-11-01T01:41:49.1Z,2,REGULAR,turnover,lost ball,[],1630214,,,1610612763,28,29,2022-11-01T01:41:53Z,1580000,,,0,,X. Tillman lost ball TURNOVER (1 TO),"[1630214, 203482]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,,,,,,Olynyk,203482.0
161,PT10M25.00S,2022-11-01T01:41:49.1Z,2,REGULAR,steal,,[],203482,,,1610612762,28,29,2022-11-01T01:41:50Z,1590000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
162,PT10M19.00S,2022-11-01T01:41:55.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203482,6.783837056504599,49.26470588235294,1610612762,28,29,2022-11-01T01:42:05Z,1600000,4.0,11.0,1,left,MISS K. Olynyk driving floating Shot,[203482],1610612762.0,UTA,driving floating,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,,
163,PT10M17.00S,2022-11-01T01:41:57.2Z,2,REGULAR,rebound,offensive,[],203482,,,1610612762,28,29,2022-11-01T01:42:01Z,1610000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,
164,PT10M17.00S,2022-11-01T01:41:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203482,5.590000152587891,50.0,1610612762,28,29,2022-11-01T01:41:57Z,1620000,0.0,0.0,1,left,MISS K. Olynyk tip Layup,[203482],1610612762.0,UTA,tip,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
165,PT10M16.00S,2022-11-01T01:41:57.9Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,28,29,2022-11-01T01:41:57Z,1630000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,
166,PT10M13.00S,2022-11-01T01:42:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,92.72339027595268,54.41176470588235,1610612763,28,31,2022-11-01T01:42:07Z,1640000,22.0,16.0,1,right,B. Clarke alley-oop Layup (4 PTS) (T. Jones 2 AST),"[1629634, 1626145]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,2.72,Made,4.0,,,,,,,,,,,T. Jones,1626145.0,2.0,,,,
168,PT09M56.00S,2022-11-01T01:42:18.7Z,2,REGULAR,3pt,Jump Shot,[],1629659,27.414586070959263,87.74509803921569,1610612762,28,31,2022-11-01T01:43:18Z,1660000,-189.0,205.0,1,left,MISS T. Horton-Tucker 27' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,27.88,Missed,,,,,,,,,,,,,,,,,,
