actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-24T02:10:59.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-24T02:10:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-24T02:11:00.9Z,1,REGULAR,jumpball,recovered,[],203903,,,1610612762,0,0,2023-02-24T02:11:01Z,40000,False,,,0,,Jump Ball W. Kessler vs. J. Williams: Tip to J. Clarkson,"[203903, 1631117, 1631119]",1610612762.0,UTA,startperiod,J. Clarkson,203903.0,Clarkson,J. Clarkson,Kessler,1631117.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-02-24T02:11:11.2Z,1,REGULAR,3pt,Jump Shot,[],1631117,85.3646517739816,2.941176470588235,1610612762,3,0,2023-02-24T02:11:18Z,70000,False,-235.0,85.0,1,right,W. Kessler 25' 3PT  (3 PTS) (T. Horton-Tucker 1 AST),"[1631117, 1629659]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,25.02,Made,3.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2023-02-24T02:11:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,7.178055190538765,54.90196078431373,1610612760,3,0,2023-02-24T02:11:43Z,90000,False,-25.0,15.0,1,left,MISS S. Gilgeous-Alexander floating Shot - blocked,"[1628983, 1631117]",1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
10,PT11M20.00S,2023-02-24T02:11:38.4Z,1,REGULAR,block,,[],1631117,,,1610612760,3,0,2023-02-24T02:11:40Z,100000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M18.00S,2023-02-24T02:11:40.4Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,0,2023-02-24T02:11:43Z,110000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M14.00S,2023-02-24T02:11:44.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,71.69842312746385,7.598039215686274,1610612762,3,0,2023-02-24T02:11:51Z,120000,False,-212.0,214.0,1,right,MISS L. Markkanen 30' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,30.09,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2023-02-24T02:11:47.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,3,0,2023-02-24T02:11:51Z,130000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT11M07.00S,2023-02-24T02:11:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,6.521024967148489,45.83333333333333,1610612760,3,0,2023-02-24T02:12:00Z,140000,False,21.0,9.0,1,left,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2023-02-24T02:11:55.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,3,0,2023-02-24T02:12:00Z,150000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,
16,PT11M04.00S,2023-02-24T02:11:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.590000152587891,50.0,1610612760,3,0,2023-02-24T02:11:54Z,160000,False,0.0,0.0,1,left,MISS J. Giddey tip Layup,[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
