actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT06M04.00S,2022-10-30T01:22:46.4Z,1,REGULAR,foul,offensive,[],203482,,,1610612762,17,12,2022-10-30T01:27:40Z,850000,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1631223]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,203591.0,1.0,0.0,Roddy,1631223.0,,,,,
87,PT06M04.00S,2022-10-30T01:22:46.4Z,1,REGULAR,turnover,offensive foul,[],203482,,,1610612762,17,12,2022-10-30T01:22:46Z,870000,,,0,,K. Olynyk offensive foul TURNOVER (2 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,,,,2.0,,,,,,,203591.0,,,,,,,,,
88,PT05M52.00S,2022-10-30T01:23:07.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,83.13074901445466,49.26470588235294,1610612763,17,14,2022-10-30T01:23:14Z,880000,-4.0,106.0,1,right,B. Clarke 10' Jump Shot (2 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,10.62,Made,2.0,,,,,,,,,,,,,T. Jones,1626145.0,1.0,,
90,PT05M33.00S,2022-10-30T01:23:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,24.78646517739816,16.176470588235293,1610612762,17,14,2022-10-30T01:23:31Z,900000,169.0,180.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
91,PT05M31.00S,2022-10-30T01:23:28.2Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,17,14,2022-10-30T01:23:31Z,910000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,
92,PT05M26.00S,2022-10-30T01:23:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.67214191852825,45.09803921568628,1610612763,17,16,2022-10-30T01:23:46Z,920000,-25.0,26.0,1,right,D. Brooks driving Layup (7 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,3.56,Made,7.0,,,,,,,,,,,,,,,,,
93,PT05M26.00S,2022-10-30T01:23:43.4Z,1,REGULAR,foul,personal,[],1629634,,,1610612762,17,16,2022-10-30T01:27:31Z,930000,,,0,,B. Clarke loose ball personal FOUL (1 PF),"[1629634, 203482]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,1.0,0.0,Olynyk,203482.0,,,,,
112,PT05M26.00S,2022-10-30T01:24:00.7Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,17,16,2022-10-30T01:26:51Z,945000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M26.00S,2022-10-30T01:24:00.7Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,17,16,2022-10-30T01:26:51Z,947500,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT05M26.00S,2022-10-30T01:24:00.7Z,1,REGULAR,substitution,in,[],1630534,,,1610612762,17,16,2022-10-30T01:26:51Z,948750,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M26.00S,2022-10-30T01:24:00.7Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,17,16,2022-10-30T01:26:51Z,949375,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M17.00S,2022-10-30T01:24:18.1Z,1,REGULAR,foul,personal,[],1629634,,,1610612762,17,16,2022-10-30T01:24:27Z,950000,,,0,,B. Clarke personal FOUL (2 PF),"[1629634, 203482]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2004.0,2.0,0.0,Olynyk,203482.0,,,,,
97,PT05M17.00S,2022-10-30T01:24:37.0Z,1,REGULAR,substitution,out,[],1629634,,,1610612762,17,16,2022-10-30T01:24:47Z,970000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M17.00S,2022-10-30T01:24:37.0Z,1,REGULAR,substitution,in,[],1630214,,,1610612762,17,16,2022-10-30T01:24:47Z,980000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2022-10-30T01:25:01.0Z,1,REGULAR,3pt,Jump Shot,[],203903,27.94021024967148,75.24509803921569,1610612762,17,16,2022-10-30T01:25:05Z,990000,-126.0,210.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2022-10-30T01:25:03.0Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,17,16,2022-10-30T01:25:03Z,1000000,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT04M49.00S,2022-10-30T01:25:12.9Z,1,REGULAR,2pt,Jump Shot,[],1626145,79.45137976346912,50.245098039215684,1610612763,17,16,2022-10-30T01:25:18Z,1010000,1.0,141.0,1,right,MISS T. Jones 14' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,14.07,Missed,,,,,,,,,,,,,,,,,,
102,PT04M46.00S,2022-10-30T01:25:15.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,17,16,2022-10-30T01:25:18Z,1020000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,
103,PT04M40.00S,2022-10-30T01:25:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630534,6.521024967148489,4.166666666666666,1610612762,17,16,2022-10-30T01:25:34Z,1030000,229.0,9.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2022-10-30T01:25:31.2Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,17,16,2022-10-30T01:25:34Z,1040000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:0),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Right Corner 3,24+ Right,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,
105,PT04M30.00S,2022-10-30T01:25:32.4Z,1,REGULAR,turnover,lost ball,[],1629659,,,1610612762,17,16,2022-10-30T01:25:37Z,1050000,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 1631223]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Center,,,,1.0,Roddy,1631223.0,,,,,,,,,,,,,,
106,PT04M30.00S,2022-10-30T01:25:32.4Z,1,REGULAR,steal,,[],1631223,,,1610612763,17,16,2022-10-30T01:25:34Z,1060000,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M27.00S,2022-10-30T01:25:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631223,90.48948751642575,54.41176470588235,1610612763,17,18,2022-10-30T01:25:43Z,1070000,22.0,37.0,1,right,D. Roddy driving Layup (2 PTS),[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,4.3,Made,2.0,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2022-10-30T01:25:59.3Z,1,REGULAR,2pt,Jump Shot,[],203903,14.011169513797633,26.47058823529412,1610612762,17,18,2022-10-30T01:26:06Z,1080000,118.0,79.0,1,left,MISS J. Clarkson 14' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,14.18,Missed,,,,,,,,,,,,,,,,,,
109,PT04M01.00S,2022-10-30T01:26:00.3Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,17,18,2022-10-30T01:26:06Z,1090000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,
110,PT03M45.00S,2022-10-30T01:26:17.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,74.72076215505913,9.558823529411764,1610612763,17,21,2022-10-30T01:26:23Z,1100000,-202.0,185.0,1,right,D. Brooks 27' 3PT  (10 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,27.41,Made,10.0,,,,,,,,,,,,,,,,,
111,PT03M43.00S,2022-10-30T01:26:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,17,21,2022-10-30T01:26:24Z,1110000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,out,[],203903,,,1610612762,17,21,2022-10-30T01:29:05Z,1120000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,out,[],1626145,,,1610612762,17,21,2022-10-30T01:29:05Z,1130000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,out,[],1630214,,,1610612762,17,21,2022-10-30T01:29:05Z,1140000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612762,17,21,2022-10-30T01:29:05Z,1150000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,in,[],1630217,,,1610612762,17,21,2022-10-30T01:29:05Z,1160000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M43.00S,2022-10-30T01:28:32.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612762,17,21,2022-10-30T01:29:05Z,1170000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M29.00S,2022-10-30T01:29:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630583,,,1610612762,17,21,2022-10-30T01:29:47Z,1180000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1630583, 1629659]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,
124,PT03M29.00S,2022-10-30T01:29:58.9Z,1,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,17,21,2022-10-30T01:29:58Z,1200000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT03M29.00S,2022-10-30T01:29:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,17,21,2022-10-30T01:29:58Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,
126,PT03M29.00S,2022-10-30T01:30:15.9Z,1,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,18,21,2022-10-30T01:30:15Z,1220000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (1 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
127,PT03M10.00S,2022-10-30T01:30:38.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,79.58278580814718,61.274509803921575,1610612763,18,23,2022-10-30T01:30:42Z,1230000,56.0,139.0,1,right,D. Brooks 15' pullup Jump Shot (12 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,15.04,Made,12.0,,,,,,,,,,,,,,,,,
128,PT02M53.00S,2022-10-30T01:30:54.7Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,18,23,2022-10-30T01:30:59Z,1240000,,,0,,K. Olynyk lost ball TURNOVER (3 TO),"[203482, 1628415]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,3.0,Brooks,1628415.0,,,,,,,,,,,,,,
129,PT02M53.00S,2022-10-30T01:30:54.7Z,1,REGULAR,steal,,[],1628415,,,1610612763,18,23,2022-10-30T01:40:11Z,1250000,,,0,,D. Brooks STEAL (3 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
130,PT02M46.00S,2022-10-30T01:31:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,92.85479632063075,56.127450980392155,1610612763,18,25,2022-10-30T01:31:06Z,1260000,31.0,15.0,1,right,S. Aldama Layup (2 PTS) (D. Roddy 1 AST),"[1630583, 1631223]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.39,Made,2.0,,,,,,,,,,,,,D. Roddy,1631223.0,1.0,,
132,PT02M25.00S,2022-10-30T01:31:24.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612762,18,25,2022-10-30T01:31:30Z,1280000,,,0,,J. Konchar personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1629723, 1629638]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628168.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,
134,PT02M25.00S,2022-10-30T01:31:51.0Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612762,18,25,2022-10-30T01:31:51Z,1300000,,,0,,MISS N. Alexander-Walker Free Throw 1 of 2,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2022-10-30T01:31:51.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,18,25,2022-10-30T01:31:51Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,
136,PT02M25.00S,2022-10-30T01:31:53.2Z,1,REGULAR,substitution,out,[],203482,,,1610612762,18,25,2022-10-30T01:32:00Z,1320000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2022-10-30T01:31:53.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612762,18,25,2022-10-30T01:32:00Z,1330000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M25.00S,2022-10-30T01:31:53.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,18,25,2022-10-30T01:32:00Z,1340000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M25.00S,2022-10-30T01:31:53.2Z,1,REGULAR,substitution,in,[],1631113,,,1610612762,18,25,2022-10-30T01:32:00Z,1350000,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M25.00S,2022-10-30T01:32:08.6Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612762,19,25,2022-10-30T01:32:08Z,1360000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (1 PTS),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT02M05.00S,2022-10-30T01:32:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,90.09526938239159,59.80392156862745,1610612763,19,27,2022-10-30T01:32:36Z,1370000,49.0,41.0,1,right,D. Bane 6' driving floating bank Jump Shot (6 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,6.0,,,,,,,,,,,,,,,,,
142,PT01M53.00S,2022-10-30T01:32:41.8Z,1,REGULAR,3pt,Jump Shot,[],1629659,32.14520367936925,37.00980392156863,1610612762,19,27,2022-10-30T01:32:47Z,1380000,65.0,250.0,1,left,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
143,PT01M50.00S,2022-10-30T01:32:44.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,19,27,2022-10-30T01:32:47Z,1390000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,
144,PT01M47.00S,2022-10-30T01:32:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,88.64980289093299,62.254901960784316,1610612763,19,27,2022-10-30T01:32:56Z,1400000,61.0,54.0,1,right,MISS D. Bane 8' Layup - blocked,"[1630217, 1629638]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,8.18,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
145,PT01M47.00S,2022-10-30T01:32:50.9Z,1,REGULAR,block,,[],1629638,,,1610612763,19,27,2022-10-30T02:16:28Z,1410000,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2022-10-30T01:32:50.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,19,27,2022-10-30T01:32:56Z,1420000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,144.0,,,,,,,,,,,,,
148,PT01M25.00S,2022-10-30T01:34:00.4Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612762,19,27,2022-10-30T01:34:00Z,1440000,,,0,,Jump Ball M. Beasley vs. D. Roddy: Tip to N. Alexander-Walker,"[1629638, 1627736, 1631223]",1610612762.0,UTA,heldball,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Beasley,1627736.0,Roddy,1631223.0,,,,,,,,,,,,,,,,,,,,,,
151,PT01M22.00S,2022-10-30T01:34:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,23.73521681997372,85.7843137254902,1610612762,22,27,2022-10-30T01:34:09Z,1470000,-179.0,171.0,1,left,N. Alexander-Walker 24' 3PT pullup (4 PTS),[1629638],1610612762.0,UTA,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.72,Made,4.0,,,,,,,,,,,,,,,,,
152,PT01M03.00S,2022-10-30T01:34:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,86.28449408672799,57.35294117647059,1610612763,22,29,2022-10-30T01:34:28Z,1480000,37.0,76.0,1,right,S. Aldama 8' turnaround Hook (4 PTS),[1630583],1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,8.48,Made,4.0,,,,,,,,,,,,,,,,,
153,PT00M49.50S,2022-10-30T01:34:37.3Z,1,REGULAR,2pt,Jump Shot,[],1629659,13.354139290407357,72.54901960784314,1610612762,22,29,2022-10-30T01:34:44Z,1490000,-113.0,73.0,1,left,MISS T. Horton-Tucker 13' step back Shot,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,13.43,Missed,,,,,,,,,,,,,,,,,,
154,PT00M47.80S,2022-10-30T01:34:38.9Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612762,22,29,2022-10-30T01:34:38Z,1500000,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,,,,,,153.0,1.0,0.0,1.0,,,,,,,,,,
155,PT00M46.40S,2022-10-30T01:34:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630534,8.492115637319317,53.92156862745098,1610612762,22,29,2022-10-30T01:34:49Z,1510000,-20.0,27.0,1,left,MISS O. Agbaji Layup - blocked,"[1630534, 1631223]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,Roddy,1631223.0
156,PT00M46.40S,2022-10-30T01:34:40.4Z,1,REGULAR,block,,[],1631223,,,1610612762,22,29,2022-10-30T01:34:42Z,1520000,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M44.50S,2022-10-30T01:34:42.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,22,29,2022-10-30T01:34:49Z,1530000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,
158,PT00M44.50S,2022-10-30T01:34:46.7Z,1,REGULAR,foul,personal,[],1629659,,,1610612763,22,29,2022-10-30T01:35:00Z,1540000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1630217]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,1.0,0.0,Bane,1630217.0,,,,,
160,PT00M44.50S,2022-10-30T01:35:01.1Z,1,REGULAR,substitution,out,[],1629659,,,1610612763,22,29,2022-10-30T01:35:10Z,1560000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M44.50S,2022-10-30T01:35:01.1Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,22,29,2022-10-30T01:35:10Z,1570000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M44.50S,2022-10-30T01:35:01.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612763,22,29,2022-10-30T01:35:10Z,1580000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M44.50S,2022-10-30T01:35:01.1Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,22,29,2022-10-30T01:35:10Z,1590000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M33.30S,2022-10-30T01:35:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631113,91.27792378449409,56.372549019607845,1610612763,22,29,2022-10-30T01:35:30Z,1600000,32.0,29.0,1,right,MISS K. Chandler driving Layup,[1631113],1610612763.0,MEM,driving,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
166,PT00M30.10S,2022-10-30T01:35:29.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,22,29,2022-10-30T01:35:30Z,1620000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,164.0,3.0,2.0,1.0,,,,,,,,,,
167,PT00M27.50S,2022-10-30T01:35:32.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630534,7.178055190538765,50.73529411764706,1610612762,24,29,2022-10-30T01:35:47Z,1630000,-4.0,15.0,1,left,O. Agbaji driving DUNK (2 PTS) (L. Markkanen 1 AST),"[1630534, 1628374]",1610612762.0,UTA,driving,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.54,Made,2.0,,,,,,,,,,,,,L. Markkanen,1628374.0,1.0,,
169,PT00M09.50S,2022-10-30T01:35:53.6Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,24,29,2022-10-30T01:36:08Z,1650000,,,0,,D. Bane lost ball out-of-bounds TURNOVER (1 TO),[1630217],1610612763.0,MEM,lost ball,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,,203591.0,,,,,,,,,
