actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
256,PT06M49.00S,2022-10-20T01:53:12.1Z,2,REGULAR,substitution,in,[],203903,,,1610612762,54,36,2022-10-20T01:53:19Z,2550000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2022-10-20T01:53:11.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629020,,,1610612762,54,36,2022-10-20T01:53:36Z,2560000,,,0,,MISS J. Vanderbilt Free Throw 2 of 2,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
258,PT06M48.00S,2022-10-20T01:53:12.4Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,54,36,2022-10-20T01:53:36Z,2570000,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,257.0,,,,,,4.0,2.0,2.0,,,,,
259,PT06M34.00S,2022-10-20T01:53:49.7Z,2,REGULAR,2pt,Jump Shot,[],203932,23.99802890932983,48.77450980392157,1610612743,54,36,2022-10-20T01:53:54Z,2580000,6.0,173.0,1,left,MISS A. Gordon 17' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,,,,17.32,Missed,,,,,,,,,,,,,,,
260,PT06M31.00S,2022-10-20T01:53:52.7Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,54,36,2022-10-20T01:53:54Z,2590000,,,0,,J. Vanderbilt REBOUND (Off:5 Def:7),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,,,,,259.0,,,,,,12.0,7.0,5.0,,,,,
261,PT06M22.00S,2022-10-20T01:54:04.7Z,2,REGULAR,foul,offensive,[],1629020,,,1610612762,54,36,2022-10-20T01:54:11Z,2600000,,,0,,J. Vanderbilt charge offensive FOUL (3 PF),"[1629020, 202397]",1610612762.0,UTA,charge,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,3.0,0.0,Smith,202397.0,,,,,,,,
263,PT06M22.00S,2022-10-20T01:54:04.7Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,54,36,2022-10-20T01:54:04Z,2620000,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,1146.0,,,,,,,,,,,,
264,PT06M22.00S,2022-10-20T01:54:21.4Z,2,REGULAR,substitution,out,[],1629020,,,1610612743,54,36,2022-10-20T01:54:23Z,2630000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M22.00S,2022-10-20T01:54:21.4Z,2,REGULAR,substitution,in,[],1631117,,,1610612743,54,36,2022-10-20T01:54:23Z,2640000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M12.00S,2022-10-20T01:54:49.3Z,2,REGULAR,foul,personal,[],203482,,,1610612743,54,36,2022-10-20T01:54:54Z,2650000,,,0,,K. Olynyk personal FOUL (3 PF),"[203482, 203999]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,,201246.0,3.0,0.0,Jokic,203999.0,,,,,,,,
268,PT06M01.00S,2022-10-20T01:55:24.3Z,2,REGULAR,turnover,traveling,[],1629008,,,1610612743,54,36,2022-10-20T01:55:30Z,2670000,,,0,,M. Porter Jr. traveling TURNOVER (1 TO),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,201246.0,,,,,,,,,,,,
269,PT05M49.00S,2022-10-20T01:55:54.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,76.82325886990802,11.519607843137255,1610612762,57,36,2022-10-20T01:55:58Z,2680000,-192.0,165.0,1,right,L. Markkanen 25' 3PT  (10 PTS) (M. Conley 5 AST),"[1628374, 201144]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,25.37,Made,10.0,,,,,,,,,,M. Conley,201144.0,5.0,,
272,PT05M37.00S,2022-10-20T01:56:05.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,7.440867279894875,47.794117647058826,1610612743,57,38,2022-10-20T01:56:22Z,2710000,11.0,17.0,1,left,N. Jokic driving DUNK (12 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,2.06,Made,12.0,,,,,,,,,,A. Gordon,203932.0,2.0,,
274,PT05M26.00S,2022-10-20T01:56:17.6Z,2,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,57,38,2022-10-20T01:56:31Z,2730000,,,0,,J. Clarkson step out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,step,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,1.0,,,,,,,203177.0,,,,,,,,,,,,
275,PT05M26.00S,2022-10-20T01:56:24.2Z,2,REGULAR,substitution,out,[],201144,,,1610612743,57,38,2022-10-20T01:56:32Z,2740000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M26.00S,2022-10-20T01:56:24.2Z,2,REGULAR,substitution,out,[],203482,,,1610612743,57,38,2022-10-20T01:56:32Z,2750000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M26.00S,2022-10-20T01:56:24.2Z,2,REGULAR,substitution,in,[],200752,,,1610612743,57,38,2022-10-20T01:56:32Z,2760000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M26.00S,2022-10-20T01:56:24.2Z,2,REGULAR,substitution,in,[],1629012,,,1610612743,57,38,2022-10-20T01:56:32Z,2770000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M12.00S,2022-10-20T01:56:53.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,23.603810775295663,53.431372549019606,1610612743,57,38,2022-10-20T01:56:58Z,2780000,-17.0,169.0,1,left,MISS M. Porter Jr. 17' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,17.03,Missed,,,,,,,,,,,,,,,
280,PT05M09.00S,2022-10-20T01:56:56.7Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,57,38,2022-10-20T01:56:58Z,2790000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,279.0,,,,,,2.0,1.0,1.0,,,,,
281,PT05M08.00S,2022-10-20T01:56:57.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,8.360709592641262,52.94117647058824,1610612743,57,40,2022-10-20T01:57:04Z,2800000,-15.0,26.0,1,left,N. Jokic turnaround Hook (14 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,3.0,Made,14.0,,,,,,,,,,,,,,
282,PT04M52.00S,2022-10-20T01:57:15.6Z,2,REGULAR,foul,personal,[],202397,,,1610612762,57,40,2022-10-20T01:57:21Z,2810000,,,0,,I. Smith personal FOUL (2 PF),"[202397, 1629012]",1610612743.0,DEN,,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,,,,,,,,1146.0,2.0,0.0,Sexton,1629012.0,,,,,,,,
284,PT04M52.00S,2022-10-20T01:57:21.5Z,2,REGULAR,substitution,out,[],202397,,,1610612762,57,40,2022-10-20T01:57:25Z,2830000,,,0,,SUB out: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M52.00S,2022-10-20T01:57:21.5Z,2,REGULAR,substitution,in,[],1627750,,,1610612762,57,40,2022-10-20T01:57:25Z,2840000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M50.00S,2022-10-20T01:57:40.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612762,57,40,2022-10-20T01:57:45Z,2850000,,,0,,N. Jokic personal FOUL (2 PF) (Kessler 2 FT),"[203999, 1631117]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,1146.0,2.0,0.0,Kessler,1631117.0,,,,,,,,
288,PT04M50.00S,2022-10-20T01:58:04.3Z,2,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,57,40,2022-10-20T01:58:04Z,2870000,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
289,PT04M50.00S,2022-10-20T01:58:04.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,57,40,2022-10-20T01:58:04Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,
290,PT04M50.00S,2022-10-20T01:58:17.3Z,2,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,58,40,2022-10-20T01:58:17Z,2890000,,,0,,W. Kessler Free Throw 2 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
291,PT04M38.00S,2022-10-20T01:58:31.3Z,2,REGULAR,turnover,bad pass,[],203484,,,1610612743,58,40,2022-10-20T01:58:36Z,2900000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628374]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,1.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
292,PT04M38.00S,2022-10-20T01:58:31.3Z,2,REGULAR,steal,,[],1628374,,,1610612762,58,40,2022-10-20T01:58:33Z,2910000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
293,PT04M34.00S,2022-10-20T01:58:35.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,93.38042049934296,47.30392156862745,1610612762,60,40,2022-10-20T02:04:34Z,2920000,-13.0,10.0,1,right,C. Sexton running Layup (5 PTS) (J. Clarkson 1 AST),"[1629012, 203903]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,1.66,Made,5.0,,,,,,,,,,J. Clarkson,203903.0,1.0,,
295,PT04M15.00S,2022-10-20T01:58:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,15.193823915900131,36.76470588235294,1610612743,60,40,2022-10-20T01:58:58Z,2940000,66.0,90.0,1,left,MISS N. Jokic 11' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,,,,11.2,Missed,,,,,,,,,,,,,,,
296,PT04M14.00S,2022-10-20T01:58:54.8Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,60,40,2022-10-20T01:58:58Z,2950000,,,0,,W. Kessler REBOUND (Off:2 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,295.0,,,,,,4.0,2.0,2.0,,,,,
297,PT04M02.00S,2022-10-20T01:59:08.5Z,2,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,60,40,2022-10-20T01:59:15Z,2960000,,,0,,C. Sexton step out-of-bounds TURNOVER (2 TO),[1629012],1610612762.0,UTA,step,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,1146.0,,,,,,,,,,,,
298,PT04M00.00S,2022-10-20T01:59:19.0Z,2,REGULAR,foul,personal,['2freethrow'],200752,,,1610612743,60,40,2022-10-20T02:12:32Z,2970000,,,0,,R. Gay shooting personal FOUL (2 PF) (Gordon 2 FT),"[200752, 203932]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,2.0,0.0,Gordon,203932.0,,,,,,,,
300,PT04M00.00S,2022-10-20T01:59:46.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,60,41,2022-10-20T01:59:46Z,2990000,,,0,,A. Gordon Free Throw 1 of 2 (9 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
301,PT04M00.00S,2022-10-20T02:00:03.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,60,42,2022-10-20T02:00:03Z,3000000,,,0,,A. Gordon Free Throw 2 of 2 (10 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
302,PT03M46.00S,2022-10-20T02:00:21.9Z,2,REGULAR,3pt,Jump Shot,[],200752,94.30026281208936,2.696078431372549,1610612762,63,42,2022-10-20T02:00:27Z,3010000,-237.0,1.0,1,right,R. Gay 3PT  (10 PTS) (J. Clarkson 2 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,,,,23.65,Made,10.0,,,,,,,,,,J. Clarkson,203903.0,2.0,,
304,PT03M35.00S,2022-10-20T02:00:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.09789750328515,49.754901960784316,1610612743,63,44,2022-10-20T02:07:44Z,3030000,1.0,24.0,1,left,A. Gordon driving Layup (12 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.36,Made,12.0,,,,,,,,,,,,,,
305,PT03M18.00S,2022-10-20T02:00:50.2Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,63,44,2022-10-20T02:00:54Z,3040000,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 203484]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,2.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
306,PT03M18.00S,2022-10-20T02:00:50.2Z,2,REGULAR,steal,,[],203484,,,1610612743,63,44,2022-10-20T02:00:52Z,3050000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
307,PT03M14.00S,2022-10-20T02:00:54.5Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,63,44,2022-10-20T02:00:59Z,3060000,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1628374]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,2.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
308,PT03M14.00S,2022-10-20T02:00:54.5Z,2,REGULAR,steal,,[],1628374,,,1610612762,63,44,2022-10-20T02:00:56Z,3070000,,,0,,L. Markkanen STEAL (2 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
309,PT03M07.00S,2022-10-20T02:01:00.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631117,92.06636005256242,43.13725490196079,1610612762,65,44,2022-10-20T02:01:04Z,3080000,-34.0,22.0,1,right,W. Kessler Hook (5 PTS) (C. Sexton 2 AST),"[1631117, 1629012]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,4.08,Made,5.0,,,,,,,,,,C. Sexton,1629012.0,2.0,,
311,PT03M01.00S,2022-10-20T02:01:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.5722733245729295,50.98039215686274,1610612743,65,44,2022-10-20T02:01:14Z,3100000,-5.0,19.0,1,left,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,1.93,Missed,,,,,,,,,,,,,,,
312,PT02M59.00S,2022-10-20T02:01:08.5Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,65,44,2022-10-20T02:01:14Z,3110000,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,311.0,,,,,,2.0,2.0,0.0,,,,,
313,PT02M54.00S,2022-10-20T02:01:13.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629012,92.59198423127464,94.85294117647058,1610612762,68,44,2022-10-20T02:01:19Z,3120000,224.0,17.0,1,right,C. Sexton 3PT  (8 PTS) (L. Markkanen 4 AST),"[1629012, 1628374]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,,22.5,Made,8.0,,,,,,,,,,L. Markkanen,1628374.0,4.0,,
315,PT02M53.00S,2022-10-20T02:01:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,68,44,2022-10-20T02:01:20Z,3140000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M36.00S,2022-10-20T02:04:38.2Z,2,REGULAR,foul,personal,[],1628374,,,1610612743,68,44,2022-10-20T02:04:42Z,3150000,,,0,,L. Markkanen personal FOUL (2 PF),"[1628374, 203999]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,2.0,0.0,Jokic,203999.0,,,,,,,,
318,PT02M28.00S,2022-10-20T02:05:06.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.703679369250986,47.05882352941176,1610612743,68,46,2022-10-20T02:05:11Z,3170000,15.0,20.0,1,left,A. Gordon DUNK (14 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.47,Made,14.0,,,,,,,,,,N. Jokic,203999.0,3.0,,
320,PT02M17.00S,2022-10-20T02:05:20.9Z,2,REGULAR,foul,offensive,[],1631117,,,1610612762,68,46,2022-10-20T02:05:28Z,3190000,,,0,,W. Kessler offensive FOUL (1 PF),"[1631117, 203484]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,1146.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
322,PT02M17.00S,2022-10-20T02:05:20.9Z,2,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,68,46,2022-10-20T02:05:20Z,3210000,,,0,,W. Kessler offensive foul TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,1.0,,,,,,,1146.0,,,,,,,,,,,,
323,PT02M01.00S,2022-10-20T02:05:44.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,7.30946123521682,45.83333333333333,1610612743,68,48,2022-10-20T02:05:49Z,3220000,21.0,16.0,1,left,A. Gordon DUNK (16 PTS) (N. Jokic 4 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.64,Made,16.0,,,,,,,,,,N. Jokic,203999.0,4.0,,
325,PT01M44.00S,2022-10-20T02:06:02.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612762,68,48,2022-10-20T02:06:14Z,3240000,,,0,,N. Jokic shooting personal FOUL (3 PF) (Clarkson 2 FT),"[203999, 203903]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203177.0,3.0,0.0,Clarkson,203903.0,,,,,,,,
327,PT01M44.00S,2022-10-20T02:06:23.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,68,48,2022-10-20T02:06:23Z,3260000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M44.00S,2022-10-20T02:08:49.8Z,2,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,69,48,2022-10-20T02:09:11Z,3280000,,,0,,J. Clarkson Free Throw 1 of 2 (6 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
330,PT01M44.00S,2022-10-20T02:08:50.5Z,2,REGULAR,substitution,out,[],1629012,,,1610612762,69,48,2022-10-20T02:08:54Z,3290000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M44.00S,2022-10-20T02:08:50.5Z,2,REGULAR,substitution,out,[],203999,,,1610612762,69,48,2022-10-20T02:08:54Z,3300000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M44.00S,2022-10-20T02:08:50.5Z,2,REGULAR,substitution,in,[],201144,,,1610612762,69,48,2022-10-20T02:08:54Z,3310000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M44.00S,2022-10-20T02:08:50.5Z,2,REGULAR,substitution,in,[],201599,,,1610612762,69,48,2022-10-20T02:08:54Z,3320000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M44.00S,2022-10-20T02:08:49.8Z,2,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,69,48,2022-10-20T02:09:11Z,3330000,,,0,,MISS J. Clarkson Free Throw 2 of 2,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
335,PT01M43.00S,2022-10-20T02:08:50.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,69,48,2022-10-20T02:09:11Z,3340000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,334.0,,,,,,2.0,2.0,0.0,,,,,
336,PT01M32.00S,2022-10-20T02:09:21.7Z,2,REGULAR,2pt,Jump Shot,[],1627750,16.63929040735874,30.14705882352941,1610612743,69,48,2022-10-20T02:09:27Z,3350000,99.0,104.0,1,left,MISS J. Murray 14' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,14.37,Missed,,,,,,,,,,,,,,,
337,PT01M28.00S,2022-10-20T02:09:25.7Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,69,48,2022-10-20T02:09:27Z,3360000,,,0,,W. Kessler REBOUND (Off:2 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,,,,,,,336.0,,,,,,5.0,3.0,2.0,,,,,
338,PT01M19.00S,2022-10-20T02:09:34.6Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,69,48,2022-10-20T02:09:38Z,3370000,,,0,,J. Clarkson lost ball TURNOVER (3 TO),"[203903, 203484]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,3.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
339,PT01M19.00S,2022-10-20T02:09:34.6Z,2,REGULAR,steal,,[],203484,,,1610612743,69,48,2022-10-20T02:09:36Z,3380000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
340,PT01M13.00S,2022-10-20T02:09:39.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,5.995400788436268,51.470588235294116,1610612743,69,50,2022-10-20T02:09:46Z,3390000,-7.0,4.0,1,left,M. Porter Jr. driving Layup (7 PTS) (K. Caldwell-Pope 4 AST),"[1629008, 203484]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,0.84,Made,7.0,,,,,,,,,,K. Caldwell-Pope,203484.0,4.0,,
342,PT00M54.40S,2022-10-20T02:09:59.3Z,2,REGULAR,3pt,Jump Shot,[],1628374,85.89027595269383,3.6764705882352944,1610612762,72,50,2022-10-20T02:10:04Z,3410000,-232.0,80.0,1,right,L. Markkanen 24' 3PT  (13 PTS) (J. Clarkson 3 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,24.51,Made,13.0,,,,,,,,,,J. Clarkson,203903.0,3.0,,
344,PT00M31.60S,2022-10-20T02:10:24.7Z,2,REGULAR,3pt,Jump Shot,[],1627750,10.5946123521682,95.58823529411765,1610612743,72,53,2022-10-20T02:10:30Z,3430000,-228.0,47.0,1,left,J. Murray 3PT turnaround (7 PTS),[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,,23.27,Made,7.0,,,,,,,,,,,,,,
345,PT00M13.90S,2022-10-20T02:10:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.06636005256242,44.11764705882353,1610612762,74,53,2022-10-20T02:10:53Z,3440000,-29.0,22.0,1,right,M. Conley driving Layup (5 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,3.68,Made,5.0,,,,,,,,,,,,,,
