actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-04T02:10:24.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-04T02:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-04T02:10:27.0Z,1,REGULAR,jumpball,recovered,[],1626159,,,1610612757,0,0,2022-12-04T02:10:27Z,40000,False,,,0,,Jump Ball J. Nurkic vs. K. Olynyk: Tip to J. Winslow,"[1626159, 203994, 203482]",1610612757.0,POR,startperiod,J. Winslow,1626159.0,Winslow,J. Winslow,Nurkic,203994.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-04T02:10:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.258212877792378,42.8921568627451,1610612757,0,2,2022-12-04T02:10:42Z,70000,False,36.0,6.0,1,left,T. Watford Layup (2 PTS) (J. Grant 1 AST),"[1630570, 203924]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,3.61,Made,2.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2022-12-04T02:10:52.2Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,0,2,2022-12-04T02:10:57Z,90000,False,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1626159]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Winslow,1626159.0,,,,,,,,,,,
10,PT11M31.00S,2022-12-04T02:10:52.2Z,1,REGULAR,steal,,[],1626159,,,1610612757,0,2,2022-12-04T02:11:01Z,100000,False,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2022-12-04T02:10:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,7.5722733245729295,46.568627450980394,1610612757,0,4,2022-12-04T02:11:03Z,110000,False,17.0,19.0,1,left,A. Simons driving Layup (2 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.54,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-12-04T02:11:08.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,92.9862023653088,51.9607843137255,1610612762,2,4,2022-12-04T02:56:42Z,120000,False,10.0,13.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1629020, 203482]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
14,PT10M52.00S,2022-12-04T02:11:30.3Z,1,REGULAR,2pt,Jump Shot,[],203924,4.681340341655716,85.29411764705883,1610612757,2,6,2022-12-04T02:11:35Z,140000,False,-176.0,-8.0,1,left,J. Grant 17' Jump Shot (2 PTS) (J. Winslow 1 AST),"[203924, 1626159]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,17.67,Made,2.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,,,,
16,PT10M36.00S,2022-12-04T02:11:47.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,92.46057818659659,3.1862745098039214,1610612762,5,6,2022-12-04T02:11:52Z,160000,False,-234.0,18.0,1,right,L. Markkanen 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[1628374, 1629020]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.48,Made,3.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
18,PT10M24.00S,2022-12-04T02:12:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.14520367936925,35.78431372549019,1610612757,5,9,2022-12-04T02:12:05Z,180000,False,71.0,250.0,1,left,A. Simons 25' 3PT  (5 PTS) (T. Watford 1 AST),"[1629014, 1630570]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,25.96,Made,5.0,T. Watford,1630570.0,1.0,,,,,,,,,,,,,,
