actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
26,PT10M03.00S,2023-02-02T02:14:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,14.668199737187912,64.2156862745098,1610612761,2,2,2023-02-02T02:14:45Z,260000,False,-71.0,85.0,1,left,MISS G. Trent Jr. 11' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,11.11,Missed,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2023-02-02T02:14:40.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,2,2,2023-02-02T02:14:45Z,270000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Left,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M48.00S,2023-02-02T02:14:54.4Z,1,REGULAR,3pt,Jump Shot,[],203482,71.04139290407359,84.31372549019608,1610612762,2,2,2023-02-02T02:14:59Z,280000,False,172.0,220.0,1,right,MISS K. Olynyk 27' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
29,PT09M45.00S,2023-02-02T02:14:57.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,2,2,2023-02-02T02:14:59Z,290000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M45.00S,2023-02-02T02:14:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,94.40999984741211,50.0,1610612762,4,2,2023-02-02T02:14:58Z,300000,False,0.0,0.0,1,right,L. Markkanen tip Layup (2 PTS),[1628374],1610612762.0,UTA,tip,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
31,PT09M34.00S,2023-02-02T02:15:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,7.703679369250986,51.470588235294116,1610612761,4,2,2023-02-02T02:18:30Z,310000,False,-7.0,20.0,1,left,MISS F. VanVleet driving Layup - blocked,"[1627832, 1631117]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,Kessler,1631117.0,,,,,,,,,
32,PT09M34.00S,2023-02-02T02:15:09.4Z,1,REGULAR,block,,[],1631117,,,1610612761,4,2,2023-02-02T02:15:12Z,320000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M34.00S,2023-02-02T02:15:09.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,4,2,2023-02-02T02:15:14Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
35,PT09M18.00S,2023-02-02T02:15:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,92.32917214191852,45.34313725490196,1610612762,6,2,2023-02-02T02:15:40Z,350000,False,-23.0,20.0,1,right,K. Olynyk reverse Layup (2 PTS) (J. Clarkson 1 AST),"[203482, 203903]",1610612762.0,UTA,reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,2.0,J. Clarkson,203903.0,1.0,,,,,
36,PT09M05.00S,2023-02-02T02:15:50.4Z,1,REGULAR,turnover,traveling,[],1627783,,,1610612761,6,2,2023-02-02T02:15:57Z,360000,False,,,0,,P. Siakam traveling TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,1662.0,,,,
37,PT08M56.00S,2023-02-02T02:16:11.6Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612762,6,2,2023-02-02T02:16:18Z,370000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630173, 1628374]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Markkanen,1628374.0
40,PT08M56.00S,2023-02-02T02:16:43.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,7,2,2023-02-02T02:16:43Z,390000,False,,,0,,L. Markkanen Free Throw 1 of 2 (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
43,PT08M56.00S,2023-02-02T02:16:43.3Z,1,REGULAR,violation,lane,[],1630173,,,1610612762,7,2,2023-02-02T02:17:19Z,395000,False,,,0,,P. Achiuwa lane VIOLATION,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2023-02-02T02:16:43.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,8,2,2023-02-02T02:17:19Z,400000,False,,,0,,L. Markkanen Free Throw 2 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
44,PT08M32.00S,2023-02-02T02:17:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,20.05584756898817,42.40196078431372,1610612761,8,2,2023-02-02T02:17:50Z,420000,False,38.0,136.0,1,left,MISS S. Barnes 14' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,14.12,Missed,,,,,,,,,,,,,,,,,,
45,PT08M30.00S,2023-02-02T02:17:46.6Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,8,2,2023-02-02T02:17:50Z,430000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M20.00S,2023-02-02T02:17:57.0Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,8,2,2023-02-02T02:18:01Z,440000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1630173]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Center,,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,
47,PT08M20.00S,2023-02-02T02:17:57.0Z,1,REGULAR,steal,,[],1630173,,,1610612761,8,2,2023-02-02T02:17:58Z,450000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M14.00S,2023-02-02T02:18:02.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,7.440867279894875,57.107843137254896,1610612761,8,2,2023-02-02T02:21:09Z,460000,False,-36.0,17.0,1,left,MISS S. Barnes driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
49,PT08M11.00S,2023-02-02T02:18:05.1Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,8,2,2023-02-02T02:18:05Z,470000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT08M11.00S,2023-02-02T02:18:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,5.590000152587891,50.0,1610612761,8,2,2023-02-02T02:18:05Z,480000,False,0.0,0.0,1,left,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2023-02-02T02:18:06.0Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,8,2,2023-02-02T02:18:06Z,490000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT08M06.00S,2023-02-02T02:18:10.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631117,91.27792378449409,49.50980392156863,1610612762,10,2,2023-02-02T02:22:06Z,500000,False,-2.0,29.0,1,right,W. Kessler running DUNK (2 PTS) (M. Conley 1 AST),"[1631117, 201144]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,,,,2.0,M. Conley,201144.0,1.0,,,,,
54,PT08M06.00S,2023-02-02T02:18:15.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,10,2,2023-02-02T02:18:15Z,520000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M54.00S,2023-02-02T02:21:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,10.068988173455978,4.166666666666666,1610612761,10,5,2023-02-02T02:21:23Z,530000,False,229.0,42.0,1,left,S. Barnes 3PT  (3 PTS) (F. VanVleet 1 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,
57,PT07M38.00S,2023-02-02T02:21:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612762,10,5,2023-02-02T02:21:53Z,550000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Conley 2 FT),"[1630173, 201144]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Conley,201144.0
59,PT07M38.00S,2023-02-02T02:22:08.1Z,1,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,11,5,2023-02-02T02:22:08Z,570000,False,,,0,,M. Conley Free Throw 1 of 2 (3 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
60,PT07M38.00S,2023-02-02T02:22:09.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612762,11,5,2023-02-02T02:22:13Z,580000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M38.00S,2023-02-02T02:22:09.5Z,1,REGULAR,substitution,in,[],1631132,,,1610612762,11,5,2023-02-02T02:22:13Z,590000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M38.00S,2023-02-02T02:22:27.4Z,1,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,12,5,2023-02-02T02:22:27Z,600000,False,,,0,,M. Conley Free Throw 2 of 2 (4 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
63,PT07M27.00S,2023-02-02T02:22:47.9Z,1,REGULAR,foul,personal,[],203482,,,1610612761,12,5,2023-02-02T02:22:56Z,610000,False,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 1627783]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Siakam,1627783.0
65,PT07M20.00S,2023-02-02T02:23:07.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,6.258212877792378,43.38235294117647,1610612761,12,7,2023-02-02T02:23:11Z,630000,False,33.0,6.0,1,left,C. Koloko DUNK (2 PTS) (P. Siakam 1 AST),"[1631132, 1627783]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,
67,PT07M03.00S,2023-02-02T02:23:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,90.3580814717477,50.49019607843137,1610612762,12,7,2023-02-02T02:23:28Z,650000,False,2.0,38.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
68,PT06M59.00S,2023-02-02T02:23:27.6Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,12,7,2023-02-02T02:23:28Z,660000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT06M59.00S,2023-02-02T02:23:27.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,14,7,2023-02-02T02:23:27Z,670000,False,0.0,0.0,1,right,W. Kessler tip DUNK (4 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
70,PT06M53.00S,2023-02-02T02:23:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,10.200394218134035,49.01960784313725,1610612761,14,7,2023-02-02T02:23:40Z,680000,False,5.0,43.0,1,left,MISS C. Koloko Layup - blocked,"[1631132, 1631117]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,Kessler,1631117.0,,,,,,,,,
208,PT06M53.00S,2023-02-02T02:23:33.7Z,1,REGULAR,block,,[],1631117,,,1610612761,14,7,2023-02-02T02:42:28Z,685000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2023-02-02T02:23:38.7Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,14,7,2023-02-02T02:23:40Z,690000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,70.0,1.0,0.0,1.0,,,,,,,,,,,,,,
72,PT06M48.00S,2023-02-02T02:23:40.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631132,5.590000152587891,50.0,1610612761,14,7,2023-02-02T02:23:43Z,700000,False,0.0,0.0,1,left,MISS C. Koloko putback DUNK - blocked,"[1631132, 1631117]",1610612761.0,TOR,putback,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,Kessler,1631117.0,,,,,,,,,
78,PT06M48.00S,2023-02-02T02:23:40.2Z,1,REGULAR,block,,[],1631117,,,1610612761,14,7,2023-02-02T02:23:59Z,705000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2023-02-02T02:23:40.2Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,14,7,2023-02-02T03:27:28Z,710000,False,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,72.0,2.0,0.0,2.0,,,,,,,,,,,,,,
74,PT06M48.00S,2023-02-02T02:23:42.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,5.519053876478318,29.924938725490197,1610612761,14,7,2023-02-02T02:29:47Z,720000,False,100.0,-1.0,1,left,MISS P. Siakam 10' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,10.04,Missed,,,,,,,,,,,,,,,,,,
75,PT06M48.00S,2023-02-02T02:23:42.0Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,14,7,2023-02-02T02:23:47Z,730000,False,,,0,,P. Siakam REBOUND (Off:2 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,74.0,3.0,1.0,2.0,,,,,,,,,,,,,,
76,PT06M48.00S,2023-02-02T02:23:45.9Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612761,14,7,2023-02-02T02:23:53Z,740000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Siakam 2 FT),"[1631117, 1627783]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Siakam,1627783.0
79,PT06M48.00S,2023-02-02T02:24:07.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612761,14,8,2023-02-02T02:24:07Z,760000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
