actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
200,PT09M36.00S,2022-12-16T02:47:23.4Z,2,REGULAR,rebound,offensive,[],1628962,,,1610612762,36,34,2022-12-16T02:47:24Z,1980000,False,,,0,,U. Azubuike REBOUND (Off:1 Def:0),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Above the Break 3,24+ Center,,,199.0,1.0,0.0,1.0,,,,,,,,,,,,,,
201,PT09M36.00S,2022-12-16T02:47:22.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628962,5.590000152587891,50.0,1610612762,38,34,2022-12-16T02:47:22Z,1990000,False,0.0,0.0,1,left,U. Azubuike tip Layup (2 PTS),[1628962],1610612762.0,UTA,tip,,,Azubuike,U. Azubuike,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,2.0,,,,,,,,,,
202,PT09M15.00S,2022-12-16T02:47:44.1Z,2,REGULAR,2pt,Jump Shot,[],203468,81.553876478318,74.75490196078431,1610612740,38,36,2022-12-16T02:47:48Z,2000000,False,124.0,121.0,1,right,C. McCollum 17' pullup Jump Shot (10 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,17.3,Made,,,,,,,,10.0,,,,,,,,,,
203,PT09M05.00S,2022-12-16T02:47:55.3Z,2,REGULAR,turnover,out-of-bounds,[],1628962,,,1610612762,38,36,2022-12-16T02:48:01Z,2010000,False,,,0,,U. Azubuike bad pass out-of-bounds TURNOVER (1 TO),[1628962],1610612762.0,UTA,bad pass,,,Azubuike,U. Azubuike,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,203591.0,,,,,,,,,
204,PT08M52.00S,2022-12-16T02:48:16.7Z,2,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,38,36,2022-12-16T02:48:23Z,2020000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (1 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,203591.0,,,,,,,,,
205,PT08M37.00S,2022-12-16T02:48:38.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,30.699737187910642,27.941176470588236,1610612762,41,36,2022-12-16T02:48:44Z,2030000,False,110.0,236.0,1,left,L. Markkanen 26' 3PT  (10 PTS) (N. Alexander-Walker 2 AST),"[1628374, 1629638]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,,,,10.0,,,,,,,,N. Alexander-Walker,1629638.0,2.0
207,PT08M19.00S,2022-12-16T02:48:56.5Z,2,REGULAR,turnover,lost ball,[],1628984,,,1610612740,41,36,2022-12-16T02:49:01Z,2050000,False,,,0,,D. Graham lost ball TURNOVER (1 TO),"[1628984, 200752]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Gay,200752.0,,,,,,,,,,,
208,PT08M19.00S,2022-12-16T02:48:56.5Z,2,REGULAR,steal,,[],200752,,,1610612762,41,36,2022-12-16T02:48:58Z,2060000,False,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
209,PT08M17.00S,2022-12-16T02:49:00.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627736,8.754927726675426,58.82352941176471,1610612762,41,36,2022-12-16T02:50:32Z,2070000,False,-44.0,30.0,1,left,MISS M. Beasley running Layup - blocked,"[1627736, 203468]",1610612762.0,UTA,running,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,McCollum,203468.0,,,
210,PT08M17.00S,2022-12-16T02:49:00.4Z,2,REGULAR,block,,[],203468,,,1610612762,41,36,2022-12-16T02:49:02Z,2080000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2022-12-16T02:49:00.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,41,36,2022-12-16T02:49:04Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,209.0,,,,,,,,,,,,,,,,,
213,PT08M17.00S,2022-12-16T02:49:05.6Z,2,REGULAR,substitution,out,[],203468,,,1610612762,41,36,2022-12-16T02:49:11Z,2110000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M17.00S,2022-12-16T02:49:05.6Z,2,REGULAR,substitution,out,[],1630700,,,1610612762,41,36,2022-12-16T02:49:11Z,2120000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M17.00S,2022-12-16T02:49:05.6Z,2,REGULAR,substitution,in,[],1629627,,,1610612762,41,36,2022-12-16T02:49:11Z,2130000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M17.00S,2022-12-16T02:49:05.6Z,2,REGULAR,substitution,in,[],1630530,,,1610612762,41,36,2022-12-16T02:49:11Z,2140000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M15.00S,2022-12-16T02:49:24.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628374,24.26084099868594,87.99019607843137,1610612762,41,36,2022-12-16T02:49:32Z,2150000,False,-190.0,176.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
218,PT08M13.00S,2022-12-16T02:49:26.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,41,36,2022-12-16T02:49:32Z,2160000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,217.0,5.0,3.0,2.0,,,,,,,,,,,,,,
219,PT08M04.00S,2022-12-16T02:49:37.8Z,2,REGULAR,2pt,Jump Shot,[],1630230,89.83245729303549,30.88235294117647,1610612740,41,38,2022-12-16T02:49:52Z,2170000,False,-96.0,43.0,1,right,N. Marshall 10' driving floating Jump Shot (7 PTS) (J. Valanciunas 1 AST),"[1630230, 202685]",1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,10.49,Made,,,,,,,,7.0,,,,,,,,J. Valanciunas,202685.0,1.0
220,PT08M04.00S,2022-12-16T02:49:42.2Z,2,REGULAR,foul,personal,['1freethrow'],200752,,,1610612740,41,38,2022-12-16T02:49:47Z,2180000,False,,,0,,R. Gay shooting personal FOUL (1 PF) (Marshall 1 FT),"[200752, 1630230]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1629178.0,1.0,0.0,Marshall,1630230.0,,,,,
223,PT08M04.00S,2022-12-16T02:50:06.8Z,2,REGULAR,freethrow,1 of 1,[],1630230,,,1610612740,41,39,2022-12-16T02:50:06Z,2200000,False,,,0,,N. Marshall Free Throw 1 of 1 (8 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
224,PT07M55.00S,2022-12-16T02:50:25.2Z,2,REGULAR,turnover,bad pass,[],1627736,,,1610612762,41,39,2022-12-16T02:50:34Z,2210000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1630230]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Marshall,1630230.0,,,,,,,,,,,
225,PT07M55.00S,2022-12-16T02:50:25.2Z,2,REGULAR,steal,,[],1630230,,,1610612740,41,39,2022-12-16T02:50:29Z,2220000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
226,PT07M55.00S,2022-12-16T02:50:30.3Z,2,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,41,39,2022-12-16T02:50:41Z,2230000,False,,,0,,N. Marshall step out-of-bounds TURNOVER (1 TO),[1630230],1610612740.0,NOP,step,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,203591.0,,,,,,,,,
227,PT07M55.00S,2022-12-16T02:50:34.5Z,2,REGULAR,substitution,out,[],200752,,,1610612762,41,39,2022-12-16T02:50:37Z,2240000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M55.00S,2022-12-16T02:50:34.5Z,2,REGULAR,substitution,in,[],203482,,,1610612762,41,39,2022-12-16T02:50:37Z,2250000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M45.00S,2022-12-16T02:50:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628962,7.5722733245729295,49.01960784313725,1610612762,43,39,2022-12-16T02:50:56Z,2260000,False,5.0,19.0,1,left,U. Azubuike DUNK (4 PTS) (M. Beasley 1 AST),"[1628962, 1627736]",1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,4.0,,,,,,,,M. Beasley,1627736.0,1.0
231,PT07M28.00S,2022-12-16T02:51:15.2Z,2,REGULAR,foul,technical,['1freethrow'],1628962,,,1610612740,43,39,2022-12-16T02:51:33Z,2280000,False,,,0,,U. Azubuike defensive-3-second technical FOUL (1 Tech),[1628962],1610612762.0,UTA,defensive-3-second,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,203591.0,0.0,1.0,,,,,,,
232,PT07M28.00S,2022-12-16T02:51:35.2Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,43,40,2022-12-16T02:51:35Z,2290000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (1 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
233,PT07M20.00S,2022-12-16T02:52:07.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,90.09526938239159,40.44117647058824,1610612740,43,40,2022-12-16T02:52:12Z,2300000,False,-48.0,41.0,1,right,MISS N. Marshall 6' driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
235,PT07M20.00S,2022-12-16T02:52:07.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,43,40,2022-12-16T02:52:12Z,2320000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,233.0,,,,,,,,,,,,,,,,,
237,PT07M16.00S,2022-12-16T02:52:18.7Z,2,REGULAR,turnover,traveling,[],203482,,,1610612762,43,40,2022-12-16T02:52:27Z,2340000,False,,,0,,K. Olynyk traveling TURNOVER (2 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,2.0,,,,1629178.0,,,,,,,,,
238,PT07M04.00S,2022-12-16T02:52:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,90.3580814717477,43.38235294117647,1610612740,43,40,2022-12-16T02:52:51Z,2350000,False,-33.0,38.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
239,PT06M59.00S,2022-12-16T02:52:50.8Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,43,40,2022-12-16T02:52:50Z,2360000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,238.0,1.0,0.0,1.0,,,,,,,,,,,,,,
240,PT06M57.00S,2022-12-16T02:52:54.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,89.17542706964521,37.99019607843137,1610612740,43,42,2022-12-16T02:52:58Z,2370000,False,-60.0,49.0,1,right,Z. Williamson 7' turnaround Jump Shot (4 PTS),[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,,,,,,,,4.0,,,,,,,,,,
241,PT06M57.00S,2022-12-16T02:52:56.9Z,2,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612740,43,42,2022-12-16T02:53:51Z,2380000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Williamson 1 FT),"[1628374, 1629627]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,1.0,0.0,Williamson,1629627.0,,,,,
243,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,43,42,2022-12-16T02:53:21Z,2400000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,out,[],1628962,,,1610612740,43,42,2022-12-16T02:53:21Z,2410000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,43,42,2022-12-16T02:53:21Z,2420000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,in,[],1629020,,,1610612740,43,42,2022-12-16T02:53:21Z,2430000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,in,[],201144,,,1610612740,43,42,2022-12-16T02:53:21Z,2440000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M57.00S,2022-12-16T02:53:06.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,43,42,2022-12-16T02:53:21Z,2450000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M57.00S,2022-12-16T02:53:26.2Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629627,,,1610612740,43,43,2022-12-16T02:53:26Z,2460000,False,,,0,,Z. Williamson Free Throw 1 of 1 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
250,PT06M43.00S,2022-12-16T02:53:42.2Z,2,REGULAR,3pt,Jump Shot,[],203482,21.50131406044678,88.72549019607843,1610612762,46,43,2022-12-16T02:53:47Z,2470000,False,-194.0,150.0,1,left,K. Olynyk 24' 3PT  (3 PTS) (J. Vanderbilt 2 AST),"[203482, 1629020]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,24.47,Made,,,,,,,,3.0,,,,,,,,J. Vanderbilt,1629020.0,2.0
252,PT06M24.00S,2022-12-16T02:54:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,88.64980289093299,54.65686274509803,1610612740,46,45,2022-12-16T02:54:04Z,2490000,False,23.0,54.0,1,right,Z. Williamson Layup (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,,,,,,,,7.0,,,,,,,,,,
253,PT06M13.00S,2022-12-16T02:54:12.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,23.99802890932983,6.127450980392156,1610612762,46,45,2022-12-16T02:54:17Z,2500000,False,219.0,173.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,,
254,PT06M09.00S,2022-12-16T02:54:16.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,46,45,2022-12-16T02:54:17Z,2510000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,,,
255,PT06M06.00S,2022-12-16T02:54:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630530,72.09264126149803,17.647058823529413,1610612740,46,45,2022-12-16T02:54:29Z,2520000,False,-162.0,210.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
256,PT06M00.00S,2022-12-16T02:54:25.5Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,46,45,2022-12-16T02:54:29Z,2530000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,255.0,1.0,0.0,1.0,,,,,,,,,,,,,,
257,PT06M00.00S,2022-12-16T02:54:24.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,94.40999984741211,50.0,1610612740,46,45,2022-12-16T02:54:24Z,2540000,False,0.0,0.0,1,right,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
258,PT05M59.00S,2022-12-16T02:54:25.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,46,45,2022-12-16T02:54:25Z,2550000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,
259,PT05M47.00S,2022-12-16T02:54:37.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,6.783837056504599,3.6764705882352944,1610612762,46,45,2022-12-16T02:54:44Z,2560000,False,232.0,11.0,1,left,MISS M. Beasley step back 3PT,[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
260,PT05M44.00S,2022-12-16T02:54:40.7Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,46,45,2022-12-16T02:54:44Z,2570000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,259.0,3.0,2.0,1.0,,,,,,,,,,,,,,
261,PT05M39.00S,2022-12-16T02:54:46.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,92.19776609724047,2.941176470588235,1610612740,46,48,2022-12-16T02:54:52Z,2580000,False,-235.0,21.0,1,right,H. Jones 3PT  (5 PTS) (D. Graham 3 AST),"[1630529, 1628984]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.62,Made,,,,,,,,5.0,,,,,,,,D. Graham,1628984.0,3.0
263,PT05M18.00S,2022-12-16T02:55:15.9Z,2,REGULAR,foul,personal,[],1630529,,,1610612762,46,48,2022-12-16T02:56:34Z,2600000,False,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 203482]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2004.0,3.0,0.0,Olynyk,203482.0,,,,,
265,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,out,[],1627736,,,1610612762,46,48,2022-12-16T02:55:44Z,2620000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612762,46,48,2022-12-16T02:55:44Z,2630000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,out,[],202685,,,1610612762,46,48,2022-12-16T02:55:44Z,2640000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,in,[],203903,,,1610612762,46,48,2022-12-16T02:55:44Z,2650000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,in,[],1626204,,,1610612762,46,48,2022-12-16T02:55:44Z,2660000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M18.00S,2022-12-16T02:55:25.3Z,2,REGULAR,substitution,in,[],203468,,,1610612762,46,48,2022-12-16T02:55:44Z,2670000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M06.00S,2022-12-16T02:56:00.8Z,2,REGULAR,2pt,Jump Shot,[],203903,20.97568988173456,69.85294117647058,1610612762,46,48,2022-12-16T02:56:06Z,2680000,False,-99.0,145.0,1,left,MISS J. Clarkson 17' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,17.55,Missed,,,,,,,,,,,,,,,,,,
272,PT05M03.00S,2022-12-16T02:56:03.8Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,46,48,2022-12-16T02:56:06Z,2690000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Left Center,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,,
273,PT04M51.00S,2022-12-16T02:56:15.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,90.75229960578186,49.50980392156863,1610612740,46,48,2022-12-16T02:56:21Z,2700000,False,-2.0,34.0,1,right,MISS Z. Williamson Hook,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
274,PT04M50.00S,2022-12-16T02:56:16.1Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,46,48,2022-12-16T02:56:21Z,2710000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,273.0,4.0,2.0,2.0,,,,,,,,,,,,,,
275,PT04M50.00S,2022-12-16T02:56:21.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612740,46,48,2022-12-16T02:56:29Z,2720000,False,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629020, 1629627]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,1.0,0.0,Williamson,1629627.0,,,,,
277,PT04M50.00S,2022-12-16T02:56:47.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,46,49,2022-12-16T02:56:47Z,2740000,False,,,0,,Z. Williamson Free Throw 1 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
278,PT04M50.00S,2022-12-16T02:57:00.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,46,50,2022-12-16T02:57:01Z,2750000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
279,PT04M38.00S,2022-12-16T02:57:15.1Z,2,REGULAR,2pt,Jump Shot,[],201144,11.777266754270697,67.64705882352942,1610612762,46,50,2022-12-16T02:58:34Z,2760000,False,-88.0,58.0,1,left,MISS M. Conley 10' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,10.57,Missed,,,,,,,,,,,,,,,,,,
280,PT04M36.00S,2022-12-16T02:57:17.1Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,46,50,2022-12-16T02:57:20Z,2770000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,279.0,3.0,3.0,0.0,,,,,,,,,,,,,,
281,PT04M29.00S,2022-12-16T02:57:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,75.77201051248358,8.823529411764707,1610612740,46,50,2022-12-16T02:57:29Z,2780000,False,-206.0,175.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
