actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-29T02:10:45.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-29T02:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-29T02:10:47.4Z,1,REGULAR,jumpball,recovered,[],203482,,,1610612762,0,0,2023-01-29T02:10:47Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Powell: Tip to K. Olynyk,"[203482, 1631117, 203939]",1610612762.0,UTA,startperiod,K. Olynyk,203482.0,Olynyk,K. Olynyk,Kessler,1631117.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-01-29T02:11:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.06636005256242,54.41176470588235,1610612762,2,0,2023-01-29T02:11:31Z,70000,False,22.0,22.0,1,right,W. Kessler cutting Layup (2 PTS) (M. Conley 1 AST),"[1631117, 201144]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.13,Made,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-01-29T02:11:21.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,18.873193166885677,4.6568627450980395,1610612742,2,0,2023-01-29T02:11:26Z,90000,False,227.0,125.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-01-29T02:11:23.2Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,2,0,2023-01-29T02:11:26Z,100000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2023-01-29T02:11:35.7Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,2,0,2023-01-29T02:11:39Z,110000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203501]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,
12,PT11M08.00S,2023-01-29T02:11:35.7Z,1,REGULAR,steal,,[],203501,,,1610612742,2,0,2023-01-29T02:11:37Z,120000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2023-01-29T02:11:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,7.046649145860711,55.14705882352941,1610612742,2,2,2023-01-29T02:11:46Z,130000,False,-26.0,14.0,1,left,J. Green running Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[1630182, 203501]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.91,Made,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
15,PT10M56.00S,2023-01-29T02:11:49.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,67.09921156373193,30.14705882352941,1610612762,5,2,2023-01-29T02:11:53Z,150000,False,-99.0,257.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (M. Conley 2 AST),"[1628374, 201144]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.53,Made,3.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
17,PT10M36.00S,2023-01-29T02:12:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.652431011826544,53.431372549019606,1610612742,5,2,2023-01-29T02:12:15Z,170000,False,-17.0,10.0,1,left,MISS D. Powell alley-oop Layup - blocked,"[203939, 1631117]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,Kessler,1631117.0,,,,,
18,PT10M36.00S,2023-01-29T02:12:09.2Z,1,REGULAR,block,,[],1631117,,,1610612742,5,2,2023-01-29T02:12:13Z,180000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2023-01-29T02:12:09.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,5,2,2023-01-29T02:12:15Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,17.0,,,,,,,,,,,,,
21,PT10M28.00S,2023-01-29T02:12:27.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203501,17.559132720105126,51.9607843137255,1610612742,5,4,2023-01-29T02:12:32Z,210000,False,-10.0,113.0,1,left,T. Hardaway Jr. 11' floating Jump Shot (2 PTS) (D. Powell 1 AST),"[203501, 203939]",1610612742.0,DAL,floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.3,Made,2.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
23,PT10M06.00S,2023-01-29T02:12:49.7Z,1,REGULAR,3pt,Jump Shot,[],201144,73.01248357424441,78.43137254901961,1610612762,5,4,2023-01-29T02:14:00Z,230000,False,142.0,201.0,1,right,MISS M. Conley 24' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2023-01-29T02:12:52.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,5,4,2023-01-29T02:12:53Z,240000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M47.00S,2023-01-29T02:13:11.4Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612742,5,4,2023-01-29T02:13:16Z,250000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[203482, 203501]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Hardaway Jr.,203501.0
27,PT09M47.00S,2023-01-29T02:13:39.5Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,5,4,2023-01-29T02:13:39Z,270000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2023-01-29T02:13:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,5,4,2023-01-29T02:13:39Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
29,PT09M47.00S,2023-01-29T02:13:57.2Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,5,5,2023-01-29T02:13:57Z,290000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (3 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2023-01-29T02:14:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,80.1084099868594,44.11764705882353,1610612762,5,5,2023-01-29T02:14:26Z,300000,False,-29.0,134.0,1,right,MISS K. Olynyk 13' turnaround fadeaway Shot,[203482],1610612762.0,UTA,turnaround fadeaway,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,13.77,Missed,,,,,,,,,,,,,,,,,,
31,PT09M25.00S,2023-01-29T02:14:23.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,5,5,2023-01-29T02:14:26Z,310000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M15.00S,2023-01-29T02:14:33.9Z,1,REGULAR,turnover,lost ball,[],1630182,,,1610612742,5,5,2023-01-29T02:14:37Z,320000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630182, 201144]",1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Conley,201144.0,,,,,,,
33,PT09M15.00S,2023-01-29T02:14:33.9Z,1,REGULAR,steal,,[],201144,,,1610612762,5,5,2023-01-29T02:14:35Z,330000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2023-01-29T02:14:40.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628374,92.06636005256242,54.65686274509803,1610612762,5,5,2023-01-29T02:14:50Z,340000,False,23.0,22.0,1,right,MISS L. Markkanen running Layup,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
