actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
342,PT09M50.00S,2022-12-23T03:26:17.9Z,3,REGULAR,3pt,Jump Shot,[],203078,28.33442838370565,74.26470588235294,1610612764,64,70,2022-12-23T03:28:43Z,3380000,False,-121.0,214.0,1,left,MISS B. Beal 24' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,24.58,Missed,,,,,,,,,,,,,,,,,,
343,PT09M46.00S,2022-12-23T03:26:21.9Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,64,70,2022-12-23T03:26:22Z,3390000,False,,,0,,W. Kessler REBOUND (Off:2 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,342.0,,,,,,,7.0,5.0,2.0,,,,,,,,
344,PT09M37.00S,2022-12-23T03:26:29.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.46714848883047,41.911764705882355,1610612762,66,70,2022-12-23T03:26:34Z,3400000,False,-40.0,65.0,1,right,J. Clarkson 7' floating Jump Shot (12 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,,12.0,,,,,,,,,,,,,,,,
345,PT09M12.00S,2022-12-23T03:26:55.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.360709592641262,43.872549019607845,1610612764,66,70,2022-12-23T03:30:06Z,3410000,False,31.0,26.0,1,left,MISS D. Gafford Layup,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
346,PT09M09.00S,2022-12-23T03:26:58.0Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,66,70,2022-12-23T03:30:06Z,3420000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,345.0,,,,,,,4.0,4.0,0.0,,,,,,,,
347,PT09M03.00S,2022-12-23T03:27:03.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203903,67.23061760840999,42.15686274509804,1610612762,69,70,2022-12-23T03:32:42Z,3430000,False,-39.0,256.0,1,right,J. Clarkson 25' 3PT running pullup (15 PTS),[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.85,Made,,15.0,,,,,,,,,,,,,,,,
348,PT09M02.00S,2022-12-23T03:27:08.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,69,70,2022-12-23T03:27:08Z,3440000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT08M38.00S,2022-12-23T03:30:27.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.835085413929041,50.98039215686274,1610612764,69,72,2022-12-23T03:34:29Z,3450000,False,-5.0,21.0,1,left,D. Gafford driving DUNK (13 PTS) (M. Morris 3 AST),"[1629655, 1628420]",1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.17,Made,,13.0,M. Morris,1628420.0,3.0,,,,,,,,,,,,,
351,PT08M10.00S,2022-12-23T03:30:54.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,91.01511169513797,41.911764705882355,1610612762,69,72,2022-12-23T03:30:59Z,3470000,False,-40.0,32.0,1,right,MISS J. Clarkson driving floating Shot - blocked,"[203903, 1629655]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,Gafford,1629655.0,,,,,,
439,PT08M10.00S,2022-12-23T03:30:54.4Z,3,REGULAR,block,,[],1629655,,,1610612762,69,72,2022-12-23T03:45:18Z,3475000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
352,PT08M05.00S,2022-12-23T03:30:59.4Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,69,72,2022-12-23T03:30:59Z,3480000,False,,,0,,W. Kessler REBOUND (Off:3 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,351.0,,,,,,,8.0,5.0,3.0,,,,,,,,
353,PT08M05.00S,2022-12-23T03:30:58.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631117,94.40999984741211,50.0,1610612762,69,72,2022-12-23T03:31:06Z,3490000,False,0.0,0.0,1,right,MISS W. Kessler tip Layup,[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
354,PT08M05.00S,2022-12-23T03:30:58.7Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,69,72,2022-12-23T03:31:06Z,3500000,False,,,0,,W. Kessler REBOUND (Off:4 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,353.0,,,,,,,9.0,5.0,4.0,,,,,,,,
355,PT08M03.00S,2022-12-23T03:31:00.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,71,72,2022-12-23T03:31:00Z,3510000,False,0.0,0.0,1,right,W. Kessler tip Layup (6 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,6.0,,,,,,,,,,,,,,,,
356,PT07M54.00S,2022-12-23T03:31:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,17.16491458607096,45.588235294117645,1610612764,71,74,2022-12-23T03:41:08Z,3520000,False,22.0,109.0,1,left,K. Kuzma 11' driving floating Jump Shot (14 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,,14.0,,,,,,,,,,,,,,,,
357,PT07M41.00S,2022-12-23T03:31:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,91.40932982917214,54.65686274509803,1610612762,73,74,2022-12-23T03:31:38Z,3530000,False,23.0,28.0,1,right,W. Kessler cutting Layup (8 PTS) (M. Conley 5 AST),"[1631117, 201144]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.67,Made,,8.0,M. Conley,201144.0,5.0,,,,,,,,,,,,,
359,PT07M22.00S,2022-12-23T03:31:42.4Z,3,REGULAR,3pt,Jump Shot,[],1628398,29.911300919842315,75.24509803921569,1610612764,73,74,2022-12-23T03:42:16Z,3550000,False,-126.0,229.0,1,left,MISS K. Kuzma 26' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
360,PT07M20.00S,2022-12-23T03:31:44.4Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,73,74,2022-12-23T03:31:46Z,3560000,False,,,0,,W. Kessler REBOUND (Off:4 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,359.0,,,,,,,10.0,6.0,4.0,,,,,,,,
361,PT07M10.00S,2022-12-23T03:31:57.4Z,3,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612762,73,74,2022-12-23T03:32:08Z,3570000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1630557, 203903]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Clarkson,203903.0,,
363,PT07M10.00S,2022-12-23T03:32:21.4Z,3,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,74,74,2022-12-23T03:32:21Z,3590000,False,,,0,,J. Clarkson Free Throw 1 of 2 (16 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
364,PT07M10.00S,2022-12-23T03:32:23.8Z,3,REGULAR,substitution,out,[],1629655,,,1610612762,74,74,2022-12-23T03:32:26Z,3600000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M10.00S,2022-12-23T03:32:23.8Z,3,REGULAR,substitution,in,[],201959,,,1610612762,74,74,2022-12-23T03:32:26Z,3610000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M10.00S,2022-12-23T03:32:40.8Z,3,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,75,74,2022-12-23T03:32:40Z,3620000,False,,,0,,J. Clarkson Free Throw 2 of 2 (17 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
367,PT06M50.00S,2022-12-23T03:33:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628398,38.05847568988173,51.9607843137255,1610612764,75,77,2022-12-23T03:44:42Z,3630000,False,-10.0,305.0,1,left,K. Kuzma 30' 3PT pullup (17 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,30.54,Made,,17.0,,,,,,,,,,,,,,,,
368,PT06M41.00S,2022-12-23T03:33:12.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,91.27792378449409,45.588235294117645,1610612762,77,77,2022-12-23T03:33:16Z,3640000,False,-22.0,29.0,1,right,L. Markkanen alley-oop DUNK (15 PTS) (M. Conley 6 AST),"[1628374, 201144]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.69,Made,,15.0,M. Conley,201144.0,6.0,,,,,,,,,,,,,
370,PT06M29.00S,2022-12-23T03:33:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201959,5.469776609724048,53.92156862745098,1610612764,77,79,2022-12-23T03:33:28Z,3660000,False,-20.0,-1.0,1,left,T. Gibson Layup (4 PTS),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,1.96,Made,,4.0,,,,,,,,,,,,,,,,
371,PT06M08.00S,2022-12-23T03:33:44.3Z,3,REGULAR,3pt,Jump Shot,[],1628374,73.80091984231275,15.931372549019606,1610612762,80,79,2022-12-23T03:33:48Z,3670000,False,-170.0,194.0,1,right,L. Markkanen 25' 3PT  (18 PTS) (J. Vanderbilt 1 AST),"[1628374, 1629020]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.8,Made,,18.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,
373,PT05M51.00S,2022-12-23T03:34:01.6Z,3,REGULAR,2pt,Jump Shot,[],1630557,20.581471747700395,47.05882352941176,1610612764,80,79,2022-12-23T03:46:54Z,3690000,False,15.0,141.0,1,left,MISS C. Kispert 14' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Center,14.18,Missed,,,,,,,,,,,,,,,,,,
374,PT05M48.00S,2022-12-23T03:34:04.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,80,79,2022-12-23T03:34:06Z,3700000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Center,,,373.0,,,,,,,3.0,3.0,0.0,,,,,,,,
375,PT05M36.00S,2022-12-23T03:34:16.4Z,3,REGULAR,3pt,Jump Shot,[],1629020,91.67214191852825,94.85294117647058,1610612762,83,79,2022-12-23T03:34:20Z,3710000,False,224.0,26.0,1,right,J. Vanderbilt 3PT  (3 PTS) (J. Clarkson 1 AST),"[1629020, 203903]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,22.58,Made,,3.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,
377,PT05M18.00S,2022-12-23T03:34:34.3Z,3,REGULAR,3pt,Jump Shot,[],203078,22.421156373193167,11.27450980392157,1610612764,83,79,2022-12-23T03:47:50Z,3730000,False,194.0,158.0,1,left,MISS B. Beal 25' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
378,PT05M17.00S,2022-12-23T03:34:35.3Z,3,REGULAR,rebound,offensive,[],203078,,,1610612764,83,79,2022-12-23T03:34:39Z,3740000,False,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,377.0,,,,,,,3.0,2.0,1.0,,,,,,,,
379,PT05M14.00S,2022-12-23T03:34:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,7.178055190538765,44.6078431372549,1610612764,83,81,2022-12-23T03:34:43Z,3750000,False,27.0,15.0,1,left,B. Beal driving Layup (18 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.09,Made,,18.0,,,,,,,,,,,,,,,,
380,PT04M58.00S,2022-12-23T03:34:54.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,91.93495400788436,95.34313725490196,1610612762,83,81,2022-12-23T03:34:59Z,3760000,False,227.0,23.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
381,PT04M53.00S,2022-12-23T03:34:59.7Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,83,81,2022-12-23T03:34:59Z,3770000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,380.0,,,,,,,5.0,4.0,1.0,,,,,,,,
382,PT04M50.00S,2022-12-23T03:35:02.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628398,8.09789750328515,48.03921568627451,1610612764,83,83,2022-12-23T03:35:08Z,3780000,False,10.0,24.0,1,left,K. Kuzma running DUNK (19 PTS),[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.56,Made,,19.0,,,,,,,,,,,,,,,,
383,PT04M33.00S,2022-12-23T03:35:25.5Z,3,REGULAR,foul,technical,['1freethrow'],201959,,,1610612762,83,83,2022-12-23T03:35:31Z,3790000,False,,,0,,T. Gibson defensive-3-second technical FOUL (1 Tech),[201959],1610612764.0,WAS,defensive-3-second,,,Gibson,T. Gibson,,,,,,,,,,,,,,202053.0,,,,,,,2.0,1.0,,,,
384,PT04M33.00S,2022-12-23T03:35:47.1Z,3,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,84,83,2022-12-23T03:35:47Z,3800000,False,,,0,,J. Clarkson technical Free Throw 1 of 1 (18 PTS),[203903],1610612762.0,UTA,technical,,,Clarkson,J. Clarkson,,,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
385,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,out,[],203903,,,1610612762,84,83,2022-12-23T03:36:05Z,3810000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,out,[],1631117,,,1610612762,84,83,2022-12-23T03:36:05Z,3820000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,out,[],203078,,,1610612762,84,83,2022-12-23T03:36:05Z,3830000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,out,[],1628420,,,1610612762,84,83,2022-12-23T03:36:05Z,3840000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,out,[],1628398,,,1610612762,84,83,2022-12-23T03:36:05Z,3850000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,84,83,2022-12-23T03:36:05Z,3860000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,in,[],1627736,,,1610612762,84,83,2022-12-23T03:36:05Z,3870000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,in,[],203115,,,1610612762,84,83,2022-12-23T03:36:05Z,3880000,False,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,in,[],1630692,,,1610612762,84,83,2022-12-23T03:36:05Z,3890000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M33.00S,2022-12-23T03:35:48.2Z,3,REGULAR,substitution,in,[],1629060,,,1610612762,84,83,2022-12-23T03:36:05Z,3900000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M18.00S,2022-12-23T03:36:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,87.46714848883047,49.50980392156863,1610612762,84,83,2022-12-23T03:36:40Z,3910000,False,-2.0,65.0,1,right,MISS L. Markkanen 6' floating Shot,[1628374],1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
396,PT04M17.00S,2022-12-23T03:36:34.3Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,84,83,2022-12-23T03:36:34Z,3920000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,395.0,,,,,,,4.0,4.0,0.0,,,,,,,,
397,PT04M03.00S,2022-12-23T03:36:47.9Z,3,REGULAR,turnover,bad pass,[],1629060,,,1610612764,84,83,2022-12-23T03:36:54Z,3930000,False,,,0,,R. Hachimura bad pass TURNOVER (1 TO),"[1629060, 1627736]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,,,Beasley,1627736.0
398,PT04M03.00S,2022-12-23T03:36:47.9Z,3,REGULAR,steal,,[],1627736,,,1610612762,84,83,2022-12-23T03:36:49Z,3940000,False,,,0,,M. Beasley STEAL (2 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
399,PT04M00.00S,2022-12-23T03:36:51.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627736,91.14651773981603,59.068627450980394,1610612762,86,83,2022-12-23T03:50:52Z,3950000,False,45.0,31.0,1,right,M. Beasley running Layup (18 PTS),[1627736],1610612762.0,UTA,running,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,18.0,,,,,,,,,,,,,,,,
400,PT03M46.00S,2022-12-23T03:37:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,18.347568988173457,53.18627450980392,1610612764,86,85,2022-12-23T03:37:21Z,3960000,False,-16.0,120.0,1,left,R. Hachimura 12' pullup Jump Shot (7 PTS) (J. Goodwin 2 AST),"[1629060, 1630692]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,12.1,Made,,7.0,J. Goodwin,1630692.0,2.0,,,,,,,,,,,,,
402,PT03M29.00S,2022-12-23T03:37:32.3Z,3,REGULAR,3pt,Jump Shot,[],1628374,64.99671484888306,43.13725490196079,1610612762,86,85,2022-12-23T03:37:39Z,3980000,False,-34.0,277.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,,,,,,
403,PT03M28.00S,2022-12-23T03:37:34.8Z,3,REGULAR,rebound,defensive,[],201959,,,1610612764,86,85,2022-12-23T03:37:34Z,3990000,False,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,402.0,,,,,,,2.0,2.0,0.0,,,,,,,,
404,PT03M19.00S,2022-12-23T03:37:45.3Z,3,REGULAR,turnover,palming,[],1630692,,,1610612764,86,85,2022-12-23T03:37:53Z,4000000,False,,,0,,J. Goodwin palming TURNOVER (2 TO),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Left Center,,,,,,,,2882.0,2.0,,,,,,,,,,,
405,PT03M19.00S,2022-12-23T03:37:48.4Z,3,REGULAR,substitution,out,[],201144,,,1610612762,86,85,2022-12-23T03:38:01Z,4010000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M19.00S,2022-12-23T03:37:48.4Z,3,REGULAR,substitution,out,[],1630557,,,1610612762,86,85,2022-12-23T03:38:01Z,4020000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M19.00S,2022-12-23T03:37:48.4Z,3,REGULAR,substitution,in,[],1629638,,,1610612762,86,85,2022-12-23T03:38:01Z,4030000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M19.00S,2022-12-23T03:37:48.4Z,3,REGULAR,substitution,in,[],1628398,,,1610612762,86,85,2022-12-23T03:38:01Z,4040000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M11.00S,2022-12-23T03:38:12.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,76.69185282522996,10.294117647058822,1610612762,86,85,2022-12-23T03:38:16Z,4050000,False,-199.0,167.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
410,PT03M07.00S,2022-12-23T03:38:16.0Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612764,86,85,2022-12-23T03:38:16Z,4060000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:3),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,409.0,,,,,,,3.0,3.0,0.0,,,,,,,,
411,PT03M03.00S,2022-12-23T03:38:19.5Z,3,REGULAR,3pt,Jump Shot,[],203115,30.042706964520367,67.64705882352942,1610612764,86,85,2022-12-23T03:54:24Z,4070000,False,-88.0,230.0,1,left,MISS W. Barton 24' running pullup 3PT,[203115],1610612764.0,WAS,running pullup,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
412,PT03M02.00S,2022-12-23T03:38:20.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,86,85,2022-12-23T03:54:24Z,4080000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,411.0,,,,,,,,,,,,,,,,,
414,PT02M48.00S,2022-12-23T03:38:47.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,88.38699080157687,38.48039215686275,1610612762,86,85,2022-12-23T03:38:53Z,4100000,False,-58.0,57.0,1,right,MISS M. Beasley 8' driving floating Shot,[1627736],1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Left,8.08,Missed,,,,,,,,,,,,,,,,,,
415,PT02M46.00S,2022-12-23T03:38:49.9Z,3,REGULAR,rebound,defensive,[],201959,,,1610612764,86,85,2022-12-23T03:38:53Z,4110000,False,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Left,,,414.0,,,,,,,3.0,3.0,0.0,,,,,,,,
416,PT02M38.00S,2022-12-23T03:38:58.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201959,5.732588699080158,43.627450980392155,1610612764,86,87,2022-12-23T03:39:06Z,4120000,False,32.0,1.0,1,left,T. Gibson reverse Layup (6 PTS) (W. Barton 2 AST),"[201959, 203115]",1610612764.0,WAS,reverse,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,3.19,Made,,6.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,
418,PT02M37.00S,2022-12-23T03:39:03.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,86,87,2022-12-23T03:39:03Z,4140000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
