actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-21T01:10:23.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-21T01:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-21T01:10:26.6Z,1,REGULAR,jumpball,recovered,[],203482,,,1610612762,0,0,2023-03-21T01:10:26Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Sabonis: Tip to K. Olynyk,"[203482, 1631117, 1627734]",1610612762.0,UTA,startperiod,K. Olynyk,203482.0,Olynyk,K. Olynyk,Kessler,1631117.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2023-03-21T01:10:29.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.51182654402102,52.69607843137255,1610612762,2,0,2023-03-21T01:19:29Z,70000,False,13.0,8.0,1,right,W. Kessler cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1631117, 203482]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-03-21T01:10:55.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.09789750328515,49.754901960784316,1610612758,2,0,2023-03-21T01:10:58Z,90000,False,1.0,24.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2023-03-21T01:10:59.4Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,2,0,2023-03-21T01:10:59Z,100000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2023-03-21T01:11:09.8Z,1,REGULAR,3pt,Jump Shot,[],203482,83.78777923784494,2.450980392156863,1610612762,2,0,2023-03-21T01:11:13Z,110000,False,-238.0,100.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2023-03-21T01:11:16.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,0,2023-03-21T01:11:16Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M03.00S,2023-03-21T01:11:19.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,3.892904073587385,96.32352941176471,1610612758,2,0,2023-03-21T01:19:07Z,130000,False,-232.0,-16.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2023-03-21T01:11:19.4Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612758,2,0,2023-03-21T01:19:07Z,140000,False,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT11M02.00S,2023-03-21T01:11:26.3Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612758,2,0,2023-03-21T01:11:39Z,150000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Edwards 2 FT),"[203482, 1630556]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,Edwards,1630556.0,,,,,
