actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,out,[],1627736,,,1610612766,12,14,2023-01-24T02:22:05Z,830000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,out,[],1629667,,,1610612766,12,14,2023-01-24T02:22:05Z,840000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,12,14,2023-01-24T02:22:05Z,850000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,in,[],200752,,,1610612766,12,14,2023-01-24T02:22:05Z,860000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612766,12,14,2023-01-24T02:22:05Z,870000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M41.00S,2023-01-24T02:21:54.4Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,12,14,2023-01-24T02:22:05Z,880000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M27.00S,2023-01-24T02:22:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,91.27792378449409,57.107843137254896,1610612766,12,14,2023-01-24T02:22:38Z,890000,False,36.0,29.0,1,right,MISS B. McGowens driving Layup,[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2023-01-24T02:22:35.2Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,12,14,2023-01-24T02:22:38Z,900000,False,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,,
91,PT04M24.00S,2023-01-24T02:22:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,94.40999984741211,50.0,1610612766,12,14,2023-01-24T02:22:37Z,910000,False,0.0,0.0,1,right,MISS J. Thor tip Layup,[1630550],1610612766.0,CHA,tip,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2023-01-24T02:22:38.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,12,14,2023-01-24T02:22:38Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,91.0,,,,,,,,,,,,,,,,,
94,PT04M12.00S,2023-01-24T02:23:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,68.67608409986859,31.127450980392158,1610612766,12,14,2023-01-24T02:23:11Z,940000,False,-94.0,242.0,1,right,MISS T. Rozier 25' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
95,PT04M10.00S,2023-01-24T02:23:08.4Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,12,14,2023-01-24T02:23:11Z,950000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M04.00S,2023-01-24T02:23:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,25.04927726675427,16.176470588235293,1610612762,15,14,2023-01-24T02:23:24Z,960000,False,169.0,183.0,1,left,J. Clarkson 24' 3PT step back (3 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,,,3.0,,,,,,,,,,,
97,PT03M44.00S,2023-01-24T02:23:38.1Z,1,REGULAR,foul,personal,['2freethrow'],200752,,,1610612766,15,14,2023-01-24T02:23:46Z,970000,False,,,0,,R. Gay shooting personal FOUL (1 PF) (Plumlee 2 FT),"[200752, 203486]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202049.0,,,,,,,,,,1.0,0.0,Plumlee,203486.0
99,PT03M44.00S,2023-01-24T02:24:03.4Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,15,14,2023-01-24T02:24:25Z,990000,False,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2023-01-24T02:24:03.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,15,14,2023-01-24T02:24:25Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2023-01-24T02:24:04.0Z,1,REGULAR,substitution,out,[],201144,,,1610612766,15,14,2023-01-24T02:24:09Z,1010000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M44.00S,2023-01-24T02:24:04.0Z,1,REGULAR,substitution,in,[],1630534,,,1610612766,15,14,2023-01-24T02:24:09Z,1020000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2023-01-24T02:24:03.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,15,14,2023-01-24T02:24:25Z,1030000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT03M42.00S,2023-01-24T02:24:05.4Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,15,14,2023-01-24T02:24:25Z,1040000,False,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M25.00S,2023-01-24T02:24:43.8Z,1,REGULAR,turnover,out-of-bounds,[],1630534,,,1610612762,15,14,2023-01-24T02:24:50Z,1050000,False,,,0,,O. Agbaji bad pass out-of-bounds TURNOVER (1 TO),[1630534],1610612762.0,UTA,bad pass,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,1.0,,,,,,,,,,,,
106,PT03M25.00S,2023-01-24T02:24:46.6Z,1,REGULAR,substitution,out,[],203486,,,1610612766,15,14,2023-01-24T02:24:50Z,1060000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M25.00S,2023-01-24T02:24:46.6Z,1,REGULAR,substitution,in,[],1631109,,,1610612766,15,14,2023-01-24T02:24:50Z,1070000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M01.00S,2023-01-24T02:25:21.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,15,14,2023-01-24T02:25:30Z,1080000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,,,,,,,,,,,,,
109,PT02M50.00S,2023-01-24T02:25:45.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,5.601182654402102,3.1862745098039214,1610612762,18,14,2023-01-24T02:25:49Z,1090000,False,234.0,0.0,1,left,O. Agbaji 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[1630534, 1629020]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.41,Made,,,,,,,3.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,
111,PT02M26.00S,2023-01-24T02:26:07.9Z,1,REGULAR,2pt,Jump Shot,[],1628372,79.188567674113,32.84313725490196,1610612766,18,14,2023-01-24T02:26:14Z,1110000,False,-86.0,143.0,1,right,MISS D. Smith Jr. 16' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,16.69,Missed,,,,,,,,,,,,,,,,,,
112,PT02M25.00S,2023-01-24T02:26:08.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,18,14,2023-01-24T02:26:14Z,1120000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Left Center,,,111.0,,,,,,,,,,,,,,,,,
114,PT02M25.00S,2023-01-24T02:26:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,18,14,2023-01-24T02:26:17Z,1140000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M11.00S,2023-01-24T02:29:22.0Z,1,REGULAR,turnover,bad pass,[],200752,,,1610612762,18,14,2023-01-24T02:29:27Z,1150000,False,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 1631109]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,Williams,1631109.0,,,,,,
116,PT02M11.00S,2023-01-24T02:29:22.0Z,1,REGULAR,steal,,[],1631109,,,1610612766,18,14,2023-01-24T02:29:25Z,1160000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
117,PT02M03.00S,2023-01-24T02:29:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631109,91.67214191852825,49.754901960784316,1610612766,18,16,2023-01-24T02:29:37Z,1170000,False,-1.0,26.0,1,right,M. Williams cutting finger roll Layup (2 PTS) (D. Smith Jr. 1 AST),"[1631109, 1628372]",1610612766.0,CHA,cutting finger roll,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,2.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,
119,PT01M47.00S,2023-01-24T02:29:45.7Z,1,REGULAR,2pt,Jump Shot,[],203903,4.28712220762155,23.52941176470588,1610612762,18,16,2023-01-24T02:29:50Z,1190000,False,132.0,-12.0,1,left,MISS J. Clarkson 13' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,13.3,Missed,,,,,,,,,,,,,,,,,,
120,PT01M45.00S,2023-01-24T02:29:47.7Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,18,16,2023-01-24T02:29:50Z,1200000,False,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,,
122,PT01M42.00S,2023-01-24T02:29:54.5Z,1,REGULAR,substitution,out,[],203903,,,1610612766,18,16,2023-01-24T02:30:01Z,1220000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M42.00S,2023-01-24T02:29:54.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,18,16,2023-01-24T02:30:01Z,1230000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M42.00S,2023-01-24T02:29:54.5Z,1,REGULAR,substitution,in,[],1628374,,,1610612766,18,16,2023-01-24T02:30:01Z,1240000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M42.00S,2023-01-24T02:29:54.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,18,16,2023-01-24T02:30:01Z,1250000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M36.00S,2023-01-24T02:30:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,90.22667542706965,58.82352941176471,1610612766,18,18,2023-01-24T02:30:41Z,1260000,False,44.0,39.0,1,right,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,,,,,,,2.0,,,,,,,,,,,
127,PT01M23.00S,2023-01-24T02:30:33.4Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,18,18,2023-01-24T02:30:36Z,1270000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 1630550]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,,,,,Thor,1630550.0,,,,,,
128,PT01M23.00S,2023-01-24T02:30:33.4Z,1,REGULAR,steal,,[],1630550,,,1610612766,18,18,2023-01-24T02:30:34Z,1280000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
129,PT01M15.00S,2023-01-24T02:30:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,91.5407358738502,49.26470588235294,1610612766,18,20,2023-01-24T02:30:46Z,1290000,False,-4.0,27.0,1,right,M. Williams cutting DUNK (4 PTS) (D. Smith Jr. 2 AST),"[1631109, 1628372]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,4.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,
131,PT01M00.00S,2023-01-24T02:30:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.521024967148489,55.88235294117647,1610612762,18,20,2023-01-24T02:31:00Z,1310000,False,-29.0,9.0,1,left,MISS J. Vanderbilt driving Layup,[1629020],1610612762.0,UTA,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
132,PT00M58.30S,2023-01-24T02:30:58.3Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,18,20,2023-01-24T02:31:00Z,1320000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,131.0,3.0,3.0,0.0,,,,,,,,,,,,,,
133,PT00M51.10S,2023-01-24T02:31:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630550,89.70105124835742,95.34313725490196,1610612766,18,20,2023-01-24T02:31:10Z,1330000,False,227.0,44.0,1,right,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
134,PT00M48.40S,2023-01-24T02:31:08.7Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,18,20,2023-01-24T02:31:10Z,1340000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT00M46.60S,2023-01-24T02:31:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629667,70.38436268068331,24.019607843137255,1610612766,18,20,2023-01-24T02:31:16Z,1350000,False,-130.0,226.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
136,PT00M42.30S,2023-01-24T02:31:15.4Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,18,20,2023-01-24T02:31:16Z,1360000,False,,,0,,M. Williams REBOUND (Off:2 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,135.0,2.0,0.0,2.0,,,,,,,,,,,,,,
137,PT00M39.90S,2023-01-24T02:31:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,93.11760840998686,45.34313725490196,1610612766,18,22,2023-01-24T02:31:26Z,1370000,False,-23.0,12.0,1,right,M. Williams reverse Layup (6 PTS),[1631109],1610612766.0,CHA,reverse,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,6.0,,,,,,,,,,,
138,PT00M35.90S,2023-01-24T02:31:26.1Z,1,REGULAR,3pt,Jump Shot,[],1630534,5.732588699080158,2.696078431372549,1610612762,21,22,2023-01-24T02:31:31Z,1380000,False,237.0,1.0,1,left,O. Agbaji 3PT  (6 PTS) (C. Sexton 1 AST),"[1630534, 1629012]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,,,6.0,C. Sexton,1629012.0,1.0,,,,,,,,
140,PT00M19.70S,2023-01-24T02:31:48.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,86.67871222076215,40.931372549019606,1610612766,21,24,2023-01-24T02:31:52Z,1400000,False,-45.0,73.0,1,right,M. Williams 8' turnaround Hook (8 PTS) (D. Smith Jr. 3 AST),"[1631109, 1628372]",1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,8.57,Made,,,,,,,8.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,
143,PT00M02.90S,2023-01-24T02:32:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,32.53942181340342,44.36274509803921,1610612762,21,24,2023-01-24T02:32:30Z,1430000,False,28.0,253.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
144,PT00M02.90S,2023-01-24T02:32:26.9Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,21,24,2023-01-24T02:32:30Z,1440000,False,,,0,,J. Thor REBOUND (Off:1 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,,,
145,PT00M00.00S,2023-01-24T02:32:31.4Z,1,REGULAR,period,end,[],0,,,1610612766,21,24,2023-01-24T02:32:31Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612766,21,24,2023-01-24T02:35:00Z,1460000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612766,21,24,2023-01-24T02:35:00Z,1470000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],200752,,,1610612766,21,24,2023-01-24T02:35:00Z,1480000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,21,24,2023-01-24T02:35:00Z,1490000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1627736,,,1610612766,21,24,2023-01-24T02:35:00Z,1500000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1631117,,,1610612766,21,24,2023-01-24T02:35:00Z,1510000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612766,21,24,2023-01-24T02:35:00Z,1520000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-24T02:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,21,24,2023-01-24T02:35:00Z,1530000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-24T02:35:08.5Z,2,REGULAR,period,start,[],0,,,1610612766,21,24,2023-01-24T02:35:08Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M46.00S,2023-01-24T02:35:22.0Z,2,REGULAR,2pt,Jump Shot,[],1629023,77.61169513797634,57.107843137254896,1610612766,21,24,2023-01-24T02:35:26Z,1550000,False,36.0,158.0,1,right,MISS P. Washington 16' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,16.19,Missed,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2023-01-24T02:35:26.0Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,21,24,2023-01-24T02:35:26Z,1560000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT11M36.00S,2023-01-24T02:35:31.7Z,2,REGULAR,turnover,bad pass,[],1627736,,,1610612762,21,24,2023-01-24T02:35:35Z,1570000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1631109]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Williams,1631109.0,,,,,,
158,PT11M36.00S,2023-01-24T02:35:31.7Z,2,REGULAR,steal,,[],1631109,,,1610612766,21,24,2023-01-24T02:35:33Z,1580000,False,,,0,,M. Williams STEAL (2 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
159,PT11M25.00S,2023-01-24T02:35:42.0Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612766,21,24,2023-01-24T02:35:45Z,1590000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629659]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,,,Horton-Tucker,1629659.0,,,,,,
160,PT11M25.00S,2023-01-24T02:35:42.0Z,2,REGULAR,steal,,[],1629659,,,1610612762,21,24,2023-01-24T02:35:43Z,1600000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
161,PT11M21.00S,2023-01-24T02:35:46.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,8.360709592641262,94.85294117647058,1610612762,24,24,2023-01-24T02:35:58Z,1610000,False,-224.0,26.0,1,left,M. Beasley 3PT running (6 PTS) (T. Horton-Tucker 1 AST),"[1627736, 1629659]",1610612762.0,UTA,running,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.58,Made,,,,,,,6.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,
163,PT11M04.00S,2023-01-24T02:36:03.2Z,2,REGULAR,2pt,Jump Shot,[],1629667,89.70105124835742,30.88235294117647,1610612766,24,24,2023-01-24T02:36:07Z,1630000,False,-96.0,44.0,1,right,MISS J. McDaniels 10' driving floating Shot,[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,10.54,Missed,,,,,,,,,,,,,,,,,,
164,PT11M02.00S,2023-01-24T02:36:05.2Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,24,24,2023-01-24T02:36:07Z,1640000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M56.00S,2023-01-24T02:36:13.4Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612762,24,24,2023-01-24T02:36:17Z,1650000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Kessler 2 FT),"[1629023, 1631117]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Kessler,1631117.0
167,PT10M56.00S,2023-01-24T02:36:34.8Z,2,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,25,24,2023-01-24T02:36:34Z,1670000,False,,,0,,W. Kessler Free Throw 1 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
