actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-01T02:10:23.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-01T02:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-01T02:10:25.8Z,1,REGULAR,jumpball,recovered,[],202694,,,1610612746,0,0,2022-12-01T02:10:25Z,40000,False,,,0,,Jump Ball I. Zubac vs. K. Olynyk: Tip to M. Morris Sr.,"[202694, 1627826, 203482]",1610612746.0,LAC,startperiod,M. Morris Sr.,202694.0,Morris Sr.,M. Morris Sr.,Zubac,1627826.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-12-01T02:10:46.2Z,1,REGULAR,2pt,Jump Shot,[],202694,91.40932982917214,83.08823529411765,1610612746,0,2,2022-12-01T02:10:53Z,70000,False,165.0,28.0,1,right,M. Morris Sr. 16' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right,16.78,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2022-12-01T02:10:58.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,15.719448094612352,93.87254901960785,1610612762,3,2,2022-12-01T02:11:04Z,80000,False,-219.0,95.0,1,left,L. Markkanen 3PT  (3 PTS) (C. Sexton 1 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,23.92,Made,3.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
10,PT11M08.00S,2022-12-01T02:11:14.8Z,1,REGULAR,2pt,Jump Shot,[],202704,78.0059132720105,23.774509803921568,1610612746,3,4,2022-12-01T02:11:20Z,100000,False,-131.0,154.0,1,right,R. Jackson 20' pullup Jump Shot (2 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,20.24,Made,2.0,,,,,,,,,,,,,,,,,
11,PT10M53.00S,2022-12-01T02:11:31.0Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612762,3,4,2022-12-01T02:11:39Z,110000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Sexton 2 FT),"[202704, 1629012]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,
13,PT10M53.00S,2022-12-01T02:11:52.5Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,4,4,2022-12-01T02:11:52Z,130000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-12-01T02:12:04.9Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,5,4,2022-12-01T02:12:04Z,140000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M33.00S,2022-12-01T02:12:29.3Z,1,REGULAR,turnover,out-of-bounds,[],1629611,,,1610612746,5,4,2022-12-01T02:12:42Z,150000,False,,,0,,T. Mann bad pass out-of-bounds TURNOVER (1 TO),[1629611],1610612746.0,LAC,bad pass,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,1179.0,,,,,1.0,,,,,,,,
16,PT10M22.00S,2022-12-01T02:12:50.5Z,1,REGULAR,turnover,traveling,[],1628374,,,1610612762,5,4,2022-12-01T02:12:58Z,160000,False,,,0,,L. Markkanen traveling TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,1629178.0,,,,,1.0,,,,,,,,
17,PT10M09.00S,2022-12-01T02:13:17.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,82.21090670170827,35.78431372549019,1610612746,5,4,2022-12-01T02:13:21Z,170000,False,-71.0,115.0,1,right,MISS M. Morris Sr. 13' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Left,13.49,Missed,,,,,,,,,,,,,,,,,,
18,PT10M07.00S,2022-12-01T02:13:19.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,5,4,2022-12-01T02:13:22Z,180000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,
20,PT10M00.00S,2022-12-01T02:13:26.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,29.25427069645204,27.696078431372552,1610612762,8,4,2022-12-01T02:13:31Z,200000,False,112.0,222.0,1,left,L. Markkanen 24' 3PT  (6 PTS) (J. Vanderbilt 1 AST),"[1628374, 1629020]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,24.89,Made,6.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
22,PT09M35.00S,2022-12-01T02:13:50.9Z,1,REGULAR,2pt,Jump Shot,[],202694,90.09526938239159,25.49019607843137,1610612746,8,4,2022-12-01T02:13:55Z,220000,False,-123.0,41.0,1,right,MISS M. Morris Sr. 12' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,12.91,Missed,,,,,,,,,,,,,,,,,,
23,PT09M34.00S,2022-12-01T02:13:51.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,8,4,2022-12-01T02:13:55Z,230000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,22.0,2.0,2.0,0.0,,,,
24,PT09M27.00S,2022-12-01T02:14:02.7Z,1,REGULAR,foul,personal,[],1629599,,,1610612762,8,4,2022-12-01T02:14:10Z,240000,False,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1629020]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
26,PT09M22.00S,2022-12-01T02:14:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.831143232588698,23.774509803921568,1610612762,8,4,2022-12-01T02:14:30Z,260000,False,131.0,237.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
27,PT09M19.00S,2022-12-01T02:14:28.2Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,8,4,2022-12-01T02:14:30Z,270000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,26.0,3.0,2.0,1.0,,,,
28,PT09M06.00S,2022-12-01T02:14:40.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,8.492115637319317,48.529411764705884,1610612762,8,4,2022-12-01T02:14:44Z,280000,False,7.0,27.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1629599]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,Coffey,1629599.0,,
29,PT09M06.00S,2022-12-01T02:14:40.1Z,1,REGULAR,block,,[],1629599,,,1610612762,8,4,2022-12-01T02:14:41Z,290000,False,,,0,,A. Coffey BLOCK (1 BLK),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M04.00S,2022-12-01T02:14:42.1Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,8,4,2022-12-01T02:14:44Z,300000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,,,
31,PT09M00.00S,2022-12-01T02:14:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,5.469776609724048,44.36274509803921,1610612762,10,4,2022-12-01T02:16:36Z,310000,False,28.0,-1.0,1,left,L. Markkanen putback Layup (8 PTS),[1628374],1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.82,Made,8.0,,,,,,,,,,,,,,,,,
32,PT08M31.00S,2022-12-01T02:15:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,90.88370565045992,50.245098039215684,1610612746,10,4,2022-12-01T02:15:56Z,320000,False,1.0,33.0,1,right,MISS M. Morris Sr. Layup,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,,
33,PT08M28.00S,2022-12-01T02:15:21.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,4,2022-12-01T02:15:56Z,330000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,
34,PT08M26.00S,2022-12-01T02:15:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,10,6,2022-12-01T02:15:20Z,340000,False,0.0,0.0,1,right,I. Zubac tip Layup (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M17.00S,2022-12-01T02:15:30.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,7.703679369250986,47.549019607843135,1610612762,12,6,2022-12-01T02:15:34Z,350000,False,12.0,20.0,1,left,L. Markkanen DUNK (10 PTS) (K. Olynyk 1 AST),"[1628374, 203482]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.34,Made,10.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
37,PT08M01.00S,2022-12-01T02:15:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,89.30683311432325,58.08823529411765,1610612746,12,8,2022-12-01T02:19:15Z,370000,False,40.0,48.0,1,right,R. Jackson 6' floating Jump Shot (4 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,4.0,,,,,,,,,,,,,,,,,
38,PT07M40.00S,2022-12-01T02:16:05.8Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,12,8,2022-12-01T02:16:10Z,380000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 202704]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Jackson,202704.0
39,PT07M40.00S,2022-12-01T02:16:05.8Z,1,REGULAR,steal,,[],202704,,,1610612746,12,8,2022-12-01T02:17:16Z,390000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
41,PT07M24.00S,2022-12-01T02:16:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612746,12,8,2022-12-01T02:16:29Z,410000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628374, 1627826]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
43,PT07M24.00S,2022-12-01T02:16:57.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,12,9,2022-12-01T02:16:57Z,430000,False,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
44,PT07M24.00S,2022-12-01T02:17:12.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,12,10,2022-12-01T02:17:12Z,440000,False,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M11.00S,2022-12-01T02:17:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,13.354139290407357,54.65686274509803,1610612762,14,10,2022-12-01T02:17:36Z,460000,False,-23.0,73.0,1,left,C. Sexton 7' pullup Jump Shot (4 PTS) (J. Clarkson 1 AST),"[1629012, 203903]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,4.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
48,PT06M43.00S,2022-12-01T02:17:56.9Z,1,REGULAR,2pt,Jump Shot,[],202704,75.24638633377135,20.588235294117645,1610612746,14,12,2022-12-01T02:18:01Z,480000,False,-147.0,180.0,1,right,R. Jackson 23' pullup Jump Shot (6 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,23.26,Made,6.0,,,,,,,,,,,,,,,,,
50,PT06M31.00S,2022-12-01T02:18:09.4Z,1,REGULAR,3pt,Jump Shot,[],203903,25.837713534822605,16.666666666666664,1610612762,17,12,2022-12-01T02:18:14Z,500000,False,167.0,190.0,1,left,J. Clarkson 25' 3PT pullup (3 PTS) (J. Vanderbilt 2 AST),"[203903, 1629020]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.31,Made,3.0,J. Vanderbilt,1629020.0,2.0,,,,,,,,,,,,,,
52,PT06M14.00S,2022-12-01T02:18:26.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,91.14651773981603,49.754901960784316,1610612746,17,14,2022-12-01T02:18:31Z,520000,False,-1.0,31.0,1,right,I. Zubac DUNK (6 PTS) (T. Mann 1 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.07,Made,6.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
54,PT06M13.00S,2022-12-01T02:18:31.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,17,14,2022-12-01T02:18:31Z,540000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,17,14,2022-12-01T02:21:06Z,550000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,17,14,2022-12-01T02:21:06Z,560000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612762,17,14,2022-12-01T02:21:06Z,570000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,17,14,2022-12-01T02:21:06Z,580000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612762,17,14,2022-12-01T02:21:06Z,590000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2022-12-01T02:20:52.2Z,1,REGULAR,substitution,in,[],1629638,,,1610612762,17,14,2022-12-01T02:21:06Z,600000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M58.00S,2022-12-01T02:21:51.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,25.57490144546649,16.911764705882355,1610612762,20,14,2022-12-01T02:21:57Z,610000,False,165.0,188.0,1,left,M. Beasley 25' 3PT  (3 PTS) (J. Clarkson 2 AST),"[1627736, 203903]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.03,Made,3.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,,
63,PT05M38.00S,2022-12-01T02:22:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,88.91261498028909,44.85294117647059,1610612746,20,14,2022-12-01T02:22:15Z,630000,False,-26.0,52.0,1,right,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
64,PT05M36.00S,2022-12-01T02:22:13.2Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,20,14,2022-12-01T02:22:15Z,640000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
65,PT05M29.00S,2022-12-01T02:22:19.9Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612762,20,14,2022-12-01T02:22:24Z,650000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629611]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,Mann,1629611.0
66,PT05M29.00S,2022-12-01T02:22:19.9Z,1,REGULAR,steal,,[],1629611,,,1610612746,20,14,2022-12-01T02:22:21Z,660000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
67,PT05M23.00S,2022-12-01T02:22:25.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629611,88.64980289093299,41.66666666666667,1610612746,20,16,2022-12-01T02:23:15Z,670000,False,-42.0,54.0,1,right,T. Mann 6' driving floating Jump Shot (2 PTS),[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,2.0,,,,,,,,,,,,,,,,,
68,PT05M00.00S,2022-12-01T02:22:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,7.30946123521682,95.83333333333334,1610612762,20,16,2022-12-01T02:22:54Z,680000,False,-229.0,16.0,1,left,MISS M. Beasley step back 3PT,[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
69,PT04M56.00S,2022-12-01T02:22:52.8Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,20,16,2022-12-01T02:22:54Z,690000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,
70,PT04M47.00S,2022-12-01T02:23:01.5Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,20,16,2022-12-01T02:23:05Z,700000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 203482]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Olynyk,203482.0
71,PT04M47.00S,2022-12-01T02:23:01.5Z,1,REGULAR,steal,,[],203482,,,1610612762,20,16,2022-12-01T02:23:03Z,710000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
72,PT04M44.00S,2022-12-01T02:23:05.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203482,7.440867279894875,42.15686274509804,1610612762,22,16,2022-12-01T02:23:12Z,720000,False,39.0,17.0,1,left,K. Olynyk running Layup (2 PTS),[203482],1610612762.0,UTA,running,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,4.29,Made,2.0,,,,,,,,,,,,,,,,,
73,PT04M16.00S,2022-12-01T02:23:34.2Z,1,REGULAR,foul,personal,['3freethrow'],1629638,,,1610612746,22,16,2022-12-01T02:23:41Z,730000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Morris Sr. 3 FT),"[1629638, 202694]",1610612762.0,UTA,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,200833.0,1.0,0.0,Morris Sr.,202694.0,,,,,,,,,
75,PT04M16.00S,2022-12-01T02:24:08.0Z,1,REGULAR,freethrow,1 of 3,[],202694,,,1610612746,22,17,2022-12-01T02:24:08Z,750000,False,,,0,,M. Morris Sr. Free Throw 1 of 3 (3 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT04M16.00S,2022-12-01T02:24:30.1Z,1,REGULAR,freethrow,2 of 3,[],202694,,,1610612746,22,18,2022-12-01T02:24:30Z,760000,False,,,0,,M. Morris Sr. Free Throw 2 of 3 (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
77,PT04M16.00S,2022-12-01T02:24:30.7Z,1,REGULAR,substitution,out,[],202704,,,1610612746,22,18,2022-12-01T02:24:37Z,770000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M16.00S,2022-12-01T02:24:30.7Z,1,REGULAR,substitution,out,[],1629599,,,1610612746,22,18,2022-12-01T02:24:37Z,780000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M16.00S,2022-12-01T02:24:30.7Z,1,REGULAR,substitution,in,[],202322,,,1610612746,22,18,2022-12-01T02:24:37Z,790000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M16.00S,2022-12-01T02:24:30.7Z,1,REGULAR,substitution,in,[],201587,,,1610612746,22,18,2022-12-01T02:24:37Z,800000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M16.00S,2022-12-01T02:24:52.3Z,1,REGULAR,freethrow,3 of 3,[],202694,,,1610612746,22,19,2022-12-01T02:24:52Z,810000,False,,,0,,M. Morris Sr. Free Throw 3 of 3 (5 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
82,PT04M09.00S,2022-12-01T02:25:06.1Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612762,22,19,2022-12-01T02:25:24Z,820000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],1610612762.0,UTA,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,,
83,PT04M01.00S,2022-12-01T02:25:22.7Z,1,REGULAR,foul,personal,[],203903,,,1610612746,22,19,2022-12-01T02:25:40Z,830000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1627826]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,200833.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
