actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT10M31.00S,2023-04-05T01:40:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,92.59198423127464,45.34313725490196,1610612762,35,36,2023-04-05T01:40:11Z,1730000,False,-23.0,17.0,1,right,MISS J. Toscano-Anderson Layup,[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
174,PT10M29.00S,2023-04-05T01:40:09.3Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612747,35,36,2023-04-05T01:40:11Z,1740000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,
175,PT10M27.00S,2023-04-05T01:40:12.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",2544,5.338370565045992,45.09803921568628,1610612747,35,38,2023-04-05T01:40:28Z,1750000,False,25.0,-2.0,1,left,L. James running alley-oop DUNK (10 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,running alley-oop,,,James,L. James,,,,,Restricted Area,0-8 Center,2.46,Made,10.0,,,,,A. Reaves,1630559.0,3.0,,,,,,,,,,
177,PT10M11.00S,2023-04-05T01:40:27.6Z,2,REGULAR,3pt,Jump Shot,[],1629012,71.96123521681997,81.86274509803921,1610612762,35,38,2023-04-05T01:40:32Z,1770000,False,159.0,211.0,1,right,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
178,PT10M09.00S,2023-04-05T01:40:29.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,35,38,2023-04-05T01:40:32Z,1780000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,
180,PT10M03.00S,2023-04-05T01:40:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630559,22.946780551905388,5.392156862745098,1610612747,35,38,2023-04-05T01:40:40Z,1800000,False,223.0,163.0,1,left,MISS A. Reaves 27' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,27.63,Missed,,,,,,,,,,,,,,,,,,
181,PT10M00.00S,2023-04-05T01:40:38.3Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,35,38,2023-04-05T01:40:40Z,1810000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,
182,PT09M58.00S,2023-04-05T01:40:40.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629677,91.40932982917214,50.49019607843137,1610612762,37,38,2023-04-05T01:40:47Z,1820000,False,2.0,28.0,1,right,L. Samanic running DUNK (4 PTS) (K. Dunn 2 AST),"[1629677, 1627739]",1610612762.0,UTA,running,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,2.84,Made,4.0,,,,,K. Dunn,1627739.0,2.0,,,,,,,,,,
184,PT09M41.00S,2023-04-05T01:40:57.8Z,2,REGULAR,2pt,Jump Shot,[],1630559,27.808804204993432,58.82352941176471,1610612747,37,38,2023-04-05T01:41:19Z,1840000,False,-44.0,209.0,1,left,MISS A. Reaves 21' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,21.35,Missed,,,,,,,,,,,,,,,,,,
185,PT09M39.00S,2023-04-05T01:40:59.8Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612762,37,38,2023-04-05T01:41:01Z,1850000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Mid-Range,16-24 Center,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,
186,PT09M33.00S,2023-04-05T01:41:05.9Z,2,REGULAR,2pt,Jump Shot,[],1629012,83.78777923784494,26.47058823529412,1610612762,39,38,2023-04-05T01:41:39Z,1860000,False,-118.0,100.0,1,right,C. Sexton 15' pullup Jump Shot (4 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,15.43,Made,4.0,,,,,,,,,,,,,,,,,
187,PT09M16.00S,2023-04-05T01:41:22.4Z,2,REGULAR,3pt,Jump Shot,[],2544,26.888961892247043,80.14705882352942,1610612747,39,41,2023-04-05T01:41:27Z,1870000,False,-151.0,200.0,1,left,L. James 25' 3PT  (13 PTS) (A. Reaves 4 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.07,Made,13.0,,,,,A. Reaves,1630559.0,4.0,,,,,,,,,,
189,PT08M59.00S,2023-04-05T01:41:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.14651773981603,58.08823529411765,1610612762,39,41,2023-04-05T01:41:44Z,1890000,False,40.0,31.0,1,right,MISS K. Dunn driving Layup,[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
190,PT08M57.00S,2023-04-05T01:41:42.4Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612747,39,41,2023-04-05T01:41:44Z,1900000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:2),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,
191,PT08M50.00S,2023-04-05T01:41:49.5Z,2,REGULAR,3pt,Jump Shot,[],1627736,28.991458607095925,71.81372549019608,1610612747,39,41,2023-04-05T01:41:54Z,1910000,False,-109.0,220.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
192,PT08M45.00S,2023-04-05T01:41:54.5Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,39,41,2023-04-05T01:41:54Z,1920000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:2),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Left Center,,,,191.0,3.0,2.0,1.0,,,,,,,,,,,,,
193,PT08M45.00S,2023-04-05T01:41:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,5.590000152587891,50.0,1610612747,39,43,2023-04-05T01:41:53Z,1930000,False,0.0,0.0,1,left,W. Gabriel putback Layup (2 PTS),[1629117],1610612747.0,LAL,putback,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
194,PT08M30.00S,2023-04-05T01:42:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,88.38699080157687,64.70588235294117,1610612762,39,43,2023-04-05T01:42:14Z,1940000,False,74.0,57.0,1,right,MISS C. Sexton 9' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,9.28,Missed,,,,,,,,,,,,,,,,,,
195,PT08M27.00S,2023-04-05T01:42:12.3Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,39,43,2023-04-05T01:42:14Z,1950000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,
196,PT08M24.00S,2023-04-05T01:42:17.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,5.338370565045992,58.333333333333336,1610612747,39,45,2023-04-05T01:42:48Z,1960000,False,-42.0,-2.0,1,left,L. James running Layup (15 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,4.18,Made,15.0,,,,,,,,,,,,,,,,,
197,PT08M24.00S,2023-04-05T01:42:19.9Z,2,REGULAR,foul,personal,['1freethrow'],1629308,,,1610612747,39,45,2023-04-05T01:42:24Z,1970000,False,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (James 1 FT),"[1629308, 2544]",1610612762.0,UTA,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,James,2544.0
199,PT08M24.00S,2023-04-05T01:42:34.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,39,45,2023-04-05T01:42:48Z,1990000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,out,[],1629012,,,1610612747,39,45,2023-04-05T01:45:00Z,2010000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,out,[],1627739,,,1610612747,39,45,2023-04-05T01:45:00Z,2020000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,39,45,2023-04-05T01:45:00Z,2030000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,out,[],1629117,,,1610612747,39,45,2023-04-05T01:45:00Z,2040000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,39,45,2023-04-05T01:45:00Z,2050000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,in,[],203482,,,1610612747,39,45,2023-04-05T01:45:00Z,2060000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,in,[],203471,,,1610612747,39,45,2023-04-05T01:45:00Z,2070000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M24.00S,2023-04-05T01:44:39.6Z,2,REGULAR,substitution,in,[],203076,,,1610612747,39,45,2023-04-05T01:45:00Z,2080000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M24.00S,2023-04-05T01:45:06.3Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,39,45,2023-04-05T01:45:12Z,2090000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2023-04-05T01:45:06.3Z,2,REGULAR,substitution,in,[],1629117,,,1610612747,39,45,2023-04-05T01:45:12Z,2100000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2023-04-05T01:45:29.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],2544,,,1610612747,39,46,2023-04-05T01:45:29Z,2110000,False,,,0,,L. James Free Throw 1 of 1 (16 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
212,PT08M13.00S,2023-04-05T01:45:42.7Z,2,REGULAR,3pt,Jump Shot,[],1629677,69.33311432325887,27.696078431372552,1610612762,42,46,2023-04-05T01:45:47Z,2120000,False,-112.0,236.0,1,right,L. Samanic 26' 3PT  (7 PTS) (J. Toscano-Anderson 2 AST),"[1629677, 1629308]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Left Center,26.08,Made,7.0,,,,,J. Toscano-Anderson,1629308.0,2.0,,,,,,,,,,
214,PT07M57.00S,2023-04-05T01:45:57.8Z,2,REGULAR,3pt,Jump Shot,[],2544,32.14520367936925,44.85294117647059,1610612747,42,46,2023-04-05T01:47:07Z,2140000,False,26.0,250.0,1,left,MISS L. James 25' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2023-04-05T01:45:59.8Z,2,REGULAR,rebound,offensive,[],203471,,,1610612747,42,46,2023-04-05T01:46:02Z,2150000,False,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,
216,PT07M46.00S,2023-04-05T01:46:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612747,42,46,2023-04-05T01:46:18Z,2160000,False,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Schroder 2 FT),"[1629659, 203471]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,101284.0,,,,,,2.0,0.0,Schroder,203471.0
218,PT07M46.00S,2023-04-05T01:46:34.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203471,,,1610612747,42,47,2023-04-05T01:46:34Z,2180000,False,,,0,,D. Schroder Free Throw 1 of 2 (3 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
219,PT07M46.00S,2023-04-05T01:46:51.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203471,,,1610612747,42,48,2023-04-05T01:46:51Z,2190000,False,,,0,,D. Schroder Free Throw 2 of 2 (4 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
220,PT07M33.00S,2023-04-05T01:47:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627745,85.89027595269383,40.68627450980392,1610612762,44,48,2023-04-05T01:47:13Z,2200000,False,-47.0,80.0,1,right,D. Jones 9' floating Jump Shot (4 PTS) (K. Olynyk 3 AST),"[1627745, 203482]",1610612762.0,UTA,floating,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.27,Made,4.0,,,,,K. Olynyk,203482.0,3.0,,,,,,,,,,
222,PT07M18.00S,2023-04-05T01:47:19.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,20.318659658344284,53.67647058823529,1610612747,44,48,2023-04-05T01:47:50Z,2220000,False,-18.0,138.0,1,left,MISS D. Schroder 13' pullup Shot,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
223,PT07M17.00S,2023-04-05T01:47:20.3Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612747,44,48,2023-04-05T01:47:25Z,2230000,False,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,
224,PT07M17.00S,2023-04-05T01:47:23.7Z,2,REGULAR,foul,personal,['2freethrow'],1629677,,,1610612747,44,48,2023-04-05T01:47:27Z,2240000,False,,,0,,L. Samanic shooting personal FOUL (1 PF) (Beasley 2 FT),"[1629677, 1627736]",1610612762.0,UTA,shooting,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203054.0,,,,,,1.0,0.0,Beasley,1627736.0
226,PT07M17.00S,2023-04-05T01:47:48.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627736,,,1610612747,44,48,2023-04-05T01:47:49Z,2260000,False,,,0,,MISS M. Beasley Free Throw 1 of 2,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT07M17.00S,2023-04-05T01:47:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,44,48,2023-04-05T01:47:49Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,
228,PT07M17.00S,2023-04-05T01:47:49.6Z,2,REGULAR,substitution,out,[],1627745,,,1610612747,44,48,2023-04-05T01:47:56Z,2280000,False,,,0,,SUB out: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M17.00S,2023-04-05T01:47:49.6Z,2,REGULAR,substitution,out,[],1629308,,,1610612747,44,48,2023-04-05T01:47:56Z,2290000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M17.00S,2023-04-05T01:47:49.6Z,2,REGULAR,substitution,in,[],1628962,,,1610612747,44,48,2023-04-05T01:47:56Z,2300000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M17.00S,2023-04-05T01:47:49.6Z,2,REGULAR,substitution,in,[],1630534,,,1610612747,44,48,2023-04-05T01:47:56Z,2310000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M17.00S,2023-04-05T01:48:09.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627736,,,1610612747,44,49,2023-04-05T01:48:09Z,2320000,False,,,0,,M. Beasley Free Throw 2 of 2 (3 PTS),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
233,PT07M03.00S,2023-04-05T01:48:28.3Z,2,REGULAR,foul,personal,['2freethrow'],1629117,,,1610612762,44,49,2023-04-05T01:48:32Z,2330000,False,,,0,,W. Gabriel shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1629117, 203482]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Olynyk,203482.0
235,PT07M03.00S,2023-04-05T01:48:48.9Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,45,49,2023-04-05T01:48:48Z,2350000,False,,,0,,K. Olynyk Free Throw 1 of 2 (6 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
236,PT07M03.00S,2023-04-05T01:48:49.6Z,2,REGULAR,substitution,out,[],2544,,,1610612762,45,49,2023-04-05T01:49:03Z,2360000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M03.00S,2023-04-05T01:48:49.6Z,2,REGULAR,substitution,out,[],1629117,,,1610612762,45,49,2023-04-05T01:49:03Z,2370000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M03.00S,2023-04-05T01:48:49.6Z,2,REGULAR,substitution,in,[],1629020,,,1610612762,45,49,2023-04-05T01:49:03Z,2380000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M03.00S,2023-04-05T01:48:49.6Z,2,REGULAR,substitution,in,[],1629060,,,1610612762,45,49,2023-04-05T01:49:03Z,2390000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M03.00S,2023-04-05T01:49:22.5Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,46,49,2023-04-05T01:49:22Z,2400000,False,,,0,,K. Olynyk Free Throw 2 of 2 (7 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
241,PT06M54.00S,2023-04-05T01:49:34.0Z,2,REGULAR,2pt,Jump Shot,[],203076,15.193823915900131,84.06862745098039,1610612747,46,49,2023-04-05T01:49:39Z,2410000,False,-170.0,90.0,1,left,MISS A. Davis 19' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,19.28,Missed,,,,,,,,,,,,,,,,,,
242,PT06M52.00S,2023-04-05T01:49:36.0Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,46,49,2023-04-05T01:49:39Z,2420000,False,,,0,,L. Samanic REBOUND (Off:0 Def:3),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Left,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,
243,PT06M48.00S,2023-04-05T01:49:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629659,72.61826544021025,16.911764705882355,1610612762,46,49,2023-04-05T01:49:50Z,2430000,False,-165.0,205.0,1,right,MISS T. Horton-Tucker 26' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
244,PT06M42.00S,2023-04-05T01:49:46.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,46,49,2023-04-05T01:49:50Z,2440000,False,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,243.0,5.0,3.0,2.0,,,,,,,,,,,,,
245,PT06M35.00S,2023-04-05T01:49:56.5Z,2,REGULAR,foul,offensive,[],203076,,,1610612747,46,49,2023-04-05T01:50:17Z,2450000,False,,,0,,A. Davis offensive FOUL (1 PF),"[203076, 1629659]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,203054.0,,,,,,1.0,0.0,Horton-Tucker,1629659.0
247,PT06M35.00S,2023-04-05T01:49:56.5Z,2,REGULAR,turnover,offensive foul,[],203076,,,1610612747,46,49,2023-04-05T01:49:56Z,2470000,False,,,0,,A. Davis offensive foul TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,203054.0,1.0,,,,,,,,
248,PT06M23.00S,2023-04-05T01:50:19.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629659,89.43823915900131,40.931372549019606,1610612762,46,49,2023-04-05T01:50:24Z,2480000,False,-45.0,47.0,1,right,MISS T. Horton-Tucker 6' driving floating bank Shot,[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
249,PT06M21.00S,2023-04-05T01:50:21.6Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,46,49,2023-04-05T01:50:24Z,2490000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,248.0,6.0,4.0,2.0,,,,,,,,,,,,,
250,PT06M12.00S,2023-04-05T01:50:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,10.988830486202366,48.529411764705884,1610612747,46,51,2023-04-05T01:50:39Z,2500000,False,7.0,51.0,1,left,R. Hachimura floating Jump Shot (4 PTS) (D. Schroder 1 AST),"[1629060, 203471]",1610612747.0,LAL,floating,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,4.0,,,,,D. Schroder,203471.0,1.0,,,,,,,,,,
252,PT05M57.00S,2023-04-05T01:50:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,81.68528252299606,37.99019607843137,1610612762,48,51,2023-04-05T01:50:50Z,2520000,False,-60.0,120.0,1,right,O. Agbaji 13' pullup Jump Shot (12 PTS),[1630534],1610612762.0,UTA,pullup,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,13.39,Made,12.0,,,,,,,,,,,,,,,,,
254,PT05M36.00S,2023-04-05T01:51:06.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203076,10.85742444152431,48.77450980392157,1610612747,48,53,2023-04-05T01:51:10Z,2540000,False,6.0,50.0,1,left,A. Davis Hook (12 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,12.0,,,,,,,,,,,,,,,,,
255,PT05M23.00S,2023-04-05T01:51:21.9Z,2,REGULAR,foul,personal,[],1627736,,,1610612762,48,53,2023-04-05T01:51:29Z,2550000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1630534]",1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Agbaji,1630534.0
257,PT05M23.00S,2023-04-05T01:51:28.4Z,2,REGULAR,substitution,out,[],1629677,,,1610612762,48,53,2023-04-05T01:51:31Z,2570000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
