actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
19,PT10M53.00S,2023-03-23T01:12:04.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,0,0,2023-03-23T01:12:05Z,190000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,18.0,3.0,3.0,0.0,,,,,,,,,,,,,,
20,PT10M35.00S,2023-03-23T01:12:22.5Z,1,REGULAR,3pt,Jump Shot,[],1629659,70.64717477003943,72.30392156862744,1610612762,0,0,2023-03-23T01:13:21Z,200000,False,112.0,223.0,1,right,MISS T. Horton-Tucker 24' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2023-03-23T01:12:26.5Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,0,0,2023-03-23T01:12:26Z,210000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M16.00S,2023-03-23T01:12:41.0Z,1,REGULAR,2pt,Jump Shot,[],1631101,11.777266754270697,80.3921568627451,1610612757,0,0,2023-03-23T01:12:45Z,220000,False,-152.0,58.0,1,left,MISS S. Sharpe 16' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left,16.28,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2023-03-23T01:12:43.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-03-23T01:12:45Z,230000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M03.00S,2023-03-23T01:12:56.0Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612762,0,0,2023-03-23T01:13:00Z,240000,False,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Kessler 2 FT),"[203994, 1631117]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2714.0,1.0,0.0,Kessler,1631117.0,,,,
26,PT10M03.00S,2023-03-23T01:13:20.6Z,1,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,0,0,2023-03-23T01:13:39Z,260000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M03.00S,2023-03-23T01:13:20.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,0,0,2023-03-23T01:13:39Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2023-03-23T01:13:20.6Z,1,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,0,0,2023-03-23T01:13:39Z,280000,False,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
29,PT10M01.00S,2023-03-23T01:13:22.6Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,0,0,2023-03-23T01:13:39Z,290000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M55.00S,2023-03-23T01:13:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612757,0,0,2023-03-23T01:13:58Z,300000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Lillard 2 FT),"[1629659, 203081]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2714.0,1.0,0.0,Lillard,203081.0,,,,
32,PT09M55.00S,2023-03-23T01:14:12.9Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,0,0,2023-03-23T01:14:13Z,320000,False,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M55.00S,2023-03-23T01:14:12.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,0,0,2023-03-23T01:14:13Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
34,PT09M55.00S,2023-03-23T01:14:24.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,0,1,2023-03-23T01:14:24Z,340000,False,,,0,,D. Lillard Free Throw 2 of 2 (1 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
35,PT09M40.00S,2023-03-23T01:14:43.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,76.95466491458606,8.088235294117647,1610612762,3,1,2023-03-23T01:14:47Z,350000,False,-210.0,164.0,1,right,L. Markkanen 26' 3PT  (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,,,,,,,,,,,3.0,,,
37,PT09M26.00S,2023-03-23T01:14:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629680,6.783837056504599,3.6764705882352944,1610612757,3,1,2023-03-23T01:15:00Z,370000,False,232.0,11.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
38,PT09M23.00S,2023-03-23T01:14:59.9Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,3,1,2023-03-23T01:15:00Z,380000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M18.00S,2023-03-23T01:15:04.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629659,90.75229960578186,65.44117647058823,1610612762,5,1,2023-03-23T01:15:13Z,390000,False,77.0,34.0,1,right,T. Horton-Tucker 8' driving floating bank Jump Shot (2 PTS) (O. Agbaji 1 AST),"[1629659, 1630534]",1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Right,8.45,Made,,,,,,,,,,,,,,,2.0,O. Agbaji,1630534.0,1.0
40,PT09M08.00S,2023-03-23T01:15:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.30946123521682,45.83333333333333,1610612757,5,3,2023-03-23T01:15:18Z,400000,False,21.0,16.0,1,left,D. Lillard cutting Layup (3 PTS) (J. Nurkic 1 AST),"[203081, 203994]",1610612757.0,POR,cutting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,,,,,,,,3.0,J. Nurkic,203994.0,1.0
42,PT08M58.00S,2023-03-23T01:15:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630534,89.17542706964521,2.696078431372549,1610612762,8,3,2023-03-23T01:15:29Z,420000,False,-237.0,49.0,1,right,O. Agbaji 24' 3PT  (3 PTS) (T. Horton-Tucker 1 AST),"[1630534, 1629659]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,24.16,Made,,,,,,,,,,,,,,,3.0,T. Horton-Tucker,1629659.0,1.0
44,PT08M41.00S,2023-03-23T01:15:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.30946123521682,46.32352941176471,1610612757,8,5,2023-03-23T01:15:50Z,440000,False,18.0,16.0,1,left,J. Nurkic cutting Layup (2 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,,,,,2.0,D. Lillard,203081.0,1.0
46,PT08M41.00S,2023-03-23T01:15:46.2Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612757,8,5,2023-03-23T01:15:56Z,460000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Nurkic 1 FT),"[203482, 203994]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1155.0,1.0,0.0,Nurkic,203994.0,,,,
48,PT08M41.00S,2023-03-23T01:16:06.0Z,1,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,8,6,2023-03-23T01:16:06Z,480000,False,,,0,,J. Nurkic Free Throw 1 of 1 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
49,PT08M19.00S,2023-03-23T01:16:31.4Z,1,REGULAR,3pt,Jump Shot,[],1629659,68.67608409986859,13.725490196078432,1610612762,8,6,2023-03-23T01:16:38Z,490000,False,-181.0,242.0,1,right,MISS T. Horton-Tucker 30' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,30.24,Missed,,,,,,,,,,,,,,,,,,
50,PT08M14.00S,2023-03-23T01:16:36.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,8,6,2023-03-23T01:16:38Z,500000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT08M14.00S,2023-03-23T01:16:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,94.40999984741211,50.0,1610612762,10,6,2023-03-23T01:16:36Z,510000,False,0.0,0.0,1,right,L. Markkanen putback Layup (5 PTS),[1628374],1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,5.0,,,
52,PT08M00.00S,2023-03-23T01:16:49.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,13.87976346911958,48.28431372549019,1610612757,10,8,2023-03-23T01:16:55Z,520000,False,9.0,78.0,1,left,J. Nurkic 7' turnaround Hook (5 PTS) (D. Lillard 2 AST),"[203994, 203081]",1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,,,,,,,,,,,,,,,5.0,D. Lillard,203081.0,2.0
54,PT07M46.00S,2023-03-23T01:17:04.7Z,1,REGULAR,foul,personal,['3freethrow'],1629680,,,1610612762,10,8,2023-03-23T01:17:09Z,540000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Markkanen 3 FT),"[1629680, 1628374]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1204.0,1.0,0.0,Markkanen,1628374.0,,,,
56,PT07M46.00S,2023-03-23T01:17:39.1Z,1,REGULAR,freethrow,1 of 3,[],1628374,,,1610612762,11,8,2023-03-23T01:17:39Z,560000,False,,,0,,L. Markkanen Free Throw 1 of 3 (6 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
57,PT07M46.00S,2023-03-23T01:17:56.6Z,1,REGULAR,freethrow,2 of 3,[],1628374,,,1610612762,12,8,2023-03-23T01:17:56Z,570000,False,,,0,,L. Markkanen Free Throw 2 of 3 (7 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
58,PT07M46.00S,2023-03-23T01:18:16.6Z,1,REGULAR,freethrow,3 of 3,[],1628374,,,1610612762,13,8,2023-03-23T01:18:16Z,580000,False,,,0,,L. Markkanen Free Throw 3 of 3 (8 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
59,PT07M30.00S,2023-03-23T01:18:34.4Z,1,REGULAR,3pt,Jump Shot,[],203994,25.57490144546649,80.3921568627451,1610612757,13,8,2023-03-23T01:18:41Z,590000,False,-152.0,188.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,,
60,PT07M26.00S,2023-03-23T01:18:38.4Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612757,13,8,2023-03-23T01:18:41Z,600000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT07M23.00S,2023-03-23T01:18:41.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,6.1268068331143235,3.1862745098039214,1610612757,13,11,2023-03-23T01:18:45Z,610000,False,234.0,5.0,1,left,S. Sharpe 3PT  (3 PTS) (D. Lillard 3 AST),"[1631101, 203081]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,,,,,,,,,,,3.0,D. Lillard,203081.0,3.0
63,PT07M08.00S,2023-03-23T01:18:56.3Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,13,11,2023-03-23T01:19:04Z,630000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,2714.0,,,,,,,,
64,PT06M53.00S,2023-03-23T01:19:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,10.33180026281209,49.50980392156863,1610612757,13,11,2023-03-23T01:19:23Z,640000,False,2.0,45.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2023-03-23T01:19:20.8Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,13,11,2023-03-23T01:19:48Z,650000,False,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT06M45.00S,2023-03-23T01:19:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,5.206964520367937,42.15686274509804,1610612757,13,11,2023-03-23T01:19:30Z,660000,False,39.0,-4.0,1,left,MISS J. Nurkic Layup - blocked,"[203994, 1631117]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,Kessler,1631117.0,,,,,,,,,
67,PT06M45.00S,2023-03-23T01:19:25.2Z,1,REGULAR,block,,[],1631117,,,1610612757,13,11,2023-03-23T01:19:27Z,670000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M43.00S,2023-03-23T01:19:27.2Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,13,11,2023-03-23T01:19:30Z,680000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT06M41.00S,2023-03-23T01:19:30.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631117,92.46057818659659,46.568627450980394,1610612762,15,11,2023-03-23T01:19:38Z,690000,False,-17.0,18.0,1,right,W. Kessler running alley-oop DUNK (2 PTS) (L. Markkanen 1 AST),"[1631117, 1628374]",1610612762.0,UTA,running alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,,,,,,,2.0,L. Markkanen,1628374.0,1.0
71,PT06M27.00S,2023-03-23T01:19:43.2Z,1,REGULAR,3pt,Jump Shot,[],203994,4.681340341655716,95.58823529411765,1610612757,15,14,2023-03-23T01:19:47Z,710000,False,-228.0,-8.0,1,left,J. Nurkic 3PT  (8 PTS) (T. Watford 1 AST),"[203994, 1630570]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,22.81,Made,,,,,,,,,,,,,,,8.0,T. Watford,1630570.0,1.0
73,PT06M17.00S,2023-03-23T01:19:55.6Z,1,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612762,15,14,2023-03-23T01:20:05Z,730000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1631101, 1629659]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1155.0,1.0,0.0,Horton-Tucker,1629659.0,,,,
75,PT06M17.00S,2023-03-23T01:20:08.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,15,14,2023-03-23T01:20:09Z,750000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2023-03-23T01:22:19.3Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,15,14,2023-03-23T01:22:27Z,760000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M17.00S,2023-03-23T01:22:19.3Z,1,REGULAR,substitution,out,[],203482,,,1610612762,15,14,2023-03-23T01:22:27Z,770000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2023-03-23T01:22:19.3Z,1,REGULAR,substitution,in,[],200752,,,1610612762,15,14,2023-03-23T01:22:27Z,780000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M17.00S,2023-03-23T01:22:19.3Z,1,REGULAR,substitution,in,[],1631323,,,1610612762,15,14,2023-03-23T01:22:27Z,790000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2023-03-23T01:23:04.8Z,1,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,15,14,2023-03-23T01:23:04Z,800000,False,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT06M17.00S,2023-03-23T01:23:04.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,15,14,2023-03-23T01:23:04Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,
82,PT06M17.00S,2023-03-23T01:23:25.5Z,1,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,16,14,2023-03-23T01:23:25Z,820000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (3 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
83,PT06M00.00S,2023-03-23T01:23:40.7Z,1,REGULAR,turnover,traveling,[],1630570,,,1610612757,16,14,2023-03-23T01:23:46Z,830000,False,,,0,,T. Watford traveling TURNOVER (1 TO),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,,,1204.0,,,,,,,,
