actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
328,PT00M02.60S,2023-04-08T20:35:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,89.17542706964521,61.51960784313726,1610612762,56,55,2023-04-08T20:35:50Z,3260000,False,58.0,49.0,1,right,MISS K. Dunn 7' driving Layup - blocked,"[1627739, 1627750]",1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,7.58,Missed,,,,,,,,,,,Murray,1627750.0,,,,,,
329,PT00M02.60S,2023-04-08T20:35:45.2Z,2,REGULAR,block,,[],1627750,,,1610612762,56,55,2023-04-08T20:35:48Z,3270000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M02.60S,2023-04-08T20:35:45.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,56,55,2023-04-08T20:35:50Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,
332,PT00M00.60S,2023-04-08T20:36:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629677,92.32917214191852,45.09803921568628,1610612762,58,55,2023-04-08T20:36:04Z,3300000,False,-25.0,20.0,1,right,L. Samanic Layup (11 PTS) (K. Dunn 4 AST),"[1629677, 1627739]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Samanic,L. Samanic,,,,3.14,Made,,,,,,,11.0,K. Dunn,1627739.0,4.0,,,,,,,,
334,PT00M00.00S,2023-04-08T20:36:06.5Z,2,REGULAR,period,end,[],0,,,1610612743,58,55,2023-04-08T20:36:06Z,3320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-04-08T20:51:28.1Z,3,REGULAR,period,start,[],0,,,0,58,55,2023-04-08T20:51:28Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M44.00S,2023-04-08T20:51:43.7Z,3,REGULAR,3pt,Jump Shot,[],203484,68.41327201051249,70.58823529411765,1610612743,58,58,2023-04-08T20:51:49Z,3340000,False,103.0,244.0,1,right,K. Caldwell-Pope 26' 3PT  (13 PTS) (A. Gordon 2 AST),"[203484, 203932]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,26.52,Made,,,,,,,13.0,A. Gordon,203932.0,2.0,,,,,,,,
338,PT11M25.00S,2023-04-08T20:52:01.7Z,3,REGULAR,3pt,Jump Shot,[],1629677,15.588042049934298,94.36274509803921,1610612762,58,58,2023-04-08T20:52:06Z,3360000,False,-222.0,94.0,1,left,MISS L. Samanic 24' 3PT,[1629677],1610612762.0,UTA,,Above the Break 3,24+ Left,,,,Samanic,L. Samanic,,,,24.09,Missed,,,,,,,,,,,,,,,,,,
339,PT11M22.00S,2023-04-08T20:52:04.7Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,58,58,2023-04-08T20:52:06Z,3370000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,Above the Break 3,24+ Left,,,,Murray,J. Murray,,,,,,338.0,2.0,2.0,0.0,,,,,,,,,,,,,,
340,PT11M15.00S,2023-04-08T20:52:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,89.96386333771353,49.01960784313725,1610612743,58,58,2023-04-08T20:52:30Z,3380000,False,-5.0,42.0,1,right,MISS A. Gordon Jump Shot - blocked,"[203932, 1628962]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,4.21,Missed,,,,,,,,,,,Azubuike,1628962.0,,,,,,
341,PT11M15.00S,2023-04-08T20:52:15.1Z,3,REGULAR,block,,[],1628962,,,1610612743,58,58,2023-04-08T20:52:24Z,3390000,False,,,0,,U. Azubuike BLOCK (1 BLK),[1628962],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M15.00S,2023-04-08T20:52:15.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,58,58,2023-04-08T20:52:30Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,
344,PT11M13.00S,2023-04-08T20:52:34.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,94.43166885676742,96.32352941176471,1610612743,58,61,2023-04-08T20:52:39Z,3420000,False,232.0,0.0,1,right,M. Porter Jr. 3PT  (10 PTS) (J. Murray 4 AST),"[1629008, 1627750]",1610612743.0,DEN,,Right Corner 3,24+ Right,,,,Porter Jr.,M. Porter Jr.,,,,23.16,Made,,,,,,,10.0,J. Murray,1627750.0,4.0,,,,,,,,
346,PT10M44.00S,2023-04-08T20:53:05.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,4.812746386333772,48.77450980392157,1610612762,60,61,2023-04-08T20:54:32Z,3440000,False,6.0,-7.0,1,left,U. Azubuike reverse DUNK (6 PTS) (K. Dunn 5 AST),"[1628962, 1627739]",1610612762.0,UTA,reverse,Restricted Area,0-8 Center,,,,Azubuike,U. Azubuike,,,,0.95,Made,,,,,,,6.0,K. Dunn,1627739.0,5.0,,,,,,,,
348,PT10M25.00S,2023-04-08T20:53:22.0Z,3,REGULAR,3pt,Jump Shot,[],1627750,76.2976346911958,9.313725490196079,1610612743,60,61,2023-04-08T20:53:26Z,3460000,False,-203.0,170.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,26.53,Missed,,,,,,,,,,,,,,,,,,
349,PT10M23.00S,2023-04-08T20:53:24.0Z,3,REGULAR,rebound,defensive,[],1629677,,,1610612762,60,61,2023-04-08T20:53:26Z,3470000,False,,,0,,L. Samanic REBOUND (Off:0 Def:6),[1629677],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Samanic,L. Samanic,,,,,,348.0,6.0,6.0,0.0,,,,,,,,,,,,,,
350,PT10M13.00S,2023-04-08T20:53:34.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,12.828515111695138,48.77450980392157,1610612762,62,61,2023-04-08T20:53:38Z,3480000,False,6.0,68.0,1,left,K. Dunn 6' floating Jump Shot (13 PTS),[1627739],1610612762.0,UTA,floating,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,6.84,Made,,,,,,,13.0,,,,,,,,,,,
351,PT10M03.00S,2023-04-08T20:53:48.8Z,3,REGULAR,foul,offensive,[],203484,,,1610612743,62,61,2023-04-08T20:53:56Z,3490000,False,,,0,,K. Caldwell-Pope offensive FOUL (3 PF),"[203484, 1630534]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,202037.0,3.0,0.0,Caldwell-Pope,K. Caldwell-Pope,Agbaji,1630534.0,,,,,,,,,,,,,,,,,,,,,
353,PT10M03.00S,2023-04-08T20:53:48.8Z,3,REGULAR,turnover,offensive foul,[],203484,,,1610612743,62,61,2023-04-08T20:53:48Z,3510000,False,,,0,,K. Caldwell-Pope offensive foul TURNOVER (1 TO),[203484],1610612743.0,DEN,,Above the Break 3,24+ Right Center,202037.0,,,Caldwell-Pope,K. Caldwell-Pope,,,1.0,,,,,,,,,,,,,,,,,,,,
354,PT09M57.00S,2023-04-08T20:54:15.7Z,3,REGULAR,foul,offensive,[],1629677,,,1610612762,62,61,2023-04-08T20:54:22Z,3520000,False,,,0,,L. Samanic offensive FOUL (1 PF),"[1629677, 203484]",1610612762.0,UTA,,Above the Break 3,24+ Left Center,1151.0,1.0,0.0,Samanic,L. Samanic,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,,,,,
356,PT09M57.00S,2023-04-08T20:54:15.7Z,3,REGULAR,turnover,offensive foul,[],1629677,,,1610612762,62,61,2023-04-08T20:54:15Z,3540000,False,,,0,,L. Samanic offensive foul TURNOVER (3 TO),[1629677],1610612762.0,UTA,,Above the Break 3,24+ Left Center,1151.0,,,Samanic,L. Samanic,,,3.0,,,,,,,,,,,,,,,,,,,,
357,PT09M47.00S,2023-04-08T20:54:34.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,93.24901445466492,3.431372549019608,1610612743,62,64,2023-04-08T20:54:39Z,3550000,False,-233.0,11.0,1,right,M. Porter Jr. 3PT  (13 PTS) (N. Jokic 6 AST),"[1629008, 203999]",1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Porter Jr.,M. Porter Jr.,,,,23.31,Made,,,,,,,13.0,N. Jokic,203999.0,6.0,,,,,,,,
359,PT09M25.00S,2023-04-08T20:54:55.5Z,3,REGULAR,3pt,Jump Shot,[],1629677,29.77989487516426,27.696078431372552,1610612762,65,64,2023-04-08T20:55:00Z,3570000,False,112.0,227.0,1,left,L. Samanic 25' 3PT  (14 PTS) (U. Azubuike 1 AST),"[1629677, 1628962]",1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Samanic,L. Samanic,,,,25.33,Made,,,,,,,14.0,U. Azubuike,1628962.0,1.0,,,,,,,,
361,PT09M09.00S,2023-04-08T20:55:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,89.56964520367937,44.11764705882353,1610612743,65,64,2023-04-08T20:55:16Z,3590000,False,-29.0,46.0,1,right,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,In The Paint (Non-RA),0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,5.42,Missed,,,,,,,,,,,,,,,,,,
362,PT09M07.00S,2023-04-08T20:55:13.8Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,65,64,2023-04-08T20:55:13Z,3600000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,361.0,3.0,2.0,1.0,,,,,,,,,,,,,,
363,PT09M07.00S,2023-04-08T20:55:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627750,94.40999984741211,50.0,1610612743,65,66,2023-04-08T20:55:13Z,3610000,False,0.0,0.0,1,right,J. Murray tip Layup (13 PTS),[1627750],1610612743.0,DEN,tip,Mid-Range,8-16 Left,,,,Murray,J. Murray,,,,0.0,Made,,,,,,,13.0,,,,,,,,,,,
364,PT08M56.00S,2023-04-08T20:55:25.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,11.251642575558476,49.754901960784316,1610612762,67,66,2023-04-08T20:55:29Z,3620000,False,1.0,53.0,1,left,K. Dunn turnaround Jump Shot (15 PTS),[1627739],1610612762.0,UTA,turnaround,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,5.33,Made,,,,,,,15.0,,,,,,,,,,,
365,PT08M51.00S,2023-04-08T20:55:30.8Z,3,REGULAR,turnover,lost ball,[],1627750,,,1610612743,67,66,2023-04-08T20:55:37Z,3630000,False,,,0,,J. Murray lost ball TURNOVER (2 TO),"[1627750, 1627739]",1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,2.0,,,,,,,Dunn,1627739.0,,,,,,,,,,,,
366,PT08M51.00S,2023-04-08T20:55:30.8Z,3,REGULAR,steal,,[],1627739,,,1610612762,67,66,2023-04-08T20:55:32Z,3640000,False,,,0,,K. Dunn STEAL (3 STL),[1627739],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M44.00S,2023-04-08T20:55:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629677,10.068988173455978,47.794117647058826,1610612762,67,66,2023-04-08T20:55:41Z,3650000,False,11.0,42.0,1,left,MISS L. Samanic Layup,[1629677],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Samanic,L. Samanic,,,,4.35,Missed,,,,,,,,,,,,,,,,,,
368,PT08M42.00S,2023-04-08T20:55:39.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,67,66,2023-04-08T20:55:41Z,3660000,False,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,,,367.0,7.0,7.0,0.0,,,,,,,,,,,,,,
369,PT08M40.00S,2023-04-08T20:55:41.6Z,3,REGULAR,3pt,Jump Shot,[],1627750,72.09264126149803,18.137254901960784,1610612743,67,66,2023-04-08T20:57:36Z,3670000,False,-159.0,210.0,1,right,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
370,PT08M36.00S,2023-04-08T20:55:45.6Z,3,REGULAR,rebound,defensive,[],1628962,,,1610612762,67,66,2023-04-08T20:55:48Z,3680000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:6),[1628962],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Azubuike,U. Azubuike,,,,,,369.0,8.0,6.0,2.0,,,,,,,,,,,,,,
371,PT08M30.00S,2023-04-08T20:55:51.1Z,3,REGULAR,3pt,Jump Shot,[],1629677,13.222733245729303,96.56862745098039,1610612762,67,66,2023-04-08T20:55:54Z,3690000,False,-233.0,72.0,1,left,MISS L. Samanic 24' 3PT,[1629677],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Samanic,L. Samanic,,,,24.36,Missed,,,,,,,,,,,,,,,,,,
372,PT08M29.00S,2023-04-08T20:55:52.1Z,3,REGULAR,rebound,offensive,[],1629308,,,1610612762,67,66,2023-04-08T20:55:54Z,3700000,False,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:0),[1629308],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,371.0,2.0,0.0,2.0,,,,,,,,,,,,,,
373,PT08M25.00S,2023-04-08T20:55:58.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,5.601182654402102,44.85294117647059,1610612762,69,66,2023-04-08T20:56:06Z,3710000,False,26.0,0.0,1,left,J. Toscano-Anderson driving Layup (4 PTS),[1629308],1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,2.57,Made,,,,,,,4.0,,,,,,,,,,,
374,PT08M25.00S,2023-04-08T20:56:01.0Z,3,REGULAR,foul,personal,['1freethrow'],203932,,,1610612762,69,66,2023-04-08T20:58:31Z,3720000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Toscano-Anderson 1 FT),"[203932, 1629308]",1610612743.0,DEN,shooting,Restricted Area,0-8 Center,2003.0,2.0,0.0,Gordon,A. Gordon,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,,,,,
376,PT08M25.00S,2023-04-08T20:56:09.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,69,66,2023-04-08T20:59:40Z,3740000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT08M25.00S,2023-04-08T20:59:21.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629308,,,1610612762,70,66,2023-04-08T20:59:21Z,3750000,False,,,0,,J. Toscano-Anderson Free Throw 1 of 1 (5 PTS),[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Made,,,,,,,5.0,,,,,,,,,,,
378,PT08M16.00S,2023-04-08T20:59:37.4Z,3,REGULAR,3pt,Jump Shot,[],1629008,71.30420499342969,78.92156862745098,1610612743,70,66,2023-04-08T20:59:42Z,3760000,False,145.0,217.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
379,PT08M14.00S,2023-04-08T20:59:39.4Z,3,REGULAR,rebound,defensive,[],1628962,,,1610612762,70,66,2023-04-08T20:59:42Z,3770000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:7),[1628962],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Azubuike,U. Azubuike,,,,,,378.0,9.0,7.0,2.0,,,,,,,,,,,,,,
380,PT08M01.00S,2023-04-08T20:59:53.0Z,3,REGULAR,3pt,Jump Shot,[],1630534,33.590670170827856,32.35294117647059,1610612762,73,66,2023-04-08T20:59:58Z,3780000,False,88.0,263.0,1,left,O. Agbaji 27' 3PT  (18 PTS) (K. Dunn 6 AST),"[1630534, 1627739]",1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Agbaji,O. Agbaji,,,,27.77,Made,,,,,,,18.0,K. Dunn,1627739.0,6.0,,,,,,,,
382,PT07M45.00S,2023-04-08T21:00:14.4Z,3,REGULAR,foul,technical,['1freethrow'],1628962,,,1610612743,73,66,2023-04-08T21:00:19Z,3800000,False,,,0,,U. Azubuike defensive-3-second technical FOUL (2 Tech),[1628962],1610612762.0,UTA,defensive-3-second,,,2003.0,2.0,2.0,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M45.00S,2023-04-08T21:00:32.1Z,3,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,73,67,2023-04-08T21:00:32Z,3810000,False,,,0,,J. Murray technical Free Throw 1 of 1 (14 PTS),[1627750],1610612743.0,DEN,technical,,,,,,Murray,J. Murray,,,,,Made,,,,,,,14.0,,,,,,,,,,,
384,PT07M39.00S,2023-04-08T21:00:48.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.67871222076215,47.794117647058826,1610612743,73,69,2023-04-08T21:00:52Z,3820000,False,-11.0,73.0,1,right,N. Jokic 7' floating Jump Shot (6 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,floating,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,7.35,Made,,,,,,,6.0,J. Murray,1627750.0,5.0,,,,,,,,
386,PT07M22.00S,2023-04-08T21:01:05.4Z,3,REGULAR,3pt,Jump Shot,[],1630534,5.863994743758213,95.83333333333334,1610612762,73,69,2023-04-08T21:01:10Z,3840000,False,-229.0,3.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Agbaji,O. Agbaji,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
387,PT07M19.00S,2023-04-08T21:01:08.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,73,69,2023-04-08T21:01:10Z,3850000,False,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Jokic,N. Jokic,,,,,,386.0,8.0,8.0,0.0,,,,,,,,,,,,,,
388,PT07M13.00S,2023-04-08T21:01:14.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,74.58935611038108,15.686274509803921,1610612743,73,69,2023-04-08T21:01:18Z,3860000,False,-172.0,186.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Porter Jr.,M. Porter Jr.,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
389,PT07M12.00S,2023-04-08T21:01:15.5Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,73,69,2023-04-08T21:01:18Z,3870000,False,,,0,,K. Dunn REBOUND (Off:0 Def:5),[1627739],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Dunn,K. Dunn,,,,,,388.0,5.0,5.0,0.0,,,,,,,,,,,,,,
390,PT07M02.00S,2023-04-08T21:01:25.6Z,3,REGULAR,3pt,Jump Shot,[],1629677,33.590670170827856,50.0,1610612762,76,69,2023-04-08T21:01:32Z,3880000,False,0.0,263.0,1,left,L. Samanic 26' 3PT  (17 PTS) (J. Toscano-Anderson 5 AST),"[1629677, 1629308]",1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Samanic,L. Samanic,,,,26.33,Made,,,,,,,17.0,J. Toscano-Anderson,1629308.0,5.0,,,,,,,,
392,PT06M47.00S,2023-04-08T21:01:40.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,68.41327201051249,67.8921568627451,1610612743,76,72,2023-04-08T21:01:48Z,3900000,False,89.0,244.0,1,right,J. Murray 26' 3PT  (17 PTS) (K. Caldwell-Pope 2 AST),"[1627750, 203484]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Murray,J. Murray,,,,26.03,Made,,,,,,,17.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,
394,PT06M29.00S,2023-04-08T21:02:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,10.988830486202366,47.05882352941176,1610612762,78,72,2023-04-08T21:02:06Z,3920000,False,15.0,51.0,1,left,K. Dunn floating Jump Shot (17 PTS),[1627739],1610612762.0,UTA,floating,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,5.29,Made,,,,,,,17.0,,,,,,,,,,,
395,PT06M29.00S,2023-04-08T21:02:03.0Z,3,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612762,78,72,2023-04-08T21:02:25Z,3930000,False,,,0,,J. Murray shooting personal FOUL (3 PF) (Dunn 1 FT),"[1627750, 1627739]",1610612743.0,DEN,shooting,In The Paint (Non-RA),0-8 Center,1151.0,3.0,0.0,Murray,J. Murray,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
397,PT06M29.00S,2023-04-08T21:02:09.3Z,3,REGULAR,substitution,out,[],1628962,,,1610612762,78,72,2023-04-08T21:02:19Z,3950000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M29.00S,2023-04-08T21:02:09.3Z,3,REGULAR,substitution,out,[],1630534,,,1610612762,78,72,2023-04-08T21:02:19Z,3960000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M29.00S,2023-04-08T21:02:09.3Z,3,REGULAR,substitution,in,[],1627745,,,1610612762,78,72,2023-04-08T21:02:19Z,3970000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M29.00S,2023-04-08T21:02:09.3Z,3,REGULAR,substitution,in,[],1631323,,,1610612762,78,72,2023-04-08T21:02:19Z,3980000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M29.00S,2023-04-08T21:02:30.6Z,3,REGULAR,freethrow,1 of 1,[],1627739,,,1610612762,79,72,2023-04-08T21:02:30Z,3990000,False,,,0,,K. Dunn Free Throw 1 of 1 (18 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,18.0,,,,,,,,,,,
402,PT06M20.00S,2023-04-08T21:02:41.9Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,79,72,2023-04-08T21:02:46Z,4000000,False,,,0,,N. Jokic bad pass TURNOVER (4 TO),"[203999, 1631323]",1610612743.0,DEN,,In The Paint (Non-RA),8-16 Center,,,,Jokic,N. Jokic,,,4.0,,,,,,,Fontecchio,1631323.0,,,,,,,,,,,,
403,PT06M20.00S,2023-04-08T21:02:41.9Z,3,REGULAR,steal,,[],1631323,,,1610612762,79,72,2023-04-08T21:02:44Z,4010000,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612762.0,UTA,,In The Paint (Non-RA),8-16 Center,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M08.00S,2023-04-08T21:02:54.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629677,6.389618922470433,43.13725490196079,1610612762,81,72,2023-04-08T21:02:58Z,4020000,False,34.0,8.0,1,left,L. Samanic cutting Layup (19 PTS) (K. Dunn 7 AST),"[1629677, 1627739]",1610612762.0,UTA,cutting,Restricted Area,0-8 Center,,,,Samanic,L. Samanic,,,,3.51,Made,,,,,,,19.0,K. Dunn,1627739.0,7.0,,,,,,,,
406,PT05M59.00S,2023-04-08T21:03:04.2Z,3,REGULAR,3pt,Jump Shot,[],203999,68.54467805519053,71.32352941176471,1610612743,81,72,2023-04-08T21:03:09Z,4040000,False,107.0,243.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Jokic,N. Jokic,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
407,PT05M56.00S,2023-04-08T21:03:07.2Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612762,81,72,2023-04-08T21:03:09Z,4050000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:4),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Fontecchio,S. Fontecchio,,,,,,406.0,4.0,4.0,0.0,,,,,,,,,,,,,,
408,PT05M41.00S,2023-04-08T21:03:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,6.783837056504599,47.30392156862745,1610612762,81,72,2023-04-08T21:03:28Z,4060000,False,13.0,11.0,1,left,MISS J. Toscano-Anderson reverse Layup,[1629308],1610612762.0,UTA,reverse,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
409,PT05M38.00S,2023-04-08T21:03:24.3Z,3,REGULAR,rebound,offensive,[],1631323,,,1610612762,81,72,2023-04-08T21:03:24Z,4070000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:4),[1631323],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,,,408.0,5.0,4.0,1.0,,,,,,,,,,,,,,
410,PT05M36.00S,2023-04-08T21:03:26.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,7.835085413929041,95.34313725490196,1610612762,81,72,2023-04-08T21:03:35Z,4080000,False,-227.0,21.0,1,left,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Fontecchio,S. Fontecchio,,,,22.77,Missed,,,,,,,,,,,,,,,,,,
