actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
275,PT04M40.00S,2022-10-27T01:54:19.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,6.915243101182654,49.754901960784316,1610612745,42,36,2022-10-27T01:54:23Z,2740000,1.0,13.0,1,left,K. Porter Jr. DUNK (7 PTS) (J. Green 2 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1.26,Made,,,,7.0,J. Green,1630224.0,2.0,,,,,
277,PT04M28.00S,2022-10-27T01:54:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629012,68.80749014454665,66.17647058823529,1610612762,42,36,2022-10-27T01:54:41Z,2760000,81.0,241.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,25.39,Missed,,,,,,,,,,,,
278,PT04M27.00S,2022-10-27T01:54:32.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,42,36,2022-10-27T01:54:41Z,2770000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,277.0,,,,,,,,,
279,PT04M27.00S,2022-10-27T01:54:35.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629645,,,1610612762,42,36,2022-10-27T01:54:47Z,2780000,,,0,,K. Porter Jr. loose ball personal FOUL (1 PF) (Olynyk 2 FT),"[1629645, 203482]",1610612745.0,HOU,loose ball,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,1627963.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,
281,PT04M27.00S,2022-10-27T01:55:02.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203482,,,1610612762,42,36,2022-10-27T01:55:02Z,2800000,,,0,,MISS K. Olynyk Free Throw 1 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
282,PT04M27.00S,2022-10-27T01:55:02.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,42,36,2022-10-27T01:55:02Z,2810000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,281.0,,,,,,,,,
283,PT04M27.00S,2022-10-27T01:55:02.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203482,,,1610612762,42,36,2022-10-27T01:55:21Z,2820000,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
284,PT04M24.00S,2022-10-27T01:55:05.8Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,42,36,2022-10-27T01:55:21Z,2830000,,,0,,T. Eason REBOUND (Off:3 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,283.0,,,,,,,4.0,1.0,3.0
285,PT04M19.00S,2022-10-27T01:55:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,5.469776609724048,42.8921568627451,1610612745,42,38,2022-10-27T01:55:31Z,2840000,36.0,-1.0,1,left,J. Green driving Layup (7 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,3.55,Made,,,,7.0,,,,,,,,
286,PT04M05.00S,2022-10-27T01:55:38.0Z,2,REGULAR,3pt,Jump Shot,[],203903,92.72339027595268,3.431372549019608,1610612762,45,38,2022-10-27T01:55:44Z,2850000,-233.0,16.0,1,right,J. Clarkson 3PT  (4 PTS) (M. Conley 2 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,,,,,,,23.33,Made,,,,4.0,M. Conley,201144.0,2.0,,,,,
288,PT03M51.00S,2022-10-27T01:55:52.8Z,2,REGULAR,3pt,Jump Shot,[],1630224,31.225361366622867,74.01960784313727,1610612745,45,38,2022-10-27T01:55:58Z,2870000,-120.0,241.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,26.93,Missed,,,,,,,,,,,,
289,PT03M47.00S,2022-10-27T01:55:56.8Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,45,38,2022-10-27T01:55:58Z,2880000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,288.0,,,,,,,1.0,1.0,0.0
290,PT03M42.00S,2022-10-27T01:56:01.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,91.27792378449409,46.81372549019608,1610612762,47,38,2022-10-27T01:56:09Z,2890000,-16.0,29.0,1,right,L. Markkanen cutting DUNK (10 PTS) (M. Conley 3 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,3.35,Made,,,,10.0,M. Conley,201144.0,3.0,,,,,
292,PT03M25.00S,2022-10-27T01:56:18.8Z,2,REGULAR,3pt,Jump Shot,[],1631095,27.151773981603156,21.323529411764707,1610612745,47,41,2022-10-27T01:56:24Z,2910000,143.0,203.0,1,left,J. Smith Jr. 24' 3PT  (6 PTS) (K. Porter Jr. 1 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,24.83,Made,,,,6.0,K. Porter Jr.,1629645.0,1.0,,,,,
294,PT03M13.00S,2022-10-27T01:56:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612762,47,41,2022-10-27T01:56:37Z,2930000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Conley 2 FT),"[1629726, 201144]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,202026.0,2.0,0.0,Conley,201144.0,,,,,,,,,,,,,,
296,PT03M13.00S,2022-10-27T01:57:00.3Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,47,41,2022-10-27T01:57:00Z,2950000,,,0,,MISS M. Conley Free Throw 1 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
297,PT03M13.00S,2022-10-27T01:57:00.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,47,41,2022-10-27T01:57:00Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,
298,PT03M13.00S,2022-10-27T01:57:00.9Z,2,REGULAR,substitution,out,[],1631106,,,1610612762,47,41,2022-10-27T01:57:09Z,2970000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M13.00S,2022-10-27T01:57:00.9Z,2,REGULAR,substitution,out,[],1629726,,,1610612762,47,41,2022-10-27T01:57:09Z,2980000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M13.00S,2022-10-27T01:57:00.9Z,2,REGULAR,substitution,in,[],1630256,,,1610612762,47,41,2022-10-27T01:57:09Z,2990000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M13.00S,2022-10-27T01:57:00.9Z,2,REGULAR,substitution,in,[],201569,,,1610612762,47,41,2022-10-27T01:57:09Z,3000000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M13.00S,2022-10-27T01:57:24.4Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,48,41,2022-10-27T01:57:24Z,3010000,,,0,,M. Conley Free Throw 2 of 2 (6 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,Made,,,,6.0,,,,,,,,
303,PT03M02.00S,2022-10-27T01:57:38.8Z,2,REGULAR,3pt,Jump Shot,[],1629645,22.28975032851511,12.009803921568627,1610612745,48,41,2022-10-27T01:57:45Z,3020000,190.0,157.0,1,left,MISS K. Porter Jr. 24' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,24.65,Missed,,,,,,,,,,,,
304,PT03M00.00S,2022-10-27T01:57:40.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,48,41,2022-10-27T01:57:45Z,3030000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,303.0,,,,,,,,,
306,PT02M49.00S,2022-10-27T01:58:02.3Z,2,REGULAR,3pt,Jump Shot,[],201144,70.64717477003943,23.284313725490197,1610612762,51,41,2022-10-27T02:04:15Z,3050000,-134.0,223.0,1,right,M. Conley 26' 3PT pullup (9 PTS) (K. Olynyk 4 AST),"[201144, 203482]",1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,26.03,Made,,,,9.0,K. Olynyk,203482.0,4.0,,,,,
308,PT02M34.00S,2022-10-27T01:58:17.4Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,51,41,2022-10-27T01:58:22Z,3070000,,,0,,K. Porter Jr. lost ball TURNOVER (3 TO),"[1629645, 201144]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,,,,,,,Conley,201144.0,,,
309,PT02M34.00S,2022-10-27T01:58:17.4Z,2,REGULAR,steal,,[],201144,,,1610612762,51,41,2022-10-27T01:58:19Z,3080000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
310,PT02M29.00S,2022-10-27T01:58:23.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203903,71.43561103810775,74.01960784313727,1610612762,54,41,2022-10-27T01:58:29Z,3090000,120.0,216.0,1,right,J. Clarkson 24' 3PT  (7 PTS) (L. Markkanen 1 AST),"[203903, 1628374]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,24.71,Made,,,,7.0,L. Markkanen,1628374.0,1.0,,,,,
312,PT02M26.00S,2022-10-27T01:58:34.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,54,41,2022-10-27T03:22:57Z,3110000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M26.00S,2022-10-27T01:59:38.2Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,54,41,2022-10-27T01:59:55Z,3120000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M26.00S,2022-10-27T01:59:38.2Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,54,41,2022-10-27T01:59:55Z,3130000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M02.00S,2022-10-27T02:00:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,14.536793692509855,40.68627450980392,1610612745,54,43,2022-10-27T02:00:36Z,3140000,47.0,84.0,1,left,K. Martin Jr. 9' Layup (5 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.61,Made,,,,5.0,,,,,,,,
316,PT02M02.00S,2022-10-27T02:00:37.6Z,2,REGULAR,foul,personal,['1freethrow'],203482,,,1610612745,54,43,2022-10-27T02:00:43Z,3150000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[203482, 1630231]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,101284.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,
318,PT02M02.00S,2022-10-27T02:01:05.9Z,2,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,54,43,2022-10-27T02:01:05Z,3170000,,,0,,MISS K. Martin Jr. Free Throw 1 of 1,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
319,PT02M00.00S,2022-10-27T02:01:07.9Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,54,43,2022-10-27T02:01:17Z,3180000,,,0,,K. Olynyk REBOUND (Off:2 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,318.0,,,,,,,3.0,1.0,2.0
320,PT01M44.00S,2022-10-27T02:01:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.46057818659659,55.392156862745104,1610612762,54,43,2022-10-27T02:01:29Z,3190000,27.0,18.0,1,right,MISS J. Clarkson Layup,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,3.27,Missed,,,,,,,,,,,,
321,PT01M44.00S,2022-10-27T02:01:22.3Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,54,43,2022-10-27T02:01:29Z,3200000,,,0,,J. Clarkson REBOUND (Off:3 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,320.0,,,,,,,4.0,1.0,3.0
322,PT01M44.00S,2022-10-27T02:01:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612762,54,43,2022-10-27T02:01:33Z,3210000,,,0,,J. Tate shooting personal FOUL (3 PF) (Clarkson 2 FT),"[1630256, 203903]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,101284.0,3.0,0.0,Clarkson,203903.0,,,,,,,,,,,,,,
324,PT01M44.00S,2022-10-27T02:01:53.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203903,,,1610612762,55,43,2022-10-27T02:01:53Z,3230000,,,0,,J. Clarkson Free Throw 1 of 2 (8 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,Made,,,,8.0,,,,,,,,
325,PT01M44.00S,2022-10-27T02:01:56.7Z,2,REGULAR,substitution,out,[],1629012,,,1610612762,55,43,2022-10-27T02:02:01Z,3240000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M44.00S,2022-10-27T02:01:56.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,55,43,2022-10-27T02:02:01Z,3250000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M44.00S,2022-10-27T02:02:17.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203903,,,1610612762,56,43,2022-10-27T02:02:17Z,3260000,,,0,,J. Clarkson Free Throw 2 of 2 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,Made,,,,9.0,,,,,,,,
328,PT01M29.00S,2022-10-27T02:02:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.995400788436268,54.166666666666664,1610612745,56,43,2022-10-27T02:02:40Z,3270000,-21.0,4.0,1,left,MISS K. Porter Jr. driving reverse Layup,[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.12,Missed,,,,,,,,,,,,
329,PT01M25.00S,2022-10-27T02:02:38.8Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,56,43,2022-10-27T02:02:40Z,3280000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,328.0,,,,,,,3.0,1.0,2.0
330,PT01M25.00S,2022-10-27T02:02:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.590000152587891,50.0,1610612745,56,45,2022-10-27T02:02:38Z,3290000,0.0,0.0,1,left,J. Tate tip Layup (4 PTS),[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Made,,,,4.0,,,,,,,,
331,PT01M22.00S,2022-10-27T02:02:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.93495400788436,45.83333333333333,1610612762,56,45,2022-10-27T02:02:48Z,3300000,-21.0,23.0,1,right,MISS L. Markkanen Layup,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,3.12,Missed,,,,,,,,,,,,
332,PT01M21.00S,2022-10-27T02:02:42.5Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,56,45,2022-10-27T02:02:48Z,3310000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,331.0,,,,,,,3.0,3.0,0.0
333,PT01M17.00S,2022-10-27T02:02:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201569,5.206964520367937,42.8921568627451,1610612745,56,47,2022-10-27T02:02:54Z,3320000,36.0,-4.0,1,left,E. Gordon driving Layup (12 PTS) (K. Martin Jr. 1 AST),"[201569, 1630231]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,3.57,Made,,,,12.0,K. Martin Jr.,1630231.0,1.0,,,,,
335,PT01M12.00S,2022-10-27T02:02:51.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,91.80354796320631,47.30392156862745,1610612762,58,47,2022-10-27T02:03:05Z,3340000,-13.0,25.0,1,right,L. Markkanen DUNK (12 PTS) (K. Olynyk 5 AST),"[1628374, 203482]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,2.8,Made,,,,12.0,K. Olynyk,203482.0,5.0,,,,,
337,PT00M58.30S,2022-10-27T02:03:12.1Z,2,REGULAR,foul,personal,[],201144,,,1610612745,58,47,2022-10-27T02:03:23Z,3360000,,,0,,M. Conley personal FOUL (2 PF),"[201144, 1630256]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,101284.0,2.0,0.0,Tate,1630256.0,,,,,,,,,,,,,,
339,PT00M58.30S,2022-10-27T02:03:17.8Z,2,REGULAR,substitution,out,[],203903,,,1610612745,58,47,2022-10-27T02:03:20Z,3380000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M58.30S,2022-10-27T02:03:17.8Z,2,REGULAR,substitution,in,[],1629020,,,1610612745,58,47,2022-10-27T02:03:20Z,3390000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M56.70S,2022-10-27T02:03:34.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,7.835085413929041,46.32352941176471,1610612745,58,49,2022-10-27T02:03:40Z,3400000,18.0,21.0,1,left,J. Green driving DUNK (9 PTS) (K. Porter Jr. 2 AST),"[1630224, 1629645]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,2.8,Made,,,,9.0,K. Porter Jr.,1629645.0,2.0,,,,,
343,PT00M42.30S,2022-10-27T02:03:51.3Z,2,REGULAR,3pt,Jump Shot,[],1628374,70.77858081471747,74.01960784313727,1610612762,58,49,2022-10-27T02:03:56Z,3420000,120.0,222.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,25.26,Missed,,,,,,,,,,,,
344,PT00M39.40S,2022-10-27T02:03:54.2Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612762,58,49,2022-10-27T02:03:56Z,3430000,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,343.0,,,,,,,1.0,0.0,1.0
345,PT00M34.40S,2022-10-27T02:03:59.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,73.9323258869908,10.294117647058822,1610612762,61,49,2022-10-27T02:04:04Z,3440000,-199.0,193.0,1,right,L. Markkanen 27' 3PT  (15 PTS) (M. Conley 4 AST),"[1628374, 201144]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,27.65,Made,,,,15.0,M. Conley,201144.0,4.0,,,,,
347,PT00M18.50S,2022-10-27T02:04:20.0Z,2,REGULAR,foul,offensive,['inpenalty'],1629645,,,1610612745,61,49,2022-10-27T02:04:27Z,3460000,,,0,,K. Porter Jr. offensive FOUL (2 PF),"[1629645, 1628374]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,101284.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,
349,PT00M18.50S,2022-10-27T02:04:20.0Z,2,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,61,49,2022-10-27T02:04:20Z,3480000,,,0,,K. Porter Jr. offensive foul TURNOVER (4 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,4.0,101284.0,,,,,,,,,,,,,,,,,,
350,PT00M05.30S,2022-10-27T02:04:50.9Z,2,REGULAR,foul,offensive,[],203482,,,1610612762,61,49,2022-10-27T02:04:56Z,3490000,,,0,,K. Olynyk offensive FOUL (2 PF),"[203482, 201569]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,1627963.0,2.0,0.0,Gordon,201569.0,,,,,,,,,,,,,,
352,PT00M05.30S,2022-10-27T02:04:50.9Z,2,REGULAR,turnover,offensive foul,[],203482,,,1610612762,61,49,2022-10-27T02:04:50Z,3510000,,,0,,K. Olynyk offensive foul TURNOVER (3 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,3.0,1627963.0,,,,,,,,,,,,,,,,,,
353,PT00M00.00S,2022-10-27T02:05:07.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,26.757555847568987,78.18627450980392,1610612745,61,49,2022-10-27T02:05:12Z,3520000,-141.0,199.0,1,left,MISS K. Porter Jr. 24' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,24.38,Missed,,,,,,,,,,,,
354,PT00M00.00S,2022-10-27T02:05:09.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,61,49,2022-10-27T02:05:09Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,353.0,,,,,,,,,
355,PT00M00.00S,2022-10-27T02:05:09.9Z,2,REGULAR,period,end,[],0,,,1610612745,61,49,2022-10-27T02:05:09Z,3540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-27T02:19:45.0Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612745,61,49,2022-10-27T02:20:19Z,3550000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-27T02:19:45.0Z,3,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,61,49,2022-10-27T02:20:19Z,3560000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-27T02:19:45.0Z,3,REGULAR,substitution,in,['startperiod'],203903,,,1610612745,61,49,2022-10-27T02:20:19Z,3570000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-27T02:19:45.0Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,61,49,2022-10-27T02:20:19Z,3580000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-27T02:20:22.5Z,3,REGULAR,period,start,[],0,,,1610612762,61,49,2022-10-27T02:20:22Z,3590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M47.00S,2022-10-27T02:20:34.7Z,3,REGULAR,3pt,Jump Shot,[],201144,31.488173455978973,36.51960784313725,1610612762,61,49,2022-10-27T02:20:40Z,3600000,67.0,243.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,25.27,Missed,,,,,,,,,,,,
362,PT11M42.00S,2022-10-27T02:20:39.7Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,61,49,2022-10-27T02:20:40Z,3610000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,361.0,,,,,,,4.0,4.0,0.0
363,PT11M27.00S,2022-10-27T02:20:57.1Z,3,REGULAR,foul,offensive,[],1630256,,,1610612745,61,49,2022-10-27T02:21:04Z,3620000,,,0,,J. Tate offensive FOUL (4 PF),"[1630256, 201144]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Right Center,,202026.0,4.0,0.0,Conley,201144.0,,,,,,,,,,,,,,
