actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M41.00S,2023-02-26T02:11:48.5Z,1,REGULAR,turnover,bad pass,[],1629659,,,1610612762,2,6,2023-02-26T02:11:53Z,180000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1628380]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Collins,1628380.0,,,,,
19,PT10M41.00S,2023-02-26T02:11:48.5Z,1,REGULAR,steal,,[],1628380,,,1610612759,2,6,2023-02-26T02:11:50Z,190000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2023-02-26T02:11:55.5Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612759,2,6,2023-02-26T02:12:12Z,200000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Sochan 2 FT),"[1629659, 1631110]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Sochan,1631110.0
22,PT10M37.00S,2023-02-26T02:12:16.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631110,,,1610612759,2,7,2023-02-26T02:12:30Z,220000,False,,,0,,J. Sochan Free Throw 1 of 2 (4 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
23,PT10M37.00S,2023-02-26T02:12:16.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631110,,,1610612759,2,8,2023-02-26T02:12:30Z,230000,False,,,0,,J. Sochan Free Throw 2 of 2 (5 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
24,PT10M19.00S,2023-02-26T02:12:46.4Z,1,REGULAR,3pt,Jump Shot,[],1629659,73.01248357424441,15.686274509803921,1610612762,2,8,2023-02-26T02:15:26Z,240000,False,-172.0,201.0,1,right,MISS T. Horton-Tucker 26' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2023-02-26T02:12:49.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,2,8,2023-02-26T02:12:51Z,250000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M07.00S,2023-02-26T02:12:58.3Z,1,REGULAR,3pt,Jump Shot,[],1631103,20.581471747700395,10.53921568627451,1610612759,2,11,2023-02-26T02:13:02Z,260000,False,197.0,141.0,1,left,M. Branham 24' 3PT  (3 PTS) (K. Bates-Diop 2 AST),"[1631103, 1628966]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,24.25,Made,,,,,,,3.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,
28,PT10M06.00S,2023-02-26T02:13:03.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,2,11,2023-02-26T02:13:03Z,280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M47.00S,2023-02-26T02:16:16.5Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,2,11,2023-02-26T02:16:24Z,290000,False,,,0,,K. Olynyk lost ball out-of-bounds TURNOVER (1 TO),[203482],1610612762.0,UTA,lost ball,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,1162.0,,,,
30,PT09M33.00S,2023-02-26T02:16:41.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628966,13.222733245729303,51.470588235294116,1610612759,2,11,2023-02-26T02:17:57Z,300000,False,-7.0,72.0,1,left,MISS K. Bates-Diop 7' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2023-02-26T02:16:43.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,2,11,2023-02-26T02:16:48Z,310000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M25.00S,2023-02-26T02:17:19.0Z,1,REGULAR,turnover,inbound,[],1629659,,,1610612762,2,11,2023-02-26T02:17:27Z,330000,False,,,0,,T. Horton-Tucker inbound TURNOVER (2 TO),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,1162.0,,,,
34,PT09M15.00S,2023-02-26T02:17:37.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631103,10.463206307490145,30.88235294117647,1610612759,2,11,2023-02-26T02:17:43Z,340000,False,96.0,46.0,1,left,MISS M. Branham 10' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,10.6,Missed,,,,,,,,,,,,,,,,,,
35,PT09M14.00S,2023-02-26T02:17:40.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,11,2023-02-26T02:17:40Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Right,,,34.0,,,,,,,,,,,,,,,,,
37,PT09M08.00S,2023-02-26T02:18:01.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631110,14.799605781865965,41.42156862745098,1610612759,2,11,2023-02-26T02:19:24Z,370000,False,43.0,87.0,1,left,MISS J. Sochan 9' turnaround fadeaway Shot,[1631110],1610612759.0,SAS,turnaround fadeaway,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,9.66,Missed,,,,,,,,,,,,,,,,,,
38,PT09M07.00S,2023-02-26T02:18:02.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,2,11,2023-02-26T02:18:05Z,380000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M57.00S,2023-02-26T02:18:16.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,84.44480946123521,48.529411764705884,1610612762,2,11,2023-02-26T02:20:09Z,390000,False,-7.0,94.0,1,right,MISS L. Markkanen 9' driving DUNK - blocked,"[1628374, 1629640]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,Johnson,1629640.0,,,,,,,,,,,,
40,PT08M57.00S,2023-02-26T02:18:16.5Z,1,REGULAR,block,,[],1629640,,,1610612762,2,11,2023-02-26T02:18:19Z,400000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M57.00S,2023-02-26T02:18:16.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,2,11,2023-02-26T02:18:24Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2023-02-26T02:18:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,9.937582128777924,58.08823529411765,1610612759,2,13,2023-02-26T02:18:45Z,430000,False,-40.0,41.0,1,left,J. Sochan bank Jump Shot (7 PTS),[1631110],1610612759.0,SAS,bank,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,,,,,,,7.0,,,,,,,,,,,
44,PT08M29.00S,2023-02-26T02:18:51.2Z,1,REGULAR,3pt,Jump Shot,[],203903,72.48685939553219,83.33333333333334,1610612762,2,13,2023-02-26T02:18:56Z,440000,False,167.0,206.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
45,PT08M25.00S,2023-02-26T02:18:55.2Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,2,13,2023-02-26T02:18:56Z,450000,False,,,0,,M. Branham REBOUND (Off:1 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT08M13.00S,2023-02-26T02:19:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,25.04927726675427,15.441176470588236,1610612759,2,13,2023-02-26T02:21:37Z,460000,False,173.0,183.0,1,left,MISS K. Johnson 25' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
47,PT08M10.00S,2023-02-26T02:19:10.8Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,2,13,2023-02-26T02:19:12Z,470000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M02.00S,2023-02-26T02:19:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,94.43166885676742,54.65686274509803,1610612762,4,13,2023-02-26T02:22:15Z,480000,False,23.0,0.0,1,right,W. Kessler cutting DUNK (4 PTS) (T. Horton-Tucker 1 AST),"[1631117, 1629659]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,4.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,
50,PT07M43.00S,2023-02-26T02:19:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612759,4,13,2023-02-26T02:19:47Z,500000,False,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Bates-Diop 2 FT),"[1629659, 1628966]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628953.0,2.0,0.0,Bates-Diop,1628966.0
52,PT07M43.00S,2023-02-26T02:19:56.7Z,1,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,4,14,2023-02-26T02:19:56Z,520000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (1 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
53,PT07M43.00S,2023-02-26T02:19:57.3Z,1,REGULAR,substitution,out,[],1629659,,,1610612759,4,14,2023-02-26T02:20:01Z,530000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2023-02-26T02:19:57.3Z,1,REGULAR,substitution,in,[],1627739,,,1610612759,4,14,2023-02-26T02:20:01Z,540000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M43.00S,2023-02-26T02:20:11.3Z,1,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,4,15,2023-02-26T02:20:11Z,550000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (2 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
56,PT07M26.00S,2023-02-26T02:20:31.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.58935611038108,11.76470588235294,1610612762,4,15,2023-02-26T02:20:37Z,560000,False,-191.0,186.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2023-02-26T02:20:34.0Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,4,15,2023-02-26T02:20:37Z,570000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
58,PT07M15.00S,2023-02-26T02:20:41.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203903,92.46057818659659,61.51960784313726,1610612762,4,15,2023-02-26T02:20:46Z,580000,False,58.0,18.0,1,right,MISS J. Clarkson 6' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2023-02-26T02:20:42.5Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,4,15,2023-02-26T02:20:46Z,590000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT07M07.00S,2023-02-26T02:20:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,3.4986859395532193,95.09803921568627,1610612759,4,15,2023-02-26T02:20:54Z,600000,False,-225.0,-20.0,1,left,MISS K. Johnson 3PT - blocked,"[1629640, 203482]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,Olynyk,203482.0,,,,,,,,,,,,
61,PT07M07.00S,2023-02-26T02:20:49.4Z,1,REGULAR,block,,[],203482,,,1610612759,4,15,2023-02-26T02:20:52Z,610000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
62,PT07M03.00S,2023-02-26T02:20:53.4Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,4,15,2023-02-26T02:20:54Z,620000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT06M55.00S,2023-02-26T02:21:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.19776609724047,56.127450980392155,1610612762,4,15,2023-02-26T02:21:05Z,630000,False,31.0,21.0,1,right,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2023-02-26T02:21:03.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,4,15,2023-02-26T02:21:05Z,640000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M49.00S,2023-02-26T02:21:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631103,7.178055190538765,44.11764705882353,1610612759,4,17,2023-02-26T02:24:51Z,650000,False,29.0,15.0,1,left,M. Branham running Layup (5 PTS) (K. Johnson 1 AST),"[1631103, 1629640]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,5.0,K. Johnson,1629640.0,1.0,,,,,,,,
67,PT06M36.00S,2023-02-26T02:21:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.06636005256242,42.15686274509804,1610612762,4,17,2023-02-26T02:25:43Z,670000,False,-39.0,22.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
68,PT06M34.00S,2023-02-26T02:21:25.4Z,1,REGULAR,rebound,offensive,[],203482,,,1610612762,4,17,2023-02-26T02:25:43Z,680000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT06M34.00S,2023-02-26T02:21:28.3Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612762,4,17,2023-02-26T02:21:33Z,690000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1628380, 203482]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Olynyk,203482.0
71,PT06M34.00S,2023-02-26T02:21:53.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203482,,,1610612762,4,17,2023-02-26T02:21:53Z,710000,False,,,0,,MISS K. Olynyk Free Throw 1 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2023-02-26T02:21:53.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,4,17,2023-02-26T02:21:53Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2023-02-26T02:21:54.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,4,17,2023-02-26T02:22:00Z,730000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2023-02-26T02:21:54.5Z,1,REGULAR,substitution,out,[],1631110,,,1610612762,4,17,2023-02-26T02:22:00Z,740000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2023-02-26T02:21:54.5Z,1,REGULAR,substitution,in,[],1630534,,,1610612762,4,17,2023-02-26T02:22:00Z,750000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M34.00S,2023-02-26T02:21:54.5Z,1,REGULAR,substitution,in,[],1628984,,,1610612762,4,17,2023-02-26T02:22:00Z,760000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2023-02-26T02:22:14.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203482,,,1610612762,5,17,2023-02-26T02:22:14Z,770000,False,,,0,,K. Olynyk Free Throw 2 of 2 (1 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
78,PT06M20.00S,2023-02-26T02:22:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,5,17,2023-02-26T02:22:41Z,780000,False,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,200832.0,,,,
79,PT06M20.00S,2023-02-26T02:22:38.2Z,1,REGULAR,substitution,out,[],1628380,,,1610612762,5,17,2023-02-26T02:22:42Z,790000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M20.00S,2023-02-26T02:22:38.2Z,1,REGULAR,substitution,in,[],1629646,,,1610612762,5,17,2023-02-26T02:22:42Z,800000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M01.00S,2023-02-26T02:23:08.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,78.66294349540078,91.42156862745098,1610612762,5,17,2023-02-26T02:23:14Z,810000,False,207.0,148.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2023-02-26T02:23:12.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,5,17,2023-02-26T02:23:14Z,820000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,
