actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
181,PT00M00.00S,2023-03-25T01:35:08.9Z,1,REGULAR,period,end,[],0,,,1610612749,25,40,2023-03-25T01:35:08Z,1800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,out,['startperiod'],1627739,,,1610612749,25,40,2023-03-25T01:37:31Z,1810000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,out,['startperiod'],1630548,,,1610612749,25,40,2023-03-25T01:37:31Z,1820000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,out,['startperiod'],204060,,,1610612749,25,40,2023-03-25T01:37:31Z,1830000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,25,40,2023-03-25T01:37:31Z,1840000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,in,['startperiod'],1627745,,,1610612749,25,40,2023-03-25T01:37:31Z,1850000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,in,['startperiod'],1631323,,,1610612749,25,40,2023-03-25T01:37:31Z,1860000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,25,40,2023-03-25T01:37:31Z,1870000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2023-03-25T01:37:17.3Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,25,40,2023-03-25T01:37:31Z,1880000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2023-03-25T01:37:43.2Z,2,REGULAR,period,start,[],0,,,1610612762,25,40,2023-03-25T01:37:43Z,1890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M50.00S,2023-03-25T01:37:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612762,25,40,2023-03-25T01:38:02Z,1900000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Toscano-Anderson 2 FT),"[1626192, 1629308]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,1.0,0.0,,Toscano-Anderson,1629308.0,,
194,PT11M50.00S,2023-03-25T01:38:18.3Z,2,REGULAR,freethrow,1 of 2,[],1629308,,,1610612762,26,40,2023-03-25T01:38:18Z,1920000,False,,,0,,J. Toscano-Anderson Free Throw 1 of 2 (1 PTS),[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
195,PT11M50.00S,2023-03-25T01:38:35.2Z,2,REGULAR,freethrow,2 of 2,[],1629308,,,1610612762,27,40,2023-03-25T01:38:35Z,1930000,False,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (2 PTS),[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
196,PT11M41.00S,2023-03-25T01:38:46.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,67.49342969776609,73.2843137254902,1610612749,27,40,2023-03-25T01:38:51Z,1940000,False,116.0,253.0,1,right,MISS G. Allen 27' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.86,Missed,,,,,,,,,,,,,,,,,,
197,PT11M37.00S,2023-03-25T01:38:50.1Z,2,REGULAR,rebound,offensive,[],1628975,,,1610612749,27,40,2023-03-25T01:38:50Z,1950000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,
198,PT11M36.00S,2023-03-25T01:38:51.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,87.86136662286465,17.15686274509804,1610612749,27,40,2023-03-25T01:38:55Z,1960000,False,-164.0,62.0,1,right,MISS J. Carter 17' Jump Shot,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,17.54,Missed,,,,,,,,,,,,,,,,,,
199,PT11M33.00S,2023-03-25T01:38:54.1Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,27,40,2023-03-25T01:38:55Z,1970000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:2),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Mid-Range,16-24 Left,,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,
200,PT11M24.00S,2023-03-25T01:39:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,7.5722733245729295,37.745098039215684,1610612762,27,40,2023-03-25T01:39:07Z,1980000,False,61.0,19.0,1,left,MISS T. Horton-Tucker 6' driving floating Shot,[1629659],1610612762.0,UTA,driving floating,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
201,PT11M23.00S,2023-03-25T01:39:03.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,27,40,2023-03-25T01:39:07Z,1990000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200.0,,,,,,,,,,,
203,PT11M09.00S,2023-03-25T01:39:29.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,70.77858081471747,24.509803921568626,1610612749,27,40,2023-03-25T01:39:55Z,2010000,False,-127.0,222.0,1,right,MISS G. Allen 25' step back 3PT,[1628960],1610612749.0,MIL,step back,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
204,PT11M05.00S,2023-03-25T01:39:33.7Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,27,40,2023-03-25T01:39:34Z,2020000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,203.0,4.0,3.0,1.0,,,,,,,,
205,PT11M03.00S,2023-03-25T01:39:35.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,96.00854139290408,95.34313725490196,1610612749,27,43,2023-03-25T01:39:39Z,2030000,False,227.0,-15.0,1,right,P. Connaughton 3PT  (3 PTS) (G. Antetokounmpo 5 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.72,Made,3.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,,,
207,PT10M47.00S,2023-03-25T01:39:50.7Z,2,REGULAR,2pt,Jump Shot,[],1631323,22.552562417871222,49.50980392156863,1610612762,29,43,2023-03-25T01:39:58Z,2050000,False,2.0,159.0,1,left,S. Fontecchio 15' step back Jump Shot (2 PTS) (T. Horton-Tucker 3 AST),"[1631323, 1629659]",1610612762.0,UTA,step back,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Center,15.95,Made,2.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,,,,,
209,PT10M23.00S,2023-03-25T01:40:15.4Z,2,REGULAR,3pt,Jump Shot,[],1626192,69.72733245729303,16.42156862745098,1610612749,29,46,2023-03-25T01:40:18Z,2070000,False,-168.0,232.0,1,right,P. Connaughton 28' 3PT  (6 PTS) (B. Portis 2 AST),"[1626192, 1626171]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,28.65,Made,6.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,,
211,PT10M06.00S,2023-03-25T01:40:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,17.69053876478318,56.86274509803921,1610612762,31,46,2023-03-25T01:40:36Z,2090000,False,-34.0,114.0,1,left,S. Fontecchio 11' driving floating Jump Shot (4 PTS) (J. Toscano-Anderson 1 AST),"[1631323, 1629308]",1610612762.0,UTA,driving floating,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,11.89,Made,4.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,,,
212,PT09M46.00S,2023-03-25T01:40:51.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,70.12155059132719,73.0392156862745,1610612749,31,46,2023-03-25T01:40:55Z,2100000,False,115.0,228.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
213,PT09M44.00S,2023-03-25T01:40:53.8Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,31,46,2023-03-25T01:40:55Z,2110000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:3),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Above the Break 3,24+ Right Center,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,
214,PT09M38.00S,2023-03-25T01:41:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.280551905387648,43.13725490196079,1610612762,31,46,2023-03-25T01:41:05Z,2120000,False,34.0,35.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
215,PT09M37.00S,2023-03-25T01:41:01.5Z,2,REGULAR,rebound,offensive,[],1628962,,,1610612762,31,46,2023-03-25T01:42:45Z,2130000,False,,,0,,U. Azubuike REBOUND (Off:1 Def:3),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,,,
216,PT09M36.00S,2023-03-25T01:41:04.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628962,5.590000152587891,50.0,1610612762,33,46,2023-03-25T01:42:52Z,2140000,False,0.0,0.0,1,left,U. Azubuike tip DUNK (2 PTS),[1628962],1610612762.0,UTA,tip,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
218,PT09M25.00S,2023-03-25T01:41:16.9Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,33,46,2023-03-25T01:41:40Z,2150000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629308]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202058.0,1.0,0.0,,Toscano-Anderson,1629308.0,,
220,PT09M25.00S,2023-03-25T01:41:16.9Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,33,46,2023-03-25T01:41:16Z,2170000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202058.0,,,3.0,,,,
221,PT09M25.00S,2023-03-25T01:41:23.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612762,33,46,2023-03-25T01:41:29Z,2180000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M25.00S,2023-03-25T01:41:23.3Z,2,REGULAR,substitution,out,[],1626171,,,1610612762,33,46,2023-03-25T01:41:29Z,2190000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M25.00S,2023-03-25T01:41:23.3Z,2,REGULAR,substitution,in,[],202083,,,1610612762,33,46,2023-03-25T01:41:29Z,2200000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M25.00S,2023-03-25T01:41:23.3Z,2,REGULAR,substitution,in,[],201950,,,1610612762,33,46,2023-03-25T01:41:29Z,2210000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M18.00S,2023-03-25T01:41:58.5Z,2,REGULAR,foul,offensive,[],1631323,,,1610612762,33,46,2023-03-25T01:42:03Z,2220000,False,,,0,,S. Fontecchio offensive FOUL (1 PF),"[1631323, 1628960]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2005.0,1.0,0.0,,Allen,1628960.0,,
227,PT09M18.00S,2023-03-25T01:41:58.5Z,2,REGULAR,turnover,offensive foul,[],1631323,,,1610612762,33,46,2023-03-25T01:41:58Z,2240000,False,,,0,,S. Fontecchio offensive foul TURNOVER (1 TO),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2005.0,,,1.0,,,,
228,PT09M10.00S,2023-03-25T01:42:15.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,70.51576872536137,17.401960784313726,1610612749,33,49,2023-03-25T01:42:20Z,2250000,False,-163.0,225.0,1,right,P. Connaughton 27' 3PT  (9 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,27.76,Made,9.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
230,PT08M57.00S,2023-03-25T01:42:27.9Z,2,REGULAR,3pt,Jump Shot,[],1631323,31.882391590013142,50.98039215686274,1610612762,36,49,2023-03-25T01:42:31Z,2270000,False,-5.0,247.0,1,left,S. Fontecchio 24' 3PT  (7 PTS) (T. Horton-Tucker 4 AST),"[1631323, 1629659]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,24.72,Made,7.0,T. Horton-Tucker,1629659.0,4.0,,,,,,,,,,,,,,
232,PT08M42.00S,2023-03-25T01:42:42.7Z,2,REGULAR,3pt,Jump Shot,[],1626192,70.12155059132719,23.52941176470588,1610612749,36,49,2023-03-25T01:42:47Z,2290000,False,-132.0,228.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
233,PT08M40.00S,2023-03-25T01:42:45.7Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612762,36,49,2023-03-25T01:42:45Z,2300000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,,,232.0,1.0,1.0,0.0,,,,,,,,
234,PT08M34.00S,2023-03-25T01:42:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,11.383048620236531,44.6078431372549,1610612762,36,49,2023-03-25T01:42:55Z,2310000,False,27.0,55.0,1,left,MISS S. Fontecchio 6' driving floating Shot,[1631323],1610612762.0,UTA,driving floating,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
235,PT08M31.00S,2023-03-25T01:42:54.5Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612762,36,49,2023-03-25T01:42:54Z,2320000,False,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,234.0,1.0,0.0,1.0,,,,,,,,
236,PT08M31.00S,2023-03-25T01:42:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,5.590000152587891,50.0,1610612762,36,49,2023-03-25T01:42:54Z,2330000,False,0.0,0.0,1,left,MISS D. Jones tip Layup,[1627745],1610612762.0,UTA,tip,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
237,PT08M30.00S,2023-03-25T01:42:55.7Z,2,REGULAR,rebound,offensive,[],1628962,,,1610612762,36,49,2023-03-25T01:42:55Z,2340000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:3),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Mid-Range,8-16 Left,,,,,,,,,236.0,5.0,3.0,2.0,,,,,,,,
238,PT08M27.00S,2023-03-25T01:42:58.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,6.915243101182654,3.1862745098039214,1610612762,39,49,2023-03-25T01:43:02Z,2350000,False,234.0,13.0,1,left,S. Fontecchio 3PT  (10 PTS) (T. Horton-Tucker 5 AST),"[1631323, 1629659]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,23.44,Made,10.0,T. Horton-Tucker,1629659.0,5.0,,,,,,,,,,,,,,
240,PT08M17.00S,2023-03-25T01:43:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,39,49,2023-03-25T01:43:12Z,2370000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M17.00S,2023-03-25T01:45:36.8Z,2,REGULAR,substitution,out,[],1629659,,,1610612749,39,49,2023-03-25T01:46:00Z,2380000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M17.00S,2023-03-25T01:45:36.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,39,49,2023-03-25T01:46:00Z,2390000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M17.00S,2023-03-25T01:45:36.8Z,2,REGULAR,substitution,in,[],1627739,,,1610612749,39,49,2023-03-25T01:46:00Z,2400000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M17.00S,2023-03-25T01:45:36.8Z,2,REGULAR,substitution,in,[],201572,,,1610612749,39,49,2023-03-25T01:46:00Z,2410000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M05.00S,2023-03-25T01:46:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,89.70105124835742,49.754901960784316,1610612749,39,51,2023-03-25T01:46:28Z,2420000,False,-1.0,44.0,1,right,B. Lopez cutting Layup (8 PTS) (G. Allen 1 AST),"[201572, 1628960]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,8.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
247,PT07M53.00S,2023-03-25T01:46:35.8Z,2,REGULAR,3pt,Jump Shot,[],1631323,24.26084099868594,13.725490196078432,1610612762,39,51,2023-03-25T01:46:42Z,2440000,False,181.0,176.0,1,left,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
248,PT07M50.00S,2023-03-25T01:46:38.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,39,51,2023-03-25T01:46:42Z,2450000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,
249,PT07M49.00S,2023-03-25T01:46:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612749,39,51,2023-03-25T01:46:46Z,2460000,False,,,0,,G. Allen lost ball out-of-bounds TURNOVER (1 TO),[1628960],1610612749.0,MIL,lost ball,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2005.0,,,1.0,,,,
250,PT07M31.00S,2023-03-25T01:47:06.9Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612762,39,51,2023-03-25T01:48:00Z,2470000,False,,,0,,D. Jones step out-of-bounds TURNOVER (1 TO),[1627745],1610612762.0,UTA,step,,,Jones,D. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,2005.0,,,1.0,,,,
251,PT07M20.00S,2023-03-25T01:47:26.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,69.33311432325887,72.79411764705883,1610612749,39,51,2023-03-25T01:47:30Z,2480000,False,114.0,236.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
252,PT07M18.00S,2023-03-25T01:47:28.8Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612762,39,51,2023-03-25T01:47:30Z,2490000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,
253,PT07M12.00S,2023-03-25T01:47:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,14.273981603153747,39.950980392156865,1610612762,39,51,2023-03-25T01:47:40Z,2500000,False,50.0,82.0,1,left,MISS K. Dunn 9' driving floating bank Shot,[1627739],1610612762.0,UTA,driving floating bank,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,9.59,Missed,,,,,,,,,,,,,,,,,,
254,PT07M11.00S,2023-03-25T01:47:36.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,39,51,2023-03-25T01:47:40Z,2510000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,253.0,,,,,,,,,,,
256,PT07M11.00S,2023-03-25T01:47:41.4Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,39,51,2023-03-25T01:47:54Z,2530000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M11.00S,2023-03-25T01:47:41.4Z,2,REGULAR,substitution,in,[],204060,,,1610612749,39,51,2023-03-25T01:47:54Z,2540000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M57.00S,2023-03-25T01:48:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,90.48948751642575,42.15686274509804,1610612749,39,51,2023-03-25T01:48:23Z,2550000,False,-39.0,37.0,1,right,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,
259,PT06M54.00S,2023-03-25T01:48:20.6Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,39,51,2023-03-25T01:48:23Z,2560000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,
260,PT06M53.00S,2023-03-25T01:48:22.3Z,2,REGULAR,turnover,out-of-bounds,[],1627739,,,1610612762,39,51,2023-03-25T01:48:32Z,2570000,False,,,0,,K. Dunn bad pass out-of-bounds TURNOVER (1 TO),[1627739],1610612762.0,UTA,bad pass,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628953.0,,,1.0,,,,
261,PT06M53.00S,2023-03-25T01:48:33.4Z,2,REGULAR,substitution,out,[],1627745,,,1610612749,39,51,2023-03-25T01:48:41Z,2580000,False,,,0,,SUB out: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M53.00S,2023-03-25T01:48:33.4Z,2,REGULAR,substitution,out,[],1628962,,,1610612749,39,51,2023-03-25T01:48:41Z,2590000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M53.00S,2023-03-25T01:48:33.4Z,2,REGULAR,substitution,in,[],203482,,,1610612749,39,51,2023-03-25T01:48:41Z,2610000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M53.00S,2023-03-25T01:48:33.4Z,2,REGULAR,substitution,in,[],1631117,,,1610612749,39,51,2023-03-25T01:48:41Z,2620000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M53.00S,2023-03-25T01:48:33.4Z,2,REGULAR,substitution,in,[],1630534,,,1610612749,39,51,2023-03-25T01:48:41Z,2630000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
