actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-16T02:10:15.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-16T02:10:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-16T02:10:18.3Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612762,0,0,2022-11-16T02:10:18Z,40000,False,,,0,,Jump Ball K. Olynyk vs. I. Hartenstein: Tip to L. Markkanen,"[1628374, 203482, 1628392]",1610612762.0,UTA,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Olynyk,203482.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-16T02:10:32.8Z,1,REGULAR,3pt,Jump Shot,[],203903,71.82982917214193,85.5392156862745,1610612762,0,0,2022-11-16T02:10:39Z,70000,False,178.0,212.0,1,right,MISS J. Clarkson 27' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,27.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-11-16T02:10:36.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2022-11-16T02:10:36Z,80000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2022-11-16T02:10:40.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,30.699737187910642,61.029411764705884,1610612752,0,0,2022-11-16T02:11:19Z,90000,False,-55.0,236.0,1,left,MISS J. Randle 24' running 3PT,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,24.24,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2022-11-16T02:10:42.7Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,0,0,2022-11-16T02:10:50Z,100000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2022-11-16T02:10:53.9Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612762,0,0,2022-11-16T02:11:04Z,110000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1628392, 1629020]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
13,PT11M23.00S,2022-11-16T02:11:16.1Z,1,REGULAR,freethrow,1 of 2,[],1629020,,,1610612762,0,0,2022-11-16T02:11:38Z,130000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M23.00S,2022-11-16T02:11:16.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,0,0,2022-11-16T02:11:38Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M23.00S,2022-11-16T02:11:16.1Z,1,REGULAR,freethrow,2 of 2,[],1629020,,,1610612762,0,0,2022-11-16T02:11:38Z,150000,False,,,0,,MISS J. Vanderbilt Free Throw 2 of 2,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
