actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
99,PT03M43.00S,2022-01-27T01:24:52.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,27.94021024967148,22.794117647058822,1610612741,24,12,2022-01-27T01:24:58Z,960000,136.0,210.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,,,,25.03,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
100,PT03M43.00S,2022-01-27T01:24:52.0Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612761,24,12,2022-01-27T01:24:58Z,970000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,
101,PT03M30.00S,2022-01-27T01:25:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628449,94.43166885676742,5.392156862745098,1610612761,24,12,2022-01-27T01:25:10Z,980000,-223.0,0.0,1,right,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,,,,22.3,Missed,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
102,PT03M28.00S,2022-01-27T01:25:07.3Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,24,12,2022-01-27T01:25:10Z,990000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,
103,PT03M23.00S,2022-01-27T01:25:14.2Z,1,REGULAR,foul,personal,[],1627783,,,1610612741,24,12,2022-01-27T01:25:22Z,1000000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203897]",1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,1146.0,,,,,,,,1.0,0.0,LaVine,203897.0,,,
105,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,out,[],203897,,,1610612741,24,12,2022-01-27T01:25:40Z,1020000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
106,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,24,12,2022-01-27T01:25:40Z,1030000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
107,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,out,[],1628449,,,1610612741,24,12,2022-01-27T01:25:40Z,1040000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
108,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612741,24,12,2022-01-27T01:25:40Z,1050000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,in,[],1629744,,,1610612741,24,12,2022-01-27T01:25:40Z,1060000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,,,,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,in,[],201942,,,1610612741,24,12,2022-01-27T01:25:40Z,1070000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
111,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612741,24,12,2022-01-27T01:25:40Z,1080000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2022-01-27T01:25:24.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612741,24,12,2022-01-27T01:25:40Z,1090000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2022-01-27T01:25:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,5.863994743758213,49.50980392156863,1610612741,26,12,2022-01-27T01:26:08Z,1100000,2.0,3.0,1,left,N. Vucevic cutting DUNK (6 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,cutting,,,,,,0.36,Made,6.0,Vucevic,N. Vucevic,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
115,PT03M02.00S,2022-01-27T01:26:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.64323258869908,50.98039215686274,1610612761,26,14,2022-01-27T01:26:32Z,1120000,5.0,7.0,1,right,O. Anunoby driving Layup (5 PTS),[1628384],1610612761.0,TOR,driving,,,,,,0.88,Made,5.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
116,PT03M02.00S,2022-01-27T01:26:15.6Z,1,REGULAR,foul,personal,['1freethrow'],201942,,,1610612761,26,14,2022-01-27T01:26:50Z,1130000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Anunoby 1 FT),"[201942, 1628384]",1610612741.0,CHI,shooting,,,,,,,,,DeRozan,D. DeRozan,,,,1146.0,,,,,,,,1.0,0.0,Anunoby,1628384.0,,,
118,PT03M02.00S,2022-01-27T01:26:30.2Z,1,REGULAR,substitution,out,[],202696,,,1610612761,26,14,2022-01-27T01:26:52Z,1150000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
119,PT03M02.00S,2022-01-27T01:26:30.2Z,1,REGULAR,substitution,in,[],1629076,,,1610612761,26,14,2022-01-27T01:26:52Z,1160000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,,,,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,
120,PT03M02.00S,2022-01-27T01:26:51.3Z,1,REGULAR,freethrow,1 of 1,[],1628384,,,1610612761,26,14,2022-01-27T01:26:55Z,1170000,,,0,,MISS O. Anunoby Free Throw 1 of 1,[1628384],1610612761.0,TOR,,,,,,,,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
121,PT02M59.00S,2022-01-27T01:26:54.3Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,26,14,2022-01-27T01:26:58Z,1180000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,,,,,,,Thomas,M. Thomas,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
122,PT02M53.00S,2022-01-27T01:26:59.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,26,14,2022-01-27T01:27:00Z,1190000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2022-01-27T01:30:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612741,26,14,2022-01-27T01:30:37Z,1200000,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629139, 201942]",1610612761.0,TOR,shooting,,,,,,,,,Watanabe,Y. Watanabe,,,,1146.0,,,,,,,,1.0,0.0,DeRozan,201942.0,,,
126,PT02M46.00S,2022-01-27T01:30:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,26,14,2022-01-27T01:39:27Z,1220000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M46.00S,2022-01-27T01:30:53.8Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612741,26,14,2022-01-27T01:40:15Z,1240000,,,0,,,[],1610612761.0,TOR,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M46.00S,2022-01-27T01:31:58.0Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,27,14,2022-01-27T01:31:58Z,1250000,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,7.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
130,PT02M46.00S,2022-01-27T01:32:14.1Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,28,14,2022-01-27T01:32:14Z,1260000,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,8.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
131,PT02M25.00S,2022-01-27T01:32:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,72.09264126149803,22.54901960784314,1610612761,28,17,2022-01-27T01:32:44Z,1270000,-137.0,210.0,1,right,G. Trent Jr. 25' 3PT  (8 PTS) (O. Anunoby 2 AST),"[1629018, 1628384]",1610612761.0,TOR,,,,,,,25.07,Made,8.0,Trent Jr.,G. Trent Jr.,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,,,
133,PT01M55.00S,2022-01-27T01:33:08.6Z,1,REGULAR,3pt,Jump Shot,[],201942,31.728400131406044,12.032781862745098,1610612741,28,17,2022-01-27T01:33:34Z,1290000,190.0,246.0,1,left,MISS D. DeRozan 31' bank 3PT,[201942],1610612741.0,CHI,bank,,,,,,31.05,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
134,PT01M52.00S,2022-01-27T01:33:11.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,28,17,2022-01-27T01:33:34Z,1300000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
135,PT01M45.00S,2022-01-27T01:33:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630625,68.15045992115637,27.205882352941174,1610612761,28,20,2022-01-27T01:33:24Z,1310000,-114.0,247.0,1,right,D. Banton 27' 3PT  (3 PTS),[1630625],1610612761.0,TOR,,,,,,,27.19,Made,3.0,Banton,D. Banton,,,,,,,,,,,,,,,,,,
136,PT01M29.00S,2022-01-27T01:33:33.7Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,28,20,2022-01-27T01:33:38Z,1320000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1630173]",1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,2.0,,,,,Achiuwa,1630173.0,,,,,,,
137,PT01M29.00S,2022-01-27T01:33:33.7Z,1,REGULAR,steal,,[],1630173,,,1610612761,28,20,2022-01-27T01:36:26Z,1330000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
138,PT01M14.00S,2022-01-27T01:33:47.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,89.04402102496715,72.79411764705883,1610612761,28,20,2022-01-27T01:33:51Z,1340000,114.0,50.0,1,right,MISS O. Anunoby 12' Jump Shot,[1628384],1610612761.0,TOR,,,,,,,12.47,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
139,PT01M13.00S,2022-01-27T01:33:48.8Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,28,20,2022-01-27T01:33:51Z,1350000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,
140,PT01M07.00S,2022-01-27T01:33:54.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,91.40932982917214,56.86274509803921,1610612761,28,22,2022-01-27T01:34:01Z,1360000,34.0,28.0,1,right,P. Achiuwa Jump Shot (2 PTS),[1630173],1610612761.0,TOR,,,,,,,4.45,Made,2.0,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
141,PT00M53.10S,2022-01-27T01:34:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.09789750328515,49.01960784313725,1610612741,30,22,2022-01-27T01:34:17Z,1370000,5.0,24.0,1,left,D. DeRozan driving Layup (10 PTS),[201942],1610612741.0,CHI,driving,,,,,,2.41,Made,10.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
142,PT00M44.80S,2022-01-27T01:34:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,66.96780551905388,51.71568627450981,1610612761,30,25,2022-01-27T01:34:29Z,1380000,9.0,258.0,1,right,G. Trent Jr. 25' 3PT  (11 PTS) (D. Banton 1 AST),"[1629018, 1630625]",1610612761.0,TOR,,,,,,,25.81,Made,11.0,Trent Jr.,G. Trent Jr.,D. Banton,1630625.0,1.0,,,,,,,,,,,,,,,
144,PT00M37.70S,2022-01-27T01:34:43.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612741,30,25,2022-01-27T01:35:08Z,1400000,,,0,,O. Anunoby personal FOUL (3 PF) (Cook 2 FT),"[1628384, 1629076]",1610612761.0,TOR,,,,,,,,,,Anunoby,O. Anunoby,,,,1193.0,,,,,,,,3.0,0.0,Cook,1629076.0,,,
146,PT00M37.70S,2022-01-27T01:35:09.0Z,1,REGULAR,freethrow,1 of 2,[],1629076,,,1610612741,30,25,2022-01-27T01:35:09Z,1420000,,,0,,MISS T. Cook Free Throw 1 of 2,[1629076],1610612741.0,CHI,,,,,,,,Missed,,Cook,T. Cook,,,,,,,,,,,,,,,,,,
147,PT00M37.70S,2022-01-27T01:35:09.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,30,25,2022-01-27T01:35:09Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,
148,PT00M37.70S,2022-01-27T01:35:11.3Z,1,REGULAR,substitution,out,[],1629744,,,1610612741,30,25,2022-01-27T01:35:24Z,1440000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,,,,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,
149,PT00M37.70S,2022-01-27T01:35:11.3Z,1,REGULAR,substitution,out,[],1628384,,,1610612741,30,25,2022-01-27T01:35:24Z,1450000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
150,PT00M37.70S,2022-01-27T01:35:11.3Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,30,25,2022-01-27T01:35:24Z,1460000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
151,PT00M37.70S,2022-01-27T01:35:11.3Z,1,REGULAR,substitution,in,[],1627783,,,1610612741,30,25,2022-01-27T01:35:24Z,1470000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
152,PT00M37.70S,2022-01-27T01:35:39.2Z,1,REGULAR,freethrow,2 of 2,[],1629076,,,1610612741,31,25,2022-01-27T01:35:39Z,1480000,,,0,,T. Cook Free Throw 2 of 2 (1 PTS),[1629076],1610612741.0,CHI,,,,,,,,Made,1.0,Cook,T. Cook,,,,,,,,,,,,,,,,,,
153,PT00M29.30S,2022-01-27T01:35:57.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,31,25,2022-01-27T01:35:57Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M17.90S,2022-01-27T01:36:24.4Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612761,31,25,2022-01-27T01:36:35Z,1500000,,,0,,C. White shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629632, 1627783]",1610612741.0,CHI,shooting,,,,,,,,,White,C. White,,,,1193.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,,
156,PT00M17.90S,2022-01-27T01:36:53.2Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,31,26,2022-01-27T01:36:53Z,1520000,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,,,,,Made,1.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
157,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,out,[],1628972,,,1610612761,31,26,2022-01-27T01:37:01Z,1530000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,
158,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,out,[],1629076,,,1610612761,31,26,2022-01-27T01:37:01Z,1540000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,,,,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,
159,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,out,[],1629750,,,1610612761,31,26,2022-01-27T01:37:01Z,1550000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
160,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,in,[],202696,,,1610612761,31,26,2022-01-27T01:37:01Z,1560000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
161,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,in,[],203897,,,1610612761,31,26,2022-01-27T01:37:01Z,1570000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
162,PT00M17.90S,2022-01-27T01:36:54.1Z,1,REGULAR,substitution,in,[],1629744,,,1610612761,31,26,2022-01-27T01:37:01Z,1580000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,,,,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,
163,PT00M17.90S,2022-01-27T01:37:23.0Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,31,27,2022-01-27T01:37:23Z,1590000,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,,,,,Made,2.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
164,PT00M01.20S,2022-01-27T01:37:44.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,31,27,2022-01-27T01:37:43Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-01-27T01:38:02.3Z,1,REGULAR,2pt,Jump Shot,[],201942,5.469776609724048,81.86274509803921,1610612741,31,27,2022-01-27T01:38:09Z,1610000,-159.0,-1.0,1,left,MISS D. DeRozan 15' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,15.93,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-01-27T01:38:02.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,31,27,2022-01-27T01:38:09Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,
167,PT00M00.00S,2022-01-27T01:38:06.2Z,1,REGULAR,period,end,[],0,,,1610612741,31,27,2022-01-27T01:38:06Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,out,['startperiod'],202696,,,1610612741,31,27,2022-01-27T01:40:42Z,1640000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,31,27,2022-01-27T01:40:42Z,1650000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,out,['startperiod'],1629139,,,1610612741,31,27,2022-01-27T01:40:42Z,1660000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612741,31,27,2022-01-27T01:40:42Z,1670000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,out,['startperiod'],1630625,,,1610612741,31,27,2022-01-27T01:40:42Z,1680000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,31,27,2022-01-27T01:40:42Z,1690000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,in,['startperiod'],1629076,,,1610612741,31,27,2022-01-27T01:40:42Z,1700000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,,,,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612741,31,27,2022-01-27T01:40:42Z,1710000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,in,['startperiod'],1630201,,,1610612741,31,27,2022-01-27T01:40:42Z,1720000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,,,,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-01-27T01:39:49.0Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612741,31,27,2022-01-27T01:40:42Z,1730000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-27T01:41:00.4Z,2,REGULAR,period,start,[],0,,,1610612761,31,27,2022-01-27T01:41:00Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-01-27T01:41:01.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,31,27,2022-01-27T01:41:10Z,1750000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,
180,PT11M48.00S,2022-01-27T01:41:14.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,31,27,2022-01-27T01:41:14Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M37.00S,2022-01-27T01:41:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.83902759526939,50.73529411764706,1610612761,31,27,2022-01-27T01:41:45Z,1770000,4.0,90.0,1,right,MISS P. Siakam 9' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,,,,9.01,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
182,PT11M34.00S,2022-01-27T01:41:44.4Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,31,27,2022-01-27T01:41:44Z,1780000,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,
183,PT11M34.00S,2022-01-27T01:41:44.4Z,2,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1627783,86.33377135348226,51.37101715686274,1610612761,31,27,2022-01-27T01:41:54Z,1790000,7.0,76.0,1,right,MISS P. Siakam 7' floating Shot,[1627783],1610612761.0,TOR,floating,,,,,,7.63,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
184,PT11M32.00S,2022-01-27T01:41:46.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,31,27,2022-01-27T01:42:04Z,1800000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,
185,PT11M24.00S,2022-01-27T01:41:53.7Z,2,REGULAR,2pt,Jump Shot,[],1629744,22.421156373193167,29.65686274509804,1610612741,31,27,2022-01-27T01:42:01Z,1810000,102.0,158.0,1,left,MISS M. Thomas 18' Jump Shot,[1629744],1610612741.0,CHI,,,,,,,18.82,Missed,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,
186,PT11M21.00S,2022-01-27T01:41:56.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,31,27,2022-01-27T01:42:01Z,1820000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,
187,PT11M17.00S,2022-01-27T01:42:03.8Z,2,REGULAR,foul,offensive,[],1630173,,,1610612761,31,27,2022-01-27T01:42:12Z,1830000,,,0,,P. Achiuwa charge offensive FOUL (1 PF),"[1630173, 1629632]",1610612761.0,TOR,charge,,,,,,,,,Achiuwa,P. Achiuwa,,,,1626302.0,,,,,,,,1.0,0.0,White,1629632.0,,,
189,PT11M17.00S,2022-01-27T01:42:03.8Z,2,REGULAR,turnover,offensive foul,[],1630173,,,1610612761,31,27,2022-01-27T01:42:03Z,1850000,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,1626302.0,1.0,,,,,,,,,,,,,
