actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-15T00:45:17.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-15T00:45:17Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-15T00:45:19.8Z,1,REGULAR,jumpball,recovered,[],1628366,,,1610612741,0,0,2022-01-15T00:45:19Z,40000,,,0,,Jump Ball N. Vucevic vs. K. Looney: Tip to L. Ball,"[1628366, 202696, 1626172]",1610612741.0,CHI,startperiod,L. Ball,1628366.0,Ball,L. Ball,Vucevic,202696.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-15T00:45:39.5Z,1,REGULAR,3pt,Jump Shot,[],1628366,11.777266754270697,98.0392156862745,1610612741,3,0,2022-01-15T00:45:43Z,70000,-240.0,58.0,1,left,L. Ball 24' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.72,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2022-01-15T00:45:56.0Z,1,REGULAR,3pt,Jump Shot,[],203490,66.17936925098554,53.431372549019606,1610612744,3,3,2022-01-15T00:46:01Z,90000,17.0,265.0,1,right,O. Porter Jr. 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.6,Made,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,,
11,PT11M06.00S,2022-01-15T00:46:10.4Z,1,REGULAR,2pt,Jump Shot,[],201942,25.57490144546649,45.588235294117645,1610612741,5,3,2022-01-15T00:46:14Z,110000,22.0,188.0,1,left,D. DeRozan 18' pullup Jump Shot (2 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.92,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,,
13,PT10M52.00S,2022-01-15T00:46:23.2Z,1,REGULAR,3pt,Jump Shot,[],203952,67.62483574244416,49.26470588235294,1610612744,5,6,2022-01-15T00:46:28Z,130000,-4.0,252.0,1,right,A. Wiggins 25' 3PT  (3 PTS) (O. Porter Jr. 1 AST),"[203952, 203490]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.18,Made,3.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,,,,
15,PT10M33.00S,2022-01-15T00:46:43.0Z,1,REGULAR,3pt,Jump Shot,[],202696,30.56833114323259,38.23529411764706,1610612741,5,6,2022-01-15T00:46:50Z,150000,59.0,235.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2022-01-15T00:46:45.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,5,6,2022-01-15T00:46:50Z,160000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,
17,PT10M31.00S,2022-01-15T00:46:48.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,5,6,2022-01-15T00:46:48Z,170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2022-01-15T00:47:09.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202696,3.630091984231275,81.37254901960785,1610612741,7,6,2022-01-15T00:47:14Z,180000,-157.0,-18.0,1,left,N. Vucevic 15' Jump Shot (2 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,15.8,Made,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
20,PT10M09.00S,2022-01-15T00:47:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,75.77201051248358,89.2156862745098,1610612744,7,9,2022-01-15T00:47:28Z,200000,196.0,175.0,1,right,J. Poole 26' 3PT  (3 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.3,Made,3.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
22,PT09M54.00S,2022-01-15T00:47:39.8Z,1,REGULAR,2pt,Jump Shot,[],201942,3.3672798948751645,77.45098039215686,1610612741,7,9,2022-01-15T00:47:45Z,220000,-137.0,-21.0,1,left,MISS D. DeRozan 13' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,13.89,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M52.00S,2022-01-15T00:47:41.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,7,9,2022-01-15T00:47:45Z,230000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M43.00S,2022-01-15T00:47:50.1Z,1,REGULAR,3pt,Jump Shot,[],203952,88.51839684625493,94.85294117647058,1610612744,7,9,2022-01-15T00:47:54Z,240000,224.0,55.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M40.00S,2022-01-15T00:47:53.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,7,9,2022-01-15T00:47:54Z,250000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M31.00S,2022-01-15T00:48:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628366,2.578843626806833,97.79411764705883,1610612741,10,9,2022-01-15T00:48:15Z,260000,-239.0,-28.0,1,left,L. Ball 24' 3PT  (6 PTS) (D. DeRozan 3 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.07,Made,6.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,,
29,PT09M12.00S,2022-01-15T00:48:20.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,94.82588699080158,2.941176470588235,1610612744,10,12,2022-01-15T00:51:05Z,290000,-235.0,-4.0,1,right,J. Poole 3PT  (6 PTS) (S. Curry 1 AST),"[1629673, 201939]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,23.53,Made,6.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
31,PT08M57.00S,2022-01-15T00:48:36.0Z,1,REGULAR,3pt,Jump Shot,[],202696,32.013797634691194,53.92156862745098,1610612741,10,12,2022-01-15T00:48:45Z,310000,-20.0,248.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2022-01-15T00:48:36.0Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,10,12,2022-01-15T00:48:45Z,320000,,,0,,Z. LaVine REBOUND (Off:1 Def:0),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,
33,PT08M50.00S,2022-01-15T00:48:43.3Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,10,12,2022-01-15T00:48:48Z,330000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 203490]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,1.0,Porter Jr.,203490.0,,,,,,,,
34,PT08M50.00S,2022-01-15T00:48:43.3Z,1,REGULAR,steal,,[],203490,,,1610612744,10,12,2022-01-15T00:48:45Z,340000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2022-01-15T00:48:48.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626172,93.77463863337714,50.73529411764706,1610612744,10,14,2022-01-15T00:48:53Z,350000,4.0,6.0,1,right,K. Looney cutting DUNK (2 PTS) (J. Poole 1 AST),"[1626172, 1629673]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,0.7,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-01-15T00:49:02.6Z,1,REGULAR,3pt,Jump Shot,[],1628366,24.655059132720105,83.82352941176471,1610612741,10,14,2022-01-15T00:49:07Z,370000,-169.0,179.0,1,left,MISS L. Ball 24' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M28.00S,2022-01-15T00:49:04.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,14,2022-01-15T00:49:07Z,380000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,
39,PT08M28.00S,2022-01-15T00:49:08.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,10,14,2022-01-15T00:49:08Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2022-01-15T00:49:34.4Z,1,REGULAR,foul,personal,[],203897,,,1610612744,10,14,2022-01-15T00:49:55Z,400000,,,0,,Z. LaVine take personal FOUL (1 PF),"[203897, 1626172]",1610612741.0,CHI,take,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Looney,1626172.0,,,
42,PT08M28.00S,2022-01-15T00:49:53.3Z,1,REGULAR,substitution,out,[],203897,,,1610612744,10,14,2022-01-15T00:49:58Z,420000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2022-01-15T00:49:53.3Z,1,REGULAR,substitution,in,[],1630245,,,1610612744,10,14,2022-01-15T00:49:58Z,430000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2022-01-15T00:50:05.7Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,10,14,2022-01-15T00:50:12Z,440000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 201942]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,
45,PT08M20.00S,2022-01-15T00:50:05.7Z,1,REGULAR,steal,,[],201942,,,1610612741,10,14,2022-01-15T00:50:07Z,450000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M09.00S,2022-01-15T00:50:16.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,8.754927726675426,52.20588235294118,1610612741,12,14,2022-01-15T00:50:23Z,460000,-11.0,30.0,1,left,N. Vucevic driving Hook (4 PTS) (T. Brown Jr. 1 AST),"[202696, 1628972]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,3.18,Made,4.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,,,,,
48,PT07M58.00S,2022-01-15T00:50:26.9Z,1,REGULAR,3pt,Jump Shot,[],201939,66.3107752956636,65.68627450980392,1610612744,12,14,2022-01-15T00:50:34Z,480000,78.0,264.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2022-01-15T00:50:30.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,14,2022-01-15T00:50:31Z,490000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,
50,PT07M51.00S,2022-01-15T00:50:33.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629673,87.72996057818659,48.77450980392157,1610612744,12,16,2022-01-15T00:53:16Z,500000,-6.0,63.0,1,right,J. Poole 6' driving floating Jump Shot (8 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,6.31,Made,8.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
52,PT07M51.00S,2022-01-15T00:50:38.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,16,2022-01-15T00:50:38Z,520000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M34.00S,2022-01-15T00:54:23.1Z,1,REGULAR,2pt,Jump Shot,[],201942,5.075558475689881,75.0,1610612741,14,16,2022-01-15T00:54:28Z,530000,-125.0,-5.0,1,left,D. DeRozan 12' Jump Shot (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,12.51,Made,4.0,,,,,,,,,,,,,,,,,,
54,PT07M34.00S,2022-01-15T00:54:26.5Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612741,14,16,2022-01-15T00:54:32Z,540000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (DeRozan 1 FT),"[203952, 201942]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,DeRozan,201942.0,,,
56,PT07M34.00S,2022-01-15T00:54:41.7Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,15,16,2022-01-15T00:54:41Z,560000,,,0,,D. DeRozan Free Throw 1 of 1 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2022-01-15T00:54:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.72339027595268,50.49019607843137,1610612744,15,18,2022-01-15T00:55:04Z,570000,2.0,16.0,1,right,A. Wiggins cutting Layup (5 PTS) (O. Porter Jr. 2 AST),"[203952, 203490]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,1.61,Made,5.0,O. Porter Jr.,203490.0,2.0,,,,,,,,,,,,,,,
59,PT07M21.00S,2022-01-15T00:55:03.1Z,1,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612744,15,18,2022-01-15T00:55:11Z,590000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1630245, 203952]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Wiggins,203952.0,,,
61,PT07M21.00S,2022-01-15T00:55:25.1Z,1,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,15,18,2022-01-15T00:55:27Z,610000,,,0,,MISS A. Wiggins Free Throw 1 of 1,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
