actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value,jumpBallRecoverdPersonId
90,PT03M47.00S,2022-04-01T00:28:20.3Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,14,22,2022-04-01T00:28:28Z,890000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
91,PT03M23.00S,2022-04-01T00:29:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,10.463206307490145,51.71568627450981,1610612746,14,22,2022-04-01T00:29:11Z,900000,-9.0,46.0,1,left,MISS T. Mann bank Shot,[1629611],1610612746.0,LAC,bank,,,,,,4.67,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
92,PT03M21.00S,2022-04-01T00:29:02.0Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,14,22,2022-04-01T00:29:11Z,910000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,
93,PT03M09.00S,2022-04-01T00:29:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,94.69448094612353,5.147058823529411,1610612741,14,22,2022-04-01T00:29:24Z,920000,-224.0,-3.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,,,,22.43,Missed,,White,C. White,,,,,,,,,,,,,,,,,,,
94,PT03M06.00S,2022-04-01T00:29:17.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,22,2022-04-01T00:29:59Z,930000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,
99,PT03M06.00S,2022-04-01T00:29:27.4Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,14,22,2022-04-01T00:30:10Z,935000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630172]",1610612746.0,LAC,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,1.0,Williams,1630172.0,,,,
100,PT03M06.00S,2022-04-01T00:29:27.4Z,1,REGULAR,steal,,[],1630172,,,1610612741,14,22,2022-04-01T00:34:54Z,937500,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
134,PT03M04.00S,2022-04-01T00:29:33.8Z,1,REGULAR,stoppage,other,[],0,,,1610612741,14,22,2022-04-01T00:37:38Z,938750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M04.00S,2022-04-01T00:29:40.3Z,1,REGULAR,substitution,out,[],201587,,,1610612741,14,22,2022-04-01T00:29:46Z,940000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,
96,PT03M04.00S,2022-04-01T00:29:40.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612741,14,22,2022-04-01T00:29:46Z,950000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,
97,PT03M04.00S,2022-04-01T00:29:40.3Z,1,REGULAR,substitution,in,[],1628392,,,1610612741,14,22,2022-04-01T00:29:46Z,960000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,
98,PT03M04.00S,2022-04-01T00:29:40.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612741,14,22,2022-04-01T00:29:46Z,970000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
101,PT02M59.00S,2022-04-01T00:30:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612741,14,22,2022-04-01T00:30:10Z,980000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (LaVine 2 FT),"[1628392, 203897]",1610612746.0,LAC,shooting,,,,,,,,,Hartenstein,I. Hartenstein,,,,203592.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,
103,PT02M59.00S,2022-04-01T00:30:30.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,15,22,2022-04-01T00:30:30Z,1000000,,,0,,Z. LaVine Free Throw 1 of 2 (5 PTS),[203897],1610612741.0,CHI,,,,,,,,Made,5.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
104,PT02M59.00S,2022-04-01T00:30:31.9Z,1,REGULAR,substitution,out,[],202696,,,1610612741,15,22,2022-04-01T00:30:41Z,1010000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
105,PT02M59.00S,2022-04-01T00:30:31.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,15,22,2022-04-01T00:30:41Z,1020000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
106,PT02M59.00S,2022-04-01T00:30:31.9Z,1,REGULAR,substitution,in,[],202684,,,1610612741,15,22,2022-04-01T00:30:41Z,1030000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,,,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,
107,PT02M59.00S,2022-04-01T00:30:31.9Z,1,REGULAR,substitution,in,[],201942,,,1610612741,15,22,2022-04-01T00:30:41Z,1040000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2022-04-01T00:30:51.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,16,22,2022-04-01T00:30:51Z,1050000,,,0,,Z. LaVine Free Throw 2 of 2 (6 PTS),[203897],1610612741.0,CHI,,,,,,,,Made,6.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
109,PT02M52.00S,2022-04-01T00:31:03.3Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,16,22,2022-04-01T00:31:08Z,1060000,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (2 TO),[202704],1610612746.0,LAC,bad pass,,,,,,,,,Jackson,R. Jackson,,,,202058.0,,,,,,,,,2.0,,,,,,
110,PT02M52.00S,2022-04-01T00:31:05.7Z,1,REGULAR,substitution,out,[],203897,,,1610612741,16,22,2022-04-01T00:31:09Z,1070000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
111,PT02M52.00S,2022-04-01T00:31:05.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,16,22,2022-04-01T00:31:09Z,1080000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
112,PT02M37.00S,2022-04-01T00:31:30.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,86.28449408672799,56.61764705882353,1610612741,18,22,2022-04-01T00:31:33Z,1090000,33.0,76.0,1,right,D. DeRozan 8' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,,,,8.33,Made,2.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
113,PT02M23.00S,2022-04-01T00:31:42.7Z,1,REGULAR,2pt,Jump Shot,[],202704,18.2161629434954,73.0392156862745,1610612746,18,24,2022-04-01T00:31:47Z,1100000,-115.0,119.0,1,left,R. Jackson 16' pullup Jump Shot (5 PTS),[202704],1610612746.0,LAC,pullup,,,,,,16.54,Made,5.0,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2022-04-01T00:32:01.6Z,1,REGULAR,2pt,Jump Shot,[],1627936,71.43561103810775,50.49019607843137,1610612741,18,24,2022-04-01T00:37:30Z,1110000,2.0,216.0,1,right,MISS A. Caruso 21' step back Shot,[1627936],1610612741.0,CHI,step back,,,,,,21.6,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
115,PT02M00.00S,2022-04-01T00:32:05.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,18,24,2022-04-01T00:32:23Z,1120000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
116,PT01M44.00S,2022-04-01T00:32:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,18.873193166885677,37.00980392156863,1610612746,18,26,2022-04-01T00:38:09Z,1130000,65.0,125.0,1,left,M. Morris Sr. 14' pullup Jump Shot (7 PTS),[202694],1610612746.0,LAC,pullup,,,,,,14.08,Made,7.0,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,
117,PT01M21.00S,2022-04-01T00:32:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.21090670170827,49.50980392156863,1610612741,20,26,2022-04-01T00:32:50Z,1140000,-2.0,115.0,1,right,D. DeRozan 11' fadeaway Jump Shot (4 PTS),[201942],1610612741.0,CHI,fadeaway,,,,,,11.47,Made,4.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
118,PT01M09.00S,2022-04-01T00:32:56.9Z,1,REGULAR,2pt,Jump Shot,[],1628379,25.57490144546649,28.676470588235293,1610612746,20,26,2022-04-01T00:38:56Z,1150000,107.0,188.0,1,left,MISS L. Kennard 21' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,,,,21.6,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
119,PT01M06.00S,2022-04-01T00:32:59.9Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,20,26,2022-04-01T00:33:05Z,1160000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612741.0,CHI,,,,,,,,,,Thompson,T. Thompson,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,
120,PT00M54.90S,2022-04-01T00:33:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,69.46452036793693,72.79411764705883,1610612741,20,26,2022-04-01T00:33:21Z,1170000,114.0,235.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,,,,26.07,Missed,,White,C. White,,,,,,,,,,,,,,,,,,,
121,PT00M50.90S,2022-04-01T00:33:16.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,20,26,2022-04-01T00:33:21Z,1180000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,
122,PT00M34.70S,2022-04-01T00:33:32.7Z,1,REGULAR,3pt,Jump Shot,[],202704,30.042706964520367,64.2156862745098,1610612746,20,29,2022-04-01T00:33:50Z,1190000,-71.0,230.0,1,left,R. Jackson 24' 3PT step back (8 PTS),[202704],1610612746.0,LAC,step back,,,,,,24.06,Made,8.0,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
123,PT00M20.10S,2022-04-01T00:33:54.1Z,1,REGULAR,3pt,Jump Shot,[],1627936,69.46452036793693,24.509803921568626,1610612741,20,29,2022-04-01T00:34:04Z,1200000,-127.0,235.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,,,,26.69,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
124,PT00M15.70S,2022-04-01T00:33:58.5Z,1,REGULAR,rebound,offensive,[],202684,,,1610612741,20,29,2022-04-01T00:34:04Z,1210000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612741.0,CHI,,,,,,,,,,Thompson,T. Thompson,,,,,,,,,123.0,2.0,1.0,1.0,,,,,,,
125,PT00M13.10S,2022-04-01T00:34:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,94.1688567674113,52.20588235294118,1610612741,22,29,2022-04-01T00:34:07Z,1220000,11.0,2.0,1,right,A. Caruso cutting Layup (2 PTS) (T. Thompson 1 AST),"[1627936, 202684]",1610612741.0,CHI,cutting,,,,,,1.12,Made,2.0,Caruso,A. Caruso,T. Thompson,202684.0,1.0,,,,,,,,,,,,,,,,
127,PT00M05.90S,2022-04-01T00:34:22.7Z,1,REGULAR,foul,personal,[],1629632,,,1610612746,22,29,2022-04-01T00:34:33Z,1240000,,,0,,C. White personal FOUL (1 PF),"[1629632, 202704]",1610612741.0,CHI,,,,,,,,,,White,C. White,,,,204058.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,,
129,PT00M01.70S,2022-04-01T00:34:52.0Z,1,REGULAR,3pt,Jump Shot,[],202694,32.933639947437584,47.549019607843135,1610612746,22,32,2022-04-01T00:35:00Z,1260000,12.0,257.0,1,left,M. Morris Sr. 25' 3PT  (10 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,,,,25.74,Made,10.0,Morris Sr.,M. Morris Sr.,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,,
131,PT00M00.00S,2022-04-01T00:34:59.1Z,1,REGULAR,3pt,Jump Shot,[],1627936,49.490801576872535,70.83333333333334,1610612741,22,32,2022-04-01T00:35:06Z,1280000,104.0,422.0,1,right,MISS A. Caruso 43' 3PT,[1627936],1610612741.0,CHI,,,,,,,43.5,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
132,PT00M00.00S,2022-04-01T00:34:59.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,22,32,2022-04-01T00:35:06Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,
133,PT00M00.00S,2022-04-01T00:35:02.1Z,1,REGULAR,period,end,[],0,,,1610612741,22,32,2022-04-01T00:35:02Z,1300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-04-01T00:37:06.9Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612741,22,32,2022-04-01T00:37:35Z,1310000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-04-01T00:37:06.9Z,2,REGULAR,substitution,out,['startperiod'],202694,,,1610612741,22,32,2022-04-01T00:37:35Z,1320000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-04-01T00:37:06.9Z,2,REGULAR,substitution,in,['startperiod'],203496,,,1610612741,22,32,2022-04-01T00:37:35Z,1330000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-04-01T00:37:06.9Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612741,22,32,2022-04-01T00:37:35Z,1340000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-04-01T00:37:38.4Z,2,REGULAR,period,start,[],0,,,1610612741,22,32,2022-04-01T00:37:38Z,1350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M46.00S,2022-04-01T00:37:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,79.31997371879106,91.66666666666666,1610612741,25,32,2022-04-01T00:38:01Z,1360000,208.0,142.0,1,right,C. White 25' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1629632, 201942]",1610612741.0,CHI,,,,,,,25.2,Made,3.0,White,C. White,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,,
142,PT11M20.00S,2022-04-01T00:38:17.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,32.933639947437584,59.55882352941176,1610612746,25,32,2022-04-01T00:38:26Z,1380000,-48.0,257.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,,,,26.15,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
143,PT11M16.00S,2022-04-01T00:38:21.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,25,32,2022-04-01T00:38:26Z,1390000,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,
144,PT10M59.00S,2022-04-01T00:38:38.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,91.27792378449409,52.20588235294118,1610612741,25,32,2022-04-01T00:38:44Z,1400000,11.0,29.0,1,right,MISS T. Thompson driving Hook - blocked,"[202684, 1628392]",1610612741.0,CHI,driving,,,,,,3.15,Missed,,Thompson,T. Thompson,,,,,,,,,,,,,,,,Hartenstein,1628392.0,,
145,PT10M59.00S,2022-04-01T00:38:38.1Z,2,REGULAR,block,,[],1628392,,,1610612741,25,32,2022-04-01T00:38:40Z,1410000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,
146,PT10M56.00S,2022-04-01T00:38:41.1Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,25,32,2022-04-01T00:38:44Z,1420000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,
147,PT10M49.00S,2022-04-01T00:38:48.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,13.222733245729303,52.20588235294118,1610612746,25,32,2022-04-01T00:38:55Z,1430000,-11.0,72.0,1,left,MISS I. Hartenstein 7' Hook,[1628392],1610612746.0,LAC,,,,,,,7.26,Missed,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,
148,PT10M47.00S,2022-04-01T00:38:50.4Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,25,32,2022-04-01T00:38:55Z,1440000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,,,,,,White,C. White,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,
149,PT10M40.00S,2022-04-01T00:38:57.3Z,2,REGULAR,3pt,Jump Shot,[],1629632,66.3107752956636,40.931372549019606,1610612741,25,32,2022-04-01T00:39:03Z,1450000,-45.0,264.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,,,,26.81,Missed,,White,C. White,,,,,,,,,,,,,,,,,,,
150,PT10M36.00S,2022-04-01T00:39:01.3Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,25,32,2022-04-01T00:39:03Z,1460000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,
151,PT10M31.00S,2022-04-01T00:39:06.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202331,34.11629434954008,41.911764705882355,1610612746,25,32,2022-04-01T00:42:44Z,1470000,40.0,268.0,1,left,MISS P. George 27' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,,,,27.12,Missed,,George,P. George,,,,,,,,,,,,,,,,,,,
152,PT10M27.00S,2022-04-01T00:39:10.6Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,25,32,2022-04-01T00:39:15Z,1480000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,
153,PT10M20.00S,2022-04-01T00:39:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.89027595269383,49.50980392156863,1610612741,27,32,2022-04-01T00:39:24Z,1490000,-2.0,80.0,1,right,D. DeRozan 8' driving floating Jump Shot (6 PTS),[201942],1610612741.0,CHI,driving floating,,,,,,8.01,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
154,PT10M02.00S,2022-04-01T00:39:38.4Z,2,REGULAR,foul,offensive,[],202331,,,1610612746,27,32,2022-04-01T00:39:55Z,1500000,,,0,,P. George offensive FOUL (1 PF),"[202331, 1627936]",1610612746.0,LAC,,,,,,,,,,George,P. George,,,,203592.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,
156,PT10M02.00S,2022-04-01T00:39:38.4Z,2,REGULAR,turnover,offensive foul,[],202331,,,1610612746,27,32,2022-04-01T00:39:38Z,1520000,,,0,,P. George offensive foul TURNOVER (2 TO),[202331],1610612746.0,LAC,,,,,,,,,,George,P. George,,,,203592.0,,,,,,,,,2.0,,,,,,
157,PT10M02.00S,2022-04-01T00:39:49.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,27,32,2022-04-01T00:40:11Z,1530000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
158,PT10M02.00S,2022-04-01T00:39:49.5Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,27,32,2022-04-01T00:40:11Z,1540000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
159,PT09M49.00S,2022-04-01T00:40:15.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,80.1084099868594,48.77450980392157,1610612741,27,32,2022-04-01T00:43:48Z,1550000,-6.0,134.0,1,right,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,13.46,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
160,PT09M49.00S,2022-04-01T00:40:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,27,32,2022-04-01T00:40:23Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,
161,PT09M49.00S,2022-04-01T00:40:22.1Z,2,REGULAR,foul,personal,[],203496,,,1610612741,27,32,2022-04-01T00:40:39Z,1570000,,,0,,R. Covington loose ball personal FOUL (1 PF),"[203496, 202684]",1610612746.0,LAC,loose ball,,,,,,,,,Covington,R. Covington,,,,202058.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,
163,PT09M48.00S,2022-04-01T00:40:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'defensivegoaltending']",1629632,94.43166885676742,47.30392156862745,1610612741,29,32,2022-04-01T00:44:36Z,1590000,-13.0,0.0,1,right,C. White cutting Layup (5 PTS) (A. Caruso 1 AST),"[1629632, 1627936]",1610612741.0,CHI,cutting,,,,,,1.35,Made,5.0,White,C. White,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,,,
165,PT09M48.00S,2022-04-01T00:40:47.8Z,2,REGULAR,violation,defensive goaltending,[],1628392,,,1610612741,29,32,2022-04-01T00:40:54Z,1610000,,,0,,I. Hartenstein defensive goaltending VIOLATION,[1628392],1610612746.0,LAC,,,,,,,,,,Hartenstein,I. Hartenstein,,,,202058.0,,,,,,,,,,,,,,,
166,PT09M36.00S,2022-04-01T00:40:59.4Z,2,REGULAR,turnover,bad pass,[],1629611,,,1610612746,29,32,2022-04-01T00:41:06Z,1620000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1629750]",1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,1.0,Green,1629750.0,,,,
167,PT09M36.00S,2022-04-01T00:40:59.4Z,2,REGULAR,steal,,[],1629750,,,1610612741,29,32,2022-04-01T00:41:01Z,1630000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
168,PT09M33.00S,2022-04-01T00:41:03.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,94.03745072273325,49.01960784313725,1610612741,31,32,2022-04-01T00:45:58Z,1640000,-5.0,4.0,1,right,C. White running Layup (7 PTS) (J. Green 1 AST),"[1629632, 1629750]",1610612741.0,CHI,running,,,,,,0.6,Made,7.0,White,C. White,J. Green,1629750.0,1.0,,,,,,,,,,,,,,,,
170,PT09M33.00S,2022-04-01T00:41:08.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,31,32,2022-04-01T00:41:08Z,1660000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M23.00S,2022-04-01T00:44:13.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,17.0335085413929,49.50980392156863,1610612746,31,34,2022-04-01T00:44:19Z,1670000,2.0,108.0,1,left,I. Hartenstein 10' Hook (2 PTS) (P. George 1 AST),"[1628392, 202331]",1610612746.0,LAC,,,,,,,10.76,Made,2.0,Hartenstein,I. Hartenstein,P. George,202331.0,1.0,,,,,,,,,,,,,,,,
173,PT08M57.00S,2022-04-01T00:44:38.3Z,2,REGULAR,3pt,Jump Shot,[],1629632,62.23718791064389,46.81372549019608,1610612741,31,34,2022-04-01T00:44:45Z,1690000,-16.0,302.0,1,right,MISS C. White 30' 3PT,[1629632],1610612741.0,CHI,,,,,,,30.29,Missed,,White,C. White,,,,,,,,,,,,,,,,,,,
174,PT08M55.00S,2022-04-01T00:44:41.6Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,31,34,2022-04-01T00:44:41Z,1700000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,,,,,,,Mann,T. Mann,,,,,,,,,173.0,2.0,2.0,0.0,,,,,,,
175,PT08M39.00S,2022-04-01T00:44:57.6Z,2,REGULAR,2pt,Jump Shot,[],202331,16.770696452036795,25.49019607843137,1610612746,31,36,2022-04-01T00:47:27Z,1710000,123.0,105.0,1,left,P. George 16' fadeaway Jump Shot (9 PTS),[202331],1610612746.0,LAC,fadeaway,,,,,,16.14,Made,9.0,George,P. George,,,,,,,,,,,,,,,,,,,
176,PT08M26.00S,2022-04-01T00:45:10.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.30026281208936,47.30392156862745,1610612741,31,36,2022-04-01T00:45:14Z,1720000,-13.0,1.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,,,,1.35,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
