actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-30T01:10:14.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-30T01:10:14Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-30T01:10:17.2Z,1,REGULAR,jumpball,recovered,[],1629629,,,1610612737,0,0,2021-12-30T01:10:17Z,40000,,,0,,Jump Ball C. Capela vs. N. Vucevic: Tip to C. Reddish,"[1629629, 203991, 202696]",1610612737.0,ATL,startperiod,C. Reddish,1629629.0,Reddish,C. Reddish,Capela,203991.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2021-12-30T01:10:40.2Z,1,REGULAR,2pt,Jump Shot,[],1630602,78.0059132720105,53.67647058823529,1610612737,0,2,2021-12-30T01:10:44Z,70000,18.0,154.0,1,right,C. Brown Jr. 15' pullup Jump Shot (2 PTS) (T. Young 1 AST),"[1630602, 1629027]",1610612737.0,ATL,pullup,,,Brown Jr.,C. Brown Jr.,,,,,15.53,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2021-12-30T01:10:59.1Z,1,REGULAR,2pt,Jump Shot,[],201942,8.09789750328515,73.77450980392157,1610612741,0,2,2021-12-30T01:11:03Z,90000,-119.0,24.0,1,left,MISS D. DeRozan 12' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,
10,PT11M12.00S,2021-12-30T01:11:02.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,2,2021-12-30T01:11:03Z,100000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2021-12-30T01:11:09.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,90.48948751642575,29.65686274509804,1610612737,0,2,2021-12-30T01:11:13Z,110000,-102.0,37.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2021-12-30T01:11:12.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,2,2021-12-30T01:11:13Z,120000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M54.00S,2021-12-30T01:11:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,46.81372549019608,1610612741,2,2,2021-12-30T01:11:25Z,130000,16.0,8.0,1,left,D. DeRozan driving Layup (2 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,1.76,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M37.00S,2021-12-30T01:11:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,93.77463863337714,47.549019607843135,1610612737,2,2,2021-12-30T01:11:41Z,140000,-12.0,6.0,1,right,MISS C. Reddish driving finger roll Layup,[1629629],1610612737.0,ATL,driving finger roll,,,Reddish,C. Reddish,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2021-12-30T01:11:39.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,2,2021-12-30T01:11:39Z,150000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,
16,PT10M34.00S,2021-12-30T01:11:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,2,4,2021-12-30T01:11:39Z,160000,0.0,0.0,1,right,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M15.00S,2021-12-30T01:11:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,4.944152431011826,97.05882352941177,1610612741,2,4,2021-12-30T01:12:02Z,170000,-235.0,-6.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
18,PT10M13.00S,2021-12-30T01:12:00.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,4,2021-12-30T01:12:02Z,180000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,17.0,3.0,2.0,1.0,,,,,,,,,,
19,PT10M07.00S,2021-12-30T01:12:07.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,72.88107752956637,68.38235294117648,1610612737,2,4,2021-12-30T01:12:12Z,190000,92.0,202.0,1,right,MISS T. Young 22' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,22.23,Missed,,,,,,,,,,,,,,,,,,
20,PT10M04.00S,2021-12-30T01:12:10.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,2,4,2021-12-30T01:12:12Z,200000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M01.00S,2021-12-30T01:12:14.4Z,1,REGULAR,foul,personal,['2freethrow'],1630219,,,1610612741,2,4,2021-12-30T01:12:27Z,210000,,,0,,S. Mays shooting personal FOUL (1 PF) (Green 2 FT),"[1630219, 1629750]",1610612737.0,ATL,shooting,,,Mays,S. Mays,,,,,,,,,,,,,,,2715.0,1.0,0.0,Green,1629750.0,,,,,
23,PT10M01.00S,2021-12-30T01:12:37.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629750,,,1610612741,3,4,2021-12-30T01:12:37Z,230000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2021-12-30T01:12:51.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629750,,,1610612741,4,4,2021-12-30T01:12:51Z,240000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2021-12-30T01:13:11.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,84.05059132720105,52.20588235294118,1610612737,4,4,2021-12-30T01:13:15Z,250000,11.0,97.0,1,right,MISS C. Capela 9' driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,9.8,Missed,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2021-12-30T01:13:13.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,4,2021-12-30T01:13:15Z,260000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M33.00S,2021-12-30T01:13:23.6Z,1,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612741,4,4,2021-12-30T01:13:33Z,270000,,,0,,T. Young shooting personal FOUL (1 PF) (Green 2 FT),"[1629027, 1629750]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,202035.0,1.0,0.0,Green,1629750.0,,,,,
29,PT09M33.00S,2021-12-30T01:13:48.1Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,5,4,2021-12-30T01:13:48Z,290000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2021-12-30T01:14:02.2Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,6,4,2021-12-30T01:14:02Z,300000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2021-12-30T01:14:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.69448094612353,53.431372549019606,1610612737,6,6,2021-12-30T01:14:20Z,310000,17.0,-3.0,1,right,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,1.74,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M09.00S,2021-12-30T01:14:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,31.225361366622867,61.76470588235294,1610612741,9,6,2021-12-30T01:14:30Z,320000,-59.0,241.0,1,left,C. White 24' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,24.81,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
