actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
100,PT03M32.00S,2021-11-07T00:25:58.1Z,1,REGULAR,violation,kicked ball,[],201942,,,1610612755,17,12,2021-11-07T00:27:26Z,925000,,,0,,D. DeRozan kicked ball VIOLATION,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M32.00S,2021-11-07T00:26:36.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612755,17,12,2021-11-07T00:26:36Z,980000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,out,[],201942,,,1610612755,17,12,2021-11-07T00:28:58Z,990000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612755,17,12,2021-11-07T00:28:58Z,1000000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,17,12,2021-11-07T00:28:58Z,1010000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,17,12,2021-11-07T00:28:58Z,1020000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612755,17,12,2021-11-07T00:28:58Z,1030000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,in,[],1627884,,,1610612755,17,12,2021-11-07T00:28:58Z,1040000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,17,12,2021-11-07T00:28:58Z,1050000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M32.00S,2021-11-07T00:28:12.6Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,17,12,2021-11-07T00:28:58Z,1060000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M17.00S,2021-11-07T00:29:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627788,88.12417871222075,96.81372549019608,1610612755,17,15,2021-11-07T00:29:36Z,1070000,234.0,59.0,1,right,F. Korkmaz 24' 3PT  (3 PTS) (G. Niang 1 AST),"[1627788, 1627777]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.14,Made,,,,,,,,,3.0,G. Niang,1627777.0,1.0,,,,,,,
111,PT02M56.00S,2021-11-07T00:29:52.1Z,1,REGULAR,3pt,Jump Shot,[],203897,28.465834428383708,77.20588235294117,1610612741,17,15,2021-11-07T00:29:57Z,1090000,-136.0,215.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M54.00S,2021-11-07T00:29:54.1Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,17,15,2021-11-07T00:29:57Z,1100000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT02M41.00S,2021-11-07T00:30:07.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,71.04139290407359,23.284313725490197,1610612755,17,15,2021-11-07T00:30:35Z,1110000,-134.0,220.0,1,right,MISS G. Niang 25' 3PT - blocked,"[1627777, 1627884]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.71,Missed,,,,,,,,,,,,,,,,,Jones Jr.,1627884.0,
114,PT02M41.00S,2021-11-07T00:30:07.2Z,1,REGULAR,block,,[],1627884,,,1610612755,17,15,2021-11-07T00:30:10Z,1120000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2021-11-07T00:30:07.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,17,15,2021-11-07T00:30:35Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2021-11-07T00:30:23.6Z,1,REGULAR,foul,personal,[],1630245,,,1610612755,17,15,2021-11-07T00:31:54Z,1140000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 203954]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,203592.0,,,,,1.0,0.0,Embiid,203954.0,,,
118,PT02M41.00S,2021-11-07T00:30:32.0Z,1,REGULAR,substitution,out,[],203552,,,1610612755,17,15,2021-11-07T00:30:38Z,1160000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2021-11-07T00:30:32.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,17,15,2021-11-07T00:30:38Z,1170000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M30.00S,2021-11-07T00:30:40.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,76.03482260183968,10.53921568627451,1610612755,17,15,2021-11-07T00:30:45Z,1180000,-197.0,173.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M27.00S,2021-11-07T00:30:43.6Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,17,15,2021-11-07T00:30:45Z,1190000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT02M26.00S,2021-11-07T00:30:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.863994743758213,51.225490196078425,1610612741,17,15,2021-11-07T00:30:53Z,1200000,-6.0,3.0,1,left,MISS A. Dosunmu Layup - blocked,"[1630245, 203954]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,0.66,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0,
123,PT02M26.00S,2021-11-07T00:30:44.7Z,1,REGULAR,block,,[],203954,,,1610612741,17,15,2021-11-07T00:30:48Z,1210000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2021-11-07T00:30:51.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,17,15,2021-11-07T00:30:53Z,1220000,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,122.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
125,PT02M19.00S,2021-11-07T00:30:52.0Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",202696,5.590000152587891,50.0,1610612741,17,15,2021-11-07T00:32:21Z,1230000,0.0,0.0,1,left,MISS N. Vucevic floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M18.00S,2021-11-07T00:30:53.0Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,17,15,2021-11-07T00:32:21Z,1240000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT02M14.00S,2021-11-07T00:30:56.8Z,1,REGULAR,3pt,Jump Shot,[],1627788,70.90998685939553,81.37254901960785,1610612755,17,18,2021-11-07T00:31:15Z,1250000,157.0,221.0,1,right,F. Korkmaz 27' 3PT  (6 PTS) (J. Embiid 1 AST),"[1627788, 203954]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,27.1,Made,,,,,,,,,6.0,J. Embiid,203954.0,1.0,,,,,,,
129,PT02M01.00S,2021-11-07T00:31:09.8Z,1,REGULAR,3pt,Jump Shot,[],202696,30.831143232588698,30.392156862745097,1610612741,17,18,2021-11-07T00:31:21Z,1270000,98.0,237.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2021-11-07T00:31:09.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,17,18,2021-11-07T00:31:21Z,1280000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
131,PT01M51.00S,2021-11-07T00:31:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,5.601182654402102,49.01960784313725,1610612741,19,18,2021-11-07T00:31:26Z,1290000,5.0,0.0,1,left,Z. LaVine driving finger roll Layup (8 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,0.49,Made,,,,,,,,,8.0,N. Vucevic,202696.0,1.0,,,,,,,
133,PT01M37.00S,2021-11-07T00:31:33.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,67.36202365308804,41.911764705882355,1610612755,19,18,2021-11-07T00:31:38Z,1310000,-40.0,254.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M35.00S,2021-11-07T00:31:35.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,18,2021-11-07T00:31:38Z,1320000,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,133.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
135,PT01M20.00S,2021-11-07T00:31:50.5Z,1,REGULAR,2pt,Jump Shot,[],203897,21.632720105124836,77.45098039215686,1610612741,19,18,2021-11-07T00:37:09Z,1330000,-137.0,151.0,1,left,MISS Z. LaVine 20' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,20.39,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M18.00S,2021-11-07T00:31:52.5Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,19,18,2021-11-07T00:37:09Z,1340000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
137,PT01M06.00S,2021-11-07T00:32:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629003,72.22404730617609,14.705882352941178,1610612755,19,18,2021-11-07T00:32:25Z,1350000,-176.0,209.0,1,right,MISS S. Milton 27' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2021-11-07T00:32:06.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,19,18,2021-11-07T00:32:25Z,1360000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2021-11-07T00:32:13.5Z,1,REGULAR,foul,personal,[],1627777,,,1610612741,19,18,2021-11-07T00:32:20Z,1370000,,,0,,G. Niang loose ball personal FOUL (1 PF),"[1627777, 202696]",1610612755.0,PHI,loose ball,,,Niang,G. Niang,,,,,,,,,,,,,,202035.0,,,,,1.0,0.0,Vucevic,202696.0,,,
141,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,out,[],203897,,,1610612741,19,18,2021-11-07T00:32:34Z,1390000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,out,[],202696,,,1610612741,19,18,2021-11-07T00:32:34Z,1400000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,out,[],203954,,,1610612741,19,18,2021-11-07T00:32:34Z,1410000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,19,18,2021-11-07T00:32:34Z,1420000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,in,[],201942,,,1610612741,19,18,2021-11-07T00:32:34Z,1430000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M05.00S,2021-11-07T00:32:22.2Z,1,REGULAR,substitution,in,[],203083,,,1610612741,19,18,2021-11-07T00:32:34Z,1440000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M48.20S,2021-11-07T00:32:47.2Z,1,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,19,18,2021-11-07T00:32:56Z,1450000,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (1 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,,,,,,,1.0,,,1662.0,,,,,,,,,,,
148,PT00M48.20S,2021-11-07T00:32:52.0Z,1,REGULAR,substitution,out,[],1629003,,,1610612755,19,18,2021-11-07T00:32:56Z,1460000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M48.20S,2021-11-07T00:32:52.0Z,1,REGULAR,substitution,in,[],1630194,,,1610612755,19,18,2021-11-07T00:32:56Z,1470000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M31.90S,2021-11-07T00:33:22.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612755,19,18,2021-11-07T00:33:46Z,1480000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Drummond 2 FT),"[201942, 203083]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,1662.0,,,,,1.0,0.0,Drummond,203083.0,,,
152,PT00M31.90S,2021-11-07T00:33:59.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203083,,,1610612755,19,18,2021-11-07T00:33:59Z,1500000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M31.90S,2021-11-07T00:33:59.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,19,18,2021-11-07T00:33:59Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M31.90S,2021-11-07T00:34:15.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203083,,,1610612755,19,19,2021-11-07T00:34:15Z,1520000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
155,PT00M24.90S,2021-11-07T00:34:28.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612741,19,19,2021-11-07T00:34:40Z,1530000,,,0,,A. Drummond shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203083, 201942]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,203592.0,,,,,1.0,0.0,DeRozan,201942.0,,,
157,PT00M24.90S,2021-11-07T00:34:51.6Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,20,19,2021-11-07T00:34:51Z,1550000,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
158,PT00M24.90S,2021-11-07T00:34:56.4Z,1,REGULAR,substitution,out,[],1630194,,,1610612741,20,19,2021-11-07T00:35:06Z,1560000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M24.90S,2021-11-07T00:34:56.4Z,1,REGULAR,substitution,in,[],203552,,,1610612741,20,19,2021-11-07T00:35:06Z,1570000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M24.90S,2021-11-07T00:35:19.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,21,19,2021-11-07T00:35:19Z,1580000,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,4.0,,,,,,,,,,
161,PT00M05.90S,2021-11-07T00:35:38.8Z,1,REGULAR,3pt,Jump Shot,[],1627788,69.85873850197109,74.75490196078431,1610612755,21,22,2021-11-07T00:35:44Z,1590000,124.0,231.0,1,right,F. Korkmaz 26' 3PT  (9 PTS) (T. Maxey 2 AST),"[1627788, 1630178]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.19,Made,,,,,,,,,9.0,T. Maxey,1630178.0,2.0,,,,,,,
163,PT00M00.50S,2021-11-07T00:35:48.4Z,1,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,21,22,2021-11-07T00:35:58Z,1610000,,,0,,A. Dosunmu step out-of-bounds TURNOVER (1 TO),[1630245],1610612741.0,CHI,step,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1.0,,,1662.0,,,,,,,,,,,
164,PT00M00.00S,2021-11-07T00:36:01.1Z,1,REGULAR,period,end,[],0,,,1610612755,21,22,2021-11-07T00:36:01Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-07T00:38:06.9Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612755,21,22,2021-11-07T00:38:28Z,1630000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-07T00:38:06.9Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612755,21,22,2021-11-07T00:38:28Z,1640000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-07T00:38:06.9Z,2,REGULAR,substitution,in,['startperiod'],1628366,,,1610612755,21,22,2021-11-07T00:38:28Z,1650000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-07T00:38:06.9Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,21,22,2021-11-07T00:38:28Z,1660000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-07T00:38:41.0Z,2,REGULAR,period,start,[],0,,,1610612741,21,22,2021-11-07T00:38:41Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M45.00S,2021-11-07T00:38:55.0Z,2,REGULAR,2pt,Jump Shot,[],201942,11.645860709592641,75.98039215686273,1610612741,21,22,2021-11-07T00:39:00Z,1680000,-130.0,57.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,,
171,PT11M43.00S,2021-11-07T00:38:57.2Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612741,21,22,2021-11-07T00:38:57Z,1690000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,170.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
172,PT11M34.00S,2021-11-07T00:39:05.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628366,17.69053876478318,82.59803921568627,1610612741,23,22,2021-11-07T00:39:12Z,1700000,-163.0,114.0,1,left,L. Ball 19' pullup Jump Shot (5 PTS),[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,19.88,Made,,,,,,,,,5.0,,,,,,,,,,
174,PT11M17.00S,2021-11-07T00:39:22.9Z,2,REGULAR,2pt,Jump Shot,[],1627777,90.88370565045992,75.0,1610612755,23,22,2021-11-07T00:39:33Z,1720000,125.0,33.0,1,right,MISS G. Niang 12' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,12.93,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M12.00S,2021-11-07T00:39:27.9Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,23,22,2021-11-07T00:39:33Z,1730000,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,174.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
176,PT11M12.00S,2021-11-07T00:39:28.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630194,94.40999984741211,50.0,1610612755,23,24,2021-11-07T00:43:10Z,1740000,0.0,0.0,1,right,P. Reed tip DUNK (4 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,0.0,Made,,,,,,,,,4.0,,,,,,,,,,
177,PT11M03.00S,2021-11-07T00:39:37.5Z,2,REGULAR,3pt,Jump Shot,[],1628366,30.436925098554536,70.34313725490196,1610612741,26,24,2021-11-07T00:43:31Z,1750000,-102.0,234.0,1,left,L. Ball 25' 3PT step back (8 PTS),[1628366],1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,25.48,Made,,,,,,,,,8.0,,,,,,,,,,
178,PT10M50.00S,2021-11-07T00:39:49.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,93.64323258869908,49.50980392156863,1610612755,26,26,2021-11-07T00:39:54Z,1760000,-2.0,7.0,1,right,A. Drummond alley-oop DUNK (3 PTS) (T. Maxey 3 AST),"[203083, 1630178]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,0.77,Made,,,,,,,,,3.0,T. Maxey,1630178.0,3.0,,,,,,,
180,PT10M42.00S,2021-11-07T00:39:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.389618922470433,48.529411764705884,1610612741,28,26,2021-11-07T00:40:04Z,1780000,7.0,8.0,1,left,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,1.06,Made,,,,,,,,,2.0,,,,,,,,,,
181,PT10M21.00S,2021-11-07T00:40:20.7Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612755,28,26,2021-11-07T00:40:30Z,1790000,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Niang 2 FT),"[1630245, 1627777]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,203592.0,,,,,2.0,0.0,Niang,1627777.0,,,
183,PT10M21.00S,2021-11-07T00:40:52.2Z,2,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,28,27,2021-11-07T00:40:52Z,1810000,,,0,,G. Niang Free Throw 1 of 2 (1 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
184,PT10M21.00S,2021-11-07T00:41:07.7Z,2,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,28,28,2021-11-07T00:41:07Z,1820000,,,0,,G. Niang Free Throw 2 of 2 (2 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
185,PT10M04.00S,2021-11-07T00:41:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,49.50980392156863,1610612741,28,28,2021-11-07T00:41:32Z,1830000,2.0,8.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M59.00S,2021-11-07T00:41:31.0Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612741,28,28,2021-11-07T00:41:31Z,1840000,,,0,,T. Bradley REBOUND (Off:2 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,185.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
187,PT09M59.00S,2021-11-07T00:41:31.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628396,5.590000152587891,50.0,1610612741,30,28,2021-11-07T00:45:58Z,1850000,0.0,0.0,1,left,T. Bradley tip Layup (2 PTS),[1628396],1610612741.0,CHI,tip,,,Bradley,T. Bradley,,,,,0.0,Made,,,,,,,,,2.0,,,,,,,,,,
