actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-06T00:15:41.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-06T00:15:41Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-06T00:15:43.4Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-04-06T00:15:43Z,40000,,,0,,Jump Ball B. Lopez vs. N. Vucevic: Tip to G. Antetokounmpo,"[203507, 201572, 202696]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-04-06T00:15:54.8Z,1,REGULAR,2pt,Jump Shot,[],203114,26.231931668856767,54.166666666666664,1610612749,0,2,2022-04-06T00:15:59Z,70000,-21.0,194.0,1,left,K. Middleton 19' step back Jump Shot (2 PTS) (J. Holiday 1 AST),"[203114, 201950]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,19.52,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2022-04-06T00:16:16.2Z,1,REGULAR,3pt,Jump Shot,[],202696,68.80749014454665,31.372549019607842,1610612741,0,2,2022-04-06T00:16:21Z,90000,-93.0,241.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2022-04-06T00:16:19.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2022-04-06T00:16:21Z,100000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M14.00S,2022-04-06T00:16:26.5Z,1,REGULAR,3pt,Jump Shot,[],203114,32.933639947437584,50.49019607843137,1610612749,0,2,2022-04-06T00:16:31Z,110000,-2.0,257.0,1,left,MISS K. Middleton 25' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2022-04-06T00:16:29.5Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,0,2,2022-04-06T00:16:31Z,120000,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M03.00S,2022-04-06T00:16:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.97043363994744,56.372549019607845,1610612741,0,2,2022-04-06T00:16:44Z,130000,32.0,89.0,1,right,MISS D. DeRozan 9' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-04-06T00:16:45.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,2,2022-04-06T00:16:44Z,140000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M50.00S,2022-04-06T00:16:54.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,0,2,2022-04-06T00:16:54Z,150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2022-04-06T00:17:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.338370565045992,52.450980392156865,1610612749,0,4,2022-04-06T00:17:25Z,160000,-12.0,-2.0,1,left,J. Holiday Layup (2 PTS) (K. Middleton 1 AST),"[201950, 203114]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,1.25,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
18,PT10M14.00S,2022-04-06T00:17:42.0Z,1,REGULAR,3pt,Jump Shot,[],202696,95.0886990801577,4.6568627450980395,1610612741,0,4,2022-04-06T00:17:46Z,180000,-227.0,-6.0,1,right,MISS N. Vucevic 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M11.00S,2022-04-06T00:17:45.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,4,2022-04-06T00:17:46Z,190000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M03.00S,2022-04-06T00:17:53.1Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,0,4,2022-04-06T00:17:56Z,200000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 202696]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,,,,,,,
21,PT10M03.00S,2022-04-06T00:17:53.1Z,1,REGULAR,steal,,[],202696,,,1610612741,0,4,2022-04-06T00:17:55Z,210000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2022-04-06T00:17:56.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,94.82588699080158,50.98039215686274,1610612741,2,4,2022-04-06T00:18:18Z,220000,5.0,-4.0,1,right,A. Dosunmu running DUNK (2 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,0.63,Made,2.0,,,,,,,,,,,,,,,,,,
24,PT09M35.00S,2022-04-06T00:18:20.9Z,1,REGULAR,3pt,Jump Shot,[],201572,10.463206307490145,3.9215686274509802,1610612749,2,4,2022-04-06T00:19:58Z,240000,230.0,46.0,1,left,MISS B. Lopez step back 3PT,[201572],1610612749.0,MIL,step back,,,Lopez,B. Lopez,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M32.00S,2022-04-06T00:18:23.9Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,2,4,2022-04-06T00:18:27Z,250000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M21.00S,2022-04-06T00:18:35.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,69.33311432325887,70.58823529411765,1610612741,2,4,2022-04-06T00:19:53Z,260000,103.0,236.0,1,right,MISS A. Caruso 25' step back 3PT,[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M18.00S,2022-04-06T00:18:37.4Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,2,4,2022-04-06T00:18:37Z,270000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
