actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
279,PT00M47.60S,2022-01-30T21:27:58.3Z,2,REGULAR,steal,,[],201942,,,1610612741,68,59,2022-01-30T21:28:00Z,2780000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
280,PT00M44.90S,2022-01-30T21:28:02.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,5.601182654402102,50.245098039215684,1610612741,70,59,2022-01-30T21:28:36Z,2790000,-1.0,0.0,1,left,Z. LaVine running DUNK (13 PTS) (D. DeRozan 8 AST),"[203897, 201942]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,0.12,Made,13.0,,,,D. DeRozan,201942.0,8.0,,,,,,,,,,,
282,PT00M34.20S,2022-01-30T21:28:23.1Z,2,REGULAR,3pt,Jump Shot,[],203468,68.01905387647832,23.03921568627451,1610612757,70,62,2022-01-30T21:29:08Z,2810000,-135.0,248.0,1,right,C. McCollum 28' 3PT step back (16 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,28.24,Made,16.0,,,,,,,,,,,,,,,,,
283,PT00M16.40S,2022-01-30T21:28:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.783837056504599,56.127450980392155,1610612741,72,62,2022-01-30T21:28:55Z,2820000,-31.0,11.0,1,left,D. DeRozan driving Layup (12 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,3.26,Made,12.0,,,,,,,,,,,,,,,,,
284,PT00M16.40S,2022-01-30T21:28:51.9Z,2,REGULAR,foul,personal,['1freethrow'],203468,,,1610612741,72,62,2022-01-30T21:29:08Z,2830000,,,0,,C. McCollum shooting personal FOUL (1 PF) (DeRozan 1 FT),"[203468, 201942]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,DeRozan,201942.0,,
286,PT00M16.40S,2022-01-30T21:29:18.9Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,73,62,2022-01-30T21:29:18Z,2850000,,,0,,D. DeRozan Free Throw 1 of 1 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
287,PT00M05.50S,2022-01-30T21:29:34.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,72.09264126149803,25.245098039215684,1610612757,73,65,2022-01-30T21:31:03Z,2860000,-124.0,210.0,1,right,A. Simons 24' 3PT pullup (14 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.36,Made,14.0,,,,,,,,,,,,,,,,,
288,PT00M01.10S,2022-01-30T21:29:41.8Z,2,REGULAR,3pt,Jump Shot,[],1629632,35.8245729303548,17.401960784313726,1610612741,73,65,2022-01-30T21:31:31Z,2870000,163.0,284.0,1,left,MISS C. White 32' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,32.77,Missed,,,,,,,,,,,,,,,,,,
289,PT00M01.10S,2022-01-30T21:29:41.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,73,65,2022-01-30T21:29:49Z,2880000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,288.0,3.0,3.0,0.0,,,,,,,
290,PT00M00.00S,2022-01-30T21:29:50.1Z,2,REGULAR,period,end,[],0,,,1610612757,73,65,2022-01-30T21:29:50Z,2890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2022-01-30T21:44:02.5Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612757,73,65,2022-01-30T21:44:48Z,2900000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2022-01-30T21:44:02.5Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612757,73,65,2022-01-30T21:44:48Z,2910000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-01-30T21:45:02.1Z,3,REGULAR,period,start,[],0,,,1610612741,73,65,2022-01-30T21:45:02Z,2920000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT11M36.00S,2022-01-30T21:45:24.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,94.03745072273325,50.98039215686274,1610612741,75,65,2022-01-30T21:45:32Z,2930000,5.0,4.0,1,right,J. Green cutting DUNK (11 PTS) (A. Dosunmu 6 AST),"[1629750, 1630245]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,0.6,Made,11.0,,,,A. Dosunmu,1630245.0,6.0,,,,,,,,,,,
296,PT11M11.00S,2022-01-30T21:45:50.0Z,3,REGULAR,3pt,Jump Shot,[],1629014,30.042706964520367,64.95098039215686,1610612757,75,65,2022-01-30T21:45:56Z,2950000,-75.0,230.0,1,left,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,
297,PT11M07.00S,2022-01-30T21:45:54.0Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,75,65,2022-01-30T21:45:56Z,2960000,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,296.0,4.0,4.0,0.0,,,,,,,
298,PT10M58.00S,2022-01-30T21:46:03.7Z,3,REGULAR,2pt,Jump Shot,[],201942,94.43166885676742,19.607843137254903,1610612741,75,65,2022-01-30T21:46:34Z,2970000,-152.0,0.0,1,right,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,15.2,Missed,,,,,,,,,,,,,,,,,,
299,PT10M58.00S,2022-01-30T21:46:03.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,75,65,2022-01-30T21:46:14Z,2980000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,
300,PT10M58.00S,2022-01-30T21:46:10.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,75,65,2022-01-30T21:46:10Z,2990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT10M47.00S,2022-01-30T21:46:24.2Z,3,REGULAR,foul,personal,[],1630245,,,1610612757,75,65,2022-01-30T21:46:32Z,3000000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 203496]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Covington,203496.0,,
303,PT10M33.00S,2022-01-30T21:46:49.1Z,3,REGULAR,3pt,Jump Shot,[],203496,6.389618922470433,3.6764705882352944,1610612757,75,68,2022-01-30T21:46:55Z,3020000,232.0,8.0,1,left,R. Covington 3PT  (6 PTS) (A. Simons 5 AST),"[203496, 1629014]",1610612757.0,POR,,,,Covington,R. Covington,,,,,23.17,Made,6.0,,,,A. Simons,1629014.0,5.0,,,,,,,,,,,
305,PT10M20.00S,2022-01-30T21:47:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,81.42247043363994,62.254901960784316,1610612741,77,68,2022-01-30T21:47:06Z,3040000,61.0,122.0,1,right,N. Vucevic 13' Jump Shot (16 PTS) (A. Dosunmu 7 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,13.66,Made,16.0,,,,A. Dosunmu,1630245.0,7.0,,,,,,,,,,,
307,PT10M09.00S,2022-01-30T21:47:20.5Z,3,REGULAR,foul,personal,[],1629750,,,1610612757,77,68,2022-01-30T21:48:32Z,3060000,,,0,,J. Green personal FOUL (2 PF),"[1629750, 203496]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Covington,203496.0,,
309,PT10M03.00S,2022-01-30T21:47:41.7Z,3,REGULAR,3pt,Jump Shot,[],203468,17.559132720105126,96.07843137254902,1610612757,77,68,2022-01-30T21:47:50Z,3080000,-230.0,113.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
310,PT10M02.00S,2022-01-30T21:47:42.7Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612757,77,68,2022-01-30T21:52:55Z,3090000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,309.0,2.0,1.0,1.0,,,,,,,
331,PT10M02.00S,2022-01-30T21:47:46.8Z,3,REGULAR,turnover,bad pass,[],1626181,,,1610612757,77,68,2022-01-30T21:52:27Z,3095000,,,0,,N. Powell bad pass TURNOVER (3 TO),"[1626181, 1630245]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,3.0,Dosunmu,1630245.0,,,,,,,,,,,,,,
332,PT10M02.00S,2022-01-30T21:47:46.8Z,3,REGULAR,steal,,[],1630245,,,1610612741,77,68,2022-01-30T21:52:12Z,3097500,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
311,PT09M55.00S,2022-01-30T21:47:52.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,93.11760840998686,52.20588235294118,1610612741,77,68,2022-01-30T21:52:12Z,3100000,11.0,12.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,
312,PT09M55.00S,2022-01-30T21:47:52.0Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612741,77,68,2022-01-30T21:48:02Z,3110000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,311.0,1.0,0.0,1.0,,,,,,,
313,PT09M55.00S,2022-01-30T21:47:58.4Z,3,REGULAR,foul,personal,['2freethrow'],203496,,,1610612741,77,68,2022-01-30T21:48:05Z,3120000,,,0,,R. Covington shooting personal FOUL (2 PF) (Green 2 FT),"[203496, 1629750]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Green,1629750.0,,
315,PT09M55.00S,2022-01-30T21:48:25.6Z,3,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",1629750,,,1610612741,78,68,2022-01-30T21:52:12Z,3140000,,,0,,J. Green Free Throw 1 of 2 (12 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
316,PT09M55.00S,2022-01-30T21:48:56.5Z,3,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",1629750,,,1610612741,79,68,2022-01-30T21:52:12Z,3150000,,,0,,J. Green Free Throw 2 of 2 (13 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
317,PT09M38.00S,2022-01-30T21:49:15.0Z,3,REGULAR,turnover,lost ball,[],203994,,,1610612757,79,68,2022-01-30T21:49:24Z,3160000,,,0,,J. Nurkic lost ball TURNOVER (3 TO),"[203994, 203897]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,3.0,LaVine,203897.0,,,,,,,,,,,,,,
318,PT09M38.00S,2022-01-30T21:49:15.0Z,3,REGULAR,steal,,[],203897,,,1610612741,79,68,2022-01-30T21:53:29Z,3170000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
319,PT09M34.00S,2022-01-30T21:49:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,92.85479632063075,47.549019607843135,1610612741,81,68,2022-01-30T21:49:28Z,3180000,-12.0,15.0,1,right,Z. LaVine driving Layup (15 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.92,Made,15.0,,,,,,,,,,,,,,,,,
320,PT09M34.00S,2022-01-30T21:49:24.2Z,3,REGULAR,foul,personal,['1freethrow'],203496,,,1610612741,81,68,2022-01-30T21:49:54Z,3190000,,,0,,R. Covington shooting personal FOUL (3 PF) (LaVine 1 FT),"[203496, 203897]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,LaVine,203897.0,,
322,PT09M34.00S,2022-01-30T21:49:54.7Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203897,,,1610612741,81,68,2022-01-30T21:50:24Z,3210000,,,0,,MISS Z. LaVine Free Throw 1 of 1,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT09M31.00S,2022-01-30T21:49:57.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,81,68,2022-01-30T21:50:24Z,3220000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,322.0,4.0,4.0,0.0,,,,,,,
324,PT09M14.00S,2022-01-30T21:50:14.2Z,3,REGULAR,foul,personal,[],203897,,,1610612757,81,68,2022-01-30T21:50:29Z,3230000,,,0,,Z. LaVine personal FOUL (1 PF),"[203897, 1626181]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Powell,1626181.0,,
326,PT09M05.00S,2022-01-30T21:50:45.2Z,3,REGULAR,2pt,Jump Shot,[],1629014,9.674770039421814,66.91176470588235,1610612757,81,68,2022-01-30T21:54:15Z,3250000,-85.0,38.0,1,left,MISS A. Simons 9' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,9.29,Missed,,,,,,,,,,,,,,,,,,
327,PT09M03.00S,2022-01-30T21:50:47.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,81,68,2022-01-30T21:51:06Z,3260000,,,0,,N. Vucevic REBOUND (Off:0 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,326.0,8.0,8.0,0.0,,,,,,,
329,PT08M52.00S,2022-01-30T21:50:59.0Z,3,REGULAR,2pt,Jump Shot,[],203897,73.27529566360053,51.225490196078425,1610612741,83,68,2022-01-30T21:51:10Z,3280000,6.0,199.0,1,right,Z. LaVine 19' pullup Jump Shot (17 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,19.88,Made,17.0,,,,,,,,,,,,,,,,,
330,PT08M50.00S,2022-01-30T21:51:07.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,83,68,2022-01-30T21:51:07Z,3290000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT08M37.00S,2022-01-30T21:54:15.3Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612757,83,68,2022-01-30T21:54:26Z,3300000,,,0,,J. Green shooting personal FOUL (3 PF) (Nurkic 2 FT),"[1629750, 203994]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Nurkic,203994.0,,
335,PT08M37.00S,2022-01-30T21:54:40.0Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,83,68,2022-01-30T21:54:40Z,3320000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT08M37.00S,2022-01-30T21:54:40.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,83,68,2022-01-30T21:54:40Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,
337,PT08M37.00S,2022-01-30T21:54:53.9Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,83,69,2022-01-30T21:54:53Z,3340000,,,0,,J. Nurkic Free Throw 2 of 2 (10 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
338,PT08M24.00S,2022-01-30T21:55:07.6Z,3,REGULAR,3pt,Jump Shot,[],1629750,94.56307490144546,96.56862745098039,1610612741,86,69,2022-01-30T21:55:14Z,3350000,233.0,-1.0,1,right,J. Green 3PT  (16 PTS) (A. Dosunmu 8 AST),"[1629750, 1630245]",1610612741.0,CHI,,,,Green,J. Green,,,,,23.28,Made,16.0,,,,A. Dosunmu,1630245.0,8.0,,,,,,,,,,,
340,PT08M07.00S,2022-01-30T21:55:24.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,27.414586070959263,79.65686274509804,1610612757,86,69,2022-01-30T21:55:31Z,3370000,-148.0,205.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,
341,PT08M04.00S,2022-01-30T21:55:27.7Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,86,69,2022-01-30T21:55:31Z,3380000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,340.0,2.0,1.0,1.0,,,,,,,
342,PT07M57.00S,2022-01-30T21:55:35.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.68528252299606,51.470588235294116,1610612741,86,69,2022-01-30T21:55:42Z,3390000,7.0,120.0,1,right,MISS D. DeRozan 11' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,11.99,Missed,,,,,,,,,,,,,,,,,,
343,PT07M53.00S,2022-01-30T21:55:39.2Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,86,69,2022-01-30T21:55:42Z,3400000,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,342.0,3.0,2.0,1.0,,,,,,,
344,PT07M49.00S,2022-01-30T21:55:45.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,86,69,2022-01-30T21:55:45Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M49.00S,2022-01-30T21:55:55.0Z,3,REGULAR,substitution,out,[],1629750,,,1610612757,86,69,2022-01-30T21:55:57Z,3420000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
346,PT07M49.00S,2022-01-30T21:55:55.0Z,3,REGULAR,substitution,in,[],1628972,,,1610612757,86,69,2022-01-30T21:55:57Z,3430000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
347,PT07M46.00S,2022-01-30T21:56:07.8Z,3,REGULAR,3pt,Jump Shot,[],203468,26.10052562417871,18.38235294117647,1610612757,86,69,2022-01-30T21:56:13Z,3440000,158.0,193.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
348,PT07M43.00S,2022-01-30T21:56:10.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,86,69,2022-01-30T21:56:13Z,3450000,,,0,,N. Vucevic REBOUND (Off:0 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,347.0,9.0,9.0,0.0,,,,,,,
349,PT07M38.00S,2022-01-30T21:56:16.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,66.44218134034165,42.64705882352941,1610612741,86,69,2022-01-30T21:56:54Z,3460000,-37.0,263.0,1,right,MISS Z. LaVine 26' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
350,PT07M35.00S,2022-01-30T21:56:19.5Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,86,69,2022-01-30T21:56:19Z,3470000,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,349.0,10.0,9.0,1.0,,,,,,,
351,PT07M33.00S,2022-01-30T21:56:21.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,89.30683311432325,50.73529411764706,1610612741,86,69,2022-01-30T21:56:34Z,3480000,4.0,48.0,1,right,MISS N. Vucevic Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,
352,PT07M32.00S,2022-01-30T21:56:22.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,86,69,2022-01-30T21:56:34Z,3490000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,351.0,2.0,2.0,0.0,,,,,,,
353,PT07M26.00S,2022-01-30T21:56:30.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612757,86,69,2022-01-30T21:56:40Z,3500000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Nurkic 2 FT),"[202696, 203994]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Nurkic,203994.0,,
355,PT07M26.00S,2022-01-30T21:56:52.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203994,,,1610612757,86,70,2022-01-30T21:57:07Z,3520000,,,0,,J. Nurkic Free Throw 1 of 2 (11 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
356,PT07M26.00S,2022-01-30T21:56:52.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203994,,,1610612757,86,70,2022-01-30T21:57:07Z,3530000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT07M24.00S,2022-01-30T21:56:54.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,86,70,2022-01-30T21:57:07Z,3540000,,,0,,N. Vucevic REBOUND (Off:1 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,356.0,11.0,10.0,1.0,,,,,,,
358,PT07M08.00S,2022-01-30T21:57:20.4Z,3,REGULAR,turnover,bad pass,[],1628972,,,1610612741,86,70,2022-01-30T21:57:25Z,3550000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 203496]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,1.0,Covington,203496.0,,,,,,,,,,,,,,
359,PT07M08.00S,2022-01-30T21:57:20.4Z,3,REGULAR,steal,,[],203496,,,1610612757,86,70,2022-01-30T21:57:22Z,3560000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M05.00S,2022-01-30T21:57:23.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203496,27.94021024967148,23.774509803921568,1610612757,86,73,2022-01-30T21:57:48Z,3570000,131.0,210.0,1,left,R. Covington 24' 3PT running pullup (9 PTS),[203496],1610612757.0,POR,running pullup,,,Covington,R. Covington,,,,,24.76,Made,9.0,,,,,,,,,,,,,,,,,
361,PT06M49.00S,2022-01-30T21:57:39.4Z,3,REGULAR,3pt,Jump Shot,[],203897,84.31340341655716,4.6568627450980395,1610612741,89,73,2022-01-30T21:57:50Z,3580000,-227.0,95.0,1,right,Z. LaVine 24' 3PT  (20 PTS) (N. Vucevic 3 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,24.58,Made,20.0,,,,N. Vucevic,202696.0,3.0,,,,,,,,,,,
363,PT06M36.00S,2022-01-30T21:57:56.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612757,89,73,2022-01-30T21:58:15Z,3600000,,,0,,T. Brown Jr. shooting personal FOUL (3 PF) (Powell 2 FT),"[1628972, 1626181]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Powell,1626181.0,,
365,PT06M36.00S,2022-01-30T21:58:20.9Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,89,74,2022-01-30T21:58:20Z,3620000,,,0,,N. Powell Free Throw 1 of 2 (18 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
366,PT06M36.00S,2022-01-30T21:58:21.5Z,3,REGULAR,substitution,out,[],203468,,,1610612757,89,74,2022-01-30T21:58:26Z,3630000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M36.00S,2022-01-30T21:58:21.5Z,3,REGULAR,substitution,in,[],203463,,,1610612757,89,74,2022-01-30T21:58:26Z,3640000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M36.00S,2022-01-30T21:58:41.1Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,89,75,2022-01-30T21:58:41Z,3650000,,,0,,N. Powell Free Throw 2 of 2 (19 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
369,PT06M15.00S,2022-01-30T21:59:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.24901445466492,47.549019607843135,1610612741,89,75,2022-01-30T21:59:27Z,3660000,-12.0,11.0,1,right,MISS N. Vucevic Layup,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,
370,PT06M13.00S,2022-01-30T21:59:05.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,89,75,2022-01-30T21:59:09Z,3670000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,369.0,3.0,3.0,0.0,,,,,,,
