actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
178,PT11M35.00S,2021-12-07T01:37:52.3Z,2,REGULAR,foul,personal,['1freethrow'],1628432,,,1610612741,20,27,2021-12-07T01:38:13Z,1780000,,,0,,D. Reed shooting personal FOUL (1 PF) (Brown Jr. 1 FT),"[1628432, 1628972]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Brown Jr.,1628972.0,
180,PT11M35.00S,2021-12-07T01:38:14.2Z,2,REGULAR,freethrow,1 of 1,[],1628972,,,1610612741,21,27,2021-12-07T01:38:14Z,1800000,,,0,,T. Brown Jr. Free Throw 1 of 1 (5 PTS),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
181,PT11M18.00S,2021-12-07T01:38:34.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,21,27,2021-12-07T01:38:34Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M11.00S,2021-12-07T01:38:54.2Z,2,REGULAR,3pt,Jump Shot,[],203115,74.19513797634691,83.08823529411765,1610612743,21,27,2021-12-07T01:39:14Z,1820000,165.0,190.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
183,PT11M11.00S,2021-12-07T01:38:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,21,27,2021-12-07T01:39:14Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,
184,PT11M11.00S,2021-12-07T01:38:58.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,21,27,2021-12-07T01:39:47Z,1840000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,
185,PT10M54.00S,2021-12-07T01:39:22.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628366,25.312089356110377,82.59803921568627,1610612741,24,27,2021-12-07T01:39:27Z,1850000,-163.0,185.0,1,left,L. Ball 24' 3PT  (8 PTS) (T. Brown Jr. 1 AST),"[1628366, 1628972]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.69,Made,,,,,,,8.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,
187,PT10M38.00S,2021-12-07T01:39:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628432,87.46714848883047,53.431372549019606,1610612743,24,27,2021-12-07T01:39:41Z,1870000,17.0,65.0,1,right,MISS D. Reed 6' pullup Shot,[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M36.00S,2021-12-07T01:39:39.8Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,24,27,2021-12-07T01:39:41Z,1880000,,,0,,T. Bradley REBOUND (Off:0 Def:2),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,
189,PT10M30.00S,2021-12-07T01:39:45.6Z,2,REGULAR,3pt,Jump Shot,[],1628366,26.10052562417871,83.82352941176471,1610612741,27,27,2021-12-07T01:39:50Z,1890000,-169.0,193.0,1,left,L. Ball 25' 3PT  (11 PTS) (Z. LaVine 3 AST),"[1628366, 203897]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.65,Made,,,,,,,11.0,Z. LaVine,203897.0,3.0,,,,,,,,,
191,PT10M15.00S,2021-12-07T01:39:59.7Z,2,REGULAR,2pt,Jump Shot,[],203115,94.1688567674113,25.245098039215684,1610612743,27,29,2021-12-07T01:40:04Z,1910000,-124.0,2.0,1,right,W. Barton 12' fadeaway Jump Shot (10 PTS) (F. Campazzo 2 AST),"[203115, 1630267]",1610612743.0,DEN,fadeaway,,,Barton,W. Barton,,,,,12.38,Made,,,,,,,10.0,F. Campazzo,1630267.0,2.0,,,,,,,,,
193,PT09M57.00S,2021-12-07T01:40:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629744,20.18725361366623,50.245098039215684,1610612741,27,29,2021-12-07T01:40:23Z,1930000,-1.0,137.0,1,left,MISS M. Thomas 13' floating Shot,[1629744],1610612741.0,CHI,floating,,,Thomas,M. Thomas,,,,,13.73,Missed,,,,,,,,,,,,,,,,,,,
194,PT09M55.00S,2021-12-07T01:40:20.0Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,27,29,2021-12-07T01:40:23Z,1940000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,
195,PT09M38.00S,2021-12-07T01:40:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,91.5407358738502,54.90196078431373,1610612743,27,29,2021-12-07T01:40:43Z,1950000,25.0,27.0,1,right,MISS W. Barton driving Layup,[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M38.00S,2021-12-07T01:40:42.0Z,2,REGULAR,rebound,offensive,[],203115,,,1610612743,27,29,2021-12-07T01:40:42Z,1960000,,,0,,W. Barton REBOUND (Off:1 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,,
197,PT09M38.00S,2021-12-07T01:40:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,94.40999984741211,50.0,1610612743,27,29,2021-12-07T01:40:42Z,1970000,0.0,0.0,1,right,MISS W. Barton tip Layup,[203115],1610612743.0,DEN,tip,,,Barton,W. Barton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M38.00S,2021-12-07T01:40:43.0Z,2,REGULAR,rebound,offensive,[],203115,,,1610612743,27,29,2021-12-07T01:40:43Z,1980000,,,0,,W. Barton REBOUND (Off:2 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,197.0,2.0,0.0,2.0,,,,,,,,,,,,,
200,PT09M38.00S,2021-12-07T01:40:49.9Z,2,REGULAR,foul,personal,[],1629744,,,1610612743,27,29,2021-12-07T01:40:58Z,2000000,,,0,,M. Thomas personal FOUL (1 PF),"[1629744, 203115]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Barton,203115.0,
202,PT09M35.00S,2021-12-07T01:41:06.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630267,88.64980289093299,81.12745098039215,1610612743,27,29,2021-12-07T01:43:16Z,2020000,156.0,54.0,1,right,MISS F. Campazzo 16' pullup Shot,[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,16.48,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M34.00S,2021-12-07T01:41:07.7Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,29,2021-12-07T03:14:31Z,2030000,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,202.0,3.0,1.0,2.0,,,,,,,,,,,,,
204,PT09M32.00S,2021-12-07T01:41:20.8Z,2,REGULAR,foul,personal,['2freethrow'],1629744,,,1610612743,27,29,2021-12-07T01:41:39Z,2040000,,,0,,M. Thomas shooting personal FOUL (2 PF) (Nnaji 2 FT),"[1629744, 1630192]",1610612741.0,CHI,shooting,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Nnaji,1630192.0,
206,PT09M32.00S,2021-12-07T01:41:40.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630192,,,1610612743,27,30,2021-12-07T01:42:50Z,2060000,,,0,,Z. Nnaji Free Throw 1 of 2 (1 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
207,PT09M32.00S,2021-12-07T01:41:40.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630192,,,1610612743,27,30,2021-12-07T01:42:50Z,2070000,,,0,,MISS Z. Nnaji Free Throw 2 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M31.00S,2021-12-07T01:41:41.0Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,27,30,2021-12-07T01:42:02Z,2080000,,,0,,T. Bradley REBOUND (Off:0 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
209,PT09M31.00S,2021-12-07T01:42:01.8Z,2,REGULAR,foul,personal,[],203210,,,1610612741,27,30,2021-12-07T01:42:10Z,2090000,,,0,,J. Green personal FOUL (1 PF),"[203210, 1628396]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Bradley,1628396.0,
211,PT09M20.00S,2021-12-07T01:42:17.6Z,2,REGULAR,foul,personal,['2freethrow'],203115,,,1610612741,27,30,2021-12-07T01:45:24Z,2110000,,,0,,W. Barton shooting personal FOUL (1 PF) (Bradley 2 FT),"[203115, 1628396]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Bradley,1628396.0,
213,PT09M20.00S,2021-12-07T01:42:31.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,27,30,2021-12-07T01:42:31Z,2130000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M20.00S,2021-12-07T01:45:39.7Z,2,REGULAR,freethrow,1 of 2,[],1628396,,,1610612741,27,30,2021-12-07T01:45:39Z,2140000,,,0,,MISS T. Bradley Free Throw 1 of 2,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
217,PT09M20.00S,2021-12-07T01:45:39.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,27,30,2021-12-07T01:45:39Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,
218,PT09M20.00S,2021-12-07T01:45:57.6Z,2,REGULAR,freethrow,2 of 2,[],1628396,,,1610612741,28,30,2021-12-07T01:45:57Z,2160000,,,0,,T. Bradley Free Throw 2 of 2 (1 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
219,PT09M05.00S,2021-12-07T01:46:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,93.9060446780552,53.92156862745098,1610612743,28,30,2021-12-07T01:46:18Z,2170000,20.0,5.0,1,right,MISS Z. Nnaji driving Layup,[1630192],1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
220,PT09M03.00S,2021-12-07T01:46:15.8Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,28,30,2021-12-07T01:46:18Z,2180000,,,0,,T. Bradley REBOUND (Off:0 Def:4),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,,
221,PT08M59.00S,2021-12-07T01:46:20.6Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612741,28,30,2021-12-07T01:46:46Z,2190000,,,0,,J. Green shooting personal FOUL (2 PF) (Ball 2 FT),"[203210, 1628366]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Ball,1628366.0,
223,PT08M59.00S,2021-12-07T01:46:46.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628366,,,1610612741,29,30,2021-12-07T01:46:46Z,2210000,,,0,,L. Ball Free Throw 1 of 2 (12 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
224,PT08M59.00S,2021-12-07T01:46:46.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628366,,,1610612741,29,30,2021-12-07T01:47:05Z,2220000,,,0,,MISS L. Ball Free Throw 2 of 2,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M56.00S,2021-12-07T01:46:49.8Z,2,REGULAR,rebound,defensive,[],1628432,,,1610612743,29,30,2021-12-07T01:47:05Z,2230000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,
226,PT08M34.00S,2021-12-07T01:47:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,89.43823915900131,58.82352941176471,1610612743,29,30,2021-12-07T01:47:33Z,2240000,44.0,47.0,1,right,MISS W. Barton 6' driving floating Shot,[203115],1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,6.43,Missed,,,,,,,,,,,,,,,,,,,
227,PT08M30.00S,2021-12-07T01:47:31.1Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,29,30,2021-12-07T01:47:33Z,2250000,,,0,,T. Bradley REBOUND (Off:0 Def:5),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,226.0,5.0,5.0,0.0,,,,,,,,,,,,,
228,PT08M26.00S,2021-12-07T01:47:37.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630267,,,1610612741,29,30,2021-12-07T01:48:05Z,2260000,,,0,,F. Campazzo shooting personal FOUL (1 PF) (Brown Jr. 2 FT),"[1630267, 1628972]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Brown Jr.,1628972.0,
230,PT08M26.00S,2021-12-07T01:48:06.9Z,2,REGULAR,freethrow,1 of 2,[],1628972,,,1610612741,29,30,2021-12-07T01:48:06Z,2280000,,,0,,MISS T. Brown Jr. Free Throw 1 of 2,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
231,PT08M26.00S,2021-12-07T01:48:06.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,29,30,2021-12-07T01:48:06Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,
232,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],1628366,,,1610612741,29,30,2021-12-07T01:48:21Z,2300000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],1629744,,,1610612741,29,30,2021-12-07T01:48:21Z,2310000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,29,30,2021-12-07T01:48:21Z,2320000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],203210,,,1610612741,29,30,2021-12-07T01:48:21Z,2330000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],1628432,,,1610612741,29,30,2021-12-07T01:48:21Z,2340000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],203115,,,1610612741,29,30,2021-12-07T01:48:21Z,2350000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,out,[],1630192,,,1610612741,29,30,2021-12-07T01:48:21Z,2360000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],202696,,,1610612741,29,30,2021-12-07T01:48:21Z,2370000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],1627884,,,1610612741,29,30,2021-12-07T01:48:21Z,2380000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,29,30,2021-12-07T01:48:21Z,2390000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],203932,,,1610612741,29,30,2021-12-07T01:48:21Z,2400000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],201145,,,1610612741,29,30,2021-12-07T01:48:21Z,2410000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],203999,,,1610612741,29,30,2021-12-07T01:48:21Z,2420000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M26.00S,2021-12-07T01:48:08.2Z,2,REGULAR,substitution,in,[],1628420,,,1610612741,29,30,2021-12-07T01:48:21Z,2430000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M26.00S,2021-12-07T01:48:32.1Z,2,REGULAR,freethrow,2 of 2,[],1628972,,,1610612741,30,30,2021-12-07T01:48:32Z,2440000,,,0,,T. Brown Jr. Free Throw 2 of 2 (6 PTS),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
247,PT08M13.00S,2021-12-07T01:48:46.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,94.30026281208936,50.73529411764706,1610612743,30,32,2021-12-07T01:48:52Z,2450000,4.0,1.0,1,right,J. Green cutting DUNK (6 PTS) (F. Campazzo 3 AST),"[201145, 1630267]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,0.39,Made,,,,,,,6.0,F. Campazzo,1630267.0,3.0,,,,,,,,,
249,PT08M07.00S,2021-12-07T01:49:03.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612741,30,32,2021-12-07T01:49:12Z,2470000,,,0,,A. Gordon personal FOUL (1 PF) (LaVine 2 FT),"[203932, 203897]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,LaVine,203897.0,
251,PT08M07.00S,2021-12-07T01:49:38.9Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,31,32,2021-12-07T01:49:38Z,2490000,,,0,,Z. LaVine Free Throw 1 of 2 (5 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
252,PT08M07.00S,2021-12-07T01:49:38.9Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,31,32,2021-12-07T01:49:55Z,2500000,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Missed,,,,,,,,,,,,,,,,,,,
253,PT08M05.00S,2021-12-07T01:49:40.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,31,32,2021-12-07T01:49:55Z,2510000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,252.0,5.0,4.0,1.0,,,,,,,,,,,,,
254,PT07M51.00S,2021-12-07T01:50:08.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,96.00854139290408,97.54901960784314,1610612743,31,32,2021-12-07T01:50:15Z,2520000,238.0,-15.0,1,right,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
255,PT07M48.00S,2021-12-07T01:50:11.0Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,31,32,2021-12-07T01:50:15Z,2530000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,254.0,5.0,3.0,2.0,,,,,,,,,,,,,
256,PT07M43.00S,2021-12-07T01:50:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,7.30946123521682,51.225490196078425,1610612741,33,32,2021-12-07T01:50:22Z,2540000,-6.0,16.0,1,left,Z. LaVine running Layup (7 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,1.73,Made,,,,,,,7.0,,,,,,,,,,,,
257,PT07M29.00S,2021-12-07T01:50:30.4Z,2,REGULAR,2pt,Jump Shot,[],1628420,73.14388961892247,45.09803921568628,1610612743,33,34,2021-12-07T01:50:34Z,2550000,-25.0,200.0,1,right,M. Morris 20' pullup Jump Shot (5 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,20.14,Made,,,,,,,5.0,,,,,,,,,,,,
258,PT07M19.00S,2021-12-07T01:50:39.9Z,2,REGULAR,3pt,Jump Shot,[],203897,12.565703022339028,4.6568627450980395,1610612741,36,34,2021-12-07T01:51:36Z,2560000,227.0,66.0,1,left,Z. LaVine 3PT pullup (10 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,23.6,Made,,,,,,,10.0,,,,,,,,,,,,
259,PT06M57.00S,2021-12-07T01:51:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,94.82588699080158,48.28431372549019,1610612743,36,34,2021-12-07T01:51:07Z,2570000,-9.0,-4.0,1,right,MISS F. Campazzo driving Layup,[1630267],1610612743.0,DEN,driving,,,Campazzo,F. Campazzo,,,,,0.94,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M55.00S,2021-12-07T01:51:04.4Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,36,34,2021-12-07T01:51:07Z,2580000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:4),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,259.0,6.0,4.0,2.0,,,,,,,,,,,,,
261,PT06M46.00S,2021-12-07T01:51:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,6.389618922470433,51.9607843137255,1610612741,36,34,2021-12-07T01:51:27Z,2590000,-10.0,8.0,1,left,MISS D. Jones Jr. driving Layup,[1627884],1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,,
262,PT06M45.00S,2021-12-07T01:51:17.0Z,2,REGULAR,rebound,offensive,[],1627884,,,1610612741,36,34,2021-12-07T01:51:17Z,2600000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,261.0,2.0,1.0,1.0,,,,,,,,,,,,,
263,PT06M45.00S,2021-12-07T01:51:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,5.590000152587891,50.0,1610612741,36,34,2021-12-07T01:51:17Z,2610000,0.0,0.0,1,left,MISS D. Jones Jr. tip Layup,[1627884],1610612741.0,CHI,tip,,,Jones Jr.,D. Jones Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
264,PT06M45.00S,2021-12-07T01:51:22.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,36,34,2021-12-07T01:51:22Z,2620000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,
265,PT06M45.00S,2021-12-07T01:51:24.4Z,2,REGULAR,foul,personal,[],1628972,,,1610612743,36,34,2021-12-07T01:51:32Z,2630000,,,0,,T. Brown Jr. loose ball personal FOUL (1 PF),"[1628972, 1630267]",1610612741.0,CHI,loose ball,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Campazzo,1630267.0,
267,PT06M45.00S,2021-12-07T01:51:32.1Z,2,REGULAR,substitution,out,[],203897,,,1610612743,36,34,2021-12-07T01:51:34Z,2650000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M45.00S,2021-12-07T01:51:32.1Z,2,REGULAR,substitution,in,[],1628366,,,1610612743,36,34,2021-12-07T01:51:34Z,2660000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M29.00S,2021-12-07T01:51:58.2Z,2,REGULAR,3pt,Jump Shot,[],201145,97.45400788436268,3.1862745098039214,1610612743,36,37,2021-12-07T01:52:03Z,2670000,-234.0,-29.0,1,right,J. Green 3PT  (9 PTS) (M. Morris 5 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,23.58,Made,,,,,,,9.0,M. Morris,1628420.0,5.0,,,,,,,,,
