actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT02M20.00S,2022-01-20T01:28:19.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,94.95729303547962,60.29411764705882,1610612739,22,25,2022-01-20T01:28:26Z,890000,51.0,-5.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,,,,5.18,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
92,PT02M18.00S,2022-01-20T01:28:21.9Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,22,25,2022-01-20T01:28:26Z,900000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
93,PT02M03.00S,2022-01-20T01:28:36.9Z,1,REGULAR,2pt,Jump Shot,[],1629632,7.966491458607096,75.49019607843137,1610612741,22,25,2022-01-20T01:28:45Z,910000,-127.0,22.0,1,left,MISS C. White 12' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,,,,12.95,Missed,White,C. White,,,,,,,,,,,,,,,,,,,
94,PT02M00.00S,2022-01-20T01:28:39.9Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,22,25,2022-01-20T01:28:52Z,920000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
95,PT01M58.00S,2022-01-20T01:28:42.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,29.6484888304862,21.813725490196077,1610612741,22,25,2022-01-20T01:28:50Z,930000,141.0,226.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,,,,26.65,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
96,PT01M58.00S,2022-01-20T01:28:42.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,25,2022-01-20T01:28:50Z,940000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
97,PT01M43.00S,2022-01-20T01:28:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,81.94809461235218,61.76470588235294,1610612739,22,25,2022-01-20T01:29:02Z,950000,59.0,117.0,1,right,MISS K. Love 13' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,,,,13.11,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
98,PT01M41.00S,2022-01-20T01:28:59.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,22,25,2022-01-20T01:29:02Z,960000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
99,PT01M30.00S,2022-01-20T01:29:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,12.828515111695138,49.50980392156863,1610612741,22,25,2022-01-20T01:29:16Z,970000,2.0,68.0,1,left,MISS A. Caruso 6' floating Shot,[1627936],1610612741.0,CHI,floating,,,,,,6.81,Missed,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
100,PT01M29.00S,2022-01-20T01:29:10.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,22,25,2022-01-20T01:29:16Z,980000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
101,PT01M29.00S,2022-01-20T01:29:14.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,22,25,2022-01-20T01:29:14Z,990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612739,22,25,2022-01-20T01:29:33Z,1000000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
103,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,out,[],202696,,,1610612739,22,25,2022-01-20T01:29:33Z,1010000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
104,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,22,25,2022-01-20T01:29:33Z,1020000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
105,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,22,25,2022-01-20T01:29:33Z,1030000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
106,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,in,[],201942,,,1610612739,22,25,2022-01-20T01:29:33Z,1040000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
107,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,in,[],1628396,,,1610612739,22,25,2022-01-20T01:29:33Z,1050000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,
108,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,22,25,2022-01-20T01:29:33Z,1060000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,,,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,
109,PT01M29.00S,2022-01-20T01:29:15.5Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,22,25,2022-01-20T01:29:33Z,1070000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
110,PT01M12.00S,2022-01-20T01:29:51.4Z,1,REGULAR,2pt,Jump Shot,[],1630596,76.16622864651774,35.049019607843135,1610612739,22,25,2022-01-20T01:33:10Z,1080000,-75.0,172.0,1,right,MISS E. Mobley 18' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,,,,18.71,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
111,PT01M06.00S,2022-01-20T01:29:57.4Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,22,25,2022-01-20T01:29:59Z,1090000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,110.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
112,PT01M06.00S,2022-01-20T01:29:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,94.40999984741211,50.0,1610612739,22,27,2022-01-20T01:29:57Z,1100000,0.0,0.0,1,right,K. Love putback Layup (2 PTS),[201567],1610612739.0,CLE,putback,,,,,,0.0,Made,Love,K. Love,,,,,2.0,,,,,,,,,,,,,,
113,PT00M50.70S,2022-01-20T01:30:12.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,31.488173455978973,59.068627450980394,1610612741,22,27,2022-01-20T01:30:19Z,1110000,-45.0,243.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,,,,24.77,Missed,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
114,PT00M48.10S,2022-01-20T01:30:15.3Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612741,22,27,2022-01-20T01:30:19Z,1120000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
115,PT00M48.10S,2022-01-20T01:30:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,5.590000152587891,50.0,1610612741,24,27,2022-01-20T01:30:18Z,1130000,0.0,0.0,1,left,T. Bradley putback Layup (2 PTS),[1628396],1610612741.0,CHI,putback,,,,,,0.0,Made,Bradley,T. Bradley,,,,,2.0,,,,,,,,,,,,,,
116,PT00M34.40S,2022-01-20T01:30:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,92.85479632063075,55.392156862745104,1610612739,24,29,2022-01-20T01:30:40Z,1140000,27.0,15.0,1,right,B. Goodwin driving Layup (2 PTS) (C. Osman 1 AST),"[1629164, 1626224]",1610612739.0,CLE,driving,,,,,,3.07,Made,Goodwin,B. Goodwin,,,,,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,,
118,PT00M27.50S,2022-01-20T01:30:41.1Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,24,29,2022-01-20T01:30:49Z,1160000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1629685]",1610612741.0,CHI,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,1.0,Windler,1629685.0,,,,,,
119,PT00M27.50S,2022-01-20T01:30:41.1Z,1,REGULAR,steal,,[],1629685,,,1610612739,24,29,2022-01-20T01:30:46Z,1170000,,,0,,D. Windler STEAL (1 STL),[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
120,PT00M24.10S,2022-01-20T01:30:55.7Z,1,REGULAR,foul,personal,[],1629744,,,1610612739,24,29,2022-01-20T01:32:12Z,1180000,,,0,,M. Thomas personal FOUL (1 PF),"[1629744, 1629164]",1610612741.0,CHI,,,,,,,,,Thomas,M. Thomas,,,,,,,,,,,,,,1627962.0,1.0,0.0,Goodwin,1629164.0,
122,PT00M24.10S,2022-01-20T01:31:06.0Z,1,REGULAR,substitution,out,[],1629164,,,1610612739,24,29,2022-01-20T01:31:17Z,1200000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,,,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,
123,PT00M24.10S,2022-01-20T01:31:06.0Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,24,29,2022-01-20T01:31:17Z,1210000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
124,PT00M09.70S,2022-01-20T01:31:31.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,65.39093298291722,52.450980392156865,1610612739,24,29,2022-01-20T01:31:41Z,1220000,12.0,273.0,1,right,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,,,,27.31,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
125,PT00M04.90S,2022-01-20T01:31:36.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,24,29,2022-01-20T01:31:36Z,1230000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:2),[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,124.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
126,PT00M01.30S,2022-01-20T01:31:39.9Z,1,REGULAR,3pt,Jump Shot,[],1627936,8.492115637319317,97.30392156862744,1610612741,24,29,2022-01-20T01:35:01Z,1240000,-237.0,27.0,1,left,MISS A. Caruso running 3PT,[1627936],1610612741.0,CHI,running,,,,,,23.81,Missed,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
127,PT00M01.30S,2022-01-20T01:31:39.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,24,29,2022-01-20T01:31:53Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,
128,PT00M00.00S,2022-01-20T01:31:45.8Z,1,REGULAR,period,end,[],0,,,1610612741,24,29,2022-01-20T01:31:45Z,1260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-01-20T01:33:49.8Z,2,REGULAR,substitution,out,['startperiod'],1629636,,,1610612741,24,29,2022-01-20T01:34:14Z,1270000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-01-20T01:33:49.8Z,2,REGULAR,substitution,in,['startperiod'],1629164,,,1610612741,24,29,2022-01-20T01:34:14Z,1280000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,,,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2022-01-20T01:34:25.2Z,2,REGULAR,period,start,[],0,,,1610612739,24,29,2022-01-20T01:34:25Z,1290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT11M46.00S,2022-01-20T01:34:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.77463863337714,51.225490196078425,1610612739,24,31,2022-01-20T01:34:43Z,1300000,6.0,6.0,1,right,C. Osman cutting Layup (2 PTS) (K. Love 2 AST),"[1626224, 201567]",1610612739.0,CLE,cutting,,,,,,0.86,Made,Osman,C. Osman,,,,,2.0,K. Love,201567.0,2.0,,,,,,,,,,,
134,PT11M23.00S,2022-01-20T01:35:02.1Z,2,REGULAR,2pt,Jump Shot,[],1629744,19.267411300919843,79.16666666666666,1610612741,24,31,2022-01-20T01:35:08Z,1320000,-146.0,129.0,1,left,MISS M. Thomas 19' pullup Shot,[1629744],1610612741.0,CHI,pullup,,,,,,19.44,Missed,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,
135,PT11M16.00S,2022-01-20T01:35:09.1Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612741,24,31,2022-01-20T01:35:08Z,1330000,,,0,,T. Bradley REBOUND (Off:2 Def:0),[1628396],1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,134.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
136,PT11M16.00S,2022-01-20T01:35:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,5.590000152587891,50.0,1610612741,26,31,2022-01-20T01:35:07Z,1340000,0.0,0.0,1,left,T. Bradley putback Layup (4 PTS),[1628396],1610612741.0,CHI,putback,,,,,,0.0,Made,Bradley,T. Bradley,,,,,4.0,,,,,,,,,,,,,,
137,PT11M00.00S,2022-01-20T01:35:27.0Z,2,REGULAR,foul,personal,[],1628396,,,1610612739,26,31,2022-01-20T01:35:35Z,1350000,,,0,,T. Bradley personal FOUL (1 PF),"[1628396, 1630596]",1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,,,,,,,,,,,,,,2534.0,1.0,0.0,Mobley,1630596.0,
139,PT11M00.00S,2022-01-20T01:35:35.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612739,26,31,2022-01-20T01:35:42Z,1370000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
140,PT11M00.00S,2022-01-20T01:35:35.5Z,2,REGULAR,substitution,in,[],1630245,,,1610612739,26,31,2022-01-20T01:35:42Z,1380000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
141,PT10M52.00S,2022-01-20T01:35:57.9Z,2,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612739,26,31,2022-01-20T01:36:05Z,1390000,,,0,,T. Bradley shooting personal FOUL (2 PF) (Mobley 2 FT),"[1628396, 1630596]",1610612741.0,CHI,shooting,,,,,,,,Bradley,T. Bradley,,,,,,,,,,,,,,202056.0,2.0,0.0,Mobley,1630596.0,
143,PT10M52.00S,2022-01-20T01:36:27.7Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,26,31,2022-01-20T01:36:27Z,1410000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,,,,,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
144,PT10M52.00S,2022-01-20T01:36:27.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,26,31,2022-01-20T01:36:27Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,
145,PT10M52.00S,2022-01-20T01:36:44.6Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,26,32,2022-01-20T01:36:44Z,1430000,,,0,,E. Mobley Free Throw 2 of 2 (9 PTS),[1630596],1610612739.0,CLE,,,,,,,,Made,Mobley,E. Mobley,,,,,9.0,,,,,,,,,,,,,,
146,PT10M38.00S,2022-01-20T01:37:01.3Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612741,26,32,2022-01-20T01:37:09Z,1440000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Brown Jr. 2 FT),"[1630596, 1628972]",1610612739.0,CLE,shooting,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,1627962.0,1.0,0.0,Brown Jr.,1628972.0,
148,PT10M38.00S,2022-01-20T01:37:25.0Z,2,REGULAR,freethrow,1 of 2,[],1628972,,,1610612741,26,32,2022-01-20T01:37:25Z,1460000,,,0,,MISS T. Brown Jr. Free Throw 1 of 2,[1628972],1610612741.0,CHI,,,,,,,,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,
149,PT10M38.00S,2022-01-20T01:37:25.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,26,32,2022-01-20T01:37:25Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT10M38.00S,2022-01-20T01:37:39.3Z,2,REGULAR,freethrow,2 of 2,[],1628972,,,1610612741,27,32,2022-01-20T01:37:39Z,1480000,,,0,,T. Brown Jr. Free Throw 2 of 2 (1 PTS),[1628972],1610612741.0,CHI,,,,,,,,Made,Brown Jr.,T. Brown Jr.,,,,,1.0,,,,,,,,,,,,,,
151,PT10M21.00S,2022-01-20T01:37:56.8Z,2,REGULAR,3pt,Jump Shot,[],201567,74.06373193166885,86.02941176470588,1610612739,27,32,2022-01-20T01:38:03Z,1490000,180.0,191.0,1,right,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,,,,26.27,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
152,PT10M16.00S,2022-01-20T01:38:01.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,27,32,2022-01-20T01:38:03Z,1500000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,,,,,,DeRozan,D. DeRozan,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
153,PT10M11.00S,2022-01-20T01:38:07.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,6.1268068331143235,49.26470588235294,1610612741,27,32,2022-01-20T01:38:15Z,1510000,4.0,5.0,1,left,MISS D. DeRozan running Layup,[201942],1610612741.0,CHI,running,,,,,,0.63,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
154,PT10M09.00S,2022-01-20T01:38:09.2Z,2,REGULAR,rebound,defensive,[],1629685,,,1610612739,27,32,2022-01-20T01:38:15Z,1520000,,,0,,D. Windler REBOUND (Off:0 Def:1),[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT10M03.00S,2022-01-20T01:38:14.8Z,2,REGULAR,3pt,Jump Shot,[],201567,68.54467805519053,70.34313725490196,1610612739,27,32,2022-01-20T01:38:20Z,1530000,102.0,243.0,1,right,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,,,,26.36,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
156,PT09M59.00S,2022-01-20T01:38:18.8Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,27,32,2022-01-20T01:38:20Z,1540000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:3),[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,155.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
157,PT09M49.00S,2022-01-20T01:38:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.084756898817346,51.470588235294116,1610612741,29,32,2022-01-20T01:39:22Z,1550000,-7.0,117.0,1,left,D. DeRozan 11' turnaround fadeaway Jump Shot (4 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,11.77,Made,DeRozan,D. DeRozan,,,,,4.0,,,,,,,,,,,,,,
158,PT09M49.00S,2022-01-20T01:38:37.0Z,2,REGULAR,foul,personal,['1freethrow'],1629685,,,1610612741,29,32,2022-01-20T01:38:47Z,1560000,,,0,,D. Windler shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1629685, 201942]",1610612739.0,CLE,shooting,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,1627962.0,1.0,0.0,DeRozan,201942.0,
160,PT09M49.00S,2022-01-20T01:39:02.9Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,30,32,2022-01-20T01:39:02Z,1580000,,,0,,D. DeRozan Free Throw 1 of 1 (5 PTS),[201942],1610612741.0,CHI,,,,,,,,Made,DeRozan,D. DeRozan,,,,,5.0,,,,,,,,,,,,,,
161,PT09M39.00S,2022-01-20T01:39:14.6Z,2,REGULAR,3pt,Jump Shot,[],1626224,68.28186596583443,30.392156862745097,1610612739,30,32,2022-01-20T01:39:19Z,1590000,-98.0,246.0,1,right,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,,,,26.45,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
162,PT09M36.00S,2022-01-20T01:39:17.6Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,30,32,2022-01-20T01:39:19Z,1600000,,,0,,T. Bradley REBOUND (Off:2 Def:1),[1628396],1610612741.0,CHI,,,,,,,,,Bradley,T. Bradley,161.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
163,PT09M30.00S,2022-01-20T01:39:26.8Z,2,REGULAR,foul,personal,[],1626224,,,1610612741,30,32,2022-01-20T01:39:37Z,1610000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 201942]",1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,202056.0,1.0,0.0,DeRozan,201942.0,
165,PT09M20.00S,2022-01-20T01:39:58.0Z,2,REGULAR,2pt,Jump Shot,[],201942,6.521024967148489,67.64705882352942,1610612741,32,32,2022-01-20T01:40:02Z,1630000,-88.0,9.0,1,left,D. DeRozan 8' fadeaway Jump Shot (7 PTS),[201942],1610612741.0,CHI,fadeaway,,,,,,8.86,Made,DeRozan,D. DeRozan,,,,,7.0,,,,,,,,,,,,,,
166,PT09M05.00S,2022-01-20T01:40:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,94.1688567674113,51.9607843137255,1610612739,32,34,2022-01-20T01:40:15Z,1640000,10.0,2.0,1,right,B. Goodwin driving Layup (4 PTS),[1629164],1610612739.0,CLE,driving,,,,,,1.01,Made,Goodwin,B. Goodwin,,,,,4.0,,,,,,,,,,,,,,
167,PT08M52.00S,2022-01-20T01:40:24.8Z,2,REGULAR,2pt,Jump Shot,[],201942,26.363337713534822,63.725490196078425,1610612741,34,34,2022-01-20T01:40:30Z,1650000,-69.0,195.0,1,left,D. DeRozan 20' Jump Shot (9 PTS),[201942],1610612741.0,CHI,,,,,,,20.7,Made,DeRozan,D. DeRozan,,,,,9.0,,,,,,,,,,,,,,
168,PT08M39.00S,2022-01-20T01:40:37.8Z,2,REGULAR,3pt,Jump Shot,[],1630596,66.5735873850197,47.05882352941176,1610612739,34,37,2022-01-20T01:40:43Z,1660000,-15.0,262.0,1,right,E. Mobley 26' 3PT  (12 PTS) (B. Goodwin 1 AST),"[1630596, 1629164]",1610612739.0,CLE,,,,,,,26.21,Made,Mobley,E. Mobley,,,,,12.0,B. Goodwin,1629164.0,1.0,,,,,,,,,,,
170,PT08M30.00S,2022-01-20T01:40:53.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,37,2022-01-20T01:40:53Z,1680000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT08M30.00S,2022-01-20T01:43:15.9Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,34,37,2022-01-20T01:43:40Z,1690000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,
172,PT08M30.00S,2022-01-20T01:43:15.9Z,2,REGULAR,substitution,out,[],1629685,,,1610612741,34,37,2022-01-20T01:43:40Z,1700000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
173,PT08M30.00S,2022-01-20T01:43:15.9Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,34,37,2022-01-20T01:43:40Z,1710000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
174,PT08M30.00S,2022-01-20T01:43:15.9Z,2,REGULAR,substitution,in,[],1628374,,,1610612741,34,37,2022-01-20T01:43:40Z,1720000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
175,PT08M12.00S,2022-01-20T01:44:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,10.068988173455978,50.245098039215684,1610612741,34,37,2022-01-20T01:44:13Z,1730000,-1.0,42.0,1,left,MISS A. Caruso driving floating Shot,[1627936],1610612741.0,CHI,driving floating,,,,,,4.21,Missed,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
176,PT08M11.00S,2022-01-20T01:44:09.9Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,34,37,2022-01-20T01:44:13Z,1740000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,,,,,,Mobley,E. Mobley,175.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
177,PT08M05.00S,2022-01-20T01:44:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,93.51182654402102,50.0,1610612739,34,39,2022-01-20T01:44:58Z,1750000,0.0,8.0,1,right,K. Love cutting Layup (4 PTS) (B. Goodwin 2 AST),"[201567, 1629164]",1610612739.0,CLE,cutting,,,,,,0.85,Made,Love,K. Love,,,,,4.0,B. Goodwin,1629164.0,2.0,,,,,,,,,,,
