actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
555,PT08M28.00S,2022-01-13T05:07:28.6Z,4,REGULAR,turnover,traveling,[],203897,,,1610612741,81,116,2022-01-13T05:07:34Z,5420000,,,0,,Z. LaVine traveling TURNOVER (5 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,5.0,,,202026.0,,,,,,,,,,
556,PT08M28.00S,2022-01-13T05:07:31.3Z,4,REGULAR,substitution,out,[],202696,,,1610612751,81,116,2022-01-13T05:07:35Z,5430000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M28.00S,2022-01-13T05:07:31.3Z,4,REGULAR,substitution,in,[],1628396,,,1610612751,81,116,2022-01-13T05:07:35Z,5440000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M09.00S,2022-01-13T05:08:05.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627761,6.83311432325887,66.93474264705883,1610612751,81,116,2022-01-13T05:08:14Z,5450000,-85.0,12.0,1,left,MISS D. Bembry 8' floating Shot,[1627761],1610612751.0,BKN,floating,,,Bembry,D. Bembry,,,,,8.55,Missed,,,,,,,,,,,,,,,,,,
559,PT08M06.00S,2022-01-13T05:08:08.6Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,81,116,2022-01-13T05:08:14Z,5460000,,,0,,D. Sharpe REBOUND (Off:2 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,558.0,6.0,4.0,2.0,,,,,,,,,,,,,,
560,PT08M06.00S,2022-01-13T05:08:08.4Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630549,5.590000152587891,50.0,1610612751,81,118,2022-01-13T05:14:57Z,5470000,0.0,0.0,1,left,D. Sharpe tip DUNK (14 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,0.0,Made,,,,,,,,,,,,,,,14.0,,,
561,PT07M58.00S,2022-01-13T05:08:16.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,96.13994743758212,94.85294117647058,1610612741,84,118,2022-01-13T05:08:27Z,5480000,224.0,-16.0,1,right,C. White 3PT  (13 PTS) (L. Ball 7 AST),"[1629632, 1628366]",1610612741.0,CHI,,,,White,C. White,,,,,22.49,Made,,,,,,,,,,,,,,,13.0,L. Ball,1628366.0,7.0
563,PT07M42.00S,2022-01-13T05:08:33.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.521024967148489,49.26470588235294,1610612751,84,120,2022-01-13T05:15:54Z,5500000,4.0,9.0,1,left,D. Sharpe cutting Layup (16 PTS) (J. Harden 15 AST),"[1630549, 201935]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,0.95,Made,,,,,,,,,,,,,,,16.0,J. Harden,201935.0,15.0
565,PT07M32.00S,2022-01-13T05:08:43.1Z,4,REGULAR,3pt,Jump Shot,[],1628366,66.70499342969777,49.50980392156863,1610612741,87,120,2022-01-13T05:08:49Z,5520000,-2.0,260.0,1,right,L. Ball 26' 3PT step back (9 PTS),[1628366],1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,26.05,Made,,,,,,,,,,,,,,,9.0,,,
566,PT07M15.00S,2022-01-13T05:09:00.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.995400788436268,52.69607843137255,1610612751,87,120,2022-01-13T05:09:04Z,5530000,-13.0,4.0,1,left,MISS D. Sharpe driving Layup,[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,1.41,Missed,,,,,,,,,,,,,,,,,,
567,PT07M13.00S,2022-01-13T05:09:02.3Z,4,REGULAR,rebound,defensive,[],1628396,,,1610612741,87,120,2022-01-13T05:09:04Z,5540000,,,0,,T. Bradley REBOUND (Off:0 Def:4),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,566.0,4.0,4.0,0.0,,,,,,,,,,,,,,
568,PT07M12.00S,2022-01-13T05:09:06.0Z,4,REGULAR,foul,personal,['2freethrow'],201988,,,1610612741,87,120,2022-01-13T05:09:18Z,5550000,,,0,,P. Mills shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[201988, 1630245]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,,,,,,1626301.0,2.0,0.0,Dosunmu,1630245.0,,,,,,
570,PT07M12.00S,2022-01-13T05:09:35.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,88,120,2022-01-13T05:10:03Z,5570000,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
571,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,out,[],1628366,,,1610612741,88,120,2022-01-13T05:09:57Z,5580000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,out,[],203897,,,1610612741,88,120,2022-01-13T05:09:57Z,5590000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,out,[],201988,,,1610612741,88,120,2022-01-13T05:09:57Z,5600000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,out,[],1630556,,,1610612741,88,120,2022-01-13T05:09:57Z,5610000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,in,[],1629744,,,1610612741,88,120,2022-01-13T05:09:57Z,5620000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,in,[],1628972,,,1610612741,88,120,2022-01-13T05:09:57Z,5630000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,in,[],1630561,,,1610612741,88,120,2022-01-13T05:09:57Z,5640000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M12.00S,2022-01-13T05:09:36.4Z,4,REGULAR,substitution,in,[],1630560,,,1610612741,88,120,2022-01-13T05:09:57Z,5650000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M12.00S,2022-01-13T05:09:35.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,88,120,2022-01-13T05:10:03Z,5660000,,,0,,MISS A. Dosunmu Free Throw 2 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Missed,,,,,,,,,,,,,,,,,,
580,PT07M07.00S,2022-01-13T05:09:40.6Z,4,REGULAR,rebound,defensive,[],1630561,,,1610612751,88,120,2022-01-13T05:10:03Z,5670000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,579.0,1.0,1.0,0.0,,,,,,,,,,,,,,
581,PT07M00.00S,2022-01-13T05:10:08.0Z,4,REGULAR,3pt,Jump Shot,[],201935,31.882391590013142,61.51960784313726,1610612751,88,123,2022-01-13T05:10:12Z,5680000,-58.0,247.0,1,left,J. Harden 25' 3PT  (25 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,25.38,Made,,,,,,,,,,,,,,,25.0,,,
582,PT06M45.00S,2022-01-13T05:10:22.4Z,4,REGULAR,3pt,Jump Shot,[],1629632,68.9388961892247,27.696078431372552,1610612741,88,123,2022-01-13T05:10:26Z,5690000,-112.0,239.0,1,right,MISS C. White 26' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,
583,PT06M43.00S,2022-01-13T05:10:24.4Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,88,123,2022-01-13T05:10:26Z,5700000,,,0,,J. Harden REBOUND (Off:1 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,582.0,7.0,6.0,1.0,,,,,,,,,,,,,,
584,PT06M36.00S,2022-01-13T05:10:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.258212877792378,48.77450980392157,1610612751,88,125,2022-01-13T05:10:36Z,5710000,6.0,6.0,1,left,D. Sharpe cutting Layup (18 PTS) (J. Harden 16 AST),"[1630549, 201935]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,0.88,Made,,,,,,,,,,,,,,,18.0,J. Harden,201935.0,16.0
586,PT06M14.00S,2022-01-13T05:10:54.2Z,4,REGULAR,2pt,Jump Shot,[],1629744,73.14388961892247,41.42156862745098,1610612741,90,125,2022-01-13T05:10:58Z,5730000,-43.0,200.0,1,right,M. Thomas 20' pullup Jump Shot (2 PTS),[1629744],1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,20.45,Made,,,,,,,,,,,,,,,2.0,,,
587,PT06M14.00S,2022-01-13T05:11:00.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,90,125,2022-01-13T05:11:00Z,5740000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M14.00S,2022-01-13T05:13:52.8Z,4,REGULAR,substitution,out,[],201935,,,1610612751,90,125,2022-01-13T05:14:08Z,5750000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M14.00S,2022-01-13T05:13:52.8Z,4,REGULAR,substitution,out,[],1627761,,,1610612751,90,125,2022-01-13T05:14:08Z,5760000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M14.00S,2022-01-13T05:13:52.8Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,90,125,2022-01-13T05:14:08Z,5770000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M14.00S,2022-01-13T05:13:52.8Z,4,REGULAR,substitution,in,[],1628975,,,1610612751,90,125,2022-01-13T05:14:08Z,5780000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M58.00S,2022-01-13T05:14:37.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,13.354139290407357,50.98039215686274,1610612751,90,125,2022-01-13T05:18:41Z,5790000,-5.0,73.0,1,left,MISS D. Sharpe 7' turnaround Hook,[1630549],1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,7.32,Missed,,,,,,,,,,,,,,,,,,
593,PT05M56.00S,2022-01-13T05:14:39.0Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,90,125,2022-01-13T05:14:43Z,5800000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,592.0,2.0,2.0,0.0,,,,,,,,,,,,,,
594,PT05M49.00S,2022-01-13T05:14:47.7Z,4,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612741,90,125,2022-01-13T05:14:54Z,5810000,,,0,,D. Sharpe shooting personal FOUL (5 PF) (Bradley 2 FT),"[1630549, 1628396]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,202026.0,5.0,0.0,Bradley,1628396.0,,,,,,
596,PT05M49.00S,2022-01-13T05:15:06.7Z,4,REGULAR,freethrow,1 of 2,[],1628396,,,1610612741,91,125,2022-01-13T05:15:06Z,5830000,,,0,,T. Bradley Free Throw 1 of 2 (1 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
597,PT05M49.00S,2022-01-13T05:15:19.0Z,4,REGULAR,freethrow,2 of 2,[],1628396,,,1610612741,92,125,2022-01-13T05:15:19Z,5840000,,,0,,T. Bradley Free Throw 2 of 2 (2 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
598,PT05M36.00S,2022-01-13T05:15:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,18.084756898817346,49.26470588235294,1610612751,92,125,2022-01-13T05:19:28Z,5850000,4.0,117.0,1,left,MISS C. Thomas 11' turnaround fadeaway Shot,[1630560],1610612751.0,BKN,turnaround fadeaway,,,Thomas,C. Thomas,,,,,11.76,Missed,,,,,,,,,,,,,,,,,,
599,PT05M34.00S,2022-01-13T05:15:35.1Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612741,92,125,2022-01-13T05:15:39Z,5860000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,598.0,1.0,1.0,0.0,,,,,,,,,,,,,,
600,PT05M31.00S,2022-01-13T05:15:40.3Z,4,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,92,125,2022-01-13T05:15:49Z,5870000,,,0,,A. Dosunmu lost ball out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,lost ball,,,Dosunmu,A. Dosunmu,,,,,,,,,,,2.0,,,202058.0,,,,,,,,,,
601,PT05M15.00S,2022-01-13T05:16:03.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630561,6.1268068331143235,52.450980392156865,1610612751,92,125,2022-01-13T05:16:09Z,5880000,-12.0,5.0,1,left,MISS D. Duke Jr. driving Layup - blocked,"[1630561, 1630245]",1610612751.0,BKN,driving,,,Duke Jr.,D. Duke Jr.,,,,,1.33,Missed,,,,,,,,,,,,,Dosunmu,1630245.0,,,,
602,PT05M15.00S,2022-01-13T05:16:03.0Z,4,REGULAR,block,,[],1630245,,,1610612751,92,125,2022-01-13T05:16:05Z,5890000,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M11.00S,2022-01-13T05:16:07.0Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,92,125,2022-01-13T05:16:09Z,5900000,,,0,,D. Sharpe REBOUND (Off:3 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,601.0,7.0,4.0,3.0,,,,,,,,,,,,,,
604,PT05M11.00S,2022-01-13T05:16:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,5.590000152587891,50.0,1610612751,92,127,2022-01-13T05:16:06Z,5910000,0.0,0.0,1,left,D. Sharpe putback Layup (20 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,0.0,Made,,,,,,,,,,,,,,,20.0,,,
605,PT04M54.00S,2022-01-13T05:16:23.7Z,4,REGULAR,3pt,Jump Shot,[],1629744,63.6826544021025,21.07843137254902,1610612741,92,127,2022-01-13T05:20:53Z,5920000,-145.0,289.0,1,right,MISS M. Thomas 32' pullup 3PT,[1629744],1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,32.31,Missed,,,,,,,,,,,,,,,,,,
606,PT04M50.00S,2022-01-13T05:16:27.7Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,92,127,2022-01-13T05:16:30Z,5930000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,605.0,1.0,1.0,0.0,,,,,,,,,,,,,,
607,PT04M41.00S,2022-01-13T05:16:37.3Z,4,REGULAR,3pt,Jump Shot,[],1630561,12.302890932982917,4.901960784313726,1610612751,92,130,2022-01-13T05:21:27Z,5940000,225.0,63.0,1,left,D. Duke Jr. 3PT pullup (3 PTS) (C. Thomas 1 AST),"[1630561, 1630560]",1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,23.42,Made,,,,,,,,,,,,,,,3.0,C. Thomas,1630560.0,1.0
609,PT04M25.00S,2022-01-13T05:16:52.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,71.82982917214193,78.92156862745098,1610612741,95,130,2022-01-13T05:17:42Z,5960000,145.0,212.0,1,right,C. White 25' 3PT  (16 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,25.69,Made,,,,,,,,,,,,,,,16.0,A. Dosunmu,1630245.0,1.0
611,PT04M09.00S,2022-01-13T05:17:09.6Z,4,REGULAR,2pt,Jump Shot,[],1628975,17.69053876478318,23.03921568627451,1610612751,95,132,2022-01-13T05:17:50Z,5980000,135.0,114.0,1,left,J. Carter 17' pullup Jump Shot (2 PTS),[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,17.64,Made,,,,,,,,,,,,,,,2.0,,,
612,PT04M00.00S,2022-01-13T05:17:20.8Z,4,REGULAR,foul,personal,['3freethrow'],1630561,,,1610612741,95,132,2022-01-13T05:17:37Z,5990000,,,0,,D. Duke Jr. shooting personal FOUL (1 PF) (Thomas 3 FT),"[1630561, 1629744]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,202058.0,1.0,0.0,Thomas,1629744.0,,,,,,
614,PT04M00.00S,2022-01-13T05:17:54.1Z,4,REGULAR,freethrow,1 of 3,[],1629744,,,1610612741,96,132,2022-01-13T05:17:54Z,6010000,,,0,,M. Thomas Free Throw 1 of 3 (3 PTS),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
615,PT04M00.00S,2022-01-13T05:18:02.3Z,4,REGULAR,freethrow,2 of 3,[],1629744,,,1610612741,96,132,2022-01-13T05:18:02Z,6020000,,,0,,MISS M. Thomas Free Throw 2 of 3,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT04M00.00S,2022-01-13T05:18:02.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,96,132,2022-01-13T05:18:02Z,6030000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,
617,PT04M00.00S,2022-01-13T05:18:03.1Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,96,132,2022-01-13T05:18:05Z,6040000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M00.00S,2022-01-13T05:18:03.1Z,4,REGULAR,substitution,in,[],1629653,,,1610612741,96,132,2022-01-13T05:18:05Z,6050000,,,0,,SUB in: D. Dotson,[1629653],1610612741.0,CHI,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M00.00S,2022-01-13T05:18:24.9Z,4,REGULAR,freethrow,3 of 3,[],1629744,,,1610612741,96,132,2022-01-13T05:18:24Z,6060000,,,0,,MISS M. Thomas Free Throw 3 of 3,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Missed,,,,,,,,,,,,,,,,,,
620,PT03M58.00S,2022-01-13T05:18:25.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,96,132,2022-01-13T05:18:25Z,6070000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,619.0,,,,,,,,,,,,,,,,,
621,PT03M58.00S,2022-01-13T05:18:28.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,96,132,2022-01-13T05:18:28Z,6080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M51.00S,2022-01-13T05:18:42.5Z,4,REGULAR,turnover,bad pass,[],1629744,,,1610612741,96,132,2022-01-13T05:19:04Z,6090000,,,0,,M. Thomas bad pass TURNOVER (1 TO),"[1629744, 1628975]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,1.0,Carter,1628975.0,,,,,,,,,,,
623,PT03M51.00S,2022-01-13T05:18:42.5Z,4,REGULAR,steal,,[],1628975,,,1610612751,96,132,2022-01-13T05:18:44Z,6100000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M39.00S,2022-01-13T05:18:54.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,9.937582128777924,22.794117647058822,1610612751,96,134,2022-01-13T05:19:12Z,6110000,136.0,41.0,1,left,C. Thomas 14' bank Jump Shot (2 PTS),[1630560],1610612751.0,BKN,bank,,,Thomas,C. Thomas,,,,,14.2,Made,,,,,,,,,,,,,,,2.0,,,
625,PT03M19.00S,2022-01-13T05:19:14.0Z,4,REGULAR,3pt,Jump Shot,[],1628972,94.43166885676742,3.431372549019608,1610612741,99,134,2022-01-13T05:19:21Z,6120000,-233.0,0.0,1,right,T. Brown Jr. 3PT  (8 PTS) (D. Dotson 1 AST),"[1628972, 1629653]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.28,Made,,,,,,,,,,,,,,,8.0,D. Dotson,1629653.0,1.0
627,PT02M57.00S,2022-01-13T05:19:36.7Z,4,REGULAR,2pt,Jump Shot,[],1630561,9.543363994743759,26.225490196078432,1610612751,99,134,2022-01-13T05:19:47Z,6140000,119.0,37.0,1,left,MISS D. Duke Jr. 12' pullup Shot,[1630561],1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,12.46,Missed,,,,,,,,,,,,,,,,,,
628,PT02M52.00S,2022-01-13T05:19:41.6Z,4,REGULAR,rebound,defensive,[],1628396,,,1610612741,99,134,2022-01-13T05:19:41Z,6150000,,,0,,T. Bradley REBOUND (Off:0 Def:5),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,627.0,5.0,5.0,0.0,,,,,,,,,,,,,,
629,PT02M47.00S,2022-01-13T05:19:50.2Z,4,REGULAR,foul,personal,['3freethrow'],1628971,,,1610612741,99,134,2022-01-13T05:19:58Z,6160000,,,0,,B. Brown shooting personal FOUL (1 PF) (Thomas 3 FT),"[1628971, 1629744]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,1626301.0,1.0,0.0,Thomas,1629744.0,,,,,,
631,PT02M47.00S,2022-01-13T05:20:18.3Z,4,REGULAR,freethrow,1 of 3,[],1629744,,,1610612741,100,134,2022-01-13T05:20:18Z,6180000,,,0,,M. Thomas Free Throw 1 of 3 (4 PTS),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
632,PT02M47.00S,2022-01-13T05:20:30.5Z,4,REGULAR,freethrow,2 of 3,[],1629744,,,1610612741,101,134,2022-01-13T05:20:30Z,6190000,,,0,,M. Thomas Free Throw 2 of 3 (5 PTS),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
633,PT02M47.00S,2022-01-13T05:20:31.2Z,4,REGULAR,substitution,out,[],1628396,,,1610612741,101,134,2022-01-13T05:20:34Z,6200000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M47.00S,2022-01-13T05:20:31.2Z,4,REGULAR,substitution,in,[],1630250,,,1610612741,101,134,2022-01-13T05:20:34Z,6210000,,,0,,SUB in: M. Simonovic,[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M47.00S,2022-01-13T05:20:47.5Z,4,REGULAR,freethrow,3 of 3,[],1629744,,,1610612741,102,134,2022-01-13T05:20:47Z,6220000,,,0,,M. Thomas Free Throw 3 of 3 (6 PTS),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
636,PT02M36.00S,2022-01-13T05:20:59.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,7.178055190538765,49.754901960784316,1610612751,102,134,2022-01-13T05:21:06Z,6230000,1.0,15.0,1,left,MISS J. Carter driving Layup,[1628975],1610612751.0,BKN,driving,,,Carter,J. Carter,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,
637,PT02M34.00S,2022-01-13T05:21:01.6Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612741,102,134,2022-01-13T05:21:01Z,6240000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,636.0,2.0,2.0,0.0,,,,,,,,,,,,,,
638,PT02M28.00S,2022-01-13T05:21:07.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,92.19776609724047,48.77450980392157,1610612741,104,134,2022-01-13T05:41:15Z,6250000,-6.0,21.0,1,right,A. Dosunmu running Layup (3 PTS) (T. Brown Jr. 1 AST),"[1630245, 1628972]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,2.17,Made,,,,,,,,,,,,,,,3.0,T. Brown Jr.,1628972.0,1.0
640,PT02M14.00S,2022-01-13T05:21:21.5Z,4,REGULAR,2pt,Jump Shot,[],1630549,17.821944809461236,32.84313725490196,1610612751,104,134,2022-01-13T05:21:32Z,6270000,86.0,115.0,1,left,MISS D. Sharpe 14' Jump Shot,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,14.35,Missed,,,,,,,,,,,,,,,,,,
