actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
104,PT03M18.00S,2022-04-09T00:29:00.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612741,21,30,2022-04-09T00:30:34Z,946250,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M18.00S,2022-04-09T00:29:00.1Z,1,REGULAR,substitution,in,[],1629667,,,1610612741,21,30,2022-04-09T00:30:34Z,948125,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M11.00S,2022-04-09T00:29:25.9Z,1,REGULAR,foul,technical,['1freethrow'],1626162,,,1610612741,21,30,2022-04-09T00:29:35Z,950000,,,0,,K. Oubre Jr. defensive-3-second technical FOUL (1 Tech),[1626162],1610612766.0,CHA,defensive-3-second,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,200834.0,,,,,1.0,1.0,,,,,
99,PT03M11.00S,2022-04-09T00:29:41.5Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,22,30,2022-04-09T00:29:41Z,960000,,,0,,Z. LaVine technical Free Throw 1 of 1 (6 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
100,PT03M06.00S,2022-04-09T00:30:01.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,22.552562417871222,48.03921568627451,1610612741,24,30,2022-04-09T00:33:52Z,970000,10.0,159.0,1,left,Z. LaVine 15' fadeaway Jump Shot (8 PTS),[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,15.98,Made,8.0,,,,,,,,,,,,,,,,,,
101,PT02M40.00S,2022-04-09T00:30:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628998,67.36202365308804,43.13725490196079,1610612766,24,30,2022-04-09T00:34:33Z,980000,-34.0,254.0,1,right,MISS C. Martin 25' pullup 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
102,PT02M38.00S,2022-04-09T00:30:29.8Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,24,30,2022-04-09T00:30:29Z,990000,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,
103,PT02M36.00S,2022-04-09T00:30:32.5Z,1,REGULAR,turnover,lost ball,[],1630172,,,1610612741,24,30,2022-04-09T00:31:11Z,1000000,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 1629667]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,,,
106,PT02M36.00S,2022-04-09T00:30:32.5Z,1,REGULAR,steal,,[],1629667,,,1610612766,24,30,2022-04-09T00:30:36Z,1010000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M32.00S,2022-04-09T00:30:44.2Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612766,24,30,2022-04-09T00:30:54Z,1020000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Ball 2 FT),"[203897, 1630163]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,,,1627541.0,,,,,1.0,0.0,Ball,1630163.0,,,
109,PT02M32.00S,2022-04-09T00:31:10.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,24,31,2022-04-09T00:31:10Z,1040000,,,0,,L. Ball Free Throw 1 of 2 (14 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
110,PT02M32.00S,2022-04-09T00:31:11.7Z,1,REGULAR,substitution,out,[],1630172,,,1610612766,24,31,2022-04-09T00:31:16Z,1050000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M32.00S,2022-04-09T00:31:11.7Z,1,REGULAR,substitution,in,[],1627884,,,1610612766,24,31,2022-04-09T00:31:16Z,1060000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M32.00S,2022-04-09T00:31:38.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,24,32,2022-04-09T00:31:38Z,1070000,,,0,,L. Ball Free Throw 2 of 2 (15 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
113,PT02M15.00S,2022-04-09T00:31:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629750,4.02431011826544,6.127450980392156,1610612741,24,32,2022-04-09T00:32:13Z,1080000,219.0,-15.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,21.99,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M12.00S,2022-04-09T00:32:00.6Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612766,24,32,2022-04-09T00:32:00Z,1090000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,
115,PT02M06.00S,2022-04-09T00:32:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626162,93.77463863337714,49.754901960784316,1610612766,24,34,2022-04-09T00:36:11Z,1100000,-1.0,6.0,1,right,K. Oubre Jr. running DUNK (2 PTS),[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,0.61,Made,2.0,,,,,,,,,,,,,,,,,,
116,PT01M41.00S,2022-04-09T00:32:30.9Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,24,34,2022-04-09T00:32:37Z,1110000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1626162]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,,
117,PT01M41.00S,2022-04-09T00:32:30.9Z,1,REGULAR,steal,,[],1626162,,,1610612766,24,34,2022-04-09T00:32:32Z,1120000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M38.00S,2022-04-09T00:32:33.7Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612766,24,34,2022-04-09T00:32:42Z,1130000,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1630245]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,,,
119,PT01M38.00S,2022-04-09T00:32:33.7Z,1,REGULAR,steal,,[],1630245,,,1610612741,24,34,2022-04-09T00:32:35Z,1140000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M32.00S,2022-04-09T00:32:39.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203897,5.601182654402102,49.50980392156863,1610612741,26,34,2022-04-09T00:32:50Z,1150000,2.0,0.0,1,left,Z. LaVine driving DUNK (10 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,0.25,Made,10.0,,,,,,,,,,,,,,,,,,
121,PT01M12.00S,2022-04-09T00:32:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629667,96.5341655716163,4.411764705882353,1610612766,26,37,2022-04-09T00:33:03Z,1160000,-228.0,-20.0,1,right,J. McDaniels 3PT  (3 PTS) (C. Martin 1 AST),"[1629667, 1628998]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,22.88,Made,3.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,,
123,PT01M01.00S,2022-04-09T00:33:09.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,5.863994743758213,49.50980392156863,1610612741,28,37,2022-04-09T00:33:13Z,1180000,2.0,3.0,1,left,Z. LaVine driving DUNK (12 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,0.36,Made,12.0,,,,,,,,,,,,,,,,,,
124,PT00M47.70S,2022-04-09T00:33:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.64323258869908,45.09803921568628,1610612766,28,37,2022-04-09T00:37:54Z,1190000,-25.0,7.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,,
125,PT00M47.70S,2022-04-09T00:33:27.5Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612766,28,37,2022-04-09T00:33:36Z,1200000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,124.0,2.0,1.0,1.0,,,,,,,
126,PT00M47.70S,2022-04-09T00:33:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,94.40999984741211,50.0,1610612766,28,39,2022-04-09T00:33:30Z,1210000,0.0,0.0,1,right,M. Harrell tip Layup (2 PTS),[1626149],1610612766.0,CHA,tip,,,Harrell,M. Harrell,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
127,PT00M32.80S,2022-04-09T00:33:47.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,9.806176084099869,50.245098039215684,1610612741,30,39,2022-04-09T00:33:51Z,1220000,-1.0,40.0,1,left,T. Thompson driving Hook (2 PTS),[202684],1610612741.0,CHI,driving,,,Thompson,T. Thompson,,,,,3.97,Made,2.0,,,,,,,,,,,,,,,,,,
128,PT00M05.90S,2022-04-09T00:34:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,81.2910643889619,51.470588235294116,1610612766,30,39,2022-04-09T00:39:10Z,1230000,7.0,123.0,1,right,MISS J. McDaniels 12' fadeaway Shot,[1629667],1610612766.0,CHA,fadeaway,,,McDaniels,J. McDaniels,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,,
129,PT00M03.90S,2022-04-09T00:34:17.2Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,30,39,2022-04-09T00:34:19Z,1240000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,
130,PT00M00.20S,2022-04-09T00:34:23.3Z,1,REGULAR,3pt,Jump Shot,[],203897,33.85348226018397,45.09803921568628,1610612741,30,39,2022-04-09T00:34:31Z,1250000,25.0,266.0,1,left,MISS Z. LaVine 26' fadeaway 3PT,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M00.10S,2022-04-09T00:34:23.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,30,39,2022-04-09T00:34:31Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,
132,PT00M00.00S,2022-04-09T00:34:26.2Z,1,REGULAR,period,end,[],0,,,1610612741,30,39,2022-04-09T00:34:26Z,1270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,30,39,2022-04-09T00:37:00Z,1280000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612741,30,39,2022-04-09T00:37:00Z,1290000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612741,30,39,2022-04-09T00:37:00Z,1300000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612741,30,39,2022-04-09T00:37:00Z,1310000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,in,['startperiod'],1629632,,,1610612741,30,39,2022-04-09T00:37:00Z,1320000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-04-09T00:36:04.0Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612741,30,39,2022-04-09T00:37:00Z,1330000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-04-09T00:37:13.6Z,2,REGULAR,period,start,[],0,,,1610612766,30,39,2022-04-09T00:37:13Z,1340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M49.00S,2022-04-09T00:37:26.3Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612766,30,39,2022-04-09T00:37:45Z,1350000,,,0,,T. Thompson shooting personal FOUL (1 PF) (McDaniels 2 FT),"[202684, 1629667]",1610612741.0,CHI,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,1627541.0,,,,,1.0,0.0,McDaniels,1629667.0,,,
142,PT11M49.00S,2022-04-09T00:37:51.4Z,2,REGULAR,freethrow,1 of 2,[],1629667,,,1610612766,30,40,2022-04-09T00:37:51Z,1370000,,,0,,J. McDaniels Free Throw 1 of 2 (4 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
143,PT11M49.00S,2022-04-09T00:38:09.0Z,2,REGULAR,freethrow,2 of 2,[],1629667,,,1610612766,30,41,2022-04-09T00:38:09Z,1380000,,,0,,J. McDaniels Free Throw 2 of 2 (5 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
144,PT11M34.00S,2022-04-09T00:38:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,7.178055190538765,51.225490196078425,1610612741,30,41,2022-04-09T00:41:05Z,1390000,-6.0,15.0,1,left,MISS D. Jones Jr. pullup bank Shot,[1627884],1610612741.0,CHI,pullup bank,,,Jones Jr.,D. Jones Jr.,,,,,1.62,Missed,,,,,,,,,,,,,,,,,,,
145,PT11M32.00S,2022-04-09T00:38:28.3Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,30,41,2022-04-09T00:38:31Z,1400000,,,0,,M. Harrell REBOUND (Off:1 Def:2),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,,
146,PT11M28.00S,2022-04-09T00:38:35.1Z,2,REGULAR,foul,personal,[],1629632,,,1610612766,30,41,2022-04-09T00:38:46Z,1410000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1629023]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,201639.0,,,,,1.0,0.0,Washington,1629023.0,,,
148,PT11M20.00S,2022-04-09T00:39:02.5Z,2,REGULAR,3pt,Jump Shot,[],1629667,92.9862023653088,96.32352941176471,1610612766,30,44,2022-04-09T00:39:09Z,1430000,232.0,13.0,1,right,J. McDaniels 3PT  (8 PTS) (P. Washington 3 AST),"[1629667, 1629023]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.2,Made,8.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,,,
150,PT10M59.00S,2022-04-09T00:39:30.9Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612741,30,44,2022-04-09T00:40:46Z,1450000,,,0,,M. Harrell shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1626149, 201942]",1610612766.0,CHA,shooting,,,Harrell,M. Harrell,,,,,,,,,,,,,,200834.0,,,,,1.0,0.0,DeRozan,201942.0,,,
152,PT10M59.00S,2022-04-09T00:40:07.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612741,30,44,2022-04-09T00:40:42Z,1470000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,Common Foul Upheld,,
153,PT10M59.00S,2022-04-09T00:41:15.8Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,31,44,2022-04-09T00:41:15Z,1480000,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
154,PT10M59.00S,2022-04-09T00:41:33.4Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,32,44,2022-04-09T00:41:33Z,1490000,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
155,PT10M43.00S,2022-04-09T00:41:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,67.49342969776609,66.17647058823529,1610612766,32,47,2022-04-09T00:42:12Z,1500000,81.0,253.0,1,right,L. Ball 26' 3PT pullup (18 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,26.57,Made,18.0,,,,,,,,,,,,,,,,,,
156,PT10M24.00S,2022-04-09T00:42:10.5Z,2,REGULAR,2pt,Jump Shot,[],201942,21.23850197109067,71.32352941176471,1610612741,32,47,2022-04-09T00:44:01Z,1510000,-107.0,147.0,1,left,MISS D. DeRozan 18' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,18.17,Missed,,,,,,,,,,,,,,,,,,,
157,PT10M24.00S,2022-04-09T00:42:10.5Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,32,47,2022-04-09T00:42:18Z,1520000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,
158,PT10M20.00S,2022-04-09T00:42:14.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,69.85873850197109,77.20588235294117,1610612766,32,50,2022-04-09T00:45:13Z,1530000,136.0,231.0,1,right,L. Ball 26' 3PT running (21 PTS) (J. McDaniels 1 AST),"[1630163, 1629667]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,26.79,Made,21.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
160,PT10M08.00S,2022-04-09T00:42:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,7.5722733245729295,50.245098039215684,1610612741,32,50,2022-04-09T00:42:38Z,1550000,-1.0,19.0,1,left,MISS T. Thompson driving Layup - blocked,"[202684, 1629667]",1610612741.0,CHI,driving,,,Thompson,T. Thompson,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,McDaniels,1629667.0
161,PT10M08.00S,2022-04-09T00:42:29.2Z,2,REGULAR,block,,[],1629667,,,1610612741,32,50,2022-04-09T00:42:33Z,1560000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M08.00S,2022-04-09T00:42:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,32,50,2022-04-09T00:42:38Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,
163,PT10M08.00S,2022-04-09T00:42:37.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,32,50,2022-04-09T00:42:37Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M53.00S,2022-04-09T00:42:58.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629632,16.113666228646515,49.754901960784316,1610612741,32,50,2022-04-09T00:43:04Z,1590000,1.0,99.0,1,left,MISS C. White 9' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,9.9,Missed,,,,,,,,,,,,,,,,,,,
165,PT09M52.00S,2022-04-09T00:42:59.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,32,50,2022-04-09T00:43:04Z,1600000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,
166,PT09M44.00S,2022-04-09T00:43:10.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,32,50,2022-04-09T00:43:10Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M32.00S,2022-04-09T00:43:27.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,54.35282522996058,48.03921568627451,1610612766,32,50,2022-04-09T00:43:36Z,1620000,-10.0,377.0,1,right,MISS L. Ball 37' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,37.67,Missed,,,,,,,,,,,,,,,,,,,
168,PT09M29.00S,2022-04-09T00:43:30.8Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,32,50,2022-04-09T00:43:36Z,1630000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,
169,PT09M15.00S,2022-04-09T00:43:44.5Z,2,REGULAR,3pt,Jump Shot,[],1630245,10.200394218134035,97.30392156862744,1610612741,32,50,2022-04-09T00:43:49Z,1640000,-237.0,43.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M13.00S,2022-04-09T00:43:46.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,32,50,2022-04-09T00:43:49Z,1650000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,
171,PT09M04.00S,2022-04-09T00:44:03.6Z,2,REGULAR,foul,technical,['1freethrow'],201942,,,1610612766,32,50,2022-04-09T00:44:12Z,1660000,,,0,,D. DeRozan defensive-3-second technical FOUL (1 Tech),[201942],1610612741.0,CHI,defensive-3-second,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,200834.0,,,,,1.0,1.0,,,,,
172,PT09M04.00S,2022-04-09T00:44:28.5Z,2,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,32,51,2022-04-09T00:44:28Z,1670000,,,0,,L. Ball technical Free Throw 1 of 1 (22 PTS),[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
173,PT08M59.00S,2022-04-09T00:44:53.6Z,2,REGULAR,foul,personal,[],1630245,,,1610612766,32,51,2022-04-09T00:45:23Z,1680000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1630163]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,200834.0,,,,,2.0,0.0,Ball,1630163.0,,,
175,PT08M59.00S,2022-04-09T00:45:01.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612766,32,51,2022-04-09T00:45:06Z,1700000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M59.00S,2022-04-09T00:45:01.8Z,2,REGULAR,substitution,in,[],203897,,,1610612766,32,51,2022-04-09T00:45:06Z,1710000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M48.00S,2022-04-09T00:45:23.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628998,94.1688567674113,50.49019607843137,1610612766,32,53,2022-04-09T00:45:26Z,1720000,2.0,2.0,1,right,C. Martin driving DUNK (4 PTS) (J. McDaniels 2 AST),"[1628998, 1629667]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,0.34,Made,4.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,,,,,,
179,PT08M27.00S,2022-04-09T00:45:44.1Z,2,REGULAR,3pt,Jump Shot,[],203897,29.6484888304862,73.77450980392157,1610612741,32,53,2022-04-09T00:45:50Z,1740000,-119.0,226.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
180,PT08M26.00S,2022-04-09T00:45:45.1Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,32,53,2022-04-09T00:45:50Z,1750000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,
181,PT08M21.00S,2022-04-09T00:45:50.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626149,93.64323258869908,48.03921568627451,1610612766,32,55,2022-04-09T00:48:53Z,1760000,-10.0,7.0,1,right,M. Harrell running Layup (4 PTS) (L. Ball 4 AST),"[1626149, 1630163]",1610612766.0,CHA,running,,,Harrell,M. Harrell,,,,,1.22,Made,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,,
183,PT08M20.00S,2022-04-09T00:46:13.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,32,55,2022-04-09T00:46:13Z,1780000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
