actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
19,PT10M49.00S,2022-02-27T01:14:27.0Z,1,REGULAR,2pt,Jump Shot,[],201942,95.3515111695138,73.77450980392157,1610612741,4,2,2022-02-27T01:16:27Z,190000,119.0,-9.0,1,right,MISS D. DeRozan 11' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,11.92,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M49.00S,2022-02-27T01:14:27.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,2,2022-02-27T01:14:33Z,200000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,19.0,,,,,,,1.0,1.0,0.0,,,,,,,,
21,PT10M41.00S,2022-02-27T01:14:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,16.770696452036795,46.32352941176471,1610612763,4,2,2022-02-27T01:14:41Z,210000,18.0,105.0,1,left,MISS S. Adams 10' Jump Shot,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,10.67,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M37.00S,2022-02-27T01:14:39.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,2,2022-02-27T01:14:41Z,220000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,21.0,,,,,,,1.0,1.0,0.0,,,,,,,,
23,PT10M26.00S,2022-02-27T01:14:49.9Z,1,REGULAR,2pt,Jump Shot,[],203897,76.95466491458606,68.13725490196079,1610612741,4,2,2022-02-27T01:17:34Z,230000,91.0,164.0,1,right,MISS Z. LaVine 18' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,18.75,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M24.00S,2022-02-27T01:14:51.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,2,2022-02-27T01:14:56Z,240000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,23.0,,,,,,,2.0,1.0,1.0,,,,,,,,
25,PT10M15.00S,2022-02-27T01:15:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.338370565045992,51.9607843137255,1610612763,4,2,2022-02-27T01:17:37Z,250000,-10.0,-2.0,1,left,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,1.01,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M13.00S,2022-02-27T01:15:02.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,2,2022-02-27T01:17:37Z,260000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,25.0,,,,,,,3.0,1.0,2.0,,,,,,,,
27,PT10M08.00S,2022-02-27T01:15:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,5.863994743758213,52.20588235294118,1610612763,4,2,2022-02-27T01:17:59Z,270000,-11.0,3.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2022-02-27T01:15:13.4Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,4,2,2022-02-27T02:17:49Z,280000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,27.0,,,,,,,2.0,1.0,1.0,,,,,,,,
29,PT10M01.00S,2022-02-27T01:15:14.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,9.149145860709593,96.32352941176471,1610612763,4,2,2022-02-27T01:15:32Z,290000,-232.0,34.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M54.00S,2022-02-27T01:15:21.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,2,2022-02-27T01:15:21Z,300000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,29.0,,,,,,,4.0,1.0,3.0,,,,,,,,
31,PT09M54.00S,2022-02-27T01:15:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,5.590000152587891,50.0,1610612763,4,4,2022-02-27T01:15:21Z,310000,0.0,0.0,1,left,S. Adams putback Layup (4 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
32,PT09M41.00S,2022-02-27T01:15:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.24901445466492,51.71568627450981,1610612741,6,4,2022-02-27T01:15:40Z,320000,9.0,11.0,1,right,J. Green Layup (4 PTS) (Z. LaVine 1 AST),"[1629750, 203897]",1610612741.0,CHI,,,,Green,J. Green,,,,,1.4,Made,4.0,,,,,Z. LaVine,203897.0,1.0,,,,,,,,,,,
34,PT09M26.00S,2022-02-27T01:15:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,6.915243101182654,63.725490196078425,1610612763,6,6,2022-02-27T02:10:27Z,340000,-69.0,13.0,1,left,J. Morant 6' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,6.97,Made,2.0,,,,,,,,,,,,,,,,,,
35,PT09M26.00S,2022-02-27T01:15:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,6,6,2022-02-27T01:15:54Z,350000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2022-02-27T01:18:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,86.94152431011827,63.970588235294116,1610612741,6,6,2022-02-27T01:21:45Z,360000,70.0,70.0,1,right,MISS D. DeRozan 9' turnaround bank Shot,[201942],1610612741.0,CHI,turnaround bank,,,DeRozan,D. DeRozan,,,,,9.91,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M11.00S,2022-02-27T01:18:58.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,6,6,2022-02-27T01:19:08Z,370000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,36.0,,,,,,,5.0,2.0,3.0,,,,,,,,
38,PT09M01.00S,2022-02-27T01:19:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,13.87976346911958,49.50980392156863,1610612763,6,6,2022-02-27T01:19:16Z,380000,2.0,78.0,1,left,MISS D. Bane 7' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M59.00S,2022-02-27T01:19:10.3Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,6,6,2022-02-27T01:19:16Z,390000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,38.0,,,,,,,1.0,1.0,0.0,,,,,,,,
40,PT08M54.00S,2022-02-27T01:19:15.9Z,1,REGULAR,3pt,Jump Shot,[],202696,66.83639947437582,48.03921568627451,1610612741,6,6,2022-02-27T01:19:30Z,400000,-10.0,259.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M50.00S,2022-02-27T01:19:19.9Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,6,6,2022-02-27T01:19:30Z,410000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,40.0,,,,,,,1.0,1.0,0.0,,,,,,,,
42,PT08M40.00S,2022-02-27T01:19:29.3Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,6,6,2022-02-27T01:19:34Z,420000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1630245]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,2.0,Dosunmu,1630245.0,,,,,,,,,,,,,,
43,PT08M40.00S,2022-02-27T01:19:29.3Z,1,REGULAR,steal,,[],1630245,,,1610612741,6,6,2022-02-27T01:19:31Z,430000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M36.00S,2022-02-27T01:19:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.46057818659659,48.529411764705884,1610612741,6,6,2022-02-27T02:10:36Z,440000,-7.0,18.0,1,right,MISS Z. LaVine running Layup,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2022-02-27T01:19:37.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,6,6,2022-02-27T01:19:37Z,450000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,44.0,,,,,,,6.0,3.0,3.0,,,,,,,,
46,PT08M27.00S,2022-02-27T01:19:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,5.732588699080158,50.98039215686274,1610612763,6,8,2022-02-27T01:19:52Z,460000,-5.0,1.0,1,left,S. Adams cutting Layup (6 PTS) (D. Bane 1 AST),"[203500, 1630217]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,0.51,Made,6.0,,,,,D. Bane,1630217.0,1.0,,,,,,,,,,,
48,PT08M27.00S,2022-02-27T01:19:50.1Z,1,REGULAR,foul,personal,['1freethrow'],202696,,,1610612763,6,8,2022-02-27T01:20:15Z,480000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Adams 1 FT),"[202696, 203500]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Adams,203500.0,,,
50,PT08M27.00S,2022-02-27T01:20:15.7Z,1,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,6,8,2022-02-27T01:20:19Z,500000,,,0,,MISS S. Adams Free Throw 1 of 1,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M24.00S,2022-02-27T01:20:18.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,8,2022-02-27T01:20:19Z,510000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,50.0,,,,,,,2.0,2.0,0.0,,,,,,,,
52,PT08M14.00S,2022-02-27T01:20:27.0Z,1,REGULAR,3pt,Jump Shot,[],203897,69.20170827858082,26.47058823529412,1610612741,9,8,2022-02-27T02:10:50Z,520000,-118.0,237.0,1,right,Z. LaVine 26' 3PT step back (3 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,26.46,Made,3.0,,,,,,,,,,,,,,,,,,
53,PT08M01.00S,2022-02-27T01:20:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.389618922470433,53.431372549019606,1610612763,9,10,2022-02-27T01:20:45Z,530000,-17.0,8.0,1,left,J. Morant driving Layup (4 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.88,Made,4.0,,,,,,,,,,,,,,,,,,
54,PT07M50.00S,2022-02-27T01:20:51.1Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,9,10,2022-02-27T01:20:56Z,540000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1630217]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,,,,,
55,PT07M50.00S,2022-02-27T01:20:51.1Z,1,REGULAR,steal,,[],1630217,,,1610612763,9,10,2022-02-27T01:20:52Z,550000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M32.00S,2022-02-27T01:21:08.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,8.360709592641262,45.83333333333333,1610612763,9,10,2022-02-27T01:25:06Z,560000,21.0,26.0,1,left,MISS J. Jackson Jr. driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,3.34,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M31.00S,2022-02-27T01:21:10.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,9,10,2022-02-27T01:21:10Z,570000,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,56.0,,,,,,,7.0,3.0,4.0,,,,,,,,
58,PT07M26.00S,2022-02-27T01:21:14.7Z,1,REGULAR,foul,personal,[],201942,,,1610612763,9,10,2022-02-27T01:21:40Z,580000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 203500]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Adams,203500.0,,,
60,PT07M26.00S,2022-02-27T01:21:33.6Z,1,REGULAR,foul,technical,['1freethrow'],201942,,,1610612763,9,10,2022-02-27T01:21:39Z,600000,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,2714.0,1.0,1.0,,,,,
61,PT07M26.00S,2022-02-27T01:21:45.6Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,9,11,2022-02-27T01:21:45Z,610000,,,0,,D. Bane technical Free Throw 1 of 1 (1 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
62,PT07M19.00S,2022-02-27T01:22:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629630,6.1268068331143235,48.529411764705884,1610612763,9,13,2022-02-27T01:25:56Z,620000,7.0,5.0,1,left,J. Morant driving Layup (6 PTS) (S. Adams 1 AST),"[1629630, 203500]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,0.9,Made,6.0,,,,,S. Adams,203500.0,1.0,,,,,,,,,,,
64,PT07M04.00S,2022-02-27T01:22:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.51182654402102,50.245098039215684,1610612741,11,13,2022-02-27T01:26:38Z,640000,1.0,8.0,1,right,Z. LaVine driving finger roll Layup (5 PTS),[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,0.86,Made,5.0,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2022-02-27T01:22:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630533,3.235873850197109,95.58823529411765,1610612763,11,13,2022-02-27T01:22:43Z,650000,-228.0,-22.0,1,left,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M50.00S,2022-02-27T01:22:40.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,11,13,2022-02-27T01:22:43Z,660000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,65.0,,,,,,,1.0,1.0,0.0,,,,,,,,
67,PT06M43.00S,2022-02-27T01:22:50.8Z,1,REGULAR,turnover,traveling,[],203897,,,1610612741,11,13,2022-02-27T01:22:56Z,670000,,,0,,Z. LaVine traveling TURNOVER (1 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,1.0,,,,,,,,,202027.0,,,,,,,
68,PT06M43.00S,2022-02-27T01:22:54.6Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,11,13,2022-02-27T01:23:04Z,680000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M43.00S,2022-02-27T01:22:54.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,11,13,2022-02-27T01:23:04Z,690000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M43.00S,2022-02-27T01:22:54.6Z,1,REGULAR,substitution,in,[],203937,,,1610612763,11,13,2022-02-27T01:23:04Z,700000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M43.00S,2022-02-27T01:22:54.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,11,13,2022-02-27T01:23:04Z,710000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2022-02-27T01:23:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203937,5.387647831800263,43.59298406862745,1610612763,11,15,2022-02-27T01:27:44Z,720000,32.0,-2.0,1,left,K. Anderson driving reverse Layup (2 PTS),[203937],1610612763.0,MEM,driving reverse,,,Anderson,K. Anderson,,,,,3.21,Made,2.0,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2022-02-27T01:23:51.1Z,1,REGULAR,2pt,Jump Shot,[],203897,74.45795006570303,31.61764705882353,1610612741,11,15,2022-02-27T01:28:21Z,730000,-92.0,188.0,1,right,MISS Z. LaVine 20' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,20.89,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2022-02-27T01:23:54.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,11,15,2022-02-27T01:23:58Z,740000,,,0,,S. Adams REBOUND (Off:4 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,73.0,,,,,,,8.0,4.0,4.0,,,,,,,,
75,PT05M42.00S,2022-02-27T01:24:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.302890932982917,41.17647058823529,1610612763,11,17,2022-02-27T01:28:54Z,750000,44.0,63.0,1,left,K. Anderson 7' driving floating Jump Shot (4 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,7.7,Made,4.0,,,,,D. Melton,1629001.0,1.0,,,,,,,,,,,
77,PT05M13.00S,2022-02-27T01:24:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,67.7562417871222,54.90196078431373,1610612741,11,17,2022-02-27T01:24:43Z,770000,25.0,251.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M11.00S,2022-02-27T01:24:40.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,11,17,2022-02-27T01:24:43Z,780000,,,0,,S. Adams REBOUND (Off:4 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,77.0,,,,,,,9.0,5.0,4.0,,,,,,,,
79,PT05M08.00S,2022-02-27T01:24:42.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630533,5.075558475689881,50.73529411764706,1610612763,11,19,2022-02-27T02:11:00Z,790000,-4.0,-5.0,1,left,Z. Williams driving floating Jump Shot (2 PTS) (S. Adams 2 AST),"[1630533, 203500]",1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,0.61,Made,2.0,,,,,S. Adams,203500.0,2.0,,,,,,,,,,,
81,PT04M55.00S,2022-02-27T01:24:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,91.67214191852825,46.07843137254902,1610612741,11,19,2022-02-27T01:30:00Z,810000,-20.0,26.0,1,right,MISS Z. LaVine driving floating bank Shot,[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,3.24,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M53.00S,2022-02-27T01:24:58.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,11,19,2022-02-27T01:25:00Z,820000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,81.0,,,,,,,1.0,1.0,0.0,,,,,,,,
83,PT04M47.00S,2022-02-27T01:25:04.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,24.78646517739816,81.37254901960785,1610612763,11,22,2022-02-27T01:25:10Z,830000,-157.0,180.0,1,left,J. Morant 3PT  (9 PTS) (D. Melton 2 AST),"[1629630, 1629001]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,23.92,Made,9.0,,,,,D. Melton,1629001.0,2.0,,,,,,,,,,,
85,PT04M27.00S,2022-02-27T01:25:23.5Z,1,REGULAR,2pt,Jump Shot,[],201942,82.60512483574244,76.7156862745098,1610612741,11,22,2022-02-27T01:30:42Z,850000,134.0,111.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.37,Missed,,,,,,,,,,,,,,,,,,,
