actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
531,PT07M55.00S,2022-03-13T02:56:59.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626224,5.995400788436268,50.245098039215684,1610612739,86,75,2022-03-13T02:57:05Z,5280000,-1.0,4.0,1,left,C. Osman reverse Layup (11 PTS) (E. Mobley 1 AST),"[1626224, 1630596]",1610612739.0,CLE,reverse,,,Osman,C. Osman,,,,,,,0.41,Made,11.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,
533,PT07M55.00S,2022-03-13T02:57:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,86,75,2022-03-13T02:57:04Z,5300000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M55.00S,2022-03-13T02:59:01.6Z,4,REGULAR,substitution,out,[],202684,,,1610612741,86,75,2022-03-13T02:59:41Z,5310000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M55.00S,2022-03-13T02:59:01.6Z,4,REGULAR,substitution,in,[],202696,,,1610612741,86,75,2022-03-13T02:59:41Z,5320000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M40.00S,2022-03-13T03:00:12.2Z,4,REGULAR,2pt,Jump Shot,[],201942,71.17279894875165,40.931372549019606,1610612741,86,75,2022-03-13T03:00:18Z,5330000,-45.0,218.0,1,right,MISS D. DeRozan 22' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,22.31,Missed,,,,,,,,,,,,,,,,,
537,PT07M38.00S,2022-03-13T03:00:14.2Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,86,75,2022-03-13T03:00:18Z,5340000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,536.0,2.0,2.0,0.0,,,,,,,
538,PT07M29.00S,2022-03-13T03:00:22.8Z,4,REGULAR,3pt,Jump Shot,[],1630596,31.61957950065703,28.431372549019606,1610612739,86,75,2022-03-13T03:00:29Z,5350000,108.0,245.0,1,left,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,26.74,Missed,,,,,,,,,,,,,,,,,
539,PT07M26.00S,2022-03-13T03:00:25.8Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612741,86,75,2022-03-13T03:00:29Z,5360000,,,0,,J. Green REBOUND (Off:2 Def:6),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,538.0,8.0,6.0,2.0,,,,,,,
540,PT07M18.00S,2022-03-13T03:00:34.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.09526938239159,40.19607843137255,1610612741,86,75,2022-03-13T03:00:39Z,5370000,-49.0,41.0,1,right,MISS N. Vucevic 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,6.36,Missed,,,,,,,,,,,,,,,,,
541,PT07M16.00S,2022-03-13T03:00:36.6Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,86,75,2022-03-13T03:00:39Z,5380000,,,0,,K. Love REBOUND (Off:0 Def:10),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,540.0,10.0,10.0,0.0,,,,,,,
542,PT07M01.00S,2022-03-13T03:00:50.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,7.835085413929041,59.31372549019608,1610612739,86,77,2022-03-13T03:01:01Z,5390000,-47.0,21.0,1,left,D. Garland driving floating bank Jump Shot (23 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,,,5.12,Made,23.0,,,,,,,,,,,,,,,,
543,PT06M44.00S,2022-03-13T03:01:08.1Z,4,REGULAR,3pt,Jump Shot,[],1629632,63.81406044678055,42.15686274509804,1610612741,86,77,2022-03-13T03:01:13Z,5400000,-39.0,288.0,1,right,MISS C. White 29' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,29.03,Missed,,,,,,,,,,,,,,,,,
544,PT06M40.00S,2022-03-13T03:01:12.1Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,86,77,2022-03-13T03:01:13Z,5410000,,,0,,N. Vucevic REBOUND (Off:2 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,543.0,13.0,11.0,2.0,,,,,,,
545,PT06M33.00S,2022-03-13T03:01:19.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,83.26215505913272,93.62745098039215,1610612741,89,77,2022-03-13T03:01:23Z,5420000,218.0,105.0,1,right,A. Dosunmu 24' 3PT  (15 PTS) (C. White 7 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,24.2,Made,15.0,C. White,1629632.0,7.0,,,,,,,,,,,,,
547,PT06M22.00S,2022-03-13T03:01:32.3Z,4,REGULAR,foul,personal,[],1630245,,,1610612739,89,77,2022-03-13T03:01:39Z,5440000,,,0,,A. Dosunmu personal FOUL (5 PF),"[1630245, 1629636]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,2882.0,,,,,,,,,,,,,,5.0,0.0,Garland,1629636.0,,,
549,PT06M22.00S,2022-03-13T03:01:38.7Z,4,REGULAR,substitution,out,[],1629750,,,1610612739,89,77,2022-03-13T03:01:46Z,5460000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M22.00S,2022-03-13T03:01:38.7Z,4,REGULAR,substitution,in,[],1627936,,,1610612739,89,77,2022-03-13T03:01:46Z,5470000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M13.00S,2022-03-13T03:02:04.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.463206307490145,38.23529411764706,1610612739,89,77,2022-03-13T03:02:08Z,5480000,59.0,46.0,1,left,MISS E. Mobley 7' driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,7.46,Missed,,,,,,,,,,,,,,,,,
552,PT06M11.00S,2022-03-13T03:02:06.5Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,89,77,2022-03-13T03:02:08Z,5490000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,551.0,1.0,1.0,0.0,,,,,,,
553,PT06M05.00S,2022-03-13T03:02:13.0Z,4,REGULAR,3pt,Jump Shot,[],202696,67.23061760840999,49.01960784313725,1610612741,92,77,2022-03-13T03:02:18Z,5500000,-5.0,256.0,1,right,N. Vucevic 25' 3PT  (18 PTS) (D. DeRozan 6 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.55,Made,18.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,
555,PT05M46.00S,2022-03-13T03:02:31.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201567,5.469776609724048,52.94117647058824,1610612739,92,79,2022-03-13T03:02:35Z,5520000,-15.0,-1.0,1,left,K. Love cutting Layup (7 PTS) (C. Osman 2 AST),"[201567, 1626224]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,,,1.47,Made,7.0,C. Osman,1626224.0,2.0,,,,,,,,,,,,,
557,PT05M27.00S,2022-03-13T03:02:50.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.99277266754271,50.49019607843137,1610612741,94,79,2022-03-13T03:02:57Z,5540000,2.0,60.0,1,right,N. Vucevic 6' turnaround Hook (20 PTS) (A. Caruso 4 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,6.05,Made,20.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,,,
559,PT05M12.00S,2022-03-13T03:03:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,6.652431011826544,49.50980392156863,1610612739,94,81,2022-03-13T03:03:08Z,5560000,2.0,10.0,1,left,C. Osman cutting Layup (13 PTS) (D. Garland 7 AST),"[1626224, 1629636]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,1.03,Made,13.0,D. Garland,1629636.0,7.0,,,,,,,,,,,,,
561,PT04M52.00S,2022-03-13T03:03:25.1Z,4,REGULAR,2pt,Jump Shot,[],202696,72.48685939553219,51.9607843137255,1610612741,94,81,2022-03-13T03:03:30Z,5580000,10.0,206.0,1,right,MISS N. Vucevic 20' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,20.63,Missed,,,,,,,,,,,,,,,,,
562,PT04M49.00S,2022-03-13T03:03:28.1Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,94,81,2022-03-13T03:03:30Z,5590000,,,0,,E. Mobley REBOUND (Off:2 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,561.0,7.0,5.0,2.0,,,,,,,
563,PT04M37.00S,2022-03-13T03:03:39.8Z,4,REGULAR,3pt,Jump Shot,[],1626224,30.042706964520367,24.754901960784316,1610612739,94,81,2022-03-13T03:03:45Z,5600000,126.0,230.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,26.23,Missed,,,,,,,,,,,,,,,,,
564,PT04M34.00S,2022-03-13T03:03:42.8Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,94,81,2022-03-13T03:03:45Z,5610000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,563.0,1.0,1.0,0.0,,,,,,,
565,PT04M23.00S,2022-03-13T03:03:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.51182654402102,53.67647058823529,1610612741,96,81,2022-03-13T03:04:04Z,5620000,18.0,8.0,1,right,A. Dosunmu driving Layup (17 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,2.03,Made,17.0,,,,,,,,,,,,,,,,
566,PT04M23.00S,2022-03-13T03:03:59.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,96,81,2022-03-13T03:03:59Z,5630000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M23.00S,2022-03-13T03:06:22.7Z,4,REGULAR,substitution,out,[],1629632,,,1610612739,96,81,2022-03-13T03:06:30Z,5640000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M23.00S,2022-03-13T03:06:22.7Z,4,REGULAR,substitution,in,[],1629750,,,1610612739,96,81,2022-03-13T03:06:30Z,5650000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT04M06.00S,2022-03-13T03:07:15.5Z,4,REGULAR,3pt,Jump Shot,[],201567,24.52365308804205,86.27450980392157,1610612739,96,84,2022-03-13T03:07:21Z,5660000,-181.0,178.0,1,left,K. Love 25' 3PT  (10 PTS) (C. Osman 3 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,25.41,Made,10.0,C. Osman,1626224.0,3.0,,,,,,,,,,,,,
571,PT03M45.00S,2022-03-13T03:07:36.5Z,4,REGULAR,turnover,bad pass,[],1629750,,,1610612741,96,84,2022-03-13T03:07:40Z,5680000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1626224]",1610612741.0,CHI,,,,Green,J. Green,,,,,,1.0,,,,,,,,,,,,,,,,,Osman,1626224.0,
572,PT03M45.00S,2022-03-13T03:07:36.5Z,4,REGULAR,steal,,[],1626224,,,1610612739,96,84,2022-03-13T03:07:38Z,5690000,,,0,,C. Osman STEAL (2 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M29.00S,2022-03-13T03:07:52.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630596,9.280551905387648,68.38235294117648,1610612739,96,84,2022-03-13T03:07:58Z,5700000,-92.0,35.0,1,left,MISS E. Mobley 9' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,9.82,Missed,,,,,,,,,,,,,,,,,
574,PT03M27.00S,2022-03-13T03:07:54.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,96,84,2022-03-13T03:07:58Z,5710000,,,0,,N. Vucevic REBOUND (Off:2 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,573.0,14.0,12.0,2.0,,,,,,,
575,PT03M13.00S,2022-03-13T03:08:10.7Z,4,REGULAR,foul,personal,[],1626224,,,1610612741,96,84,2022-03-13T03:08:17Z,5720000,,,0,,C. Osman personal FOUL (2 PF),"[1626224, 202696]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,2882.0,,,,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,,,
577,PT03M07.00S,2022-03-13T03:08:40.7Z,4,REGULAR,2pt,Jump Shot,[],201942,73.66951379763469,52.450980392156865,1610612741,96,84,2022-03-13T03:08:45Z,5740000,12.0,195.0,1,right,MISS D. DeRozan 19' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,19.54,Missed,,,,,,,,,,,,,,,,,
578,PT03M04.00S,2022-03-13T03:08:43.7Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,96,84,2022-03-13T03:08:45Z,5750000,,,0,,K. Love REBOUND (Off:0 Def:11),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,577.0,11.0,11.0,0.0,,,,,,,
579,PT02M46.00S,2022-03-13T03:09:00.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,13.222733245729303,38.23529411764706,1610612739,96,86,2022-03-13T03:09:04Z,5760000,59.0,72.0,1,left,E. Mobley 9' turnaround Jump Shot (17 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,9.28,Made,17.0,,,,,,,,,,,,,,,,
580,PT02M22.00S,2022-03-13T03:09:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629750,96.13994743758212,97.30392156862744,1610612741,99,86,2022-03-13T03:09:29Z,5770000,237.0,-16.0,1,right,J. Green 3PT  (10 PTS) (A. Dosunmu 3 AST),"[1629750, 1630245]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,23.71,Made,10.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,
582,PT02M13.00S,2022-03-13T03:09:37.7Z,4,REGULAR,foul,personal,[],202696,,,1610612739,99,86,2022-03-13T03:10:08Z,5790000,,,0,,N. Vucevic personal FOUL (3 PF),"[202696, 1630596]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,Mobley,1630596.0,,,
584,PT02M09.00S,2022-03-13T03:10:07.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612739,99,86,2022-03-13T03:10:31Z,5810000,,,0,,A. Caruso personal FOUL (3 PF) (Garland 2 FT),"[1627936, 1629636]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,Garland,1629636.0,,,
586,PT02M09.00S,2022-03-13T03:10:33.7Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,99,87,2022-03-13T03:10:33Z,5830000,,,0,,D. Garland Free Throw 1 of 2 (24 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
587,PT02M09.00S,2022-03-13T03:10:46.3Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,99,88,2022-03-13T03:10:46Z,5840000,,,0,,D. Garland Free Throw 2 of 2 (25 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,
588,PT01M45.00S,2022-03-13T03:11:11.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,83.65637319316689,50.0,1610612741,99,88,2022-03-13T03:11:18Z,5850000,0.0,101.0,1,right,MISS J. Green 10' turnaround Shot,[1629750],1610612741.0,CHI,turnaround,,,Green,J. Green,,,,,,,10.11,Missed,,,,,,,,,,,,,,,,,
589,PT01M43.00S,2022-03-13T03:11:13.8Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,99,88,2022-03-13T03:11:18Z,5860000,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,588.0,3.0,3.0,0.0,,,,,,,
590,PT01M39.00S,2022-03-13T03:11:25.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612739,99,88,2022-03-13T03:11:30Z,5870000,,,0,,A. Caruso personal FOUL (4 PF) (Osman 2 FT),"[1627936, 1626224]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,1627961.0,,,,,,,,,,,,,,4.0,0.0,Osman,1626224.0,,,
592,PT01M39.00S,2022-03-13T03:11:56.7Z,4,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,99,89,2022-03-13T03:12:27Z,5890000,,,0,,C. Osman Free Throw 1 of 2 (14 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
593,PT01M39.00S,2022-03-13T03:11:57.5Z,4,REGULAR,substitution,out,[],1627936,,,1610612739,99,89,2022-03-13T03:12:03Z,5900000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M39.00S,2022-03-13T03:11:57.5Z,4,REGULAR,substitution,in,[],1628972,,,1610612739,99,89,2022-03-13T03:12:03Z,5910000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M39.00S,2022-03-13T03:11:56.7Z,4,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,99,89,2022-03-13T03:12:27Z,5920000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,
596,PT01M34.00S,2022-03-13T03:12:01.7Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612741,99,89,2022-03-13T03:12:27Z,5930000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,595.0,2.0,2.0,0.0,,,,,,,
597,PT01M16.00S,2022-03-13T03:12:43.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,99,89,2022-03-13T03:12:43Z,5940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT01M16.00S,2022-03-13T03:12:45.2Z,4,REGULAR,substitution,out,[],1628972,,,1610612741,99,89,2022-03-13T03:12:51Z,5950000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M16.00S,2022-03-13T03:12:45.2Z,4,REGULAR,substitution,in,[],1627936,,,1610612741,99,89,2022-03-13T03:12:51Z,5960000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT01M16.00S,2022-03-13T03:12:55.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,99,89,2022-03-13T03:12:55Z,5970000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT01M11.00S,2022-03-13T03:14:44.1Z,4,REGULAR,2pt,Jump Shot,[],201942,73.9323258869908,45.34313725490196,1610612741,99,89,2022-03-13T03:14:48Z,5980000,-23.0,193.0,1,right,MISS D. DeRozan 19' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,,,19.39,Missed,,,,,,,,,,,,,,,,,
602,PT01M09.00S,2022-03-13T03:14:46.1Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,99,89,2022-03-13T03:14:48Z,5990000,,,0,,C. Osman REBOUND (Off:0 Def:4),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,601.0,4.0,4.0,0.0,,,,,,,
603,PT00M56.30S,2022-03-13T03:14:59.4Z,4,REGULAR,3pt,Jump Shot,[],1629636,30.831143232588698,60.5392156862745,1610612739,99,89,2022-03-13T03:15:04Z,6000000,-53.0,237.0,1,left,MISS D. Garland 24' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,24.31,Missed,,,,,,,,,,,,,,,,,
604,PT00M54.10S,2022-03-13T03:15:01.7Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,99,89,2022-03-13T03:15:01Z,6010000,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,603.0,3.0,2.0,1.0,,,,,,,
605,PT00M52.90S,2022-03-13T03:15:03.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,30.56833114323259,31.127450980392158,1610612739,99,89,2022-03-13T03:15:21Z,6020000,94.0,235.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,25.31,Missed,,,,,,,,,,,,,,,,,
606,PT00M52.90S,2022-03-13T03:15:03.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,99,89,2022-03-13T03:15:21Z,6030000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,
607,PT00M52.90S,2022-03-13T03:15:12.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612739,99,89,2022-03-13T03:15:18Z,6040000,,,0,,J. Green loose ball personal FOUL (2 PF) (Okoro 2 FT),"[1629750, 1630171]",1610612741.0,CHI,loose ball,,,Green,J. Green,,,,,2882.0,,,,,,,,,,,,,,2.0,0.0,Okoro,1630171.0,,,
609,PT00M52.90S,2022-03-13T03:15:36.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,99,90,2022-03-13T03:15:36Z,6060000,,,0,,I. Okoro Free Throw 1 of 2 (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
610,PT00M52.90S,2022-03-13T03:15:37.1Z,4,REGULAR,substitution,out,[],201567,,,1610612739,99,90,2022-03-13T03:15:40Z,6070000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M52.90S,2022-03-13T03:15:37.1Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,99,90,2022-03-13T03:15:40Z,6080000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M52.90S,2022-03-13T03:15:59.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,99,91,2022-03-13T03:15:59Z,6090000,,,0,,I. Okoro Free Throw 2 of 2 (6 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
613,PT00M47.60S,2022-03-13T03:16:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612741,99,91,2022-03-13T03:16:30Z,6100000,,,0,,C. Osman take personal FOUL (3 PF) (Green 2 FT),"[1626224, 1629750]",1610612739.0,CLE,take,,,Osman,C. Osman,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,Green,1629750.0,,,
615,PT00M47.60S,2022-03-13T03:16:49.0Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,100,91,2022-03-13T03:16:49Z,6120000,,,0,,J. Green Free Throw 1 of 2 (11 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
616,PT00M47.60S,2022-03-13T03:16:55.7Z,4,REGULAR,substitution,out,[],1630205,,,1610612741,100,91,2022-03-13T03:17:00Z,6130000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M47.60S,2022-03-13T03:16:55.7Z,4,REGULAR,substitution,in,[],201567,,,1610612741,100,91,2022-03-13T03:17:00Z,6140000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M47.60S,2022-03-13T03:17:17.8Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,101,91,2022-03-13T03:17:17Z,6150000,,,0,,J. Green Free Throw 2 of 2 (12 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
619,PT00M37.40S,2022-03-13T03:17:30.1Z,4,REGULAR,3pt,Jump Shot,[],1630596,32.802233902759525,49.26470588235294,1610612739,101,91,2022-03-13T03:17:37Z,6160000,4.0,256.0,1,left,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,25.58,Missed,,,,,,,,,,,,,,,,,
620,PT00M34.00S,2022-03-13T03:17:33.5Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,101,91,2022-03-13T03:17:37Z,6170000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,619.0,2.0,2.0,0.0,,,,,,,
621,PT00M11.60S,2022-03-13T03:17:59.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,101,91,2022-03-13T03:18:06Z,6180000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,,
