actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
368,PT08M57.00S,2021-11-11T02:28:12.5Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,71,64,2021-11-11T02:28:29Z,3570000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,367.0,3.0,2.0,1.0,,,,,,,,,
369,PT08M37.00S,2021-11-11T02:28:49.3Z,3,REGULAR,2pt,Jump Shot,[],203897,78.26872536136662,27.450980392156865,1610612741,73,64,2021-11-11T02:28:56Z,3580000,-113.0,152.0,1,right,Z. LaVine 18' fadeaway Jump Shot (17 PTS),[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,,,,Made,17.0,18.91,,,,,,,,,,,,,
370,PT08M18.00S,2021-11-11T02:29:06.7Z,3,REGULAR,2pt,Jump Shot,[],203501,25.312089356110377,50.49019607843137,1610612742,73,66,2021-11-11T02:29:16Z,3590000,-2.0,185.0,1,left,T. Hardaway Jr. 18' pullup Jump Shot (15 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,15.0,18.54,,,,,,,,,,,,,
372,PT08M03.00S,2021-11-11T02:29:32.6Z,3,REGULAR,foul,personal,[],203501,,,1610612741,73,66,2021-11-11T02:29:44Z,3610000,,,0,,T. Hardaway Jr. personal FOUL (2 PF),"[203501, 203897]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,203054.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,,
374,PT07M55.00S,2021-11-11T02:29:53.8Z,3,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,73,66,2021-11-11T02:30:03Z,3630000,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,2534.0,,,,,,,,,,,,,,,2.0,,,,,
375,PT07M41.00S,2021-11-11T02:30:14.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,5.732588699080158,55.88235294117647,1610612742,73,66,2021-11-11T02:31:20Z,3640000,-29.0,1.0,1,left,MISS L. Doncic driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,Missed,,2.94,,,,,,,,,,,,,
376,PT07M39.00S,2021-11-11T02:30:16.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,73,66,2021-11-11T02:30:16Z,3650000,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,375.0,8.0,7.0,1.0,,,,,,,,,
377,PT07M37.00S,2021-11-11T02:30:20.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628366,93.38042049934296,49.754901960784316,1610612741,73,66,2021-11-11T02:31:27Z,3660000,-1.0,10.0,1,right,MISS L. Ball driving Layup - blocked,"[1628366, 203939]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,,,,,,Missed,,0.98,,,,,,,,,,,,Powell,203939.0
378,PT07M37.00S,2021-11-11T02:30:20.3Z,3,REGULAR,block,,[],203939,,,1610612741,73,66,2021-11-11T02:30:26Z,3670000,,,0,,D. Powell BLOCK (2 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M35.00S,2021-11-11T02:30:22.3Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,73,66,2021-11-11T02:31:27Z,3680000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,377.0,3.0,3.0,0.0,,,,,,,,,
380,PT07M29.00S,2021-11-11T02:30:30.9Z,3,REGULAR,2pt,Jump Shot,[],204001,21.107095926412615,49.26470588235294,1610612742,73,68,2021-11-11T02:30:35Z,3690000,4.0,146.0,1,left,K. Porzingis 14' Jump Shot (13 PTS) (T. Hardaway Jr. 2 AST),"[204001, 203501]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,13.0,14.59,,,,,T. Hardaway Jr.,203501.0,2.0,,,,,,
382,PT07M29.00S,2021-11-11T02:30:37.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,73,68,2021-11-11T02:30:37Z,3710000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M09.00S,2021-11-11T02:33:45.7Z,3,REGULAR,3pt,Jump Shot,[],1628366,94.43166885676742,2.696078431372549,1610612741,76,68,2021-11-11T02:34:55Z,3740000,-237.0,0.0,1,right,L. Ball 3PT  (21 PTS) (J. Green 2 AST),"[1628366, 1629750]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,21.0,23.65,,,,,J. Green,1629750.0,2.0,,,,,,
387,PT06M55.00S,2021-11-11T02:33:59.1Z,3,REGULAR,3pt,Jump Shot,[],203939,4.812746386333772,98.0392156862745,1610612742,76,71,2021-11-11T02:34:59Z,3760000,-240.0,-7.0,1,left,D. Powell 24' 3PT  (10 PTS) (L. Doncic 7 AST),"[203939, 1629029]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Made,10.0,24.03,,,,,L. Doncic,1629029.0,7.0,,,,,,
389,PT06M38.00S,2021-11-11T02:34:17.4Z,3,REGULAR,3pt,Jump Shot,[],1629750,72.61826544021025,23.284313725490197,1610612741,76,71,2021-11-11T02:35:05Z,3780000,-134.0,205.0,1,right,MISS J. Green 24' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,Missed,,24.46,,,,,,,,,,,,,
390,PT06M38.00S,2021-11-11T02:34:17.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,76,71,2021-11-11T02:35:05Z,3790000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,389.0,5.0,5.0,0.0,,,,,,,,,
391,PT06M21.00S,2021-11-11T02:34:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.982260183968464,55.392156862745104,1610612742,76,71,2021-11-11T02:35:22Z,3800000,-27.0,98.0,1,left,MISS K. Porzingis 10' driving floating Shot,[204001],1610612742.0,DAL,driving floating,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,10.14,,,,,,,,,,,,,
392,PT06M20.00S,2021-11-11T02:34:33.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,76,71,2021-11-11T02:35:22Z,3810000,,,0,,N. Vucevic REBOUND (Off:1 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,391.0,9.0,8.0,1.0,,,,,,,,,
393,PT06M09.00S,2021-11-11T02:34:45.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.95729303547962,45.588235294117645,1610612741,78,71,2021-11-11T02:35:33Z,3820000,-22.0,-5.0,1,right,Z. LaVine driving reverse Layup (19 PTS),[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,,,,,,Made,19.0,2.27,,,,,,,,,,,,,
394,PT05M52.00S,2021-11-11T02:35:02.1Z,3,REGULAR,2pt,Jump Shot,[],203501,23.209592641261498,21.323529411764707,1610612742,78,71,2021-11-11T02:35:36Z,3830000,143.0,166.0,1,left,MISS T. Hardaway Jr. 21' Jump Shot,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,21.91,,,,,,,,,,,,,
395,PT05M52.00S,2021-11-11T02:35:02.1Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,78,71,2021-11-11T02:35:36Z,3840000,,,0,,D. DeRozan REBOUND (Off:0 Def:6),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,394.0,6.0,6.0,0.0,,,,,,,,,
396,PT05M40.00S,2021-11-11T02:35:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,94.30026281208936,52.450980392156865,1610612741,80,71,2021-11-11T02:36:01Z,3850000,12.0,1.0,1,right,J. Green Layup (7 PTS) (N. Vucevic 4 AST),"[1629750, 202696]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,Made,7.0,1.23,,,,,N. Vucevic,202696.0,4.0,,,,,,
398,PT05M40.00S,2021-11-11T02:35:32.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,80,71,2021-11-11T02:35:32Z,3870000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,out,[],1628366,,,1610612742,80,71,2021-11-11T02:37:59Z,3880000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,out,[],201942,,,1610612742,80,71,2021-11-11T02:37:59Z,3890000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,out,[],204001,,,1610612742,80,71,2021-11-11T02:37:59Z,3900000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,out,[],203501,,,1610612742,80,71,2021-11-11T02:37:59Z,3910000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,in,[],1627936,,,1610612742,80,71,2021-11-11T02:37:59Z,3920000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,in,[],1630245,,,1610612742,80,71,2021-11-11T02:37:59Z,3930000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,in,[],1628973,,,1610612742,80,71,2021-11-11T02:37:59Z,3940000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M40.00S,2021-11-11T02:37:26.3Z,3,REGULAR,substitution,in,[],203493,,,1610612742,80,71,2021-11-11T02:37:59Z,3950000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M21.00S,2021-11-11T02:38:31.5Z,3,REGULAR,2pt,Jump Shot,[],1629029,10.5946123521682,32.1078431372549,1610612742,80,73,2021-11-11T02:38:40Z,3960000,89.0,47.0,1,left,L. Doncic 10' turnaround fadeaway bank Jump Shot (11 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway bank,,,Doncic,L. Doncic,,,,,,,,,,Made,11.0,10.11,,,,,,,,,,,,,
408,PT05M03.00S,2021-11-11T02:38:52.2Z,3,REGULAR,violation,kicked ball,[],1627827,,,1610612741,80,73,2021-11-11T02:38:58Z,3970000,,,0,,D. Finney-Smith kicked ball VIOLATION,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,2534.0,,,,,,,,,,,,,,,,,,,,
409,PT04M54.00S,2021-11-11T02:39:18.7Z,3,REGULAR,2pt,Jump Shot,[],1630245,81.68528252299606,27.205882352941174,1610612741,80,73,2021-11-11T02:39:55Z,3980000,-114.0,120.0,1,right,MISS A. Dosunmu 16' floating Shot,[1630245],1610612741.0,CHI,floating,,,Dosunmu,A. Dosunmu,,,,,,,,,,Missed,,16.53,,,,,,,,,,,,,
410,PT04M52.00S,2021-11-11T02:39:20.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,80,73,2021-11-11T02:39:23Z,3990000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,409.0,6.0,6.0,0.0,,,,,,,,,
411,PT04M48.00S,2021-11-11T02:39:24.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,28.203022339027594,82.84313725490196,1610612742,80,73,2021-11-11T02:39:31Z,4000000,-164.0,213.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,26.86,,,,,,,,,,,,,
412,PT04M44.00S,2021-11-11T02:39:28.2Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,80,73,2021-11-11T02:39:31Z,4010000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,411.0,1.0,1.0,0.0,,,,,,,,,
413,PT04M40.00S,2021-11-11T02:39:32.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202696,69.07030223390277,24.509803921568626,1610612741,80,73,2021-11-11T02:39:38Z,4020000,-127.0,238.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Missed,,27.02,,,,,,,,,,,,,
414,PT04M36.00S,2021-11-11T02:39:36.4Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,80,73,2021-11-11T02:39:38Z,4030000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,413.0,3.0,2.0,1.0,,,,,,,,,
415,PT04M28.00S,2021-11-11T02:39:44.9Z,3,REGULAR,3pt,Jump Shot,[],1629029,29.122864651773984,78.43137254901961,1610612742,80,76,2021-11-11T02:39:57Z,4040000,-142.0,221.0,1,left,L. Doncic 26' 3PT  (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,14.0,26.3,,,,,,,,,,,,,
416,PT04M11.00S,2021-11-11T02:40:05.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,80,76,2021-11-11T02:40:05Z,4050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M11.00S,2021-11-11T02:40:08.3Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,80,76,2021-11-11T02:40:11Z,4060000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M11.00S,2021-11-11T02:40:08.3Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,80,76,2021-11-11T02:40:11Z,4070000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M03.00S,2021-11-11T02:40:30.7Z,3,REGULAR,3pt,Jump Shot,[],1627936,69.85873850197109,27.696078431372552,1610612741,83,76,2021-11-11T02:40:35Z,4080000,-112.0,231.0,1,right,A. Caruso 25' 3PT  (5 PTS) (Z. LaVine 3 AST),"[1627936, 203897]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,5.0,25.63,,,,,Z. LaVine,203897.0,3.0,,,,,,
421,PT03M41.00S,2021-11-11T02:40:51.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,29.38567674113009,26.47058823529412,1610612742,83,76,2021-11-11T02:41:06Z,4100000,118.0,224.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,25.27,,,,,,,,,,,,,
422,PT03M38.00S,2021-11-11T02:40:54.7Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,83,76,2021-11-11T02:41:06Z,4110000,,,0,,L. Doncic REBOUND (Off:1 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,421.0,7.0,6.0,1.0,,,,,,,,,
423,PT03M29.00S,2021-11-11T02:41:04.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203939,5.338370565045992,51.470588235294116,1610612742,83,78,2021-11-11T02:41:09Z,4120000,-7.0,-2.0,1,left,D. Powell alley-oop DUNK (12 PTS) (L. Doncic 8 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,Made,12.0,0.77,,,,,L. Doncic,1629029.0,8.0,,,,,,
425,PT03M24.00S,2021-11-11T02:41:11.4Z,3,REGULAR,foul,personal,[],203493,,,1610612741,83,78,2021-11-11T02:41:24Z,4140000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 1627936]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,2534.0,2.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
427,PT03M24.00S,2021-11-11T02:41:27.5Z,3,REGULAR,substitution,out,[],1627827,,,1610612741,83,78,2021-11-11T02:41:31Z,4160000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M24.00S,2021-11-11T02:41:27.5Z,3,REGULAR,substitution,in,[],1628425,,,1610612741,83,78,2021-11-11T02:41:31Z,4170000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M17.00S,2021-11-11T02:41:50.0Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612741,83,78,2021-11-11T02:42:01Z,4180000,,,0,,D. Powell shooting personal FOUL (2 PF) (LaVine 2 FT),"[203939, 203897]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,1193.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,,
431,PT03M17.00S,2021-11-11T02:42:23.6Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,84,78,2021-11-11T02:42:23Z,4200000,,,0,,Z. LaVine Free Throw 1 of 2 (20 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
432,PT03M17.00S,2021-11-11T02:42:24.9Z,3,REGULAR,substitution,out,[],203939,,,1610612741,84,78,2021-11-11T02:42:29Z,4210000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M17.00S,2021-11-11T02:42:24.9Z,3,REGULAR,substitution,in,[],1626161,,,1610612741,84,78,2021-11-11T02:42:29Z,4220000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M17.00S,2021-11-11T02:42:44.7Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,85,78,2021-11-11T02:42:44Z,4230000,,,0,,Z. LaVine Free Throw 2 of 2 (21 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
435,PT03M06.00S,2021-11-11T02:43:00.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,27.94021024967148,78.43137254901961,1610612742,85,78,2021-11-11T02:43:08Z,4240000,-142.0,210.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,25.37,,,,,,,,,,,,,
436,PT03M02.00S,2021-11-11T02:43:04.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,85,78,2021-11-11T02:43:08Z,4250000,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,435.0,10.0,9.0,1.0,,,,,,,,,
437,PT02M55.00S,2021-11-11T02:43:11.4Z,3,REGULAR,3pt,Jump Shot,[],1630245,79.97700394218134,7.107843137254902,1610612741,85,78,2021-11-11T02:43:18Z,4260000,-214.0,136.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,Missed,,25.38,,,,,,,,,,,,,
438,PT02M51.00S,2021-11-11T02:43:16.0Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612741,85,78,2021-11-11T02:43:16Z,4270000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,437.0,2.0,1.0,1.0,,,,,,,,,
439,PT02M49.00S,2021-11-11T02:43:17.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,78.13731931668858,88.97058823529412,1610612741,88,78,2021-11-11T02:43:22Z,4280000,195.0,153.0,1,right,A. Caruso 24' 3PT  (8 PTS) (D. Jones Jr. 1 AST),"[1627936, 1627884]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,8.0,24.78,,,,,D. Jones Jr.,1627884.0,1.0,,,,,,
441,PT02M37.00S,2021-11-11T02:43:32.5Z,3,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612742,88,78,2021-11-11T02:43:43Z,4300000,,,0,,D. Jones Jr. shooting personal FOUL (3 PF) (Doncic 2 FT),"[1627884, 1629029]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,1193.0,3.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
443,PT02M37.00S,2021-11-11T02:44:00.0Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,88,79,2021-11-11T02:44:00Z,4320000,,,0,,L. Doncic Free Throw 1 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
444,PT02M37.00S,2021-11-11T02:44:01.0Z,3,REGULAR,substitution,out,[],203897,,,1610612742,88,79,2021-11-11T02:44:13Z,4330000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M37.00S,2021-11-11T02:44:01.0Z,3,REGULAR,substitution,out,[],1630245,,,1610612742,88,79,2021-11-11T02:44:13Z,4340000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M37.00S,2021-11-11T02:44:01.0Z,3,REGULAR,substitution,in,[],201942,,,1610612742,88,79,2021-11-11T02:44:13Z,4350000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M37.00S,2021-11-11T02:44:01.0Z,3,REGULAR,substitution,in,[],1628366,,,1610612742,88,79,2021-11-11T02:44:13Z,4360000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M37.00S,2021-11-11T02:44:27.6Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,88,80,2021-11-11T02:44:27Z,4370000,,,0,,L. Doncic Free Throw 2 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
449,PT02M30.00S,2021-11-11T02:44:37.3Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,88,80,2021-11-11T02:44:47Z,4380000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1629029]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,
450,PT02M30.00S,2021-11-11T02:44:37.3Z,3,REGULAR,steal,,[],1629029,,,1610612742,88,80,2021-11-11T02:44:39Z,4390000,,,0,,L. Doncic STEAL (3 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M25.00S,2021-11-11T02:44:42.2Z,3,REGULAR,turnover,lost ball,[],1628425,,,1610612742,88,80,2021-11-11T02:47:05Z,4400000,,,0,,S. Brown lost ball TURNOVER (1 TO),"[1628425, 1628366]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,,
452,PT02M25.00S,2021-11-11T02:44:42.2Z,3,REGULAR,steal,,[],1628366,,,1610612741,88,80,2021-11-11T02:45:37Z,4410000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M20.00S,2021-11-11T02:44:47.1Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612741,88,80,2021-11-11T02:44:54Z,4420000,,,0,,D. DeRozan bad pass TURNOVER (3 TO),"[201942, 1628973]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,3.0,Brunson,1628973.0,,,
454,PT02M20.00S,2021-11-11T02:44:47.1Z,3,REGULAR,steal,,[],1628973,,,1610612742,88,80,2021-11-11T02:44:49Z,4430000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M02.00S,2021-11-11T02:45:05.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,31.750985545335087,34.068627450980394,1610612742,88,80,2021-11-11T02:45:13Z,4440000,80.0,246.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,25.86,,,,,,,,,,,,,
456,PT01M57.00S,2021-11-11T02:45:10.8Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612741,88,80,2021-11-11T02:45:13Z,4450000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,455.0,3.0,2.0,1.0,,,,,,,,,
