actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT03M27.00S,2022-02-12T01:27:06.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630183,94.03745072273325,50.73529411764706,1610612750,23,17,2022-02-12T01:27:35Z,930000,4.0,4.0,1,right,J. McDaniels running Layup (2 PTS) (P. Beverley 3 AST),"[1630183, 201976]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,0.51,Made,2.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,,
95,PT03M17.00S,2022-02-12T01:27:15.1Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,23,17,2022-02-12T01:27:20Z,950000,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 201976]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,2.0,,,,,Beverley,201976.0,,,
96,PT03M17.00S,2022-02-12T01:27:15.1Z,1,REGULAR,steal,,[],201976,,,1610612750,23,17,2022-02-12T01:27:17Z,960000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M13.00S,2022-02-12T01:27:19.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,95.3515111695138,2.941176470588235,1610612750,23,17,2022-02-12T01:28:53Z,970000,-235.0,-9.0,1,right,MISS M. Beasley running 3PT,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
98,PT03M09.00S,2022-02-12T01:27:23.6Z,1,REGULAR,rebound,defensive,[],1630792,,,1610612741,23,17,2022-02-12T01:27:25Z,980000,,,0,,M. Hill REBOUND (Off:0 Def:1),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,
99,PT03M00.00S,2022-02-12T01:27:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628972,5.469776609724048,3.431372549019608,1610612741,23,17,2022-02-12T01:27:38Z,990000,233.0,-1.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M57.00S,2022-02-12T01:27:35.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,23,17,2022-02-12T01:27:38Z,1000000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,
101,PT02M55.00S,2022-02-12T01:27:42.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,17,2022-02-12T01:27:42Z,1010000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,out,[],203897,,,1610612750,23,17,2022-02-12T01:30:36Z,1020000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,out,[],202696,,,1610612750,23,17,2022-02-12T01:30:36Z,1030000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,out,[],201976,,,1610612750,23,17,2022-02-12T01:30:36Z,1040000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,in,[],201942,,,1610612750,23,17,2022-02-12T01:30:36Z,1050000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,in,[],1628396,,,1610612750,23,17,2022-02-12T01:30:36Z,1060000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2022-02-12T01:30:09.5Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,23,17,2022-02-12T01:30:36Z,1070000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M49.00S,2022-02-12T01:30:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,93.24901445466492,51.225490196078425,1610612750,23,17,2022-02-12T01:30:48Z,1080000,6.0,11.0,1,right,MISS J. McLaughlin driving finger roll Layup,[1629162],1610612750.0,MIN,driving finger roll,,,McLaughlin,J. McLaughlin,,,,,1.26,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M44.00S,2022-02-12T01:30:48.8Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,23,17,2022-02-12T01:30:48Z,1090000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,108.0,1.0,0.0,1.0,,,,,
110,PT02M44.00S,2022-02-12T01:30:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,94.40999984741211,50.0,1610612750,23,19,2022-02-12T01:30:47Z,1100000,0.0,0.0,1,right,K. Towns putback Layup (6 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
111,PT02M21.00S,2022-02-12T01:31:14.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,23,19,2022-02-12T01:31:22Z,1110000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M11.00S,2022-02-12T01:31:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,94.1688567674113,51.71568627450981,1610612750,23,21,2022-02-12T01:31:43Z,1120000,9.0,2.0,1,right,A. Edwards driving reverse Layup (4 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,0.89,Made,4.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,,
114,PT01M53.00S,2022-02-12T01:31:52.5Z,1,REGULAR,2pt,Jump Shot,[],201942,20.97568988173456,39.950980392156865,1610612741,23,21,2022-02-12T01:31:55Z,1140000,50.0,145.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.32,Missed,,,,,,,,,,,,,,,,,,,
115,PT01M51.00S,2022-02-12T01:31:54.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,21,2022-02-12T01:31:55Z,1150000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,114.0,2.0,1.0,1.0,,,,,
116,PT01M46.00S,2022-02-12T01:31:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,94.30026281208936,48.529411764705884,1610612750,23,23,2022-02-12T01:32:07Z,1160000,-7.0,1.0,1,right,A. Edwards driving Layup (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,0.75,Made,6.0,,,,,,,,,,,,,,,,,,
117,PT01M29.00S,2022-02-12T01:32:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,17.427726675427067,93.62745098039215,1610612741,23,23,2022-02-12T01:32:20Z,1170000,-218.0,111.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,,
118,PT01M27.00S,2022-02-12T01:32:18.3Z,1,REGULAR,rebound,offensive,[],1630792,,,1610612741,23,23,2022-02-12T01:32:18Z,1180000,,,0,,M. Hill REBOUND (Off:1 Def:1),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,117.0,2.0,1.0,1.0,,,,,
119,PT01M22.00S,2022-02-12T01:32:23.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,22.026938239159,46.568627450980394,1610612741,25,23,2022-02-12T01:33:34Z,1190000,17.0,155.0,1,left,D. DeRozan 15' fadeaway Jump Shot (5 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,15.56,Made,5.0,,,,,,,,,,,,,,,,,,
120,PT01M09.00S,2022-02-12T01:32:36.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,93.9060446780552,50.98039215686274,1610612750,25,25,2022-02-12T01:32:41Z,1200000,5.0,5.0,1,right,K. Towns driving DUNK (8 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.69,Made,8.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,,
122,PT00M50.10S,2022-02-12T01:32:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630792,32.276609724047304,57.59803921568627,1610612741,25,25,2022-02-12T01:33:00Z,1220000,-38.0,251.0,1,left,MISS M. Hill 25' 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
123,PT00M47.20S,2022-02-12T01:32:59.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,25,25,2022-02-12T01:32:59Z,1230000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,122.0,3.0,2.0,1.0,,,,,
124,PT00M30.80S,2022-02-12T01:33:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.9060446780552,49.50980392156863,1610612750,25,27,2022-02-12T01:33:20Z,1240000,-2.0,5.0,1,right,A. Edwards driving Layup (8 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,0.54,Made,8.0,,,,,,,,,,,,,,,,,,
125,PT00M09.40S,2022-02-12T01:33:39.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,3.630091984231275,95.34313725490196,1610612741,25,27,2022-02-12T01:33:44Z,1250000,-227.0,-18.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
126,PT00M08.30S,2022-02-12T01:33:40.6Z,1,REGULAR,rebound,offensive,[],1629632,,,1610612741,25,27,2022-02-12T01:34:28Z,1260000,,,0,,C. White REBOUND (Off:1 Def:0),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,
127,PT00M07.80S,2022-02-12T01:33:48.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629632,4.812746386333772,75.73529411764706,1610612741,27,27,2022-02-12T01:36:41Z,1270000,-129.0,-7.0,1,left,C. White 12' floating Jump Shot (2 PTS),[1629632],1610612741.0,CHI,floating,,,White,C. White,,,,,12.89,Made,2.0,,,,,,,,,,,,,,,,,,
128,PT00M02.80S,2022-02-12T01:33:54.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,65.78515111695138,42.15686274509804,1610612750,27,27,2022-02-12T01:36:49Z,1280000,-39.0,269.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
129,PT00M02.80S,2022-02-12T01:33:54.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,27,27,2022-02-12T01:34:03Z,1290000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,128.0,3.0,3.0,0.0,,,,,
130,PT00M00.00S,2022-02-12T01:33:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628972,59.8718791064389,22.54901960784314,1610612741,27,27,2022-02-12T01:34:05Z,1300000,137.0,510.0,1,left,MISS T. Brown Jr. 52' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,52.84,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M00.00S,2022-02-12T01:33:59.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,27,27,2022-02-12T01:34:05Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,
132,PT00M00.00S,2022-02-12T01:34:03.3Z,1,REGULAR,period,end,[],0,,,1610612741,27,27,2022-02-12T01:34:03Z,1320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612741,27,27,2022-02-12T01:36:35Z,1330000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630792,,,1610612741,27,27,2022-02-12T01:36:35Z,1340000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612741,27,27,2022-02-12T01:36:35Z,1350000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612741,27,27,2022-02-12T01:36:35Z,1360000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612741,27,27,2022-02-12T01:36:35Z,1370000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,in,['startperiod'],1630245,,,1610612741,27,27,2022-02-12T01:36:35Z,1380000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,27,27,2022-02-12T01:36:35Z,1390000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612741,27,27,2022-02-12T01:36:35Z,1400000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612741,27,27,2022-02-12T01:36:35Z,1410000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-02-12T01:36:11.0Z,2,REGULAR,substitution,in,['startperiod'],1627752,,,1610612741,27,27,2022-02-12T01:36:35Z,1420000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-02-12T01:36:51.2Z,2,REGULAR,period,start,[],0,,,1610612750,27,27,2022-02-12T01:36:51Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M49.00S,2022-02-12T01:37:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,89.70105124835742,48.77450980392157,1610612750,27,27,2022-02-12T01:37:07Z,1440000,-6.0,44.0,1,right,MISS D. Russell driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,,
145,PT11M47.00S,2022-02-12T01:37:02.5Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,27,27,2022-02-12T01:37:07Z,1450000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,
146,PT11M41.00S,2022-02-12T01:37:09.3Z,2,REGULAR,2pt,Jump Shot,[],201942,23.47240473061761,52.94117647058824,1610612741,27,27,2022-02-12T01:37:14Z,1460000,-15.0,168.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,16.87,Missed,,,,,,,,,,,,,,,,,,,
147,PT11M39.00S,2022-02-12T01:37:11.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,27,27,2022-02-12T01:37:14Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,
148,PT11M39.00S,2022-02-12T01:37:14.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,27,27,2022-02-12T01:37:14Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M29.00S,2022-02-12T01:37:31.6Z,2,REGULAR,2pt,Jump Shot,[],1626156,76.69185282522996,38.48039215686275,1610612750,27,27,2022-02-12T01:37:35Z,1490000,-58.0,167.0,1,right,MISS D. Russell 17' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,17.63,Missed,,,,,,,,,,,,,,,,,,,
150,PT11M27.00S,2022-02-12T01:37:33.6Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,27,27,2022-02-12T01:37:35Z,1500000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,
151,PT11M21.00S,2022-02-12T01:37:40.7Z,2,REGULAR,turnover,traveling,[],1630245,,,1610612741,27,27,2022-02-12T01:37:44Z,1510000,,,0,,A. Dosunmu traveling TURNOVER (1 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,201640.0,,,,,1.0,,,,,,,,,
152,PT11M11.00S,2022-02-12T01:38:01.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,75.3777923784494,87.25490196078431,1610612750,27,27,2022-02-12T01:38:07Z,1520000,186.0,179.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
153,PT11M08.00S,2022-02-12T01:38:04.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,27,27,2022-02-12T01:38:07Z,1530000,,,0,,C. White REBOUND (Off:1 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,152.0,2.0,1.0,1.0,,,,,
154,PT11M01.00S,2022-02-12T01:38:12.6Z,2,REGULAR,turnover,lost ball,[],1629632,,,1610612741,27,27,2022-02-12T01:38:17Z,1540000,,,0,,C. White lost ball TURNOVER (2 TO),"[1629632, 1629162]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,2.0,,,,,McLaughlin,1629162.0,,,
155,PT11M01.00S,2022-02-12T01:38:12.6Z,2,REGULAR,steal,,[],1629162,,,1610612750,27,27,2022-02-12T01:39:07Z,1550000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M57.00S,2022-02-12T01:38:16.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630183,94.03745072273325,48.28431372549019,1610612750,27,29,2022-02-12T01:40:07Z,1560000,-9.0,4.0,1,right,J. McDaniels running alley-oop DUNK (4 PTS) (J. McLaughlin 2 AST),"[1630183, 1629162]",1610612750.0,MIN,running alley-oop,,,McDaniels,J. McDaniels,,,,,0.93,Made,4.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,,,,,,
158,PT10M43.00S,2022-02-12T01:38:29.5Z,2,REGULAR,2pt,Jump Shot,[],1629632,20.45006570302234,25.0,1610612741,29,29,2022-02-12T01:38:37Z,1580000,125.0,140.0,1,left,C. White 18' pullup Jump Shot (4 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,pullup,,,White,C. White,,,,,18.75,Made,4.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
160,PT10M30.00S,2022-02-12T01:38:43.3Z,2,REGULAR,3pt,Jump Shot,[],1627752,68.67608409986859,70.34313725490196,1610612750,29,29,2022-02-12T01:38:49Z,1600000,102.0,242.0,1,right,MISS T. Prince 26' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
161,PT10M26.00S,2022-02-12T01:38:47.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,29,29,2022-02-12T01:38:49Z,1610000,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,160.0,3.0,2.0,1.0,,,,,
162,PT10M17.00S,2022-02-12T01:38:56.6Z,2,REGULAR,3pt,Jump Shot,[],1630245,17.95335085413929,5.88235294117647,1610612741,32,29,2022-02-12T01:39:03Z,1620000,221.0,116.0,1,left,A. Dosunmu 24' 3PT  (6 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.94,Made,6.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,,
164,PT10M04.00S,2022-02-12T01:39:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.85479632063075,52.69607843137255,1610612750,32,29,2022-02-12T01:39:19Z,1640000,13.0,15.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 1628396]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,2.0,Missed,,,,,,,,,,,,,,,,,Bradley,1628396.0,
165,PT10M04.00S,2022-02-12T01:39:11.3Z,2,REGULAR,block,,[],1628396,,,1610612750,32,29,2022-02-12T01:39:14Z,1650000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M04.00S,2022-02-12T01:39:11.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,32,29,2022-02-12T01:39:19Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,
167,PT10M04.00S,2022-02-12T01:39:16.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,32,29,2022-02-12T01:39:16Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M02.00S,2022-02-12T01:39:26.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,73.9323258869908,16.666666666666664,1610612750,32,29,2022-02-12T01:39:32Z,1680000,-167.0,193.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
169,PT09M57.00S,2022-02-12T01:39:31.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,32,29,2022-02-12T01:39:32Z,1690000,,,0,,C. White REBOUND (Off:1 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,168.0,4.0,3.0,1.0,,,,,
170,PT09M48.00S,2022-02-12T01:39:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629632,32.276609724047304,50.49019607843137,1610612741,32,29,2022-02-12T01:39:46Z,1700000,-2.0,251.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
171,PT09M44.00S,2022-02-12T01:39:43.8Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,32,29,2022-02-12T01:39:46Z,1710000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,
172,PT09M37.00S,2022-02-12T01:39:53.7Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612750,32,29,2022-02-12T01:40:04Z,1720000,,,0,,C. White shooting personal FOUL (1 PF) (Russell 2 FT),"[1629632, 1626156]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,200833.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,
174,PT09M37.00S,2022-02-12T01:40:17.5Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,32,30,2022-02-12T01:40:17Z,1740000,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
175,PT09M37.00S,2022-02-12T01:40:33.1Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,32,31,2022-02-12T01:40:33Z,1750000,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
176,PT09M20.00S,2022-02-12T01:40:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.90210249671485,45.83333333333333,1610612741,34,31,2022-02-12T01:40:53Z,1760000,21.0,106.0,1,left,D. DeRozan 10' turnaround fadeaway Jump Shot (7 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,10.84,Made,7.0,,,,,,,,,,,,,,,,,,
