actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-05T00:45:35.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-05T00:45:35Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-05T00:45:37.4Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-03-05T00:45:37Z,40000,,,0,,Jump Ball B. Portis vs. N. Vucevic: Tip to G. Antetokounmpo,"[203507, 1626171, 202696]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Portis,1626171.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-05T00:45:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,14.14257555847569,50.49019607843137,1610612749,0,2,2022-03-05T00:45:55Z,70000,-2.0,80.0,1,left,B. Portis 8' driving floating Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,8.04,Made,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-03-05T00:46:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,79.84559789750328,49.754901960784316,1610612741,0,2,2022-03-05T00:46:39Z,90000,-1.0,137.0,1,right,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,13.7,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2022-03-05T00:46:08.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2022-03-05T00:46:11Z,100000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2022-03-05T00:46:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,50.98039215686274,1610612749,0,2,2022-03-05T00:46:25Z,110000,-5.0,6.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2022-03-05T00:46:18.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,2,2022-03-05T00:46:25Z,120000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M13.00S,2022-03-05T00:46:27.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,0,2,2022-03-05T00:46:27Z,130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M11.00S,2022-03-05T00:46:40.5Z,1,REGULAR,2pt,Jump Shot,[],203897,91.80354796320631,83.08823529411765,1610612741,2,2,2022-03-05T00:46:46Z,140000,165.0,25.0,1,right,Z. LaVine 16' Jump Shot (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,16.72,Made,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-03-05T00:46:52.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,31.61957950065703,27.205882352941174,1610612749,2,5,2022-03-05T00:46:56Z,160000,114.0,245.0,1,left,B. Portis 27' 3PT  (5 PTS) (J. Holiday 1 AST),"[1626171, 201950]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.0,Made,5.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
