actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
179,PT10M13.00S,2022-02-25T01:43:02.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,70.64717477003943,25.0,1610612737,30,23,2022-02-25T01:43:13Z,1750000,-125.0,223.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M10.00S,2022-02-25T01:43:05.7Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,30,23,2022-02-25T01:43:05Z,1760000,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,179.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
181,PT10M08.00S,2022-02-25T01:43:07.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203992,87.46714848883047,46.32352941176471,1610612737,30,25,2022-02-25T01:54:10Z,1770000,-18.0,65.0,1,right,B. Bogdanovic 6' floating Jump Shot (6 PTS) (O. Okongwu 2 AST),"[203992, 1630168]",1610612737.0,ATL,floating,,,Bogdanovic,B. Bogdanovic,,,,,6.78,Made,,,,,6.0,,,,O. Okongwu,1630168.0,2.0,,,,,,,,
183,PT09M50.00S,2022-02-25T01:43:25.2Z,2,REGULAR,2pt,Jump Shot,[],1629632,19.793035479632064,71.81372549019608,1610612741,30,25,2022-02-25T01:43:35Z,1790000,-109.0,134.0,1,left,MISS C. White 17' turnaround Shot,[1629632],1610612741.0,CHI,turnaround,,,White,C. White,,,,,17.25,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M47.00S,2022-02-25T01:43:28.2Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,30,25,2022-02-25T01:43:35Z,1800000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
185,PT09M34.00S,2022-02-25T01:43:41.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,94.1688567674113,50.73529411764706,1610612737,30,27,2022-02-25T01:43:45Z,1810000,4.0,2.0,1,right,O. Okongwu DUNK (8 PTS) (B. Bogdanovic 1 AST),"[1630168, 203992]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,0.44,Made,,,,,8.0,,,,B. Bogdanovic,203992.0,1.0,,,,,,,,
187,PT09M16.00S,2022-02-25T01:43:59.3Z,2,REGULAR,3pt,Jump Shot,[],1628972,28.07161629434954,20.588235294117645,1610612741,33,27,2022-02-25T01:44:04Z,1830000,147.0,211.0,1,left,T. Brown Jr. 25' 3PT  (3 PTS) (T. Thompson 1 AST),"[1628972, 202684]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,25.75,Made,,,,,3.0,,,,T. Thompson,202684.0,1.0,,,,,,,,
189,PT08M59.00S,2022-02-25T01:44:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,91.93495400788436,51.470588235294116,1610612737,33,27,2022-02-25T01:44:29Z,1850000,7.0,23.0,1,right,MISS L. Williams driving finger roll Layup,[101150],1610612737.0,ATL,driving finger roll,,,Williams,L. Williams,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M56.00S,2022-02-25T01:44:20.5Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,33,27,2022-02-25T01:44:29Z,1860000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
191,PT08M50.00S,2022-02-25T01:44:28.3Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612741,33,27,2022-02-25T01:44:58Z,1870000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630168, 202684]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Thompson,202684.0,,,
193,PT08M50.00S,2022-02-25T01:44:59.2Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612741,33,27,2022-02-25T01:44:59Z,1890000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M50.00S,2022-02-25T01:44:59.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,33,27,2022-02-25T01:44:59Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,
195,PT08M50.00S,2022-02-25T01:45:00.0Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,33,27,2022-02-25T01:45:06Z,1910000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M50.00S,2022-02-25T01:45:00.0Z,2,REGULAR,substitution,out,[],201942,,,1610612741,33,27,2022-02-25T01:45:06Z,1920000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M50.00S,2022-02-25T01:45:00.0Z,2,REGULAR,substitution,in,[],203897,,,1610612741,33,27,2022-02-25T01:45:06Z,1930000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M50.00S,2022-02-25T01:45:00.0Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,33,27,2022-02-25T01:45:06Z,1940000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M50.00S,2022-02-25T01:45:10.2Z,2,REGULAR,substitution,out,[],1629631,,,1610612741,33,27,2022-02-25T01:45:14Z,1950000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M50.00S,2022-02-25T01:45:10.2Z,2,REGULAR,substitution,in,[],1628989,,,1610612741,33,27,2022-02-25T01:45:14Z,1960000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M50.00S,2022-02-25T01:45:31.4Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612741,34,27,2022-02-25T01:45:31Z,1970000,,,0,,T. Thompson Free Throw 2 of 2 (3 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
202,PT08M37.00S,2022-02-25T01:45:47.7Z,2,REGULAR,3pt,Jump Shot,[],203992,68.41327201051249,30.88235294117647,1610612737,34,27,2022-02-25T01:45:52Z,1980000,-96.0,244.0,1,right,MISS B. Bogdanovic 26' pullup 3PT - blocked,"[203992, 1629750]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,26.24,Missed,,,,,,,,,,,,,,,,,Green,1629750.0,
203,PT08M37.00S,2022-02-25T01:45:47.7Z,2,REGULAR,block,,[],1629750,,,1610612737,34,27,2022-02-25T01:45:51Z,1990000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M32.00S,2022-02-25T01:45:52.7Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,34,27,2022-02-25T01:45:52Z,2000000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
205,PT08M28.00S,2022-02-25T01:45:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202684,7.178055190538765,49.50980392156863,1610612741,36,27,2022-02-25T01:46:04Z,2010000,2.0,15.0,1,left,T. Thompson Layup (5 PTS) (A. Dosunmu 2 AST),"[202684, 1630245]",1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,1.52,Made,,,,,5.0,,,,A. Dosunmu,1630245.0,2.0,,,,,,,,
207,PT08M22.00S,2022-02-25T01:46:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,36,27,2022-02-25T01:46:06Z,2030000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,out,[],202684,,,1610612737,36,27,2022-02-25T01:48:47Z,2040000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,36,27,2022-02-25T01:48:47Z,2050000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,out,[],101150,,,1610612737,36,27,2022-02-25T01:48:47Z,2060000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,in,[],202696,,,1610612737,36,27,2022-02-25T01:48:47Z,2070000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,36,27,2022-02-25T01:48:47Z,2080000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M22.00S,2022-02-25T01:48:29.6Z,2,REGULAR,substitution,in,[],201568,,,1610612737,36,27,2022-02-25T01:48:47Z,2090000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M11.00S,2022-02-25T01:49:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,81.94809461235218,51.9607843137255,1610612737,36,27,2022-02-25T02:00:10Z,2100000,10.0,117.0,1,right,MISS B. Bogdanovic 11' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,11.76,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M09.00S,2022-02-25T01:49:14.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,36,27,2022-02-25T01:49:16Z,2110000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,214.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
216,PT07M59.00S,2022-02-25T01:49:24.6Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,36,27,2022-02-25T01:49:27Z,2120000,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 203992]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,,,,,,
217,PT07M59.00S,2022-02-25T01:49:24.6Z,2,REGULAR,steal,,[],203992,,,1610612737,36,27,2022-02-25T01:49:26Z,2130000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2022-02-25T01:49:29.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,71.56701708278581,17.15686274509804,1610612737,36,27,2022-02-25T01:49:38Z,2140000,-164.0,215.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M48.00S,2022-02-25T01:49:34.9Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,36,27,2022-02-25T01:49:38Z,2150000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
220,PT07M48.00S,2022-02-25T01:49:37.4Z,2,REGULAR,foul,personal,[],201568,,,1610612741,36,27,2022-02-25T01:50:03Z,2160000,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 1630245]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Dosunmu,1630245.0,,,
222,PT07M43.00S,2022-02-25T01:50:03.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,5.863994743758213,50.245098039215684,1610612741,38,27,2022-02-25T01:50:08Z,2180000,-1.0,3.0,1,left,T. Brown Jr. cutting Layup (5 PTS) (A. Dosunmu 3 AST),"[1628972, 1630245]",1610612741.0,CHI,cutting,,,Brown Jr.,T. Brown Jr.,,,,,0.29,Made,,,,,5.0,,,,A. Dosunmu,1630245.0,3.0,,,,,,,,
224,PT07M23.00S,2022-02-25T01:50:23.4Z,2,REGULAR,3pt,Jump Shot,[],201568,69.07030223390277,26.715686274509803,1610612737,38,30,2022-02-25T01:50:30Z,2200000,-116.0,238.0,1,right,D. Gallinari 26' 3PT  (5 PTS) (O. Okongwu 3 AST),"[201568, 1630168]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.51,Made,,,,,5.0,,,,O. Okongwu,1630168.0,3.0,,,,,,,,
226,PT06M57.00S,2022-02-25T01:50:53.9Z,2,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,38,30,2022-02-25T01:51:02Z,2220000,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (1 TO),[1630245],1610612741.0,CHI,bad pass,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,1.0,,,,,,1830.0,,,,,,,
228,PT06M52.00S,2022-02-25T01:51:00.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,71.56701708278581,80.3921568627451,1610612737,38,30,2022-02-25T01:51:08Z,2230000,152.0,215.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
229,PT06M47.00S,2022-02-25T01:51:05.2Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,38,30,2022-02-25T01:51:05Z,2240000,,,0,,O. Okongwu REBOUND (Off:3 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,228.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
230,PT06M44.00S,2022-02-25T01:51:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628989,93.77463863337714,47.549019607843135,1610612737,38,32,2022-02-25T01:51:12Z,2250000,-12.0,6.0,1,right,K. Huerter Layup (2 PTS) (T. Young 3 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,1.37,Made,,,,,2.0,,,,T. Young,1629027.0,3.0,,,,,,,,
232,PT06M32.00S,2022-02-25T01:51:22.7Z,2,REGULAR,foul,personal,[],1628989,,,1610612741,38,32,2022-02-25T01:51:39Z,2270000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 203897]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,LaVine,203897.0,,,
234,PT06M32.00S,2022-02-25T01:51:40.6Z,2,REGULAR,substitution,out,[],1630168,,,1610612741,38,32,2022-02-25T01:51:43Z,2290000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M32.00S,2022-02-25T01:51:40.6Z,2,REGULAR,substitution,in,[],203991,,,1610612741,38,32,2022-02-25T01:51:43Z,2300000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M32.00S,2022-02-25T01:51:40.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,38,32,2022-02-25T01:51:55Z,2310000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M32.00S,2022-02-25T01:51:40.6Z,2,REGULAR,substitution,in,[],1627884,,,1610612741,38,32,2022-02-25T01:51:55Z,2320000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M19.00S,2022-02-25T01:52:01.8Z,2,REGULAR,2pt,Jump Shot,[],202696,8.754927726675426,75.73529411764706,1610612741,38,32,2022-02-25T01:52:06Z,2330000,-129.0,30.0,1,left,MISS N. Vucevic 13' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
239,PT06M14.00S,2022-02-25T01:52:06.8Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,38,32,2022-02-25T01:52:06Z,2340000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
240,PT06M07.00S,2022-02-25T01:52:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,81.8166885676741,51.9607843137255,1610612737,38,32,2022-02-25T01:52:33Z,2350000,10.0,118.0,1,right,MISS B. Bogdanovic 11' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,11.88,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M07.00S,2022-02-25T01:52:14.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,38,32,2022-02-25T01:52:33Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2022-02-25T01:52:18.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,38,32,2022-02-25T01:52:18Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M07.00S,2022-02-25T01:52:20.3Z,2,REGULAR,substitution,out,[],1628972,,,1610612737,38,32,2022-02-25T01:52:24Z,2380000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2022-02-25T01:52:20.3Z,2,REGULAR,substitution,in,[],201942,,,1610612737,38,32,2022-02-25T01:52:24Z,2390000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M55.00S,2022-02-25T01:52:43.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203992,81.553876478318,40.44117647058824,1610612737,38,32,2022-02-25T01:53:13Z,2400000,-48.0,121.0,1,right,MISS B. Bogdanovic 13' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,13.0,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M49.00S,2022-02-25T01:52:49.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,38,32,2022-02-25T01:52:49Z,2410000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,245.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
247,PT05M49.00S,2022-02-25T01:52:49.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,38,32,2022-02-25T01:52:49Z,2420000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M47.00S,2022-02-25T01:52:50.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,38,32,2022-02-25T01:52:50Z,2430000,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,247.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
249,PT05M47.00S,2022-02-25T01:52:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,38,32,2022-02-25T01:52:50Z,2440000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M44.00S,2022-02-25T01:52:53.9Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,38,32,2022-02-25T01:52:53Z,2450000,,,0,,C. Capela REBOUND (Off:4 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,249.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
251,PT05M44.00S,2022-02-25T01:52:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,38,34,2022-02-25T01:52:53Z,2460000,0.0,0.0,1,right,C. Capela tip Layup (4 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
252,PT05M40.00S,2022-02-25T01:53:01.9Z,2,REGULAR,violation,kicked ball,[],203991,,,1610612741,38,34,2022-02-25T01:53:20Z,2470000,,,0,,C. Capela kicked ball VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,1830.0,,,,,,,
253,PT05M40.00S,2022-02-25T01:53:13.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,38,34,2022-02-25T01:53:13Z,2480000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M40.00S,2022-02-25T01:55:15.4Z,2,REGULAR,substitution,out,[],203992,,,1610612741,38,34,2022-02-25T01:55:36Z,2490000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M40.00S,2022-02-25T01:55:15.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612741,38,34,2022-02-25T01:55:36Z,2500000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M27.00S,2022-02-25T01:56:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.559132720105126,41.42156862745098,1610612741,40,34,2022-02-25T01:56:22Z,2510000,43.0,113.0,1,left,D. DeRozan 12' turnaround Jump Shot (22 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,12.05,Made,,,,,22.0,,,,,,,,,,,,,,
257,PT05M12.00S,2022-02-25T01:56:32.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,86.28449408672799,81.37254901960785,1610612737,40,34,2022-02-25T01:56:43Z,2520000,157.0,76.0,1,right,MISS T. Young 17' Jump Shot,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,17.45,Missed,,,,,,,,,,,,,,,,,,,
258,PT05M08.00S,2022-02-25T01:56:36.8Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,40,34,2022-02-25T01:56:43Z,2530000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
259,PT05M06.00S,2022-02-25T01:56:42.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612741,40,34,2022-02-25T01:57:18Z,2540000,,,0,,D. Hunter shooting personal FOUL (3 PF) (Jones Jr. 2 FT),"[1629631, 1627884]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Jones Jr.,1627884.0,,,
261,PT05M06.00S,2022-02-25T01:57:19.7Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,41,34,2022-02-25T01:57:19Z,2560000,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
262,PT05M06.00S,2022-02-25T01:57:20.3Z,2,REGULAR,substitution,out,[],1629631,,,1610612741,41,34,2022-02-25T01:57:25Z,2570000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M06.00S,2022-02-25T01:57:20.3Z,2,REGULAR,substitution,in,[],203992,,,1610612741,41,34,2022-02-25T01:57:25Z,2580000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M06.00S,2022-02-25T01:57:41.7Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,42,34,2022-02-25T01:57:41Z,2590000,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
265,PT04M52.00S,2022-02-25T01:57:57.8Z,2,REGULAR,3pt,Jump Shot,[],203992,96.27135348226018,4.901960784313726,1610612737,42,37,2022-02-25T01:58:07Z,2600000,-225.0,-17.0,1,right,B. Bogdanovic 3PT  (9 PTS) (K. Huerter 1 AST),"[203992, 1628989]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.62,Made,,,,,9.0,,,,K. Huerter,1628989.0,1.0,,,,,,,,
