actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
16,PT10M53.00S,2022-02-02T01:13:52.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630532,5.995400788436268,49.754901960784316,1610612753,0,5,2022-02-02T01:14:42Z,160000,1.0,4.0,1,left,F. Wagner running DUNK (2 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,0.41,Made,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,
18,PT10M53.00S,2022-02-02T01:14:00.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,0,5,2022-02-02T01:14:00Z,180000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2022-02-02T01:17:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629750,89.56964520367937,95.83333333333334,1610612741,0,5,2022-02-02T01:17:07Z,190000,229.0,46.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,23.37,Missed,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2022-02-02T01:17:07.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,5,2022-02-02T01:17:07Z,200000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,
21,PT10M24.00S,2022-02-02T01:17:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.258212877792378,45.588235294117645,1610612753,0,5,2022-02-02T01:17:19Z,210000,22.0,6.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,2.3,Missed,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2022-02-02T01:17:17.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,5,2022-02-02T01:17:19Z,220000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
23,PT10M18.00S,2022-02-02T01:17:23.6Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612741,0,5,2022-02-02T01:17:33Z,230000,,,0,,F. Wagner shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630532, 203897]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,1148.0,,,,,,,,,,,,1.0,0.0,LaVine,203897.0,,,,,
25,PT10M18.00S,2022-02-02T01:17:50.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,1,5,2022-02-02T01:17:50Z,250000,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
26,PT10M18.00S,2022-02-02T01:18:06.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,2,5,2022-02-02T01:18:06Z,260000,,,0,,Z. LaVine Free Throw 2 of 2 (2 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
27,PT09M58.00S,2022-02-02T01:18:29.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.863994743758213,50.0,1610612753,2,7,2022-02-02T01:18:34Z,270000,0.0,3.0,1,left,W. Carter Jr. alley-oop DUNK (5 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,,,0.26,Made,,,,,5.0,F. Wagner,1630532.0,1.0,,,,,,,,,
29,PT09M46.00S,2022-02-02T01:18:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.42247043363994,50.245098039215684,1610612741,2,7,2022-02-02T01:18:48Z,290000,1.0,122.0,1,right,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,12.21,Missed,,,,,,,,,,,,,,,,,
30,PT09M42.00S,2022-02-02T01:18:46.3Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,2,7,2022-02-02T01:18:48Z,300000,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,
31,PT09M42.00S,2022-02-02T01:18:45.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,4,7,2022-02-02T01:18:50Z,310000,0.0,0.0,1,right,N. Vucevic putback Layup (2 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,
32,PT09M34.00S,2022-02-02T01:18:53.9Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,4,7,2022-02-02T01:18:58Z,320000,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1629750]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,1.0,,,,,,,,,,,,,,,Green,1629750.0,,,
33,PT09M34.00S,2022-02-02T01:18:53.9Z,1,REGULAR,steal,,[],1629750,,,1610612741,4,7,2022-02-02T01:18:56Z,330000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2022-02-02T01:18:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,93.11760840998686,50.0,1610612741,4,7,2022-02-02T01:19:05Z,340000,0.0,12.0,1,right,MISS J. Green running finger roll Layup,[1629750],1610612741.0,CHI,running finger roll,,,Green,J. Green,,,,,,,1.22,Missed,,,,,,,,,,,,,,,,,
35,PT09M29.00S,2022-02-02T01:18:59.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,4,7,2022-02-02T01:18:59Z,350000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT09M23.00S,2022-02-02T01:19:04.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,6.783837056504599,44.85294117647059,1610612753,4,7,2022-02-02T01:19:29Z,360000,26.0,11.0,1,left,MISS J. Suggs running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,,,2.81,Missed,,,,,,,,,,,,,,,,,
37,PT09M21.00S,2022-02-02T01:19:06.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,4,7,2022-02-02T01:19:12Z,370000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT09M16.00S,2022-02-02T01:19:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,71.30420499342969,19.852941176470587,1610612741,7,7,2022-02-02T01:20:07Z,380000,-151.0,217.0,1,right,Z. LaVine 26' 3PT running (5 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,26.44,Made,,,,,5.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,
40,PT09M02.00S,2022-02-02T01:19:28.2Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,7,7,2022-02-02T01:21:41Z,400000,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,1148.0,1.0,,,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2022-02-02T01:19:47.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203897,70.38436268068331,22.54901960784314,1610612741,7,7,2022-02-02T01:19:56Z,410000,-137.0,226.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,,
42,PT08M45.00S,2022-02-02T01:19:51.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,7,2022-02-02T01:19:56Z,420000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,
43,PT08M34.00S,2022-02-02T01:20:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.521024967148489,52.20588235294118,1610612753,7,7,2022-02-02T01:20:05Z,430000,-11.0,9.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 202696]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,1.41,Missed,,,,,,,,,,,,,,,Vucevic,202696.0,
44,PT08M34.00S,2022-02-02T01:20:01.8Z,1,REGULAR,block,,[],202696,,,1610612753,7,7,2022-02-02T01:20:04Z,440000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2022-02-02T01:20:04.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,7,2022-02-02T01:20:05Z,450000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,
46,PT08M18.00S,2022-02-02T01:20:17.5Z,1,REGULAR,3pt,Jump Shot,[],1629750,95.0886990801577,3.431372549019608,1610612741,7,7,2022-02-02T01:20:24Z,460000,-233.0,-6.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2022-02-02T01:20:21.5Z,1,REGULAR,rebound,offensive,[],201942,,,1610612741,7,7,2022-02-02T01:20:24Z,470000,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,
48,PT08M10.00S,2022-02-02T01:20:25.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203897,86.15308804204993,53.431372549019606,1610612741,9,7,2022-02-02T01:21:58Z,480000,17.0,78.0,1,right,Z. LaVine 7' driving floating bank Jump Shot (7 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,,,7.96,Made,,,,,7.0,D. DeRozan,201942.0,1.0,,,,,,,,,
50,PT07M54.00S,2022-02-02T01:20:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,12.434296977660972,50.245098039215684,1610612753,9,9,2022-02-02T01:22:27Z,500000,-1.0,64.0,1,left,W. Carter Jr. 6' floating Jump Shot (7 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,6.44,Made,,,,,7.0,J. Suggs,1630591.0,2.0,,,,,,,,,
52,PT07M39.00S,2022-02-02T01:20:56.2Z,1,REGULAR,3pt,Jump Shot,[],202696,73.27529566360053,19.11764705882353,1610612741,9,9,2022-02-02T01:21:02Z,520000,-154.0,199.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.16,Missed,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2022-02-02T01:20:57.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,9,9,2022-02-02T01:21:02Z,530000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,
54,PT07M38.00S,2022-02-02T01:21:01.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,9,9,2022-02-02T01:21:01Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M30.00S,2022-02-02T01:21:22.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203897,84.57621550591328,38.970588235294116,1610612741,11,9,2022-02-02T01:21:26Z,550000,-55.0,92.0,1,right,Z. LaVine 10' step back bank Jump Shot (9 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,step back bank,,,LaVine,Z. LaVine,,,,,,,10.77,Made,,,,,9.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,
58,PT07M14.00S,2022-02-02T01:21:37.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,13.748357424441524,4.166666666666666,1610612753,11,9,2022-02-02T01:21:45Z,570000,229.0,77.0,1,left,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,24.17,Missed,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2022-02-02T01:21:40.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,9,2022-02-02T01:21:40Z,580000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,58.0,4.0,3.0,1.0,,,,,,,,,,,,,
60,PT06M59.00S,2022-02-02T01:21:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630245,95.0886990801577,96.56862745098039,1610612741,11,9,2022-02-02T01:22:01Z,590000,233.0,-6.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2022-02-02T01:21:55.5Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,11,9,2022-02-02T01:22:13Z,600000,,,0,,J. Green REBOUND (Off:2 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,60.0,2.0,0.0,2.0,,,,,,,,,,,,,
62,PT06M56.00S,2022-02-02T01:22:00.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629750,94.40999984741211,50.0,1610612741,13,9,2022-02-02T01:22:07Z,610000,0.0,0.0,1,right,J. Green tip Layup (2 PTS),[1629750],1610612741.0,CHI,tip,,,Green,J. Green,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,
63,PT06M55.00S,2022-02-02T01:22:04.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,13,9,2022-02-02T01:22:04Z,620000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2022-02-02T01:24:37.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,13,9,2022-02-02T01:24:44Z,630000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2022-02-02T01:24:37.5Z,1,REGULAR,substitution,in,[],203914,,,1610612753,13,9,2022-02-02T01:24:44Z,640000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2022-02-02T01:25:02.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,11.777266754270697,47.549019607843135,1610612753,13,11,2022-02-02T01:25:07Z,650000,12.0,58.0,1,left,W. Carter Jr. driving Hook (9 PTS),[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,,,5.95,Made,,,,,9.0,,,,,,,,,,,,
67,PT06M21.00S,2022-02-02T01:25:24.0Z,1,REGULAR,2pt,Jump Shot,[],201942,93.9060446780552,87.5,1610612741,15,11,2022-02-02T01:26:26Z,660000,188.0,5.0,1,right,D. DeRozan 18' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,18.76,Made,,,,,2.0,,,,,,,,,,,,
68,PT06M07.00S,2022-02-02T01:25:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.338370565045992,47.05882352941176,1610612753,15,13,2022-02-02T01:25:43Z,670000,15.0,-2.0,1,left,F. Wagner driving finger roll Layup (4 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,,,1.49,Made,,,,,4.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,
70,PT05M53.00S,2022-02-02T01:25:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,80.55190538764782,50.29105392156863,1610612741,17,13,2022-02-02T01:26:05Z,690000,1.0,130.0,1,right,N. Vucevic 13' floating Jump Shot (4 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,,,13.03,Made,,,,,4.0,Z. LaVine,203897.0,1.0,,,,,,,,,
72,PT05M29.00S,2022-02-02T01:26:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,15.850854139290407,48.77450980392157,1610612753,17,15,2022-02-02T01:26:22Z,710000,6.0,96.0,1,left,W. Carter Jr. 9' driving floating Jump Shot (11 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,,,9.67,Made,,,,,11.0,C. Anthony,1630175.0,2.0,,,,,,,,,
74,PT05M10.00S,2022-02-02T01:26:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,81.02825229960578,60.049019607843135,1610612741,17,15,2022-02-02T01:26:40Z,730000,50.0,126.0,1,right,MISS Z. LaVine 13' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,,,13.54,Missed,,,,,,,,,,,,,,,,,
75,PT05M07.00S,2022-02-02T01:26:37.8Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,17,15,2022-02-02T01:26:40Z,740000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,
76,PT05M02.00S,2022-02-02T01:26:42.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,25.969119579500656,85.29411764705883,1610612753,17,18,2022-02-02T01:27:36Z,750000,-176.0,192.0,1,left,F. Wagner 26' 3PT running (7 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,26.05,Made,,,,,7.0,C. Anthony,1630175.0,3.0,,,,,,,,,
78,PT04M41.00S,2022-02-02T01:27:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,95.74572930354796,97.05882352941177,1610612741,20,18,2022-02-02T01:27:09Z,770000,235.0,-13.0,1,right,A. Dosunmu 3PT  (3 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,23.56,Made,,,,,3.0,D. DeRozan,201942.0,2.0,,,,,,,,,
80,PT04M32.00S,2022-02-02T01:27:13.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,22.552562417871222,69.6078431372549,1610612753,20,20,2022-02-02T01:27:18Z,790000,-98.0,159.0,1,left,C. Anthony 18' pullup Jump Shot (2 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,18.72,Made,,,,,2.0,,,,,,,,,,,,
81,PT04M18.00S,2022-02-02T01:27:26.9Z,1,REGULAR,3pt,Jump Shot,[],202696,67.36202365308804,34.80392156862745,1610612741,20,20,2022-02-02T01:27:33Z,800000,-76.0,254.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,26.54,Missed,,,,,,,,,,,,,,,,,
82,PT04M13.00S,2022-02-02T01:27:31.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,20,20,2022-02-02T01:27:33Z,810000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,
83,PT04M07.00S,2022-02-02T01:27:37.6Z,1,REGULAR,3pt,Jump Shot,[],203914,22.946780551905388,87.99019607843137,1610612753,20,23,2022-02-02T01:27:43Z,820000,-190.0,163.0,1,left,G. Harris 25' 3PT  (3 PTS) (C. Anthony 4 AST),"[203914, 1630175]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,25.05,Made,,,,,3.0,C. Anthony,1630175.0,4.0,,,,,,,,,
85,PT03M52.00S,2022-02-02T01:27:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.49605781865965,50.0,1610612741,20,23,2022-02-02T01:28:04Z,840000,0.0,84.0,1,right,MISS D. DeRozan 8' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,8.38,Missed,,,,,,,,,,,,,,,,,
86,PT03M49.00S,2022-02-02T01:27:55.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,20,23,2022-02-02T01:28:04Z,850000,,,0,,M. Bamba REBOUND (Off:0 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,85.0,5.0,5.0,0.0,,,,,,,,,,,,,
87,PT03M40.00S,2022-02-02T01:28:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,15.719448094612352,48.529411764705884,1610612753,20,23,2022-02-02T01:28:11Z,860000,7.0,95.0,1,left,MISS C. Anthony 9' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,,,9.56,Missed,,,,,,,,,,,,,,,,,
