actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
180,PT11M02.00S,2022-01-12T01:41:45.2Z,2,REGULAR,foul,personal,[],1627884,,,1610612765,30,27,2022-01-12T01:41:52Z,1790000,,,0,,D. Jones Jr. personal FOUL (2 PF),"[1627884, 1630240]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1628172.0,,,,,,,,,,,2.0,0.0,Lee,1630240.0,,,,,,
182,PT10M55.00S,2022-01-12T01:42:08.6Z,2,REGULAR,3pt,Jump Shot,[],1626168,66.70499342969777,38.72549019607843,1610612765,30,27,2022-01-12T01:42:15Z,1810000,-56.0,260.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
183,PT10M52.00S,2022-01-12T01:42:11.6Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,30,27,2022-01-12T01:42:15Z,1820000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,
184,PT10M49.00S,2022-01-12T01:42:19.6Z,2,REGULAR,foul,offensive,[],1628366,,,1610612741,30,27,2022-01-12T01:42:29Z,1830000,,,0,,L. Ball charge offensive FOUL (1 PF),"[1628366, 1630240]",1610612741.0,CHI,charge,,,Ball,L. Ball,,,,,1193.0,,,,,,,,,,,1.0,0.0,Lee,1630240.0,,,,,,
186,PT10M49.00S,2022-01-12T01:42:19.6Z,2,REGULAR,turnover,offensive foul,[],1628366,,,1610612741,30,27,2022-01-12T01:42:19Z,1850000,,,0,,L. Ball offensive foul TURNOVER (1 TO),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,1193.0,,,,,,,,,,,,,,,1.0,,,,,
187,PT10M39.00S,2022-01-12T01:42:46.6Z,2,REGULAR,foul,personal,[],1628366,,,1610612765,30,27,2022-01-12T01:42:52Z,1860000,,,0,,L. Ball personal FOUL (2 PF),"[1628366, 1630240]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,101283.0,,,,,,,,,,,2.0,0.0,Lee,1630240.0,,,,,,
189,PT10M32.00S,2022-01-12T01:43:16.2Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,30,27,2022-01-12T01:43:22Z,1880000,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (3 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,1193.0,,,,,,,,,,,,,,,3.0,,,,,
190,PT10M21.00S,2022-01-12T01:43:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628366,30.56833114323259,69.85294117647058,1610612741,30,27,2022-01-12T01:43:40Z,1890000,-99.0,235.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
191,PT10M19.00S,2022-01-12T01:43:36.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,30,27,2022-01-12T01:43:40Z,1900000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,190.0,4.0,4.0,0.0,,,,,,,,,,
192,PT10M12.00S,2022-01-12T01:43:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630199,94.56307490144546,47.30392156862745,1610612765,30,29,2022-01-12T01:43:50Z,1910000,-13.0,-1.0,1,right,C. Stanley driving Layup (2 PTS),[1630199],1610612765.0,DET,driving,,,Stanley,C. Stanley,,,,,,1.36,Made,2.0,,,,,,,,,,,,,,,,,
193,PT10M07.00S,2022-01-12T01:43:51.4Z,2,REGULAR,foul,personal,[],1630595,,,1610612741,30,29,2022-01-12T01:44:24Z,1920000,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 1630245]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,101283.0,,,,,,,,,,,2.0,0.0,Dosunmu,1630245.0,,,,,,
195,PT09M56.00S,2022-01-12T01:44:21.0Z,2,REGULAR,3pt,Jump Shot,[],1628972,14.4053876478318,96.32352941176471,1610612741,30,29,2022-01-12T01:44:28Z,1940000,-232.0,83.0,1,left,MISS T. Brown Jr. 24' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
196,PT09M54.00S,2022-01-12T01:44:23.3Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,30,29,2022-01-12T01:44:23Z,1950000,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,195.0,5.0,5.0,0.0,,,,,,,,,,
197,PT09M50.00S,2022-01-12T01:44:31.4Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612765,30,29,2022-01-12T01:44:38Z,1960000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Jackson 2 FT),"[201942, 1628367]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,101283.0,,,,,,,,,,,1.0,0.0,Jackson,1628367.0,,,,,,
199,PT09M50.00S,2022-01-12T01:44:53.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628367,,,1610612765,30,30,2022-01-12T01:44:53Z,1980000,,,0,,J. Jackson Free Throw 1 of 2 (1 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
200,PT09M50.00S,2022-01-12T01:44:54.7Z,2,REGULAR,substitution,out,[],1628366,,,1610612765,30,30,2022-01-12T01:44:59Z,1990000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M50.00S,2022-01-12T01:44:54.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612765,30,30,2022-01-12T01:44:59Z,2000000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M50.00S,2022-01-12T01:45:10.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628367,,,1610612765,30,31,2022-01-12T01:45:10Z,2010000,,,0,,J. Jackson Free Throw 2 of 2 (2 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
203,PT09M34.00S,2022-01-12T01:45:27.4Z,2,REGULAR,2pt,Jump Shot,[],201942,23.47240473061761,45.83333333333333,1610612741,32,31,2022-01-12T01:45:40Z,2020000,21.0,168.0,1,left,D. DeRozan 16' pullup Jump Shot (11 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,16.94,Made,11.0,,,,,,,,,,,,,,,,,
204,PT09M23.00S,2022-01-12T01:45:44.3Z,2,REGULAR,foul,personal,[],1629632,,,1610612765,32,31,2022-01-12T01:45:51Z,2030000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1630240]",1610612741.0,CHI,,,,White,C. White,,,,,1628172.0,,,,,,,,,,,1.0,0.0,Lee,1630240.0,,,,,,
206,PT09M23.00S,2022-01-12T01:45:49.8Z,2,REGULAR,substitution,out,[],1628972,,,1610612765,32,31,2022-01-12T01:45:54Z,2050000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M23.00S,2022-01-12T01:45:49.8Z,2,REGULAR,substitution,in,[],203897,,,1610612765,32,31,2022-01-12T01:45:54Z,2060000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M09.00S,2022-01-12T01:46:24.6Z,2,REGULAR,2pt,Jump Shot,[],1630595,93.51182654402102,75.0,1610612765,32,31,2022-01-12T01:48:02Z,2070000,125.0,8.0,1,right,MISS C. Cunningham 12' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,12.53,Missed,,,,,,,,,,,,,,,,,,
209,PT09M07.00S,2022-01-12T01:46:26.6Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,32,31,2022-01-12T01:46:43Z,2080000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,
210,PT08M53.00S,2022-01-12T01:46:40.2Z,2,REGULAR,3pt,Jump Shot,[],203897,6.1268068331143235,4.901960784313726,1610612741,35,31,2022-01-12T01:46:46Z,2090000,225.0,5.0,1,left,Z. LaVine 3PT  (3 PTS) (D. DeRozan 2 AST),"[203897, 201942]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,22.56,Made,3.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
212,PT08M42.00S,2022-01-12T01:46:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,35,31,2022-01-12T01:46:54Z,2110000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M33.00S,2022-01-12T01:50:03.7Z,2,REGULAR,violation,kicked ball,[],1627884,,,1610612765,35,31,2022-01-12T01:50:09Z,2120000,,,0,,D. Jones Jr. kicked ball VIOLATION,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1628172.0,,,,,,,,,,,,,,,,,,,,
214,PT08M26.00S,2022-01-12T01:50:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630240,86.5473061760841,49.754901960784316,1610612765,35,33,2022-01-12T01:50:30Z,2130000,-1.0,74.0,1,right,S. Lee 7' driving floating Jump Shot (2 PTS),[1630240],1610612765.0,DET,driving floating,,,Lee,S. Lee,,,,,,7.4,Made,2.0,,,,,,,,,,,,,,,,,
215,PT08M10.00S,2022-01-12T01:50:37.5Z,2,REGULAR,2pt,Jump Shot,[],201942,6.521024967148489,31.862745098039213,1610612741,37,33,2022-01-12T01:50:43Z,2140000,91.0,9.0,1,left,D. DeRozan 9' turnaround fadeaway Jump Shot (13 PTS) (Z. LaVine 4 AST),"[201942, 203897]",1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,,9.11,Made,13.0,Z. LaVine,203897.0,4.0,,,,,,,,,,,,,,
217,PT07M53.00S,2022-01-12T01:50:54.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,82.86793692509855,46.07843137254902,1610612765,37,33,2022-01-12T01:51:00Z,2160000,-20.0,109.0,1,right,MISS T. Lyles 11' turnaround Shot,[1626168],1610612765.0,DET,turnaround,,,Lyles,T. Lyles,,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,
218,PT07M51.00S,2022-01-12T01:50:56.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,37,33,2022-01-12T01:51:00Z,2170000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,
219,PT07M46.00S,2022-01-12T01:51:01.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,6.652431011826544,45.588235294117645,1610612741,39,33,2022-01-12T01:52:02Z,2180000,22.0,10.0,1,left,A. Dosunmu running Layup (10 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,2.43,Made,10.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
221,PT07M33.00S,2022-01-12T01:51:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.85479632063075,50.73529411764706,1610612765,39,33,2022-01-12T01:51:20Z,2200000,4.0,15.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
222,PT07M31.00S,2022-01-12T01:51:16.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,39,33,2022-01-12T01:51:20Z,2210000,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,221.0,5.0,5.0,0.0,,,,,,,,,,
223,PT07M28.00S,2022-01-12T01:51:19.2Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,39,33,2022-01-12T01:51:23Z,2220000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1628367]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,1.0,Jackson,1628367.0,,,
224,PT07M28.00S,2022-01-12T01:51:19.2Z,2,REGULAR,steal,,[],1628367,,,1610612765,39,33,2022-01-12T01:51:20Z,2230000,,,0,,J. Jackson STEAL (1 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M26.00S,2022-01-12T01:51:23.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628367,93.9060446780552,51.470588235294116,1610612765,39,35,2022-01-12T01:51:41Z,2240000,7.0,5.0,1,right,J. Jackson cutting Layup (4 PTS) (C. Cunningham 2 AST),"[1628367, 1630595]",1610612765.0,DET,cutting,,,Jackson,J. Jackson,,,,,,0.88,Made,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
227,PT07M26.00S,2022-01-12T01:51:26.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627884,,,1610612765,39,35,2022-01-12T01:52:00Z,2260000,,,0,,D. Jones Jr. shooting personal FOUL (3 PF) (Jackson 1 FT),"[1627884, 1628367]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,101283.0,,,,,,,,,,,3.0,0.0,Jackson,1628367.0,,,,,,
229,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,out,[],1627884,,,1610612765,39,35,2022-01-12T01:52:02Z,2280000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,out,[],201942,,,1610612765,39,35,2022-01-12T01:52:02Z,2290000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,39,35,2022-01-12T01:52:02Z,2300000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,in,[],1628366,,,1610612765,39,35,2022-01-12T01:52:02Z,2310000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,in,[],202696,,,1610612765,39,35,2022-01-12T01:52:02Z,2320000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M26.00S,2022-01-12T01:51:38.1Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,39,35,2022-01-12T01:52:02Z,2330000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M26.00S,2022-01-12T01:52:10.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628367,,,1610612765,39,36,2022-01-12T01:52:10Z,2340000,,,0,,J. Jackson Free Throw 1 of 1 (5 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
236,PT07M14.00S,2022-01-12T01:52:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,14.799605781865965,44.85294117647059,1610612741,41,36,2022-01-12T01:52:32Z,2350000,26.0,87.0,1,left,C. White 9' driving floating Jump Shot (2 PTS) (L. Ball 2 AST),"[1629632, 1628366]",1610612741.0,CHI,driving floating,,,White,C. White,,,,,,9.03,Made,2.0,L. Ball,1628366.0,2.0,,,,,,,,,,,,,,
238,PT07M00.00S,2022-01-12T01:52:43.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612765,41,36,2022-01-12T01:52:48Z,2370000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Stewart 2 FT),"[202696, 1630191]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,1628172.0,,,,,,,,,,,1.0,0.0,Stewart,1630191.0,,,,,,
240,PT07M00.00S,2022-01-12T01:53:04.7Z,2,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,41,37,2022-01-12T01:53:04Z,2390000,,,0,,I. Stewart Free Throw 1 of 2 (11 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
241,PT07M00.00S,2022-01-12T01:53:08.0Z,2,REGULAR,substitution,out,[],1630245,,,1610612765,41,37,2022-01-12T01:53:13Z,2400000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M00.00S,2022-01-12T01:53:08.0Z,2,REGULAR,substitution,in,[],1628035,,,1610612765,41,37,2022-01-12T01:53:13Z,2410000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M00.00S,2022-01-12T01:53:22.0Z,2,REGULAR,substitution,out,[],1630199,,,1610612765,41,37,2022-01-12T01:53:28Z,2420000,,,0,,SUB out: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M00.00S,2022-01-12T01:53:22.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,41,37,2022-01-12T01:53:28Z,2430000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M00.00S,2022-01-12T01:53:04.7Z,2,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,41,37,2022-01-12T01:53:44Z,2440000,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT06M58.00S,2022-01-12T01:53:06.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,37,2022-01-12T01:53:44Z,2450000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,
247,PT06M44.00S,2022-01-12T01:53:55.1Z,2,REGULAR,3pt,Jump Shot,[],1628366,24.392247043363994,85.29411764705883,1610612741,41,37,2022-01-12T01:54:02Z,2460000,-176.0,177.0,1,left,MISS L. Ball 24' step back 3PT,[1628366],1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
248,PT06M41.00S,2022-01-12T01:53:58.1Z,2,REGULAR,rebound,defensive,[],1630240,,,1610612765,41,37,2022-01-12T01:54:02Z,2470000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,,,,,
249,PT06M35.00S,2022-01-12T01:54:05.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630240,94.30026281208936,50.98039215686274,1610612765,41,37,2022-01-12T01:54:11Z,2480000,5.0,1.0,1,right,MISS S. Lee driving DUNK,[1630240],1610612765.0,DET,driving,,,Lee,S. Lee,,,,,,0.5,Missed,,,,,,,,,,,,,,,,,,
250,PT06M33.00S,2022-01-12T01:54:07.3Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,41,37,2022-01-12T01:54:11Z,2490000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,249.0,4.0,4.0,0.0,,,,,,,,,,
251,PT06M24.00S,2022-01-12T01:54:16.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,17.0335085413929,4.166666666666666,1610612741,44,37,2022-01-12T01:54:21Z,2500000,229.0,108.0,1,left,C. White 25' 3PT  (5 PTS) (L. Ball 3 AST),"[1629632, 1628366]",1610612741.0,CHI,,,,White,C. White,,,,,,25.32,Made,5.0,L. Ball,1628366.0,3.0,,,,,,,,,,,,,,
253,PT06M09.00S,2022-01-12T01:54:29.9Z,2,REGULAR,turnover,bad pass,[],1628367,,,1610612765,44,37,2022-01-12T01:54:34Z,2520000,,,0,,J. Jackson bad pass TURNOVER (2 TO),"[1628367, 202696]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,2.0,Vucevic,202696.0,,,
254,PT06M09.00S,2022-01-12T01:54:29.9Z,2,REGULAR,steal,,[],202696,,,1610612741,44,37,2022-01-12T01:54:31Z,2530000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M07.00S,2022-01-12T01:54:36.1Z,2,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612741,44,37,2022-01-12T01:54:48Z,2540000,,,0,,C. Cunningham shooting personal FOUL (3 PF) (White 2 FT),"[1630595, 1629632]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,101283.0,,,,,,,,,,,3.0,0.0,White,1629632.0,,,,,,
257,PT06M07.00S,2022-01-12T01:55:05.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629632,,,1610612741,45,37,2022-01-12T01:55:05Z,2560000,,,0,,C. White Free Throw 1 of 2 (6 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
258,PT06M07.00S,2022-01-12T01:55:06.5Z,2,REGULAR,substitution,out,[],1630595,,,1610612741,45,37,2022-01-12T01:55:13Z,2570000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M07.00S,2022-01-12T01:55:06.5Z,2,REGULAR,substitution,in,[],1630165,,,1610612741,45,37,2022-01-12T01:55:13Z,2580000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M07.00S,2022-01-12T01:55:06.5Z,2,REGULAR,substitution,out,[],1630240,,,1610612741,45,37,2022-01-12T01:55:45Z,2585000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M07.00S,2022-01-12T01:55:06.5Z,2,REGULAR,substitution,in,[],1628977,,,1610612741,45,37,2022-01-12T01:55:45Z,2587500,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M07.00S,2022-01-12T01:55:15.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629632,,,1610612741,46,37,2022-01-12T01:55:15Z,2590000,,,0,,C. White Free Throw 2 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
261,PT05M54.00S,2022-01-12T01:55:32.3Z,2,REGULAR,turnover,traveling,[],1628977,,,1610612765,46,37,2022-01-12T01:55:50Z,2600000,,,0,,H. Diallo traveling TURNOVER (1 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,101283.0,,,,,,,,,,,,,,,1.0,,,,,
264,PT05M39.00S,2022-01-12T01:55:59.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628035,5.863994743758213,51.225490196078425,1610612741,48,37,2022-01-12T01:56:04Z,2610000,-6.0,3.0,1,left,A. McKinnie DUNK (2 PTS) (C. White 1 AST),"[1628035, 1629632]",1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,0.66,Made,2.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
266,PT05M19.00S,2022-01-12T01:56:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628367,80.1084099868594,48.28431372549019,1610612765,48,39,2022-01-12T01:56:26Z,2630000,-9.0,134.0,1,right,J. Jackson 13' step back Jump Shot (7 PTS),[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,,13.48,Made,7.0,,,,,,,,,,,,,,,,,
267,PT05M06.00S,2022-01-12T01:56:36.7Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,48,39,2022-01-12T01:56:43Z,2640000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,1193.0,,,,,,,,,,,,,,,2.0,,,,,
268,PT04M49.00S,2022-01-12T01:56:54.7Z,2,REGULAR,turnover,lost ball,[],1630191,,,1610612765,48,39,2022-01-12T01:58:49Z,2650000,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 202696]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,,
269,PT04M49.00S,2022-01-12T01:56:54.7Z,2,REGULAR,steal,,[],202696,,,1610612741,48,39,2022-01-12T01:56:56Z,2660000,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2022-01-12T01:56:59.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,6.258212877792378,4.411764705882353,1610612741,48,39,2022-01-12T01:57:11Z,2670000,228.0,6.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
