actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT04M57.00S,2022-01-08T01:23:09.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,7.440867279894875,97.05882352941177,1610612741,21,18,2022-01-08T01:23:15Z,880000,-235.0,17.0,1,left,C. White 3PT  (5 PTS) (N. Vucevic 3 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,23.59,Made,,,,,,,,,,5.0,,N. Vucevic,202696.0,3.0,,,,,
91,PT04M39.00S,2022-01-08T01:23:29.9Z,1,REGULAR,foul,personal,[],1627884,,,1610612764,21,18,2022-01-08T01:23:46Z,900000,,,0,,D. Jones Jr. personal FOUL (2 PF),"[1627884, 203484]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,202007.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,
93,PT04M39.00S,2022-01-08T01:23:48.0Z,1,REGULAR,substitution,out,[],1627884,,,1610612764,21,18,2022-01-08T01:23:58Z,920000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2022-01-08T01:23:48.0Z,1,REGULAR,substitution,out,[],203484,,,1610612764,21,18,2022-01-08T01:23:58Z,930000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2022-01-08T01:23:48.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612764,21,18,2022-01-08T01:23:58Z,940000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2022-01-08T01:23:48.0Z,1,REGULAR,substitution,in,[],203526,,,1610612764,21,18,2022-01-08T01:23:58Z,950000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2022-01-08T01:24:09.5Z,1,REGULAR,3pt,Jump Shot,[],203078,66.83639947437582,55.63725490196079,1610612764,21,18,2022-01-08T01:24:18Z,960000,28.0,259.0,1,right,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2022-01-08T01:24:17.5Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,21,18,2022-01-08T01:24:18Z,970000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,97.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
99,PT04M25.00S,2022-01-08T01:24:17.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,21,20,2022-01-08T01:24:20Z,980000,0.0,0.0,1,right,D. Gafford putback DUNK (6 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,0.0,Made,,,,,,,,,,6.0,,,,,,,,,
100,PT04M10.00S,2022-01-08T01:24:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.521024967148489,47.30392156862745,1610612741,23,20,2022-01-08T01:25:39Z,990000,13.0,9.0,1,left,N. Vucevic Layup (2 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.61,Made,,,,,,,,,,2.0,,,,,,,,,
101,PT03M44.00S,2022-01-08T01:24:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,89.70105124835742,56.86274509803921,1610612764,23,20,2022-01-08T01:25:04Z,1000000,34.0,44.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2022-01-08T01:25:01.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,23,20,2022-01-08T01:25:01Z,1010000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
103,PT03M34.00S,2022-01-08T01:25:08.6Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,23,20,2022-01-08T01:25:13Z,1020000,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1630166]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,2.0,,,,Avdija,1630166.0,,,
104,PT03M34.00S,2022-01-08T01:25:08.6Z,1,REGULAR,steal,,[],1630166,,,1610612764,23,20,2022-01-08T01:25:11Z,1030000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M30.00S,2022-01-08T01:25:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,93.64323258869908,52.69607843137255,1610612764,23,22,2022-01-08T01:25:19Z,1040000,13.0,7.0,1,right,C. Kispert cutting Layup (2 PTS) (R. Neto 1 AST),"[1630557, 203526]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,1.53,Made,,,,,,,,,,2.0,,R. Neto,203526.0,1.0,,,,,
107,PT03M20.00S,2022-01-08T01:25:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.178055190538765,52.94117647058824,1610612741,23,22,2022-01-08T01:25:38Z,1060000,-15.0,15.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1630557]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.1,Missed,,,,,,,,,,,,,,,,,Kispert,1630557.0,
108,PT03M20.00S,2022-01-08T01:25:26.6Z,1,REGULAR,block,,[],1630557,,,1610612741,23,22,2022-01-08T01:25:32Z,1070000,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M20.00S,2022-01-08T01:25:26.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,23,22,2022-01-08T01:25:38Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,
110,PT03M20.00S,2022-01-08T01:25:34.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,23,22,2022-01-08T01:25:34Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2022-01-08T01:25:39.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612741,23,22,2022-01-08T01:25:46Z,1100000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2022-01-08T01:25:39.5Z,1,REGULAR,substitution,in,[],1628398,,,1610612741,23,22,2022-01-08T01:25:46Z,1110000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2022-01-08T01:25:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628972,5.863994743758213,47.794117647058826,1610612741,25,22,2022-01-08T01:25:58Z,1120000,11.0,3.0,1,left,T. Brown Jr. Layup (2 PTS) (N. Vucevic 4 AST),"[1628972, 202696]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,1.13,Made,,,,,,,,,,2.0,,N. Vucevic,202696.0,4.0,,,,,
115,PT02M44.00S,2022-01-08T01:26:18.8Z,1,REGULAR,turnover,lost ball,[],1628398,,,1610612764,25,22,2022-01-08T01:28:31Z,1140000,,,0,,K. Kuzma lost ball TURNOVER (2 TO),"[1628398, 202696]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,2.0,,,,Vucevic,202696.0,,,
116,PT02M44.00S,2022-01-08T01:26:18.8Z,1,REGULAR,steal,,[],202696,,,1610612741,25,22,2022-01-08T01:26:21Z,1150000,,,0,,N. Vucevic STEAL (3 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M39.00S,2022-01-08T01:26:26.0Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612741,25,22,2022-01-08T01:29:34Z,1160000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1628398, 1630245]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,1627519.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,
119,PT02M39.00S,2022-01-08T01:26:38.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,25,22,2022-01-08T01:26:38Z,1180000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2022-01-08T01:29:08.3Z,1,REGULAR,substitution,out,[],202696,,,1610612741,25,22,2022-01-08T01:29:32Z,1190000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M39.00S,2022-01-08T01:29:08.3Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,25,22,2022-01-08T01:29:32Z,1200000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M39.00S,2022-01-08T01:29:41.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630245,,,1610612741,26,22,2022-01-08T01:29:41Z,1210000,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
123,PT02M39.00S,2022-01-08T01:29:41.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630245,,,1610612741,26,22,2022-01-08T01:30:02Z,1220000,,,0,,MISS A. Dosunmu Free Throw 2 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2022-01-08T01:29:43.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,26,22,2022-01-08T01:30:02Z,1230000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,123.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
125,PT02M21.00S,2022-01-08T01:30:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630166,97.58541392904073,95.83333333333334,1610612764,26,22,2022-01-08T01:30:21Z,1240000,229.0,-30.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M18.00S,2022-01-08T01:30:16.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,26,22,2022-01-08T01:30:21Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,
127,PT02M18.00S,2022-01-08T01:30:20.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,26,22,2022-01-08T01:30:20Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M18.00S,2022-01-08T01:30:21.8Z,1,REGULAR,substitution,out,[],203078,,,1610612764,26,22,2022-01-08T01:30:27Z,1270000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M18.00S,2022-01-08T01:30:21.8Z,1,REGULAR,substitution,in,[],203915,,,1610612764,26,22,2022-01-08T01:30:27Z,1280000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M16.00S,2022-01-08T01:30:39.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,94.95729303547962,3.6764705882352944,1610612764,26,25,2022-01-08T01:30:43Z,1290000,-232.0,-5.0,1,right,C. Kispert 3PT  (5 PTS) (R. Neto 2 AST),"[1630557, 203526]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.17,Made,,,,,,,,,,5.0,,R. Neto,203526.0,2.0,,,,,
132,PT02M01.00S,2022-01-08T01:30:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,9.806176084099869,45.588235294117645,1610612741,28,25,2022-01-08T01:31:03Z,1310000,22.0,40.0,1,left,Z. LaVine driving floating Jump Shot (6 PTS) (C. White 1 AST),"[203897, 1629632]",1610612741.0,CHI,driving floating,,,LaVine,Z. LaVine,,,,,4.54,Made,,,,,,,,,,6.0,,C. White,1629632.0,1.0,,,,,
134,PT02M01.00S,2022-01-08T01:30:58.7Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612741,28,25,2022-01-08T01:31:41Z,1330000,,,0,,D. Avdija shooting personal FOUL (1 PF) (LaVine 1 FT),"[1630166, 203897]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,202007.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,
136,PT02M01.00S,2022-01-08T01:31:17.1Z,1,REGULAR,substitution,out,[],1627884,,,1610612741,28,25,2022-01-08T01:31:26Z,1350000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M01.00S,2022-01-08T01:31:17.1Z,1,REGULAR,substitution,in,[],1628395,,,1610612741,28,25,2022-01-08T01:31:26Z,1360000,,,0,,SUB in: J. Bell,[1628395],1610612741.0,CHI,,,,Bell,J. Bell,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M01.00S,2022-01-08T01:31:41.8Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,29,25,2022-01-08T01:31:41Z,1370000,,,0,,Z. LaVine Free Throw 1 of 1 (7 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
139,PT01M44.00S,2022-01-08T01:32:00.1Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612764,29,25,2022-01-08T01:32:05Z,1380000,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1628395]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,1.0,,,,Bell,1628395.0,,,
140,PT01M44.00S,2022-01-08T01:32:00.1Z,1,REGULAR,steal,,[],1628395,,,1610612741,29,25,2022-01-08T01:32:03Z,1390000,,,0,,J. Bell STEAL (1 STL),[1628395],1610612741.0,CHI,,,,Bell,J. Bell,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M38.00S,2022-01-08T01:32:04.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,6.783837056504599,50.49019607843137,1610612741,31,25,2022-01-08T01:33:02Z,1410000,-2.0,11.0,1,left,A. Dosunmu running Layup (3 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,1.16,Made,,,,,,,,,,3.0,,,,,,,,,
143,PT01M32.00S,2022-01-08T01:32:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.38042049934296,49.50980392156863,1610612764,31,27,2022-01-08T01:33:45Z,1420000,-2.0,10.0,1,right,D. Avdija cutting Layup (2 PTS) (S. Dinwiddie 3 AST),"[1630166, 203915]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,1.0,Made,,,,,,,,,,2.0,,S. Dinwiddie,203915.0,3.0,,,,,
145,PT01M32.00S,2022-01-08T01:32:24.7Z,1,REGULAR,foul,personal,['1freethrow'],1628395,,,1610612764,31,27,2022-01-08T01:32:43Z,1440000,,,0,,J. Bell shooting personal FOUL (1 PF) (Avdija 1 FT),"[1628395, 1630166]",1610612741.0,CHI,shooting,,,Bell,J. Bell,,,,,,,,,,,202007.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,
147,PT01M32.00S,2022-01-08T01:32:34.5Z,1,REGULAR,substitution,out,[],203897,,,1610612764,31,27,2022-01-08T01:32:39Z,1460000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M32.00S,2022-01-08T01:32:34.5Z,1,REGULAR,substitution,in,[],201942,,,1610612764,31,27,2022-01-08T01:32:39Z,1470000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2022-01-08T01:32:44.2Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,31,28,2022-01-08T01:32:44Z,1480000,,,0,,D. Avdija Free Throw 1 of 1 (3 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
150,PT01M15.00S,2022-01-08T01:33:01.3Z,1,REGULAR,2pt,Jump Shot,[],201942,28.597240473061763,46.32352941176471,1610612741,31,28,2022-01-08T01:33:06Z,1490000,18.0,216.0,1,left,MISS D. DeRozan 21' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,21.71,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M13.00S,2022-01-08T01:33:03.4Z,1,REGULAR,rebound,offensive,[],1628395,,,1610612741,31,28,2022-01-08T01:33:03Z,1500000,,,0,,J. Bell REBOUND (Off:1 Def:0),[1628395],1610612741.0,CHI,,,,Bell,J. Bell,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT01M05.00S,2022-01-08T01:33:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,6.258212877792378,48.77450980392157,1610612741,33,28,2022-01-08T01:33:19Z,1510000,6.0,6.0,1,left,C. White driving Layup (7 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,driving,,,White,C. White,,,,,0.88,Made,,,,,,,,,,7.0,,D. DeRozan,201942.0,1.0,,,,,
154,PT01M05.00S,2022-01-08T01:33:16.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630166,,,1610612741,33,28,2022-01-08T01:33:39Z,1530000,,,0,,D. Avdija shooting personal FOUL (2 PF) (White 1 FT),"[1630166, 1629632]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,202007.0,2.0,0.0,White,1629632.0,,,,,,,,,,
156,PT01M05.00S,2022-01-08T01:33:40.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629632,,,1610612741,34,28,2022-01-08T01:33:40Z,1550000,,,0,,C. White Free Throw 1 of 1 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
157,PT00M49.10S,2022-01-08T01:33:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.9060446780552,50.98039215686274,1610612764,34,30,2022-01-08T01:34:23Z,1560000,5.0,5.0,1,right,K. Kuzma cutting Layup (4 PTS) (D. Avdija 1 AST),"[1628398, 1630166]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,0.69,Made,,,,,,,,,,4.0,,D. Avdija,1630166.0,1.0,,,,,
159,PT00M34.50S,2022-01-08T01:34:13.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628972,24.52365308804205,84.55882352941177,1610612741,37,30,2022-01-08T01:34:19Z,1580000,-173.0,178.0,1,left,T. Brown Jr. 24' 3PT  (5 PTS) (D. DeRozan 2 AST),"[1628972, 201942]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,24.81,Made,,,,,,,,,,5.0,,D. DeRozan,201942.0,2.0,,,,,
161,PT00M21.00S,2022-01-08T01:34:37.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628395,,,1610612764,37,30,2022-01-08T01:34:54Z,1600000,,,0,,J. Bell shooting personal FOUL (2 PF) (Kuzma 2 FT),"[1628395, 1628398]",1610612741.0,CHI,shooting,,,Bell,J. Bell,,,,,,,,,,,202007.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,
163,PT00M21.00S,2022-01-08T01:35:05.2Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,37,31,2022-01-08T01:35:05Z,1620000,,,0,,K. Kuzma Free Throw 1 of 2 (5 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
164,PT00M21.00S,2022-01-08T01:35:06.1Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,37,31,2022-01-08T01:35:09Z,1630000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M21.00S,2022-01-08T01:35:06.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612764,37,31,2022-01-08T01:35:09Z,1640000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M21.00S,2022-01-08T01:35:21.8Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,37,32,2022-01-08T01:35:21Z,1650000,,,0,,K. Kuzma Free Throw 2 of 2 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
167,PT00M00.50S,2022-01-08T01:35:44.0Z,1,REGULAR,2pt,Jump Shot,[],201942,23.209592641261498,36.76470588235294,1610612741,37,32,2022-01-08T01:36:07Z,1660000,66.0,166.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.84,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M00.50S,2022-01-08T01:35:44.0Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,37,32,2022-01-08T01:35:51Z,1670000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,167.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-01-08T01:35:48.3Z,1,REGULAR,period,end,[],0,,,1610612741,37,32,2022-01-08T01:35:48Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,out,['startperiod'],1628395,,,1610612741,37,32,2022-01-08T01:38:26Z,1690000,,,0,,SUB out: J. Bell,[1628395],1610612741.0,CHI,,,,Bell,J. Bell,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612741,37,32,2022-01-08T01:38:26Z,1700000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612741,37,32,2022-01-08T01:38:26Z,1710000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,in,['startperiod'],1628396,,,1610612741,37,32,2022-01-08T01:38:26Z,1720000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612741,37,32,2022-01-08T01:38:26Z,1730000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-08T01:38:04.0Z,2,REGULAR,substitution,in,['startperiod'],202328,,,1610612741,37,32,2022-01-08T01:38:26Z,1740000,,,0,,SUB in: G. Monroe,[202328],1610612764.0,WAS,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-08T01:38:22.5Z,2,REGULAR,period,start,[],0,,,1610612764,37,32,2022-01-08T01:38:27Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M44.00S,2022-01-08T01:38:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,93.51182654402102,47.549019607843135,1610612764,37,32,2022-01-08T01:38:42Z,1760000,-12.0,8.0,1,right,MISS A. Holiday driving Layup,[1628988],1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M42.00S,2022-01-08T01:38:39.2Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,37,32,2022-01-08T01:38:42Z,1770000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
179,PT11M37.00S,2022-01-08T01:38:43.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628396,5.601182654402102,50.49019607843137,1610612741,39,32,2022-01-08T01:38:56Z,1780000,-2.0,0.0,1,left,T. Bradley cutting DUNK (2 PTS) (A. Dosunmu 1 AST),"[1628396, 1630245]",1610612741.0,CHI,cutting,,,Bradley,T. Bradley,,,,,0.25,Made,,,,,,,,,,2.0,,A. Dosunmu,1630245.0,1.0,,,,,
181,PT11M26.00S,2022-01-08T01:38:54.8Z,2,REGULAR,3pt,Jump Shot,[],1630557,68.80749014454665,63.48039215686274,1610612764,39,32,2022-01-08T01:39:03Z,1800000,67.0,241.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
