actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT04M43.00S,2021-10-31T00:24:44.5Z,1,REGULAR,3pt,Jump Shot,[],202696,65.78515111695138,45.588235294117645,1610612741,14,14,2021-10-31T00:24:49Z,820000,-22.0,269.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,
84,PT04M41.00S,2021-10-31T00:24:46.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,14,14,2021-10-31T00:24:49Z,830000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT04M28.00S,2021-10-31T00:25:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.783837056504599,48.28431372549019,1610612762,14,14,2021-10-31T00:26:49Z,840000,9.0,11.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.42,Missed,,,,,,,,,,,,,,,,,,
86,PT04M26.00S,2021-10-31T00:25:02.2Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,14,14,2021-10-31T00:25:09Z,850000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M19.00S,2021-10-31T00:25:08.3Z,1,REGULAR,2pt,Jump Shot,[],202696,88.91261498028909,78.92156862745098,1610612741,14,14,2021-10-31T00:25:14Z,860000,145.0,52.0,1,right,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,15.36,Missed,,,,,,,,,,,,,,,,,,
88,PT04M15.00S,2021-10-31T00:25:12.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,14,14,2021-10-31T00:25:14Z,870000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
89,PT04M07.00S,2021-10-31T00:25:24.3Z,1,REGULAR,foul,personal,[],1629750,,,1610612762,14,14,2021-10-31T00:25:44Z,880000,,,0,,J. Green personal FOUL (2 PF),"[1629750, 202711]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Bogdanovic,202711.0,,,
91,PT04M07.00S,2021-10-31T00:25:34.9Z,1,REGULAR,substitution,out,[],1629750,,,1610612762,14,14,2021-10-31T00:25:57Z,900000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M07.00S,2021-10-31T00:25:34.9Z,1,REGULAR,substitution,out,[],202711,,,1610612762,14,14,2021-10-31T00:25:57Z,910000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2021-10-31T00:25:34.9Z,1,REGULAR,substitution,in,[],1627884,,,1610612762,14,14,2021-10-31T00:25:57Z,920000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M07.00S,2021-10-31T00:25:34.9Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,14,14,2021-10-31T00:25:57Z,930000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2021-10-31T00:26:11.2Z,1,REGULAR,3pt,Jump Shot,[],203903,29.25427069645204,26.225490196078432,1610612762,14,14,2021-10-31T00:26:18Z,940000,119.0,222.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
96,PT03M55.00S,2021-10-31T00:26:13.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,14,2021-10-31T00:26:18Z,950000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,95.0,5.0,5.0,0.0,,,,,,,,,,,,,,
97,PT03M48.00S,2021-10-31T00:26:23.9Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612741,14,14,2021-10-31T00:26:37Z,960000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Vucevic 2 FT),"[202355, 202696]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Vucevic,202696.0,,,
99,PT03M48.00S,2021-10-31T00:26:48.1Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,14,14,2021-10-31T00:26:48Z,980000,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT03M48.00S,2021-10-31T00:26:48.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,14,14,2021-10-31T00:26:48Z,990000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
101,PT03M48.00S,2021-10-31T00:27:04.8Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,15,14,2021-10-31T00:27:04Z,1000000,,,0,,N. Vucevic Free Throw 2 of 2 (1 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
102,PT03M23.00S,2021-10-31T00:27:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.601182654402102,50.0,1610612762,15,16,2021-10-31T00:27:40Z,1010000,0.0,0.0,1,left,D. Mitchell driving finger roll Layup (6 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,0.02,Made,,,,,6.0,,,,,,,,,,,,,
103,PT03M23.00S,2021-10-31T00:27:38.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,15,16,2021-10-31T00:27:38Z,1020000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M13.00S,2021-10-31T00:30:45.3Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,15,16,2021-10-31T00:30:51Z,1030000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1626220]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,
105,PT03M13.00S,2021-10-31T00:30:45.3Z,1,REGULAR,steal,,[],1626220,,,1610612762,15,16,2021-10-31T00:30:47Z,1040000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M12.00S,2021-10-31T00:30:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,4.5499342969776615,49.26470588235294,1610612762,15,18,2021-10-31T00:31:03Z,1050000,4.0,-10.0,1,left,D. Mitchell running Layup (8 PTS) (R. O'Neale 1 AST),"[1628378, 1626220]",1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,1.04,Made,,,,,8.0,,,,,,,,,,,R. O'Neale,1626220.0,1.0
108,PT03M12.00S,2021-10-31T00:30:53.3Z,1,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612762,15,18,2021-10-31T00:31:26Z,1070000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1627936, 1628378]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Mitchell,1628378.0,,,
110,PT03M12.00S,2021-10-31T00:31:03.6Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,15,18,2021-10-31T00:31:41Z,1090000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2021-10-31T00:31:03.6Z,1,REGULAR,substitution,in,[],204060,,,1610612762,15,18,2021-10-31T00:31:41Z,1100000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2021-10-31T00:31:26.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628378,,,1610612762,15,19,2021-10-31T00:31:26Z,1110000,,,0,,D. Mitchell Free Throw 1 of 1 (9 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
113,PT03M01.00S,2021-10-31T00:31:37.8Z,1,REGULAR,2pt,Jump Shot,[],202696,73.80091984231275,40.931372549019606,1610612741,15,19,2021-10-31T00:31:45Z,1120000,-45.0,194.0,1,right,MISS N. Vucevic 19' pullup Shot,[202696],1610612741.0,CHI,pullup,,,Vucevic,N. Vucevic,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2021-10-31T00:31:40.8Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,15,19,2021-10-31T00:31:45Z,1130000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M44.00S,2021-10-31T00:31:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.1268068331143235,41.66666666666667,1610612762,15,19,2021-10-31T00:32:37Z,1140000,42.0,5.0,1,left,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,4.2,Missed,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2021-10-31T00:31:57.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,19,2021-10-31T00:32:00Z,1150000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,115.0,6.0,6.0,0.0,,,,,,,,,,,,,,
117,PT02M38.00S,2021-10-31T00:32:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.59198423127464,52.69607843137255,1610612741,15,19,2021-10-31T00:32:09Z,1160000,13.0,17.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 1628378]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.18,Missed,,,,,,,,,Mitchell,1628378.0,,,,,,,,
118,PT02M38.00S,2021-10-31T00:32:03.4Z,1,REGULAR,block,,[],1628378,,,1610612741,15,19,2021-10-31T00:35:29Z,1170000,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2021-10-31T00:32:03.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,15,19,2021-10-31T00:32:09Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2021-10-31T00:32:09.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,15,19,2021-10-31T00:32:09Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,out,[],1628972,,,1610612741,15,19,2021-10-31T00:32:39Z,1200000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,out,[],203897,,,1610612741,15,19,2021-10-31T00:32:39Z,1210000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,out,[],202696,,,1610612741,15,19,2021-10-31T00:32:39Z,1220000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,out,[],202355,,,1610612741,15,19,2021-10-31T00:32:39Z,1230000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,out,[],1628378,,,1610612741,15,19,2021-10-31T00:32:39Z,1240000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,15,19,2021-10-31T00:32:39Z,1250000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,in,[],201942,,,1610612741,15,19,2021-10-31T00:32:39Z,1260000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,15,19,2021-10-31T00:32:39Z,1270000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,in,[],203497,,,1610612741,15,19,2021-10-31T00:32:39Z,1280000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M38.00S,2021-10-31T00:32:10.3Z,1,REGULAR,substitution,in,[],1630215,,,1610612741,15,19,2021-10-31T00:32:39Z,1290000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M27.00S,2021-10-31T00:32:41.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,76.5604467805519,55.14705882352941,1610612741,17,19,2021-10-31T00:32:47Z,1300000,26.0,168.0,1,right,D. DeRozan 16' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,16.98,Made,,,,,2.0,,,,,,,,,,,,,
132,PT02M14.00S,2021-10-31T00:32:56.3Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,17,19,2021-10-31T00:33:02Z,1310000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1628366]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,1.0,Ball,1628366.0,,,,,,,,,,
133,PT02M14.00S,2021-10-31T00:32:56.3Z,1,REGULAR,steal,,[],1628366,,,1610612741,17,19,2021-10-31T00:32:59Z,1320000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M08.00S,2021-10-31T00:33:00.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1628366,90.62089356110381,11.76470588235294,1610612741,19,19,2021-10-31T00:34:15Z,1330000,-191.0,36.0,1,right,L. Ball 19' pullup bank Jump Shot (7 PTS),[1628366],1610612741.0,CHI,pullup bank,,,Ball,L. Ball,,,,,19.45,Made,,,,,7.0,,,,,,,,,,,,,
135,PT01M56.00S,2021-10-31T00:33:13.0Z,1,REGULAR,3pt,Jump Shot,[],204060,32.670827858081466,50.73529411764706,1610612762,19,22,2021-10-31T00:33:19Z,1340000,-4.0,255.0,1,left,J. Ingles 25' 3PT  (3 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.46,Made,,,,,3.0,,,,,,,,,,,,,
136,PT01M45.00S,2021-10-31T00:33:24.1Z,1,REGULAR,2pt,Jump Shot,[],201942,77.61169513797634,76.9607843137255,1610612741,19,22,2021-10-31T00:33:34Z,1350000,135.0,158.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,20.77,Missed,,,,,,,,,,,,,,,,,,
137,PT01M36.00S,2021-10-31T00:33:33.1Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,19,22,2021-10-31T00:33:34Z,1360000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M28.00S,2021-10-31T00:33:41.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203903,10.85742444152431,53.18627450980392,1610612762,19,22,2021-10-31T00:33:46Z,1370000,-16.0,50.0,1,left,MISS J. Clarkson turnaround Hook,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,
139,PT01M26.00S,2021-10-31T00:33:43.7Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,19,22,2021-10-31T00:33:46Z,1380000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M24.00S,2021-10-31T00:33:51.1Z,1,REGULAR,foul,personal,[],203903,,,1610612741,19,22,2021-10-31T00:33:59Z,1390000,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1628366]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Ball,1628366.0,,,
142,PT01M18.00S,2021-10-31T00:34:16.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.51182654402102,51.470588235294116,1610612741,21,22,2021-10-31T00:34:21Z,1410000,7.0,8.0,1,right,D. Jones Jr. DUNK (2 PTS) (D. DeRozan 2 AST),"[1627884, 201942]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1.13,Made,,,,,2.0,,,,,,,,,,,D. DeRozan,201942.0,2.0
144,PT01M00.00S,2021-10-31T00:34:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630215,22.552562417871222,13.23529411764706,1610612762,21,22,2021-10-31T00:34:41Z,1430000,184.0,159.0,1,left,MISS J. Butler 24' 3PT,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,
145,PT00M57.80S,2021-10-31T00:34:36.2Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,21,22,2021-10-31T00:34:41Z,1440000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT00M56.10S,2021-10-31T00:34:41.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630215,,,1610612741,21,22,2021-10-31T00:34:54Z,1450000,,,0,,J. Butler personal FOUL (1 PF) (Ball 2 FT),"[1630215, 1628366]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Ball,1628366.0,,,
148,PT00M56.10S,2021-10-31T00:35:13.2Z,1,REGULAR,freethrow,1 of 2,[],1628366,,,1610612741,22,22,2021-10-31T00:35:13Z,1470000,,,0,,L. Ball Free Throw 1 of 2 (8 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
149,PT00M56.10S,2021-10-31T00:35:28.6Z,1,REGULAR,freethrow,2 of 2,[],1628366,,,1610612741,23,22,2021-10-31T00:35:28Z,1480000,,,0,,L. Ball Free Throw 2 of 2 (9 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
150,PT00M45.20S,2021-10-31T00:35:41.8Z,1,REGULAR,3pt,Jump Shot,[],203903,3.7614980289093296,97.54901960784314,1610612762,23,22,2021-10-31T00:35:47Z,1490000,-238.0,-17.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,
151,PT00M43.10S,2021-10-31T00:35:44.5Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,23,22,2021-10-31T00:35:44Z,1500000,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,150.0,7.0,4.0,3.0,,,,,,,,,,,,,,
152,PT00M43.10S,2021-10-31T00:35:47.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,23,22,2021-10-31T00:35:47Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M41.20S,2021-10-31T00:36:04.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612762,23,22,2021-10-31T00:36:26Z,1520000,,,0,,A. Caruso personal FOUL (2 PF) (Clarkson 2 FT),"[1627936, 203903]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Clarkson,203903.0,,,
155,PT00M41.20S,2021-10-31T00:36:28.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203903,,,1610612762,23,23,2021-10-31T00:36:28Z,1540000,,,0,,J. Clarkson Free Throw 1 of 2 (1 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
156,PT00M41.20S,2021-10-31T00:36:31.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612762,23,23,2021-10-31T00:36:43Z,1550000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M41.20S,2021-10-31T00:36:31.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612762,23,23,2021-10-31T00:36:43Z,1560000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M41.20S,2021-10-31T00:36:46.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,23,23,2021-10-31T00:36:53Z,1570000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,202901.0,,,,,,,
159,PT00M41.20S,2021-10-31T00:37:01.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203903,,,1610612762,23,24,2021-10-31T00:37:01Z,1580000,,,0,,J. Clarkson Free Throw 2 of 2 (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
160,PT00M34.00S,2021-10-31T00:37:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.94809461235218,47.794117647058826,1610612741,25,24,2021-10-31T00:37:17Z,1590000,-11.0,117.0,1,right,D. DeRozan 11' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,11.77,Made,,,,,4.0,,,,,,,,,,,,,
161,PT00M10.60S,2021-10-31T00:37:38.2Z,1,REGULAR,3pt,Jump Shot,[],203903,31.488173455978973,36.029411764705884,1610612762,25,24,2021-10-31T00:37:44Z,1600000,70.0,243.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
162,PT00M07.30S,2021-10-31T00:37:41.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,25,24,2021-10-31T00:37:44Z,1610000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M00.00S,2021-10-31T00:37:50.7Z,1,REGULAR,2pt,Jump Shot,[],201942,87.46714848883047,74.01960784313727,1610612741,25,24,2021-10-31T00:37:56Z,1620000,120.0,65.0,1,right,MISS D. DeRozan 13' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,13.67,Missed,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-10-31T00:37:52.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,25,24,2021-10-31T00:37:52Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-10-31T00:37:53.7Z,1,REGULAR,period,end,[],0,,,1610612741,25,24,2021-10-31T00:37:53Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-31T00:40:31.3Z,2,REGULAR,period,start,[],0,,,1610612741,25,24,2021-10-31T00:40:34Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M50.00S,2021-10-31T00:40:40.9Z,2,REGULAR,3pt,Jump Shot,[],1630245,83.26215505913272,93.38235294117648,1610612741,28,24,2021-10-31T00:40:47Z,1660000,217.0,105.0,1,right,A. Dosunmu 24' 3PT  (3 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.09,Made,,,,,3.0,,,,,,,,,,,D. DeRozan,201942.0,3.0
169,PT11M39.00S,2021-10-31T00:40:56.4Z,2,REGULAR,foul,personal,[],1628396,,,1610612762,28,24,2021-10-31T00:41:05Z,1680000,,,0,,T. Bradley personal FOUL (1 PF),"[1628396, 203497]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Gobert,203497.0,,,
