actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M00.00S,2022-02-15T01:14:25.5Z,1,REGULAR,3pt,Jump Shot,[],203926,66.04796320630749,54.166666666666664,1610612759,8,5,2022-02-15T01:15:27Z,200000,21.0,267.0,1,right,D. McDermott 26' 3PT  (5 PTS) (D. Murray 2 AST),"[203926, 1627749]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,26.74,Made,5.0,D. Murray,1627749.0,2.0,,,,,,,,,,,
22,PT09M42.00S,2022-02-15T01:14:43.4Z,1,REGULAR,2pt,Jump Shot,[],202696,16.770696452036795,17.401960784313726,1610612741,8,5,2022-02-15T01:15:30Z,220000,163.0,105.0,1,left,MISS N. Vucevic 19' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,19.39,Missed,,,,,,,,,,,,,,,
23,PT09M42.00S,2022-02-15T01:14:43.4Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,8,5,2022-02-15T01:15:30Z,230000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
24,PT09M30.00S,2022-02-15T01:14:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,94.30026281208936,49.26470588235294,1610612759,8,7,2022-02-15T01:15:04Z,240000,-4.0,1.0,1,right,D. McDermott driving Layup (7 PTS) (K. Johnson 1 AST),"[203926, 1629640]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,,0.39,Made,7.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
26,PT09M11.00S,2022-02-15T01:15:14.8Z,1,REGULAR,2pt,Hook,[],202696,8.229303547963205,31.61764705882353,1610612741,10,7,2022-02-15T01:15:22Z,260000,92.0,25.0,1,left,N. Vucevic 9' Hook (2 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,9.52,Made,2.0,,,,,,,,,,,,,,
27,PT08M58.00S,2022-02-15T01:15:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.03745072273325,52.20588235294118,1610612759,10,9,2022-02-15T01:15:36Z,270000,11.0,4.0,1,right,J. Poeltl driving Layup (2 PTS) (D. Murray 3 AST),"[1627751, 1627749]",1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,,,,1.15,Made,2.0,D. Murray,1627749.0,3.0,,,,,,,,,,,
29,PT08M46.00S,2022-02-15T01:15:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.828515111695138,54.90196078431373,1610612741,10,9,2022-02-15T01:22:47Z,290000,-25.0,68.0,1,left,MISS N. Vucevic 7' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,,,,7.24,Missed,,,,,,,,,,,,,,,
30,PT08M45.00S,2022-02-15T01:15:39.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,10,9,2022-02-15T01:15:44Z,300000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,
31,PT08M36.00S,2022-02-15T01:15:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.77463863337714,48.28431372549019,1610612759,10,11,2022-02-15T01:15:54Z,310000,-9.0,6.0,1,right,D. Murray driving Layup (2 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,,1.05,Made,2.0,,,,,,,,,,,,,,
32,PT08M23.00S,2022-02-15T01:16:01.6Z,1,REGULAR,3pt,Jump Shot,[],202696,31.61957950065703,46.81372549019608,1610612741,10,11,2022-02-15T01:23:14Z,320000,16.0,245.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,24.52,Missed,,,,,,,,,,,,,,,
33,PT08M20.00S,2022-02-15T01:16:04.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,10,11,2022-02-15T01:16:06Z,330000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,
34,PT08M14.00S,2022-02-15T01:16:13.7Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612759,10,11,2022-02-15T01:16:20Z,340000,,,0,,D. Murray step out-of-bounds TURNOVER (1 TO),[1627749],1610612759.0,SAS,step,,,Murray,D. Murray,,,,,1.0,,,,,,,,,,,,,1162.0,,,,,,
35,PT08M00.00S,2022-02-15T01:16:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,5.732588699080158,50.73529411764706,1610612741,12,11,2022-02-15T01:16:39Z,350000,-4.0,1.0,1,left,N. Vucevic driving Layup (4 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,,,0.4,Made,4.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,
38,PT07M45.00S,2022-02-15T01:16:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.01314060446781,49.23023897058824,1610612759,12,11,2022-02-15T01:17:01Z,380000,-4.0,41.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,4.16,Missed,,,,,,,,,,,,,,,
39,PT07M41.00S,2022-02-15T01:16:55.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,11,2022-02-15T01:17:02Z,390000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,
40,PT07M32.00S,2022-02-15T01:17:03.9Z,1,REGULAR,2pt,Jump Shot,[],201942,26.10052562417871,40.19607843137255,1610612741,12,11,2022-02-15T01:17:09Z,400000,49.0,193.0,1,left,MISS D. DeRozan 19' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,19.89,Missed,,,,,,,,,,,,,,,
41,PT07M29.00S,2022-02-15T01:17:06.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,12,11,2022-02-15T01:17:09Z,410000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,
42,PT07M21.00S,2022-02-15T01:17:15.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,74.72076215505913,84.31372549019608,1610612759,12,11,2022-02-15T01:17:21Z,420000,172.0,185.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,25.24,Missed,,,,,,,,,,,,,,,
43,PT07M17.00S,2022-02-15T01:17:19.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,11,2022-02-15T01:17:21Z,430000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,42.0,3.0,3.0,0.0,,,,,,,
44,PT07M06.00S,2022-02-15T01:17:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.995400788436268,45.83333333333333,1610612741,14,11,2022-02-15T01:17:35Z,440000,21.0,4.0,1,left,A. Dosunmu driving finger roll Layup (2 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,,,,2.12,Made,2.0,,,,,,,,,,,,,,
46,PT07M05.00S,2022-02-15T01:17:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,14,11,2022-02-15T01:17:35Z,460000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M05.00S,2022-02-15T01:19:54.3Z,1,REGULAR,substitution,out,[],201942,,,1610612759,14,11,2022-02-15T01:20:18Z,470000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M05.00S,2022-02-15T01:19:54.3Z,1,REGULAR,substitution,in,[],1628972,,,1610612759,14,11,2022-02-15T01:20:18Z,480000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M46.00S,2022-02-15T01:20:49.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,90.62089356110381,26.96078431372549,1610612759,14,11,2022-02-15T01:26:09Z,490000,-115.0,36.0,1,right,MISS D. Vassell 12' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,12.06,Missed,,,,,,,,,,,,,,,
50,PT06M44.00S,2022-02-15T01:20:51.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,14,11,2022-02-15T01:20:59Z,500000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,
51,PT06M40.00S,2022-02-15T01:20:58.9Z,1,REGULAR,foul,personal,[],1630170,,,1610612741,14,11,2022-02-15T01:21:07Z,510000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1629750]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Green,1629750.0,,
53,PT06M35.00S,2022-02-15T01:21:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,5.732588699080158,53.18627450980392,1610612741,16,11,2022-02-15T01:21:27Z,530000,-16.0,1.0,1,left,T. Brown Jr. cutting Layup (2 PTS) (A. Dosunmu 1 AST),"[1628972, 1630245]",1610612741.0,CHI,cutting,,,Brown Jr.,T. Brown Jr.,,,,,,,,1.6,Made,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,
55,PT06M22.00S,2022-02-15T01:21:39.3Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612759,16,11,2022-02-15T01:21:52Z,550000,,,0,,C. White shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629632, 1629640]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Johnson,1629640.0,,
57,PT06M22.00S,2022-02-15T01:22:02.8Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,16,12,2022-02-15T01:22:02Z,570000,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
58,PT06M22.00S,2022-02-15T01:22:16.7Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,16,13,2022-02-15T01:22:16Z,580000,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
59,PT06M09.00S,2022-02-15T01:22:30.4Z,1,REGULAR,2pt,Jump Shot,[],202696,28.465834428383708,59.31372549019608,1610612741,18,13,2022-02-15T01:22:35Z,590000,-47.0,215.0,1,left,N. Vucevic 22' Jump Shot (6 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,22.01,Made,6.0,C. White,1629632.0,1.0,,,,,,,,,,,
61,PT05M52.00S,2022-02-15T01:22:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,88.38699080157687,49.50980392156863,1610612759,18,13,2022-02-15T01:22:53Z,610000,-2.0,57.0,1,right,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,,,,5.68,Missed,,,,,,,,,,,,,,,
62,PT05M50.00S,2022-02-15T01:22:49.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,13,2022-02-15T01:22:49Z,620000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,61.0,4.0,4.0,0.0,,,,,,,
63,PT05M45.00S,2022-02-15T01:22:54.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,22.552562417871222,9.313725490196079,1610612741,18,13,2022-02-15T01:23:00Z,630000,203.0,159.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,25.85,Missed,,,,,,,,,,,,,,,
64,PT05M43.00S,2022-02-15T01:22:56.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,18,13,2022-02-15T01:23:00Z,640000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,
65,PT05M36.00S,2022-02-15T01:23:04.0Z,1,REGULAR,3pt,Jump Shot,[],203926,69.46452036793693,23.03921568627451,1610612759,18,13,2022-02-15T01:23:13Z,650000,-135.0,235.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,27.05,Missed,,,,,,,,,,,,,,,
66,PT05M32.00S,2022-02-15T01:23:08.0Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,18,13,2022-02-15T01:23:13Z,660000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,
67,PT05M27.00S,2022-02-15T01:23:13.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,32.933639947437584,46.81372549019608,1610612741,21,13,2022-02-15T01:23:19Z,670000,16.0,257.0,1,left,C. White 25' 3PT  (11 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,25.76,Made,11.0,,,,,,,,,,,,,,
68,PT05M11.00S,2022-02-15T01:23:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,74.45795006570303,86.27450980392157,1610612759,21,13,2022-02-15T01:23:35Z,680000,181.0,188.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,
69,PT05M06.00S,2022-02-15T01:23:34.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,13,2022-02-15T01:23:35Z,690000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,68.0,5.0,5.0,0.0,,,,,,,
70,PT04M53.00S,2022-02-15T01:23:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.601182654402102,48.03921568627451,1610612741,21,13,2022-02-15T01:23:51Z,700000,10.0,0.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,,0.98,Missed,,,,,,,,,,,,,,,
71,PT04M51.00S,2022-02-15T01:23:49.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,21,13,2022-02-15T01:23:51Z,710000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,70.0,3.0,3.0,0.0,,,,,,,
72,PT04M47.00S,2022-02-15T01:23:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203926,94.1688567674113,51.9607843137255,1610612759,21,15,2022-02-15T01:23:58Z,720000,10.0,2.0,1,right,D. McDermott driving Layup (9 PTS) (D. Murray 4 AST),"[203926, 1627749]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,,1.01,Made,9.0,D. Murray,1627749.0,4.0,,,,,,,,,,,
74,PT04M34.00S,2022-02-15T01:24:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.732588699080158,50.0,1610612741,21,15,2022-02-15T01:24:10Z,740000,0.0,1.0,1,left,MISS C. White driving Layup - blocked,"[1629632, 1630170]",1610612741.0,CHI,driving,,,White,C. White,,,,,,,,0.14,Missed,,,,,,,,,,,,,,Vassell,1630170.0
75,PT04M34.00S,2022-02-15T01:24:06.0Z,1,REGULAR,block,,[],1630170,,,1610612741,21,15,2022-02-15T01:24:08Z,750000,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M31.00S,2022-02-15T01:24:09.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,21,15,2022-02-15T01:24:10Z,760000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,
77,PT04M29.00S,2022-02-15T01:24:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,94.30026281208936,47.30392156862745,1610612759,21,17,2022-02-15T01:24:16Z,770000,-13.0,1.0,1,right,K. Johnson driving finger roll Layup (4 PTS) (D. Murray 5 AST),"[1629640, 1627749]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,,1.35,Made,4.0,D. Murray,1627749.0,5.0,,,,,,,,,,,
79,PT04M29.00S,2022-02-15T01:24:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,21,17,2022-02-15T01:24:15Z,790000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,21,17,2022-02-15T01:27:14Z,800000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,21,17,2022-02-15T01:27:14Z,810000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612741,21,17,2022-02-15T01:27:14Z,820000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,out,[],203926,,,1610612741,21,17,2022-02-15T01:27:14Z,830000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612741,21,17,2022-02-15T01:27:14Z,840000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,21,17,2022-02-15T01:27:14Z,850000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,in,[],1629744,,,1610612741,21,17,2022-02-15T01:27:14Z,860000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612741,21,17,2022-02-15T01:27:14Z,870000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,in,[],1630563,,,1610612741,21,17,2022-02-15T01:27:14Z,880000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M29.00S,2022-02-15T01:27:00.9Z,1,REGULAR,substitution,in,[],1628380,,,1610612741,21,17,2022-02-15T01:27:14Z,890000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2022-02-15T01:27:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629744,30.56833114323259,34.55882352941176,1610612741,21,17,2022-02-15T01:28:56Z,900000,77.0,235.0,1,left,MISS M. Thomas 24' 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,24.72,Missed,,,,,,,,,,,,,,,
91,PT04M17.00S,2022-02-15T01:27:30.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,21,17,2022-02-15T01:28:56Z,910000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,
92,PT04M17.00S,2022-02-15T01:27:34.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,21,17,2022-02-15T01:27:34Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
