actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-27T01:10:21.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-27T01:10:21Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-27T01:10:23.3Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2021-12-27T01:10:23Z,40000,,,0,,Jump Ball N. Vucevic vs. M. Turner: Tip to C. White,"[1629632, 202696, 1626167]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Vucevic,202696.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2021-12-27T01:10:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.71090670170828,47.02435661764706,1610612741,2,0,2021-12-27T01:10:55Z,70000,15.0,133.0,1,left,D. DeRozan 13' turnaround Jump Shot (2 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,13.36,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M10.00S,2021-12-27T01:11:09.3Z,1,REGULAR,3pt,Jump Shot,[],203200,73.01248357424441,83.57843137254902,1610612754,2,3,2021-12-27T01:11:15Z,80000,168.0,201.0,1,right,J. Holiday 26' 3PT  (3 PTS) (C. LeVert 1 AST),"[203200, 1627747]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.21,Made,3.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,,
10,PT10M57.00S,2021-12-27T01:11:25.3Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,2,3,2021-12-27T01:12:43Z,92500,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1627734]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,,,,,
11,PT10M57.00S,2021-12-27T01:11:25.3Z,1,REGULAR,steal,,[],1627734,,,1610612754,2,3,2021-12-27T01:11:28Z,93750,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2021-12-27T01:11:41.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,2,3,2021-12-27T01:11:41Z,150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2021-12-27T01:11:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,93.64323258869908,53.431372549019606,1610612754,2,3,2021-12-27T01:19:47Z,160000,17.0,7.0,1,right,MISS C. LeVert Layup,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2021-12-27T01:11:52.2Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,2,3,2021-12-27T01:11:53Z,170000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M38.00S,2021-12-27T01:11:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.469776609724048,54.90196078431373,1610612741,2,3,2021-12-27T01:12:04Z,180000,-25.0,-1.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
