actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-02T01:12:34.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-02T01:12:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-02T01:12:36.0Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2026-03-02T01:12:36Z,40000,False,,,0,,Jump Ball A. Drummond vs. N. Queta: Tip to T. Maxey,"[1630178, 203083, 1629674]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-02T01:12:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,12.828515111695138,60.78431372549019,1610612755,0,2,2026-03-02T01:12:54Z,70000,False,-54.0,68.0,1,left,K. Oubre Jr. 8' pullup Jump Shot (2 PTS) (A. Drummond 1 AST),"[1626162, 203083]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.68,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2026-03-02T01:13:10.7Z,1,REGULAR,3pt,Jump Shot,[],1631248,73.9323258869908,82.59803921568627,1610612738,0,2,2026-03-02T01:13:18Z,90000,False,163.0,193.0,1,right,MISS B. Scheierman 25' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-03-02T01:13:12.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,0,2,2026-03-02T01:13:18Z,100000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2026-03-02T01:13:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,26.49474375821288,81.61764705882352,1610612755,0,5,2026-03-02T01:13:30Z,110000,False,-158.0,197.0,1,left,T. Maxey 25' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.23,Made,3.0,,,,,,,,,,,,,,,,,
12,PT10M45.00S,2026-03-02T01:13:48.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,70.51576872536137,73.2843137254902,1610612738,0,5,2026-03-02T02:05:21Z,120000,False,116.0,225.0,1,right,MISS D. White 25' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
13,PT10M42.00S,2026-03-02T01:13:51.2Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,0,5,2026-03-02T01:14:10Z,130000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT10M40.00S,2026-03-02T01:13:53.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629674,92.46057818659659,50.0,1610612738,2,5,2026-03-02T01:14:04Z,140000,False,0.0,18.0,1,right,N. Queta alley-oop DUNK (2 PTS) (D. White 1 AST),"[1629674, 1628401]",1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
16,PT10M20.00S,2026-03-02T01:14:12.6Z,1,REGULAR,3pt,Jump Shot,[],1642845,23.209592641261498,89.95098039215686,1610612755,2,8,2026-03-02T01:14:18Z,160000,False,-200.0,166.0,1,left,V. Edgecombe 25' 3PT pullup (3 PTS),[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,25.96,Made,3.0,,,,,,,,,,,,,,,,,
17,PT10M09.00S,2026-03-02T01:14:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,77.4802890932983,9.068627450980392,1610612738,5,8,2026-03-02T01:14:34Z,170000,False,-205.0,159.0,1,right,S. Hauser 25' 3PT  (3 PTS) (N. Queta 1 AST),"[1630573, 1629674]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.93,Made,3.0,N. Queta,1629674.0,1.0,,,,,,,,,,,,,,
19,PT09M51.00S,2026-03-02T01:14:41.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.14520367936925,29.65686274509804,1610612755,5,8,2026-03-02T01:15:52Z,190000,False,102.0,250.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
20,PT09M50.00S,2026-03-02T01:14:42.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,8,2026-03-02T01:14:53Z,200000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT09M35.00S,2026-03-02T01:14:57.9Z,1,REGULAR,3pt,Jump Shot,[],1631248,71.82982917214193,19.607843137254903,1610612738,5,8,2026-03-02T01:16:09Z,210000,False,-152.0,212.0,1,right,MISS B. Scheierman 26' pullup 3PT,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
22,PT09M32.00S,2026-03-02T01:15:00.9Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,5,8,2026-03-02T01:15:07Z,220000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,
23,PT09M32.00S,2026-03-02T01:15:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,93.24901445466492,46.07843137254902,1610612738,7,8,2026-03-02T01:15:12Z,230000,False,-20.0,11.0,1,right,N. Queta putback Layup (4 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.25,Made,4.0,,,,,,,,,,,,,,,,,
24,PT09M32.00S,2026-03-02T01:15:08.0Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612738,7,8,2026-03-02T01:15:14Z,240000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Queta 1 FT),"[1626162, 1629674]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Queta,1629674.0,,,,,
