actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
93,PT05M00.00S,2025-12-16T00:31:17.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612738,20,19,2025-12-16T00:31:27Z,890000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M00.00S,2025-12-16T00:31:42.4Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,21,19,2025-12-16T00:31:42Z,900000,False,,,0,,J. Brown Free Throw 1 of 1 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
95,PT04M46.00S,2025-12-16T00:31:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.53942181340342,47.30392156862745,1610612765,21,19,2025-12-16T00:32:06Z,910000,False,13.0,253.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
96,PT04M45.00S,2025-12-16T00:31:59.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,21,19,2025-12-16T00:32:06Z,920000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,
97,PT04M28.00S,2025-12-16T00:32:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,55.63725490196079,1610612738,23,19,2025-12-16T00:32:19Z,930000,False,28.0,18.0,1,right,J. Brown driving Layup (8 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.37,Made,8.0,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2025-12-16T00:32:30.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,30.831143232588698,74.01960784313727,1610612765,23,19,2025-12-16T00:32:46Z,940000,False,-120.0,237.0,1,left,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2025-12-16T00:32:31.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,23,19,2025-12-16T00:32:46Z,950000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,
102,PT03M57.00S,2025-12-16T00:32:46.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,77.61169513797634,56.127450980392155,1610612738,25,19,2025-12-16T00:32:54Z,960000,False,31.0,158.0,1,right,J. Brown 16' turnaround fadeaway Jump Shot (10 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.09,Made,10.0,,,,,,,,,,,,,,,,,
103,PT03M41.00S,2025-12-16T00:33:05.5Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,25,19,2025-12-16T00:33:09Z,970000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1629674]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Queta,1629674.0
104,PT03M41.00S,2025-12-16T00:33:05.5Z,1,REGULAR,steal,,[],1629674,,,1610612738,25,19,2025-12-16T00:33:07Z,980000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2025-12-16T00:33:12.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,82.60512483574244,3.6764705882352944,1610612738,25,19,2025-12-16T00:38:09Z,990000,False,-232.0,111.0,1,right,MISS A. Simons 25' running 3PT,[1629014],1610612738.0,BOS,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
106,PT03M33.00S,2025-12-16T00:33:13.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,25,19,2025-12-16T00:33:18Z,1000000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,
107,PT03M25.00S,2025-12-16T00:33:21.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,10.463206307490145,96.32352941176471,1610612765,25,19,2025-12-16T00:33:29Z,1010000,False,-232.0,46.0,1,left,MISS C. LeVert 3PT,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
108,PT03M23.00S,2025-12-16T00:33:23.5Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,25,19,2025-12-16T00:33:29Z,1020000,False,,,0,,H. González REBOUND (Off:0 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Left Corner 3,24+ Left,,,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,
109,PT03M12.00S,2025-12-16T00:33:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630202,75.24638633377135,86.02941176470588,1610612738,25,19,2025-12-16T00:38:54Z,1030000,False,180.0,180.0,1,right,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
110,PT03M11.00S,2025-12-16T00:33:35.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,25,19,2025-12-16T00:33:40Z,1040000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,109.0,,,,,,,,,,,
112,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,out,[],1629674,,,1610612765,25,19,2025-12-16T00:34:00Z,1060000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,25,19,2025-12-16T00:34:00Z,1070000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,25,19,2025-12-16T00:34:00Z,1080000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,in,[],1631169,,,1610612765,25,19,2025-12-16T00:34:00Z,1090000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,25,19,2025-12-16T00:34:00Z,1100000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M11.00S,2025-12-16T00:33:40.1Z,1,REGULAR,substitution,in,[],1642450,,,1610612765,25,19,2025-12-16T00:34:00Z,1110000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2025-12-16T00:34:18.3Z,1,REGULAR,3pt,Jump Shot,[],1631093,10.33180026281209,96.56862745098039,1610612765,25,19,2025-12-16T00:34:36Z,1120000,False,-233.0,45.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2025-12-16T00:34:21.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,25,19,2025-12-16T00:34:36Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,118.0,,,,,,,,,,,
120,PT02M55.00S,2025-12-16T00:34:24.6Z,1,REGULAR,foul,personal,[],1631169,,,1610612765,25,19,2025-12-16T00:34:32Z,1140000,False,,,0,,J. Minott loose ball personal FOUL (1 PF),"[1631169, 1630191]",1610612738.0,BOS,loose ball,,,Minott,J. Minott,,,,,Mid-Range,8-16 Right,,,,202007.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,
122,PT02M55.00S,2025-12-16T00:34:34.6Z,1,REGULAR,substitution,out,[],1630202,,,1610612765,25,19,2025-12-16T00:34:36Z,1160000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2025-12-16T00:34:34.6Z,1,REGULAR,substitution,in,[],1628401,,,1610612765,25,19,2025-12-16T00:34:36Z,1170000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2025-12-16T00:34:50.5Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612765,25,19,2025-12-16T00:34:54Z,1180000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1631169]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Minott,1631169.0
125,PT02M48.00S,2025-12-16T00:34:50.5Z,1,REGULAR,steal,,[],1631169,,,1610612738,25,19,2025-12-16T00:34:52Z,1190000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
126,PT02M34.00S,2025-12-16T00:35:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642864,81.68528252299606,95.83333333333334,1610612738,25,19,2025-12-16T00:35:12Z,1200000,False,229.0,120.0,1,right,MISS H. González 25' 3PT,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
127,PT02M32.00S,2025-12-16T00:35:07.0Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612765,25,19,2025-12-16T00:35:12Z,1210000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,
128,PT02M22.00S,2025-12-16T00:35:16.1Z,1,REGULAR,3pt,Jump Shot,[],1641842,32.802233902759525,56.61764705882353,1610612765,25,19,2025-12-16T00:35:23Z,1220000,False,-33.0,256.0,1,left,MISS R. Holland II 25' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2025-12-16T00:35:18.1Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612738,25,19,2025-12-16T00:35:23Z,1230000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT02M09.00S,2025-12-16T00:35:29.1Z,1,REGULAR,3pt,Jump Shot,[],1642864,84.83902759526939,95.34313725490196,1610612738,28,19,2025-12-16T00:35:33Z,1240000,False,227.0,90.0,1,right,H. González 24' 3PT  (3 PTS) (J. Brown 3 AST),"[1642864, 1627759]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right,24.39,Made,3.0,,,,,,,,,,J. Brown,1627759.0,3.0,,,,,
132,PT02M07.00S,2025-12-16T00:35:36.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,28,19,2025-12-16T00:35:36Z,1260000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M07.00S,2025-12-16T00:36:44.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612765,28,19,2025-12-16T00:37:14Z,1270000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M07.00S,2025-12-16T00:36:44.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,28,19,2025-12-16T00:37:14Z,1280000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M07.00S,2025-12-16T00:36:44.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612765,28,19,2025-12-16T00:37:14Z,1290000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M07.00S,2025-12-16T00:36:44.3Z,1,REGULAR,substitution,in,[],1629130,,,1610612765,28,19,2025-12-16T00:37:14Z,1300000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M00.00S,2025-12-16T00:37:22.1Z,1,REGULAR,foul,personal,[],1642864,,,1610612765,28,19,2025-12-16T00:37:37Z,1310000,False,,,0,,H. González personal FOUL (1 PF),"[1642864, 1642450]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Center,,,,202007.0,1.0,0.0,Jenkins,1642450.0,,,,,,,,,,,,
139,PT01M55.00S,2025-12-16T00:37:44.0Z,1,REGULAR,2pt,Jump Shot,[],1641842,7.966491458607096,67.15686274509804,1610612765,28,19,2025-12-16T00:41:18Z,1330000,False,-86.0,22.0,1,left,MISS R. Holland II 8' driving floating Shot,[1641842],1610612765.0,DET,driving floating,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,8.87,Missed,,,,,,,,,,,,,,,,,,
140,PT01M53.00S,2025-12-16T00:37:46.0Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,28,19,2025-12-16T00:37:54Z,1340000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,
141,PT01M52.00S,2025-12-16T00:37:47.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630191,6.389618922470433,45.83333333333333,1610612765,28,21,2025-12-16T00:37:58Z,1350000,False,21.0,8.0,1,left,I. Stewart putback DUNK (2 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,,,,,,,,,,
142,PT01M36.00S,2025-12-16T00:38:08.3Z,1,REGULAR,violation,kicked ball,[],1642450,,,1610612738,28,21,2025-12-16T01:06:26Z,1360000,False,,,0,,D. Jenkins kicked ball VIOLATION,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,200833.0,,,,,,,,,,,,,,,,
143,PT01M36.00S,2025-12-16T00:38:13.2Z,1,REGULAR,substitution,out,[],1631169,,,1610612738,28,21,2025-12-16T00:38:17Z,1370000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2025-12-16T00:38:13.2Z,1,REGULAR,substitution,in,[],1631248,,,1610612738,28,21,2025-12-16T00:38:17Z,1380000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M32.00S,2025-12-16T00:38:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,76.5604467805519,87.74509803921569,1610612738,28,21,2025-12-16T00:39:00Z,1400000,False,189.0,168.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
148,PT01M31.00S,2025-12-16T00:38:51.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,21,2025-12-16T00:39:00Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,147.0,,,,,,,,,,,
149,PT01M31.00S,2025-12-16T00:38:59.9Z,1,REGULAR,foul,personal,[],1627747,,,1610612738,28,21,2025-12-16T00:39:14Z,1420000,False,,,0,,C. LeVert loose ball personal FOUL (1 PF),"[1627747, 1631248]",1610612765.0,DET,loose ball,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,1628168.0,1.0,0.0,Scheierman,1631248.0,,,,,,,,,,,,
151,PT01M23.00S,2025-12-16T00:39:22.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612738,28,21,2025-12-16T00:39:34Z,1440000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Simons 2 FT),"[1641842, 1629014]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left Center,,,,200833.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,
153,PT01M23.00S,2025-12-16T00:39:48.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629014,,,1610612738,29,21,2025-12-16T00:39:48Z,1460000,False,,,0,,A. Simons Free Throw 1 of 2 (3 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT01M23.00S,2025-12-16T00:40:02.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629014,,,1610612738,30,21,2025-12-16T00:40:02Z,1470000,False,,,0,,A. Simons Free Throw 2 of 2 (4 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
155,PT01M10.00S,2025-12-16T00:40:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641842,15.982260183968464,4.411764705882353,1610612765,30,24,2025-12-16T00:40:22Z,1480000,False,228.0,98.0,1,left,R. Holland II 24' 3PT  (3 PTS) (D. Robinson 1 AST),"[1641842, 1629130]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,24.8,Made,3.0,,,,,,,,,,D. Robinson,1629130.0,1.0,,,,,
157,PT01M01.00S,2025-12-16T00:40:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.54467805519053,24.264705882352942,1610612738,30,24,2025-12-16T00:42:10Z,1500000,False,-129.0,243.0,1,right,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
158,PT00M59.30S,2025-12-16T00:40:27.9Z,1,REGULAR,rebound,offensive,[],1642864,,,1610612738,30,24,2025-12-16T00:40:37Z,1510000,False,,,0,,H. González REBOUND (Off:1 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,
159,PT00M53.40S,2025-12-16T00:40:34.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,70.90998685939553,73.77450980392157,1610612738,30,24,2025-12-16T00:40:47Z,1520000,False,119.0,221.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
160,PT00M48.40S,2025-12-16T00:40:39.7Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,30,24,2025-12-16T00:40:47Z,1530000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,
161,PT00M40.20S,2025-12-16T00:40:49.0Z,1,REGULAR,2pt,Layup,[],1642450,6.915243101182654,31.862745098039213,1610612765,30,24,2025-12-16T00:41:00Z,1540000,False,91.0,13.0,1,left,MISS D. Jenkins 9' driving Layup - blocked,"[1642450, 1628401]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,9.16,Missed,,,,,,,,,,,,,,,White,1628401.0,,
162,PT00M40.20S,2025-12-16T00:40:49.0Z,1,REGULAR,block,,[],1628401,,,1610612765,30,24,2025-12-16T00:40:51Z,1550000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
163,PT00M39.20S,2025-12-16T00:40:50.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,30,24,2025-12-16T00:41:00Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,161.0,,,,,,,,,,,
165,PT00M36.20S,2025-12-16T00:41:16.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612765,30,24,2025-12-16T00:41:22Z,1580000,False,,,0,,A. Simons personal FOUL (1 PF) (Stewart 2 FT),"[1629014, 1630191]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,200833.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,
167,PT00M36.20S,2025-12-16T00:41:37.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,30,25,2025-12-16T00:42:14Z,1600000,False,,,0,,I. Stewart Free Throw 1 of 2 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
168,PT00M36.20S,2025-12-16T00:41:39.3Z,1,REGULAR,substitution,out,[],1631248,,,1610612765,30,25,2025-12-16T00:41:48Z,1610000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M36.20S,2025-12-16T00:41:39.3Z,1,REGULAR,substitution,in,[],1629674,,,1610612765,30,25,2025-12-16T00:41:48Z,1620000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M36.20S,2025-12-16T00:41:37.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,30,25,2025-12-16T00:42:14Z,1630000,False,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT00M36.20S,2025-12-16T00:41:37.9Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,30,25,2025-12-16T00:42:14Z,1640000,False,,,0,,N. Queta REBOUND (Off:0 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,170.0,4.0,4.0,0.0,,,,,,,,
173,PT00M20.10S,2025-12-16T00:43:33.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.59592641261499,75.49019607843137,1610612738,33,25,2025-12-16T00:43:39Z,1660000,False,127.0,233.0,1,right,D. White 26' 3PT step back (3 PTS),[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.59,Made,3.0,,,,,,,,,,,,,,,,,
174,PT00M02.20S,2025-12-16T00:43:54.1Z,1,REGULAR,2pt,Jump Shot,[],1642450,11.169513797634691,74.04258578431373,1610612765,33,25,2025-12-16T00:44:24Z,1670000,False,-120.0,52.0,1,left,MISS D. Jenkins 13' pullup Shot,[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Left,13.12,Missed,,,,,,,,,,,,,,,,,,
175,PT00M02.20S,2025-12-16T00:43:54.1Z,1,REGULAR,rebound,offensive,[],1642450,,,1610612765,33,25,2025-12-16T00:44:24Z,1680000,False,,,0,,D. Jenkins REBOUND (Off:1 Def:0),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Left,,,,,,,,,174.0,1.0,0.0,1.0,,,,,,,,
176,PT00M00.00S,2025-12-16T00:44:00.8Z,1,REGULAR,period,end,[],0,,,1610612765,33,25,2025-12-16T00:44:00Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-12-16T00:46:24.9Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612765,33,25,2025-12-16T00:47:00Z,1700000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-12-16T00:46:24.9Z,2,REGULAR,substitution,out,['startperiod'],1642450,,,1610612765,33,25,2025-12-16T00:47:00Z,1710000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-16T00:46:24.9Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,33,25,2025-12-16T00:47:00Z,1720000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-12-16T00:46:24.9Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612765,33,25,2025-12-16T00:47:00Z,1730000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-12-16T00:47:36.3Z,2,REGULAR,period,start,[],0,,,1610612765,33,25,2025-12-16T00:47:36Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
