actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
182,PT11M44.00S,2025-12-16T00:47:52.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629130,10.068988173455978,38.23529411764706,1610612765,33,27,2025-12-16T00:47:57Z,1750000,False,59.0,42.0,1,left,D. Robinson 7' turnaround bank Hook (5 PTS) (C. Cunningham 5 AST),"[1629130, 1630595]",1610612765.0,DET,turnaround bank,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,5.0,,,,,,,,,,C. Cunningham,1630595.0,5.0,,,,,
184,PT11M25.00S,2025-12-16T00:48:11.0Z,2,REGULAR,foul,personal,['3freethrow'],1641842,,,1610612738,33,27,2025-12-16T00:49:51Z,1762500,False,,,0,,R. Holland II shooting personal FOUL (2 PF) (White 3 FT),"[1641842, 1628401]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,1628168.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,
186,PT11M25.00S,2025-12-16T00:48:43.4Z,2,REGULAR,freethrow,1 of 3,[],1628401,,,1610612738,34,27,2025-12-16T00:49:40Z,1765000,False,,,0,,D. White Free Throw 1 of 3 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
187,PT11M25.00S,2025-12-16T00:48:43.4Z,2,REGULAR,freethrow,2 of 3,[],1628401,,,1610612738,35,27,2025-12-16T00:49:40Z,1767500,False,,,0,,D. White Free Throw 2 of 3 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
190,PT11M25.00S,2025-12-16T00:48:43.4Z,2,REGULAR,freethrow,3 of 3,[],1628401,,,1610612738,36,27,2025-12-16T00:49:40Z,1768750,False,,,0,,D. White Free Throw 3 of 3 (6 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
188,PT11M25.00S,2025-12-16T00:49:06.0Z,2,REGULAR,substitution,out,[],1642864,,,1610612765,36,27,2025-12-16T00:49:51Z,1810000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M25.00S,2025-12-16T00:49:06.0Z,2,REGULAR,substitution,in,[],1641775,,,1610612765,36,27,2025-12-16T00:49:51Z,1820000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M13.00S,2025-12-16T00:49:38.8Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,36,27,2025-12-16T00:50:01Z,1840000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1641775]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,,,Walsh,1641775.0
192,PT11M13.00S,2025-12-16T00:49:38.8Z,2,REGULAR,steal,,[],1641775,,,1610612738,36,27,2025-12-16T00:49:41Z,1850000,False,,,0,,J. Walsh STEAL (2 STL),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
193,PT11M07.00S,2025-12-16T00:49:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641775,92.06636005256242,49.50980392156863,1610612738,38,27,2025-12-16T00:50:07Z,1860000,False,-2.0,22.0,1,right,J. Walsh running Layup (5 PTS),[1641775],1610612738.0,BOS,running,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,2.22,Made,5.0,,,,,,,,,,,,,,,,,
194,PT11M07.00S,2025-12-16T00:49:49.5Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612738,38,27,2025-12-16T00:49:59Z,1870000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Walsh 1 FT),"[1629130, 1641775]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,200833.0,1.0,0.0,Walsh,1641775.0,,,,,,,,,,,,
196,PT11M07.00S,2025-12-16T00:50:06.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1641775,,,1610612738,39,27,2025-12-16T00:50:06Z,1890000,False,,,0,,J. Walsh Free Throw 1 of 1 (6 PTS),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
197,PT10M54.00S,2025-12-16T00:50:21.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.171484888304862,43.872549019607845,1610612765,39,29,2025-12-16T00:50:33Z,1900000,False,31.0,62.0,1,left,C. Cunningham 6' turnaround Hook (8 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,8.0,,,,,,,,,,,,,,,,,
198,PT10M40.00S,2025-12-16T00:50:33.7Z,2,REGULAR,3pt,Jump Shot,[],1629014,69.85873850197109,25.735294117647058,1610612738,39,29,2025-12-16T00:51:30Z,1910000,False,-121.0,231.0,1,right,MISS A. Simons 26' step back 3PT,[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
199,PT10M39.00S,2025-12-16T00:50:34.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,39,29,2025-12-16T00:50:41Z,1920000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,198.0,,,,,,,,,,,
201,PT10M29.00S,2025-12-16T00:51:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.966491458607096,61.51960784313726,1610612765,39,29,2025-12-16T00:51:12Z,1940000,False,-58.0,22.0,1,left,MISS C. Cunningham 6' driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
202,PT10M28.00S,2025-12-16T00:51:08.4Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,39,29,2025-12-16T00:51:12Z,1950000,False,,,0,,J. Walsh REBOUND (Off:0 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,,
203,PT10M18.00S,2025-12-16T00:51:19.2Z,2,REGULAR,3pt,Jump Shot,[],1641775,91.01511169513797,95.34313725490196,1610612738,39,29,2025-12-16T00:52:10Z,1960000,False,227.0,32.0,1,right,MISS J. Walsh pullup 3PT,[1641775],1610612738.0,BOS,pullup,,,Walsh,J. Walsh,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
204,PT10M15.00S,2025-12-16T00:51:22.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,39,29,2025-12-16T00:51:25Z,1970000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,
205,PT10M05.00S,2025-12-16T00:51:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630191,34.641918528252305,67.8921568627451,1610612765,39,29,2025-12-16T00:51:36Z,1980000,False,-89.0,273.0,1,left,MISS I. Stewart 28' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,28.74,Missed,,,,,,,,,,,,,,,,,,
206,PT10M04.00S,2025-12-16T00:51:31.6Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,39,29,2025-12-16T00:51:36Z,1990000,False,,,0,,J. Walsh REBOUND (Off:0 Def:3),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,205.0,3.0,3.0,0.0,,,,,,,,
207,PT09M54.00S,2025-12-16T00:51:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,81.68528252299606,44.6078431372549,1610612738,39,29,2025-12-16T00:52:53Z,2000000,False,-27.0,120.0,1,right,MISS N. Queta 12' floating Shot,[1629674],1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,12.27,Missed,,,,,,,,,,,,,,,,,,
208,PT09M53.00S,2025-12-16T00:51:42.6Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,39,29,2025-12-16T00:51:47Z,2010000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,
209,PT09M47.00S,2025-12-16T00:51:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612765,39,29,2025-12-16T00:51:58Z,2020000,False,,,0,,J. Walsh shooting personal FOUL (3 PF) (Holland II 2 FT),"[1641775, 1641842]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,,200833.0,3.0,0.0,Holland II,1641842.0,,,,,,,,,,,,
211,PT09M47.00S,2025-12-16T00:52:18.5Z,2,REGULAR,freethrow,1 of 2,[],1641842,,,1610612765,39,30,2025-12-16T00:52:18Z,2040000,False,,,0,,R. Holland II Free Throw 1 of 2 (4 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
212,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,out,[],1630573,,,1610612765,39,30,2025-12-16T00:52:29Z,2050000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,out,[],1629674,,,1610612765,39,30,2025-12-16T00:52:29Z,2060000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,out,[],1641775,,,1610612765,39,30,2025-12-16T00:52:29Z,2070000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612765,39,30,2025-12-16T00:52:29Z,2080000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,in,[],1631169,,,1610612765,39,30,2025-12-16T00:52:29Z,2090000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M47.00S,2025-12-16T00:52:19.1Z,2,REGULAR,substitution,in,[],1631248,,,1610612765,39,30,2025-12-16T00:52:29Z,2100000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M47.00S,2025-12-16T00:52:45.5Z,2,REGULAR,freethrow,2 of 2,[],1641842,,,1610612765,39,31,2025-12-16T00:52:45Z,2110000,False,,,0,,R. Holland II Free Throw 2 of 2 (5 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
219,PT09M31.00S,2025-12-16T00:53:07.0Z,2,REGULAR,3pt,Jump Shot,[],1631248,71.43561103810775,22.794117647058822,1610612738,39,31,2025-12-16T00:53:14Z,2120000,False,-136.0,216.0,1,right,MISS B. Scheierman 25' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
220,PT09M30.00S,2025-12-16T00:53:08.0Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,39,31,2025-12-16T00:53:14Z,2130000,False,,,0,,R. Holland II REBOUND (Off:0 Def:3),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,
221,PT09M20.00S,2025-12-16T00:53:18.2Z,2,REGULAR,3pt,Jump Shot,[],1629750,12.697109067017081,4.6568627450980395,1610612765,39,34,2025-12-16T00:53:22Z,2140000,False,227.0,67.0,1,left,J. Green 3PT  (3 PTS) (C. Cunningham 6 AST),"[1629750, 1630595]",1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.64,Made,3.0,,,,,,,,,,C. Cunningham,1630595.0,6.0,,,,,
223,PT08M58.00S,2025-12-16T00:53:40.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.15965834428384,34.80392156862745,1610612738,41,34,2025-12-16T00:53:44Z,2160000,False,-76.0,125.0,1,right,J. Brown 14' pullup Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,14.59,Made,12.0,,,,,,,,,,,,,,,,,
224,PT08M48.00S,2025-12-16T00:53:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.886333771353483,43.627450980392155,1610612765,41,34,2025-12-16T00:53:57Z,2170000,False,32.0,31.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
225,PT08M47.00S,2025-12-16T00:53:51.0Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,41,34,2025-12-16T00:53:57Z,2180000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,224.0,2.0,0.0,2.0,,,,,,,,
226,PT08M47.00S,2025-12-16T00:53:52.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,41,34,2025-12-16T00:54:01Z,2190000,False,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
227,PT08M46.00S,2025-12-16T00:53:53.7Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,41,34,2025-12-16T00:54:01Z,2200000,False,,,0,,I. Stewart REBOUND (Off:3 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,226.0,3.0,0.0,3.0,,,,,,,,
228,PT08M45.00S,2025-12-16T00:53:53.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.389618922470433,48.529411764705884,1610612765,41,36,2025-12-16T00:54:04Z,2210000,False,7.0,8.0,1,left,I. Stewart putback Layup (5 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.06,Made,5.0,,,,,,,,,,,,,,,,,
229,PT08M27.00S,2025-12-16T00:54:11.1Z,2,REGULAR,3pt,Jump Shot,[],1628401,81.02825229960578,4.411764705882353,1610612738,41,36,2025-12-16T00:54:20Z,2220000,False,-228.0,126.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
230,PT08M25.00S,2025-12-16T00:54:13.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,41,36,2025-12-16T00:54:20Z,2230000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,229.0,,,,,,,,,,,
232,PT08M25.00S,2025-12-16T00:54:21.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612765,41,36,2025-12-16T00:54:26Z,2250000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M25.00S,2025-12-16T00:54:21.0Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,41,36,2025-12-16T00:54:26Z,2260000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M11.00S,2025-12-16T00:54:47.9Z,2,REGULAR,2pt,Jump Shot,[],1641842,11.514454664914586,33.33333333333333,1610612765,41,36,2025-12-16T00:54:54Z,2270000,False,83.0,56.0,1,left,MISS R. Holland II 10' driving floating bank Shot,[1641842],1610612765.0,DET,driving floating bank,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,10.02,Missed,,,,,,,,,,,,,,,,,,
235,PT08M09.00S,2025-12-16T00:54:49.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,41,36,2025-12-16T00:54:54Z,2280000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,
236,PT08M03.00S,2025-12-16T00:55:03.6Z,2,REGULAR,foul,technical,['1freethrow'],1630595,,,1610612738,41,36,2025-12-16T00:55:19Z,2290000,False,,,0,,C. Cunningham technical FOUL (1 Tech),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,202007.0,1.0,1.0,,,,,,,,,,,,,,
237,PT08M03.00S,2025-12-16T00:55:30.4Z,2,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,41,36,2025-12-16T00:55:30Z,2300000,False,,,0,,MISS D. White technical Free Throw 1 of 1,[1628401],1610612738.0,BOS,technical,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT08M03.00S,2025-12-16T00:55:30.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,41,36,2025-12-16T00:55:30Z,2310000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,
239,PT07M52.00S,2025-12-16T00:55:55.7Z,2,REGULAR,3pt,Jump Shot,[],1629014,81.94809461235218,93.87254901960785,1610612738,41,36,2025-12-16T00:56:01Z,2320000,False,219.0,117.0,1,right,MISS A. Simons 24' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2025-12-16T00:55:57.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,41,36,2025-12-16T00:56:01Z,2330000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,239.0,,,,,,,,,,,
243,PT07M43.00S,2025-12-16T00:56:19.8Z,2,REGULAR,substitution,out,[],1629014,,,1610612765,41,36,2025-12-16T00:56:23Z,2360000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M43.00S,2025-12-16T00:56:19.8Z,2,REGULAR,substitution,in,[],1630202,,,1610612765,41,36,2025-12-16T00:56:23Z,2370000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M31.00S,2025-12-16T00:57:02.5Z,2,REGULAR,3pt,Jump Shot,[],1630595,28.597240473061763,75.73529411764706,1610612765,41,39,2025-12-16T00:57:14Z,2390000,False,-129.0,216.0,1,left,C. Cunningham 25' 3PT step back (11 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.17,Made,11.0,,,,,,,,,,,,,,,,,
248,PT07M10.00S,2025-12-16T00:57:37.9Z,2,REGULAR,2pt,Jump Shot,[],1630202,79.31997371879106,53.92156862745098,1610612738,41,39,2025-12-16T00:57:43Z,2410000,False,20.0,142.0,1,right,MISS P. Pritchard 14' turnaround fadeaway Shot,[1630202],1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,14.32,Missed,,,,,,,,,,,,,,,,,,
249,PT07M08.00S,2025-12-16T00:57:39.9Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,41,39,2025-12-16T00:57:43Z,2420000,False,,,0,,R. Holland II REBOUND (Off:0 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Center,,,,,,,,,248.0,4.0,4.0,0.0,,,,,,,,
250,PT07M02.00S,2025-12-16T00:57:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,7.5722733245729295,43.627450980392155,1610612765,41,41,2025-12-16T00:57:51Z,2430000,False,32.0,19.0,1,left,J. Ivey running Layup (2 PTS) (C. Cunningham 7 AST),"[1631093, 1630595]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,,,,,,C. Cunningham,1630595.0,7.0,,,,,
252,PT07M02.00S,2025-12-16T00:57:49.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,41,41,2025-12-16T00:57:49Z,2450000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M02.00S,2025-12-16T01:00:57.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,41,41,2025-12-16T01:01:13Z,2460000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M02.00S,2025-12-16T01:00:57.3Z,2,REGULAR,substitution,in,[],1642864,,,1610612738,41,41,2025-12-16T01:01:13Z,2470000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M50.00S,2025-12-16T01:01:35.7Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,41,41,2025-12-16T01:01:38Z,2480000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1629750]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,,,Green,1629750.0
256,PT06M50.00S,2025-12-16T01:01:35.7Z,2,REGULAR,steal,,[],1629750,,,1610612765,41,41,2025-12-16T01:01:36Z,2490000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
257,PT06M46.00S,2025-12-16T01:01:38.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641842,5.863994743758213,50.98039215686274,1610612765,41,43,2025-12-16T01:01:43Z,2500000,False,-5.0,3.0,1,left,R. Holland II running DUNK (7 PTS) (J. Green 1 AST),"[1641842, 1629750]",1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,0.55,Made,7.0,,,,,,,,,,J. Green,1629750.0,1.0,,,,,
259,PT06M23.00S,2025-12-16T01:02:01.4Z,2,REGULAR,2pt,Jump Shot,[],1627759,79.188567674113,64.70588235294117,1610612738,43,43,2025-12-16T01:02:04Z,2520000,False,74.0,143.0,1,right,J. Brown 16' pullup Jump Shot (14 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,16.09,Made,14.0,,,,,,,,,,P. Pritchard,1630202.0,2.0,,,,,
261,PT06M04.00S,2025-12-16T01:02:20.5Z,2,REGULAR,2pt,Jump Shot,[],1641842,11.383048620236531,79.41176470588235,1610612765,43,43,2025-12-16T01:02:29Z,2540000,False,-147.0,55.0,1,left,MISS R. Holland II 15' step back bank Shot,[1641842],1610612765.0,DET,step back bank,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,15.69,Missed,,,,,,,,,,,,,,,,,,
262,PT06M02.00S,2025-12-16T01:02:22.5Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,43,43,2025-12-16T01:02:29Z,2550000,False,,,0,,H. González REBOUND (Off:1 Def:3),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,8-16 Left,,,,,,,,,261.0,4.0,3.0,1.0,,,,,,,,
263,PT05M52.00S,2025-12-16T01:02:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642864,92.72339027595268,49.50980392156863,1610612738,45,43,2025-12-16T01:02:35Z,2560000,False,-2.0,16.0,1,right,H. González cutting Layup (5 PTS) (J. Brown 4 AST),"[1642864, 1627759]",1610612738.0,BOS,cutting,,,González,H. González,,,,,Restricted Area,0-8 Center,1.61,Made,5.0,,,,,,,,,,J. Brown,1627759.0,4.0,,,,,
265,PT05M41.00S,2025-12-16T01:02:44.7Z,2,REGULAR,3pt,Jump Shot,[],1629750,27.54599211563732,22.54901960784314,1610612765,45,43,2025-12-16T01:02:58Z,2580000,False,137.0,206.0,1,left,MISS J. Green 24' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
266,PT05M40.00S,2025-12-16T01:02:45.7Z,2,REGULAR,rebound,offensive,[],1631093,,,1610612765,45,43,2025-12-16T01:02:58Z,2590000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,265.0,1.0,0.0,1.0,,,,,,,,
267,PT05M39.00S,2025-12-16T01:02:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,6.1268068331143235,52.94117647058824,1610612765,45,43,2025-12-16T01:03:08Z,2600000,False,-15.0,5.0,1,left,MISS J. Ivey putback Layup,[1631093],1610612765.0,DET,putback,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
