actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-07T00:40:56.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-07T00:40:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-07T00:40:58.9Z,1,REGULAR,jumpball,recovered,[],203952,,,1610612748,0,0,2026-02-07T00:40:58Z,40000,False,,,0,,Jump Ball B. Adebayo vs. N. Queta: Tip to A. Wiggins,"[203952, 1628389, 1629674]",1610612748.0,MIA,startperiod,A. Wiggins,203952.0,Wiggins,A. Wiggins,Adebayo,1628389.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-02-07T00:41:10.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,21.632720105124836,88.72549019607843,1610612748,0,3,2026-02-07T00:41:24Z,70000,False,-194.0,151.0,1,left,N. Powell 24' 3PT pullup (3 PTS) (D. Mitchell 1 AST),"[1626181, 1630558]",1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.54,Made,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2026-02-07T00:41:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,64.73390275952694,33.82352941176471,1610612738,0,3,2026-02-07T00:41:56Z,90000,False,-81.0,279.0,1,right,MISS D. White 29' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,29.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2026-02-07T00:41:39.2Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,0,3,2026-02-07T00:41:44Z,100000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2026-02-07T00:41:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.754927726675426,43.872549019607845,1610612748,0,3,2026-02-07T00:43:33Z,110000,False,31.0,30.0,1,left,MISS A. Wiggins cutting Layup - blocked,"[203952, 1628401]",1610612748.0,MIA,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,White,1628401.0,,,,,,,,
92,PT11M04.00S,2026-02-07T00:41:51.1Z,1,REGULAR,block,,[],1628401,,,1610612748,0,3,2026-02-07T00:56:03Z,115000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2026-02-07T00:41:52.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,3,2026-02-07T00:41:57Z,120000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M54.00S,2026-02-07T00:42:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.5407358738502,41.42156862745098,1610612738,0,3,2026-02-07T00:42:12Z,130000,False,-43.0,27.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2026-02-07T00:42:02.4Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,3,2026-02-07T00:42:12Z,140000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M48.00S,2026-02-07T00:42:08.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,29.25427069645204,74.01960784313727,1610612748,0,3,2026-02-07T00:44:00Z,150000,False,-120.0,222.0,1,left,MISS N. Powell 25' running pullup 3PT,[1626181],1610612748.0,MIA,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2026-02-07T00:42:09.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,3,2026-02-07T00:42:20Z,160000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M29.00S,2026-02-07T00:42:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630573,68.15045992115637,28.676470588235293,1610612738,0,3,2026-02-07T00:44:24Z,170000,False,-107.0,247.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
18,PT10M27.00S,2026-02-07T00:42:28.2Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,0,3,2026-02-07T00:42:33Z,180000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M22.00S,2026-02-07T00:42:34.7Z,1,REGULAR,turnover,lost ball,[],1629674,,,1610612738,0,3,2026-02-07T00:42:39Z,190000,False,,,0,,N. Queta lost ball TURNOVER (1 TO),"[1629674, 1626181]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,Powell,1626181.0,,,,,
20,PT10M22.00S,2026-02-07T00:42:34.7Z,1,REGULAR,steal,,[],1626181,,,1610612748,0,3,2026-02-07T00:42:36Z,200000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2026-02-07T00:42:39.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203952,16.507884362680684,95.83333333333334,1610612748,0,6,2026-02-07T00:45:07Z,210000,False,-229.0,103.0,1,left,A. Wiggins 25' 3PT running (3 PTS) (N. Powell 1 AST),"[203952, 1626181]",1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.12,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
23,PT09M57.00S,2026-02-07T00:43:00.8Z,1,REGULAR,foul,offensive,[],1629674,,,1610612738,0,6,2026-02-07T00:43:10Z,230000,False,,,0,,N. Queta offensive FOUL (1 PF),"[1629674, 1630558]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Mitchell,1630558.0
25,PT09M57.00S,2026-02-07T00:43:00.8Z,1,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,0,6,2026-02-07T00:43:00Z,250000,False,,,0,,N. Queta offensive foul TURNOVER (2 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,2004.0,,,,
26,PT09M46.00S,2026-02-07T00:43:32.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,23.52168199737188,86.29748774509804,1610612748,0,9,2026-02-07T00:48:12Z,260000,False,-181.0,169.0,1,left,N. Powell 24' 3PT  (6 PTS) (D. Mitchell 2 AST),"[1626181, 1630558]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.77,Made,6.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
28,PT09M25.00S,2026-02-07T00:43:54.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,71.04139290407359,78.18627450980392,1610612738,0,9,2026-02-07T00:44:02Z,280000,False,141.0,220.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
29,PT09M23.00S,2026-02-07T00:43:56.2Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,0,9,2026-02-07T00:48:38Z,290000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M15.00S,2026-02-07T00:44:03.6Z,1,REGULAR,3pt,Jump Shot,[],203952,12.040078843626807,97.30392156862744,1610612748,0,9,2026-02-07T00:44:10Z,300000,False,-237.0,61.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,24.42,Missed,,,,,,,,,,,,,,,,,,
31,PT09M14.00S,2026-02-07T00:44:04.6Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,0,9,2026-02-07T00:44:10Z,310000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M05.00S,2026-02-07T00:44:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,86.81011826544021,56.61764705882353,1610612738,2,9,2026-02-07T00:44:18Z,320000,False,33.0,71.0,1,right,D. White 7' driving floating Jump Shot (2 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,7.88,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2026-02-07T00:44:22.7Z,1,REGULAR,foul,personal,[],1629674,,,1610612748,2,9,2026-02-07T00:44:43Z,330000,False,,,0,,N. Queta personal FOUL (2 PF),"[1629674, 1626181]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628481.0,2.0,0.0,Powell,1626181.0
35,PT08M58.00S,2026-02-07T00:44:43.7Z,1,REGULAR,substitution,out,[],1630568,,,1610612748,2,9,2026-02-07T00:44:50Z,350000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2026-02-07T00:44:43.7Z,1,REGULAR,substitution,out,[],1629674,,,1610612748,2,9,2026-02-07T00:44:50Z,360000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
