actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M16.00S,2026-01-08T00:14:18.4Z,1,REGULAR,foul,personal,[],1627759,,,1610612743,3,2,2026-01-08T00:14:23Z,150000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1627750]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,1627964.0,1.0,0.0,Murray,1627750.0,,,,,,,,
17,PT10M09.00S,2026-01-08T00:14:40.9Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,3,2,2026-01-08T00:14:45Z,170000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1627759]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,
18,PT10M09.00S,2026-01-08T00:14:40.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,3,2,2026-01-08T00:14:42Z,180000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M01.00S,2026-01-08T00:15:10.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,25.312089356110377,37.99019607843137,1610612738,3,2,2026-01-08T00:15:19Z,200000,False,60.0,185.0,1,left,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,19.49,Missed,,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2026-01-08T00:15:12.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,3,2,2026-01-08T00:15:19Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,20.0,,,,,,,,,,,,,,,,,
22,PT09M48.00S,2026-01-08T00:15:37.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,88.25558475689881,3.6764705882352944,1610612743,3,5,2026-01-08T00:15:42Z,220000,False,-232.0,58.0,1,right,J. Murray 3PT  (5 PTS) (D. Holmes II 1 AST),"[1627750, 1641747]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.87,Made,,,,,5.0,,,,,,,,,D. Holmes II,1641747.0,1.0,,
25,PT09M26.00S,2026-01-08T00:15:59.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,37.13863337713535,25.0,1610612738,3,5,2026-01-08T00:16:05Z,240000,False,125.0,297.0,1,left,MISS P. Pritchard 32' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,32.19,Missed,,,,,,,,,,,,,,,,,,
26,PT09M24.00S,2026-01-08T00:16:01.6Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,3,5,2026-01-08T00:16:05Z,250000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M19.00S,2026-01-08T00:16:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631212,67.88764783180025,21.813725490196077,1610612743,3,8,2026-01-08T00:16:43Z,260000,False,-141.0,249.0,1,right,P. Watson 28' 3PT running (3 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,28.64,Made,,,,,3.0,,,,,,,,,J. Murray,1627750.0,1.0,,
29,PT09M03.00S,2026-01-08T00:16:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,30.17411300919842,26.715686274509803,1610612738,3,8,2026-01-08T00:16:30Z,280000,False,116.0,231.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
30,PT09M01.00S,2026-01-08T00:16:24.3Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,3,8,2026-01-08T00:16:30Z,290000,False,,,0,,S. Jones REBOUND (Off:0 Def:2),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT08M51.00S,2026-01-08T00:16:34.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.72733245729303,75.73529411764706,1610612743,3,8,2026-01-08T00:16:40Z,300000,False,129.0,232.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
32,PT08M50.00S,2026-01-08T00:16:35.5Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,3,8,2026-01-08T00:16:40Z,310000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M41.00S,2026-01-08T00:16:45.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,6.783837056504599,96.07843137254902,1610612738,6,8,2026-01-08T00:16:49Z,320000,False,-230.0,11.0,1,left,D. White 3PT  (3 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,3.0,,,,,,,,,S. Hauser,1630573.0,1.0,,
35,PT08M20.00S,2026-01-08T00:17:05.1Z,1,REGULAR,3pt,Jump Shot,[],1631212,81.94809461235218,95.83333333333334,1610612743,6,11,2026-01-08T00:17:10Z,340000,False,229.0,117.0,1,right,P. Watson 25' 3PT  (6 PTS) (J. Murray 2 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,6.0,,,,,,,,,J. Murray,1627750.0,2.0,,
37,PT08M09.00S,2026-01-08T00:17:16.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.122864651773984,19.852941176470587,1610612738,9,11,2026-01-08T00:17:22Z,360000,False,151.0,221.0,1,left,S. Hauser 26' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.77,Made,,,,,3.0,,,,,,,,,D. White,1628401.0,1.0,,
39,PT07M57.00S,2026-01-08T00:17:30.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641747,93.77463863337714,47.549019607843135,1610612743,9,11,2026-01-08T00:17:38Z,380000,False,-12.0,6.0,1,right,MISS D. Holmes II driving DUNK,[1641747],1610612743.0,DEN,driving,,,Holmes II,D. Holmes II,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
40,PT07M55.00S,2026-01-08T00:17:32.7Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,9,11,2026-01-08T00:17:38Z,390000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT07M48.00S,2026-01-08T00:17:38.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,33.459264126149804,61.51960784313726,1610612738,9,11,2026-01-08T00:17:45Z,400000,False,-58.0,262.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
42,PT07M48.00S,2026-01-08T00:17:38.2Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,9,11,2026-01-08T00:17:45Z,410000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT07M40.00S,2026-01-08T00:17:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627759,5.338370565045992,50.73529411764706,1610612738,11,11,2026-01-08T00:17:50Z,420000,False,-4.0,-2.0,1,left,J. Brown driving DUNK (5 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,5.0,,,,,,,,,D. White,1628401.0,2.0,,
45,PT07M20.00S,2026-01-08T00:18:11.2Z,1,REGULAR,turnover,lost ball,[],1631212,,,1610612743,11,11,2026-01-08T00:18:15Z,440000,False,,,0,,P. Watson lost ball TURNOVER (1 TO),"[1631212, 1630573]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Hauser,1630573.0,,,,,
46,PT07M20.00S,2026-01-08T00:18:11.2Z,1,REGULAR,steal,,[],1630573,,,1610612738,11,11,2026-01-08T00:18:12Z,450000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
47,PT07M10.00S,2026-01-08T00:18:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,34.773324572930356,54.41176470588235,1610612738,11,11,2026-01-08T00:18:27Z,460000,False,-22.0,274.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
48,PT07M08.00S,2026-01-08T00:18:23.0Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,11,11,2026-01-08T00:18:27Z,470000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT06M56.00S,2026-01-08T00:18:33.9Z,1,REGULAR,3pt,Jump Shot,[],1641747,95.13797634691196,2.9641544117647056,1610612743,11,14,2026-01-08T00:19:43Z,480000,False,-235.0,-7.0,1,right,D. Holmes II 3PT pullup (3 PTS) (J. Murray 3 AST),"[1641747, 1627750]",1610612743.0,DEN,pullup,,,Holmes II,D. Holmes II,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,3.0,,,,,,,,,J. Murray,1627750.0,3.0,,
51,PT06M43.00S,2026-01-08T00:18:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.835085413929041,45.34313725490196,1610612738,11,14,2026-01-08T00:19:01Z,500000,False,23.0,21.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1631212]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,Watson,1631212.0
52,PT06M43.00S,2026-01-08T00:18:49.4Z,1,REGULAR,block,,[],1631212,,,1610612738,11,14,2026-01-08T00:18:57Z,510000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M42.00S,2026-01-08T00:18:50.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,11,14,2026-01-08T00:19:01Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,51.0,,,,,,,,,,,,,,,,,
55,PT06M42.00S,2026-01-08T00:19:01.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,14,2026-01-08T00:19:01Z,540000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M42.00S,2026-01-08T00:21:35.9Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,11,14,2026-01-08T00:22:13Z,550000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M42.00S,2026-01-08T00:21:35.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,11,14,2026-01-08T00:22:13Z,560000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2026-01-08T00:21:35.9Z,1,REGULAR,substitution,in,[],1629014,,,1610612738,11,14,2026-01-08T00:22:13Z,570000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2026-01-08T00:21:35.9Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,11,14,2026-01-08T00:22:13Z,580000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2026-01-08T00:22:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,6.915243101182654,42.64705882352941,1610612738,11,14,2026-01-08T00:22:50Z,590000,False,37.0,13.0,1,left,MISS P. Pritchard driving Layup - blocked,"[1630202, 1641747]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,Holmes II,1641747.0
62,PT06M33.00S,2026-01-08T00:22:39.0Z,1,REGULAR,block,,[],1641747,,,1610612738,11,14,2026-01-08T00:22:50Z,595000,False,,,0,,D. Holmes II BLOCK (1 BLK),[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2026-01-08T00:22:41.0Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,11,14,2026-01-08T00:22:50Z,600000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M23.00S,2026-01-08T00:22:49.7Z,1,REGULAR,3pt,Jump Shot,[],1641747,89.56964520367937,96.32352941176471,1610612743,11,17,2026-01-08T00:24:00Z,610000,False,232.0,46.0,1,right,D. Holmes II 3PT  (6 PTS) (J. Murray 4 AST),"[1641747, 1627750]",1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Right Corner 3,24+ Right,23.6,Made,,,,,6.0,,,,,,,,,J. Murray,1627750.0,4.0,,
65,PT06M11.00S,2026-01-08T00:23:00.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.750985545335087,66.42156862745098,1610612738,14,17,2026-01-08T00:23:04Z,630000,False,-82.0,246.0,1,left,J. Brown 25' 3PT pullup (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,8.0,,,,,,,,,,,,,
66,PT05M47.00S,2026-01-08T00:23:27.1Z,1,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612743,14,17,2026-01-08T00:23:39Z,640000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Jones 2 FT),"[1630573, 1642461]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,1.0,0.0,Jones,1642461.0,,,,,,,,
68,PT05M47.00S,2026-01-08T00:23:56.5Z,1,REGULAR,freethrow,1 of 2,[],1642461,,,1610612743,14,18,2026-01-08T00:23:56Z,660000,False,,,0,,S. Jones Free Throw 1 of 2 (1 PTS),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
69,PT05M47.00S,2026-01-08T00:24:11.4Z,1,REGULAR,freethrow,2 of 2,[],1642461,,,1610612743,14,19,2026-01-08T00:24:11Z,670000,False,,,0,,S. Jones Free Throw 2 of 2 (2 PTS),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
70,PT05M34.00S,2026-01-08T00:24:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.781865965834428,58.84650735294118,1610612738,16,19,2026-01-08T00:24:31Z,680000,False,-44.0,2.0,1,left,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,,,,,10.0,,,,,,,,,,,,,
71,PT05M16.00S,2026-01-08T00:24:44.2Z,1,REGULAR,turnover,bad pass,[],1631212,,,1610612743,16,19,2026-01-08T00:24:47Z,690000,False,,,0,,P. Watson bad pass TURNOVER (2 TO),"[1631212, 1630202]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Pritchard,1630202.0,,,,,
72,PT05M16.00S,2026-01-08T00:24:44.2Z,1,REGULAR,steal,,[],1630202,,,1610612738,16,19,2026-01-08T00:24:45Z,700000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
73,PT05M12.00S,2026-01-08T00:24:48.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630573,18.74178712220762,8.088235294117647,1610612738,16,19,2026-01-08T00:24:57Z,710000,False,210.0,124.0,1,left,MISS S. Hauser 24' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.34,Missed,,,,,,,,,,,,,,,,,,
74,PT05M10.00S,2026-01-08T00:24:50.1Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,16,19,2026-01-08T00:24:57Z,720000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,,
75,PT04M58.00S,2026-01-08T00:25:01.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,24.26084099868594,86.76470588235294,1610612738,19,19,2026-01-08T00:25:05Z,730000,False,-184.0,176.0,1,left,J. Brown 25' 3PT  (13 PTS) (A. Simons 1 AST),"[1627759, 1629014]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,13.0,,,,,,,,,A. Simons,1629014.0,1.0,,
76,PT04M39.00S,2026-01-08T00:25:20.9Z,1,REGULAR,3pt,Jump Shot,[],1642461,72.48685939553219,80.88235294117648,1610612743,19,19,2026-01-08T00:25:27Z,740000,False,154.0,206.0,1,right,MISS S. Jones 25' 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
77,PT04M37.00S,2026-01-08T00:25:22.9Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,19,19,2026-01-08T00:25:27Z,750000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT04M32.00S,2026-01-08T00:25:28.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,29.6484888304862,79.90196078431373,1610612738,19,19,2026-01-08T00:27:55Z,760000,False,-150.0,226.0,1,left,MISS S. Hauser 27' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
82,PT04M31.00S,2026-01-08T00:25:29.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,19,19,2026-01-08T00:28:44Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,78.0,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,out,[],1630573,,,1610612743,19,19,2026-01-08T00:27:35Z,775000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,19,19,2026-01-08T00:27:35Z,777500,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,out,[],1641747,,,1610612743,19,19,2026-01-08T00:27:35Z,778750,False,,,0,,SUB out: D. Holmes II,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,in,[],1642864,,,1610612743,19,19,2026-01-08T00:27:35Z,779375,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,in,[],203501,,,1610612743,19,19,2026-01-08T00:27:35Z,779687,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M31.00S,2026-01-08T00:25:54.9Z,1,REGULAR,substitution,in,[],203932,,,1610612743,19,19,2026-01-08T00:27:35Z,779843,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
