actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-26T22:12:54.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-26T22:12:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-26T22:12:56.4Z,1,REGULAR,jumpball,recovered,[],1629130,,,1610612765,0,0,2025-11-26T22:12:56Z,40000,False,,,0,,Jump Ball J. Duren vs. L. Garza: Tip to D. Robinson,"[1629130, 1631105, 1630568]",1610612765.0,DET,startperiod,D. Robinson,1629130.0,Robinson,D. Robinson,Duren,1631105.0,Garza,1630568.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-26T22:13:11.5Z,1,REGULAR,3pt,Jump Shot,[],202699,22.158344283837057,12.254901960784313,1610612765,0,0,2025-11-26T22:13:17Z,70000,False,189.0,156.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-11-26T22:13:14.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2025-11-26T22:13:17Z,80000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-11-26T22:13:25.2Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,0,0,2025-11-26T22:13:35Z,90000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1641709]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Thompson,1641709.0,,,,,,,,,,,
10,PT11M29.00S,2025-11-26T22:13:25.2Z,1,REGULAR,steal,,[],1641709,,,1610612765,0,0,2025-11-26T22:14:21Z,100000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M29.00S,2025-11-26T22:13:31.9Z,1,REGULAR,foul,personal,[],1627759,,,1610612765,0,0,2025-11-26T22:13:40Z,110000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 202699]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1146.0,1.0,0.0,Harris,202699.0,,,,,,
13,PT11M15.00S,2025-11-26T22:14:06.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,18.134034165571617,93.16023284313727,1610612765,0,3,2025-11-26T22:14:14Z,130000,False,-216.0,118.0,1,left,D. Robinson 24' 3PT  (3 PTS) (T. Harris 1 AST),"[1629130, 202699]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,,,,,,,,,3.0,T. Harris,202699.0,1.0,,
15,PT10M55.00S,2025-11-26T22:14:26.5Z,1,REGULAR,3pt,Jump Shot,[],1641775,75.90341655716163,12.5,1610612738,0,3,2025-11-26T22:14:31Z,150000,False,-188.0,174.0,1,right,MISS J. Walsh 25' 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2025-11-26T22:14:30.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,3,2025-11-26T22:14:31Z,160000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M41.00S,2025-11-26T22:14:39.8Z,1,REGULAR,3pt,Jump Shot,[],202699,12.828515111695138,96.07843137254902,1610612765,0,3,2025-11-26T22:14:45Z,170000,False,-230.0,68.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2025-11-26T22:14:42.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,3,2025-11-26T22:14:45Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2025-11-26T22:15:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,90.09526938239159,3.431372549019608,1610612738,0,3,2025-11-26T22:15:16Z,200000,False,-233.0,41.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2025-11-26T22:15:13.6Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,0,3,2025-11-26T22:15:16Z,210000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M08.00S,2025-11-26T22:15:17.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,91.93495400788436,96.32352941176471,1610612738,0,3,2025-11-26T22:15:23Z,220000,False,232.0,23.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
23,PT10M05.00S,2025-11-26T22:15:20.2Z,1,REGULAR,rebound,offensive,[],1641775,,,1610612738,0,3,2025-11-26T22:15:23Z,230000,False,,,0,,J. Walsh REBOUND (Off:1 Def:0),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Right Corner 3,24+ Right,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT10M04.00S,2025-11-26T22:15:21.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641775,83.65637319316689,40.44117647058824,1610612738,0,3,2025-11-26T22:17:03Z,240000,False,-48.0,101.0,1,right,MISS J. Walsh 11' fadeaway Shot,[1641775],1610612738.0,BOS,fadeaway,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2025-11-26T22:15:21.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,3,2025-11-26T22:15:31Z,250000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M57.00S,2025-11-26T22:15:27.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,4.944152431011826,50.98039215686274,1610612765,0,5,2025-11-26T22:15:38Z,260000,False,-5.0,-6.0,1,left,J. Duren running DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,
28,PT09M45.00S,2025-11-26T22:15:40.6Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612738,0,5,2025-11-26T22:15:53Z,280000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Brown 2 FT),"[1631105, 1627759]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628954.0,1.0,0.0,Brown,1627759.0,,,,,,
30,PT09M45.00S,2025-11-26T22:16:07.4Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,1,5,2025-11-26T22:16:07Z,300000,False,,,0,,J. Brown Free Throw 1 of 2 (1 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
31,PT09M45.00S,2025-11-26T22:16:26.6Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,2,5,2025-11-26T22:16:26Z,310000,False,,,0,,J. Brown Free Throw 2 of 2 (2 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
32,PT09M36.00S,2025-11-26T22:16:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.492115637319317,58.82352941176471,1610612765,2,5,2025-11-26T22:16:43Z,320000,False,-44.0,27.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,,,,,,,,,
33,PT09M33.00S,2025-11-26T22:16:41.8Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,2,5,2025-11-26T22:16:43Z,330000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M28.00S,2025-11-26T22:16:46.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,92.59198423127464,46.568627450980394,1610612738,2,5,2025-11-26T22:17:06Z,340000,False,-17.0,17.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 202699]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,Harris,202699.0
35,PT09M28.00S,2025-11-26T22:16:46.0Z,1,REGULAR,block,,[],202699,,,1610612738,2,5,2025-11-26T22:16:47Z,350000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M25.00S,2025-11-26T22:16:49.0Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,2,5,2025-11-26T22:17:00Z,360000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT09M13.00S,2025-11-26T22:17:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,2,5,2025-11-26T22:17:10Z,370000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Brown 2 FT),"[1629130, 1627759]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,203591.0,1.0,0.0,Brown,1627759.0,,,,,,
39,PT09M13.00S,2025-11-26T22:17:35.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,3,5,2025-11-26T22:17:35Z,390000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
40,PT09M13.00S,2025-11-26T22:17:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,4,5,2025-11-26T22:17:51Z,400000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
41,PT08M57.00S,2025-11-26T22:18:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,13.354139290407357,39.950980392156865,1610612765,4,5,2025-11-26T22:19:20Z,410000,False,50.0,73.0,1,left,MISS J. Duren 8' driving floating Shot - blocked,"[1631105, 1628401]",1610612765.0,DET,driving floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,8.86,Missed,,,,,,,,,,,,,,,,,White,1628401.0
42,PT08M57.00S,2025-11-26T22:18:10.2Z,1,REGULAR,block,,[],1628401,,,1610612765,4,5,2025-11-26T22:18:12Z,420000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
43,PT08M55.00S,2025-11-26T22:18:12.2Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,4,5,2025-11-26T22:18:15Z,430000,False,,,0,,J. Walsh REBOUND (Off:1 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Right,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT08M47.00S,2025-11-26T22:18:20.1Z,1,REGULAR,3pt,Jump Shot,[],1641775,75.24638633377135,12.990196078431374,1610612738,7,5,2025-11-26T22:18:24Z,440000,False,-185.0,180.0,1,right,J. Walsh 25' 3PT  (3 PTS) (J. Brown 1 AST),"[1641775, 1627759]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,25.83,Made,,,,,,,,,,,,,3.0,J. Brown,1627759.0,1.0,,
46,PT08M35.00S,2025-11-26T22:18:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612765,7,5,2025-11-26T22:18:42Z,460000,False,,,0,,D. White shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628401, 1641709]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Thompson,1641709.0,,,,,,
48,PT08M35.00S,2025-11-26T22:19:05.7Z,1,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,7,5,2025-11-26T22:19:05Z,480000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M35.00S,2025-11-26T22:19:05.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,7,5,2025-11-26T22:19:05Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT08M35.00S,2025-11-26T22:19:24.6Z,1,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,7,6,2025-11-26T22:19:24Z,500000,False,,,0,,A. Thompson Free Throw 2 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
51,PT08M20.00S,2025-11-26T22:19:43.6Z,1,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,7,6,2025-11-26T22:19:51Z,510000,False,,,0,,P. Pritchard lost ball out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,lost ball,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,1146.0,,,,,,,,,,
52,PT08M11.00S,2025-11-26T22:19:59.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,15.456636005256241,4.6568627450980395,1610612765,7,6,2025-11-26T22:20:08Z,520000,False,227.0,93.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right,24.5,Missed,,,,,,,,,,,,,,,,,,
53,PT08M07.00S,2025-11-26T22:20:03.8Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,7,6,2025-11-26T22:20:08Z,530000,False,,,0,,J. Walsh REBOUND (Off:1 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M53.00S,2025-11-26T22:20:23.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,70.25295663600527,71.56862745098039,1610612738,7,6,2025-11-26T22:20:58Z,550000,False,108.0,227.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
56,PT07M51.00S,2025-11-26T22:20:25.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,7,6,2025-11-26T22:20:27Z,560000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
