actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M18.00S,2026-01-10T00:14:56.2Z,1,REGULAR,3pt,Jump Shot,[],1642867,94.30026281208936,95.34313725490196,1610612761,7,3,2026-01-10T00:15:00Z,180000,False,227.0,1.0,1,right,MISS C. Murray-Boyles 3PT,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.67,,,,,,,,,,,,
19,PT10M16.00S,2026-01-10T00:14:58.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,3,2026-01-10T00:15:17Z,190000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,
20,PT10M10.00S,2026-01-10T00:15:04.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,6.258212877792378,48.77450980392157,1610612738,9,3,2026-01-10T00:15:12Z,200000,False,6.0,6.0,1,left,J. Brown running DUNK (4 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.88,,,,,,,,,,,,
21,PT09M54.00S,2026-01-10T00:15:19.8Z,1,REGULAR,2pt,Jump Shot,[],1629628,78.53153745072274,50.98039215686274,1610612761,9,5,2026-01-10T00:15:26Z,210000,False,5.0,149.0,1,right,R. Barrett 14' driving floating Jump Shot (2 PTS),[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,,,,,,Made,2.0,14.94,,,,,,,,,,,,
22,PT09M34.00S,2026-01-10T00:15:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,10.068988173455978,3.9215686274509802,1610612738,9,5,2026-01-10T00:15:45Z,220000,False,230.0,42.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.42,,,,,,,,,,,,
23,PT09M29.00S,2026-01-10T00:15:44.4Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,9,5,2026-01-10T00:15:45Z,230000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M21.00S,2026-01-10T00:15:52.5Z,1,REGULAR,3pt,Jump Shot,[],1642266,71.82982917214193,13.970588235294118,1610612761,9,8,2026-01-10T00:16:00Z,240000,False,-180.0,212.0,1,right,J. Walter 27' 3PT  (3 PTS) (I. Quickley 1 AST),"[1642266, 1630193]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,27.84,,,,,I. Quickley,1630193.0,1.0,,,,,
26,PT09M01.00S,2026-01-10T00:16:12.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,28.991458607095925,77.94117647058823,1610612738,12,8,2026-01-10T00:16:17Z,260000,False,-140.0,220.0,1,left,S. Hauser 26' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.06,,,,,P. Pritchard,1630202.0,1.0,,,,,
28,PT08M52.00S,2026-01-10T00:16:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642867,93.42969776609723,54.72962622549019,1610612761,12,10,2026-01-10T00:16:33Z,280000,False,24.0,9.0,1,right,C. Murray-Boyles alley-oop DUNK (2 PTS) (I. Quickley 2 AST),"[1642867, 1630193]",1610612761.0,TOR,alley-oop,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.54,,,,,I. Quickley,1630193.0,2.0,,,,,
30,PT08M34.00S,2026-01-10T00:16:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,17.95335085413929,64.4607843137255,1610612738,14,10,2026-01-10T00:16:49Z,300000,False,-72.0,116.0,1,left,P. Pritchard 13' fadeaway Jump Shot (5 PTS),[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,5.0,13.69,,,,,,,,,,,,
31,PT08M13.00S,2026-01-10T00:17:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,74.06373193166885,88.48039215686273,1610612761,14,13,2026-01-10T00:17:07Z,310000,False,192.0,191.0,1,right,I. Quickley 27' 3PT  (6 PTS) (R. Barrett 2 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,27.13,,,,,R. Barrett,1629628.0,2.0,,,,,
33,PT08M00.00S,2026-01-10T00:17:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.995400788436268,43.872549019607845,1610612738,16,13,2026-01-10T00:17:18Z,330000,False,31.0,4.0,1,left,P. Pritchard driving Layup (7 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,3.08,,,,,,,,,,,,
34,PT07M43.00S,2026-01-10T00:17:30.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,67.62483574244416,65.68627450980392,1610612761,16,13,2026-01-10T00:17:38Z,340000,False,78.0,252.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.37,,,,,,,,,,,,
35,PT07M38.00S,2026-01-10T00:17:35.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,13,2026-01-10T00:17:38Z,350000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,
36,PT07M33.00S,2026-01-10T00:17:40.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,21.76412614980289,7.598039215686274,1610612738,19,13,2026-01-10T00:17:52Z,360000,False,212.0,152.0,1,left,S. Hauser 26' 3PT running (6 PTS) (J. Brown 2 AST),"[1630573, 1627759]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,26.09,,,,,J. Brown,1627759.0,2.0,,,,,
38,PT07M32.00S,2026-01-10T00:17:50.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,19,13,2026-01-10T00:17:50Z,380000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT07M20.00S,2026-01-10T00:20:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.15045992115637,21.813725490196077,1610612761,19,13,2026-01-10T00:21:01Z,390000,False,-141.0,247.0,1,right,MISS I. Quickley 28' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.43,,,,,,,,,,,,
40,PT07M17.00S,2026-01-10T00:20:58.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,19,13,2026-01-10T00:21:01Z,400000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,39.0,4.0,4.0,0.0,,,,,,,,
41,PT07M06.00S,2026-01-10T00:21:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.911300919842315,76.47058823529412,1610612738,22,13,2026-01-10T00:21:15Z,410000,False,-132.0,229.0,1,left,S. Hauser 26' 3PT  (9 PTS) (J. Brown 3 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,26.43,,,,,J. Brown,1627759.0,3.0,,,,,
43,PT06M39.00S,2026-01-10T00:21:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,87.86136662286465,42.8921568627451,1610612761,22,13,2026-01-10T00:24:46Z,430000,False,-36.0,62.0,1,right,MISS C. Murray-Boyles 7' driving Layup - blocked,"[1642867, 1628401]",1610612761.0,TOR,driving,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.11,,,,,,,,White,1628401.0,,,
44,PT06M39.00S,2026-01-10T00:21:39.9Z,1,REGULAR,block,,[],1628401,,,1610612761,22,13,2026-01-10T00:21:42Z,440000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT06M38.00S,2026-01-10T00:21:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,22,13,2026-01-10T00:24:46Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,43.0,,,,,,,,,,,
46,PT06M38.00S,2026-01-10T00:21:52.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,22,13,2026-01-10T00:22:12Z,460000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,,,,,,
47,PT06M38.00S,2026-01-10T00:21:56.0Z,1,REGULAR,substitution,out,[],1642867,,,1610612738,22,13,2026-01-10T00:21:59Z,470000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M38.00S,2026-01-10T00:21:56.0Z,1,REGULAR,substitution,in,[],1642367,,,1610612738,22,13,2026-01-10T00:21:59Z,480000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M17.00S,2026-01-10T00:22:14.2Z,1,REGULAR,2pt,Layup,['fromturnover'],1630202,10.85742444152431,33.33333333333333,1610612738,22,13,2026-01-10T00:22:26Z,490000,False,83.0,50.0,1,left,MISS P. Pritchard 9' driving Layup - blocked,"[1630202, 1630572]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,Missed,,9.69,,,,,,,,Mamukelashvili,1630572.0,,,
50,PT06M17.00S,2026-01-10T00:22:14.2Z,1,REGULAR,block,,[],1630572,,,1610612738,22,13,2026-01-10T00:22:19Z,500000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT06M17.00S,2026-01-10T00:22:14.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,22,13,2026-01-10T00:22:26Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,49.0,,,,,,,,,,,
53,PT06M17.00S,2026-01-10T00:22:23.3Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,22,13,2026-01-10T00:22:37Z,530000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M17.00S,2026-01-10T00:22:23.3Z,1,REGULAR,substitution,out,[],1642266,,,1610612738,22,13,2026-01-10T00:22:37Z,540000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M17.00S,2026-01-10T00:22:23.3Z,1,REGULAR,substitution,in,[],1642864,,,1610612738,22,13,2026-01-10T00:22:37Z,550000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M17.00S,2026-01-10T00:22:23.3Z,1,REGULAR,substitution,in,[],1641711,,,1610612738,22,13,2026-01-10T00:22:37Z,560000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M14.00S,2026-01-10T00:22:49.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,9.543363994743759,27.696078431372552,1610612738,22,13,2026-01-10T00:23:00Z,570000,False,112.0,37.0,1,left,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,Missed,,11.75,,,,,,,,,,,,
58,PT06M10.00S,2026-01-10T00:22:53.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,22,13,2026-01-10T00:30:46Z,580000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT06M06.00S,2026-01-10T00:22:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642367,92.32917214191852,50.98039215686274,1610612761,22,15,2026-01-10T00:23:05Z,590000,False,5.0,20.0,1,right,J. Mogbo running Layup (2 PTS) (I. Quickley 3 AST),"[1642367, 1630193]",1610612761.0,TOR,running,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.02,,,,,I. Quickley,1630193.0,3.0,,,,,
61,PT05M58.00S,2026-01-10T00:23:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.258212877792378,55.392156862745104,1610612738,24,15,2026-01-10T00:23:10Z,610000,False,-27.0,6.0,1,left,J. Brown driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,2.77,,,,,,,,,,,,
62,PT05M49.00S,2026-01-10T00:23:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,88.12417871222075,58.333333333333336,1610612761,24,15,2026-01-10T00:23:19Z,620000,False,42.0,59.0,1,right,MISS I. Quickley 7' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.23,,,,,,,,,,,,
63,PT05M46.00S,2026-01-10T00:23:16.7Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,24,15,2026-01-10T00:23:19Z,630000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT05M30.00S,2026-01-10T00:23:33.6Z,1,REGULAR,turnover,bad pass,[],1630573,,,1610612738,24,15,2026-01-10T00:23:37Z,640000,False,,,0,,S. Hauser bad pass TURNOVER (1 TO),"[1630573, 1630193]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0
65,PT05M30.00S,2026-01-10T00:23:33.6Z,1,REGULAR,steal,,[],1630193,,,1610612761,24,15,2026-01-10T00:23:35Z,650000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
117,PT05M26.00S,2026-01-10T00:23:47.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,91.14651773981603,52.450980392156865,1610612761,24,15,2026-01-10T00:34:02Z,670000,False,12.0,31.0,1,right,MISS G. Dick running Layup - blocked,"[1641711, 1642864]",1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.31,,,,,,,,González,1642864.0,,,
118,PT05M26.00S,2026-01-10T00:23:47.7Z,1,REGULAR,block,,[],1642864,,,1610612761,24,15,2026-01-10T00:32:28Z,680000,False,,,0,,H. González BLOCK (1 BLK),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
119,PT05M25.00S,2026-01-10T00:23:48.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,24,15,2026-01-10T00:37:36Z,685000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,117.0,,,,,,,,,,,
69,PT05M25.00S,2026-01-10T00:24:01.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,24,15,2026-01-10T00:32:28Z,690000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M25.00S,2026-01-10T00:26:51.5Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,24,15,2026-01-10T00:32:28Z,710000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2026-01-10T00:26:51.5Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,24,15,2026-01-10T00:32:28Z,720000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2026-01-10T00:27:09.7Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,24,15,2026-01-10T00:27:14Z,730000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1641711]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Dick,1641711.0
74,PT05M11.00S,2026-01-10T00:27:09.7Z,1,REGULAR,steal,,[],1641711,,,1610612761,24,15,2026-01-10T00:27:12Z,740000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
75,PT05M07.00S,2026-01-10T00:27:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,91.67214191852825,52.20588235294118,1610612761,24,15,2026-01-10T00:41:31Z,750000,False,11.0,26.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.8,,,,,,,,,,,,
76,PT05M04.00S,2026-01-10T00:27:16.9Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,24,15,2026-01-10T00:27:21Z,760000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT05M01.00S,2026-01-10T00:27:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,5.863994743758213,54.90196078431373,1610612738,26,15,2026-01-10T00:27:34Z,770000,False,-25.0,3.0,1,left,J. Brown running Layup (8 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,2.46,,,,,D. White,1628401.0,1.0,,,,,
79,PT04M40.00S,2026-01-10T00:27:41.4Z,1,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612761,26,15,2026-01-10T00:27:54Z,790000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Quickley 2 FT),"[1630568, 1630193]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,1626300.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,,,
81,PT04M40.00S,2026-01-10T00:28:13.0Z,1,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,26,15,2026-01-10T00:28:13Z,810000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
82,PT04M40.00S,2026-01-10T00:28:13.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,26,15,2026-01-10T00:28:13Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,
83,PT04M40.00S,2026-01-10T00:28:34.5Z,1,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,26,16,2026-01-10T00:28:34Z,830000,False,,,0,,I. Quickley Free Throw 2 of 2 (7 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
84,PT04M30.00S,2026-01-10T00:28:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,6.389618922470433,45.09803921568628,1610612738,28,16,2026-01-10T00:28:56Z,840000,False,25.0,8.0,1,left,L. Garza Layup (2 PTS) (D. White 2 AST),"[1630568, 1628401]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.57,,,,,D. White,1628401.0,2.0,,,,,
