actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-16T23:41:40.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-16T23:41:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-16T23:41:42.8Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2026-03-16T23:41:42Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. N. Queta: Tip to D. Booker,"[1626164, 1642345, 1629674]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Ighodaro,1642345.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-16T23:41:53.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,24.655059132720105,12.990196078431374,1610612756,0,3,2026-03-16T23:41:58Z,70000,False,185.0,179.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (O. Ighodaro 1 AST),"[1626220, 1642345]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.76,Made,3.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-16T23:42:11.4Z,1,REGULAR,turnover,offensive-kicked-ball,[],1628401,,,1610612738,0,3,2026-03-16T23:42:24Z,90000,False,,,0,,D. White offensive-kicked-ball TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,,
10,PT11M18.00S,2026-03-16T23:42:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642345,6.1268068331143235,50.98039215686274,1610612756,0,5,2026-03-16T23:42:34Z,100000,False,-5.0,5.0,1,left,O. Ighodaro cutting DUNK (2 PTS) (D. Booker 1 AST),"[1642345, 1626164]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
12,PT11M01.00S,2026-03-16T23:42:47.6Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,0,5,2026-03-16T23:42:51Z,120000,False,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1631221]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,Gillespie,1631221.0,,,,,,,,,,,
13,PT11M01.00S,2026-03-16T23:42:47.6Z,1,REGULAR,steal,,[],1631221,,,1610612756,0,5,2026-03-16T23:42:49Z,130000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2026-03-16T23:42:56.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,12.089356110381077,88.01317401960785,1610612756,0,5,2026-03-16T23:43:04Z,140000,False,-190.0,61.0,1,left,MISS D. Booker 19' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,19.97,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2026-03-16T23:42:57.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,5,2026-03-16T23:43:04Z,150000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M42.00S,2026-03-16T23:43:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.83639947437582,37.99019607843137,1610612738,0,5,2026-03-16T23:43:13Z,160000,False,-60.0,259.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
