actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-08T00:13:21.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-08T00:13:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-08T00:13:24.2Z,1,REGULAR,jumpball,recovered,[],1630573,,,1610612738,0,0,2026-04-08T00:13:24Z,40000,False,,,0,,Jump Ball N. Queta vs. M. Diabaté: Tip to S. Hauser,"[1630573, 1629674, 1631217]",1610612738.0,BOS,startperiod,S. Hauser,1630573.0,Hauser,S. Hauser,Queta,1629674.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-08T00:13:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,49.50980392156863,1610612738,2,0,2026-04-08T00:13:42Z,70000,False,2.0,5.0,1,left,J. Brown cutting Layup (2 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.57,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2026-04-08T00:13:54.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,68.41327201051249,64.70588235294117,1610612766,2,0,2026-04-08T00:14:01Z,90000,False,74.0,244.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2026-04-08T00:13:55.6Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,2,0,2026-04-08T00:14:01Z,100000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M22.00S,2026-04-08T00:14:01.5Z,1,REGULAR,turnover,traveling,[],1642851,,,1610612766,2,0,2026-04-08T00:14:09Z,110000,False,,,0,,K. Knueppel traveling TURNOVER (1 TO),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1162.0,1.0,,,,,,,,
12,PT11M05.00S,2026-04-08T00:14:32.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,24.26084099868594,30.392156862745097,1610612738,2,0,2026-04-08T00:14:40Z,120000,False,98.0,176.0,1,left,MISS J. Brown 20' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,20.11,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2026-04-08T00:14:34.5Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,2,0,2026-04-08T00:14:40Z,130000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT11M00.00S,2026-04-08T00:14:37.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630573,29.517082785808146,21.813725490196077,1610612738,2,0,2026-04-08T00:14:43Z,140000,False,141.0,225.0,1,left,MISS S. Hauser 26' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
15,PT10M58.00S,2026-04-08T00:14:39.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,0,2026-04-08T00:14:43Z,150000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,
