actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT11M26.00S,2026-04-11T00:10:59.9Z,2,REGULAR,freethrow,2 of 2,[],1642490,,,1610612740,44,27,2026-04-11T00:10:59Z,1710000,False,,,0,,J. Oduro Free Throw 2 of 2 (2 PTS),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
176,PT11M10.00S,2026-04-11T00:11:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,8.623521681997373,43.627450980392155,1610612738,44,27,2026-04-11T00:11:27Z,1720000,False,32.0,29.0,1,left,MISS S. Hauser cutting Layup,[1630573],1610612738.0,BOS,cutting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,4.28,Missed,,,,,,,,,,,,,,,,,
177,PT11M09.00S,2026-04-11T00:11:19.0Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,44,27,2026-04-11T00:11:27Z,1730000,False,,,0,,D. Queen REBOUND (Off:0 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,176.0,5.0,5.0,0.0,,,,,,,,,,,,,
178,PT11M02.00S,2026-04-11T00:11:24.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642877,90.48948751642575,48.77450980392157,1610612740,44,27,2026-04-11T00:11:48Z,1740000,False,-6.0,37.0,1,right,MISS M. Peavy running Layup,[1642877],1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,3.74,Missed,,,,,,,,,,,,,,,,,
179,PT11M00.00S,2026-04-11T00:11:26.9Z,2,REGULAR,rebound,offensive,[],1642490,,,1610612740,44,27,2026-04-11T00:11:48Z,1750000,False,,,0,,J. Oduro REBOUND (Off:3 Def:1),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,Restricted Area,0-8 Center,,,,178.0,4.0,1.0,3.0,,,,,,,,,,,,,
180,PT10M59.00S,2026-04-11T00:11:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642490,89.30683311432325,42.15686274509804,1610612740,44,29,2026-04-11T00:11:58Z,1760000,False,-39.0,48.0,1,right,J. Oduro 6' putback Layup (4 PTS),[1642490],1610612740.0,NOP,putback,,,Oduro,J. Oduro,,,,,In The Paint (Non-RA),0-8 Center,,6.2,Made,,,,,4.0,,,,,,,,,,,,
181,PT10M59.00S,2026-04-11T00:11:37.7Z,2,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612740,44,29,2026-04-11T00:11:51Z,1770000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Oduro 1 FT),"[1630568, 1642490]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203592.0,2.0,0.0,Oduro,1642490.0,,,,
183,PT10M59.00S,2026-04-11T00:11:48.6Z,2,REGULAR,substitution,out,[],1642877,,,1610612740,44,29,2026-04-11T00:11:50Z,1790000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M59.00S,2026-04-11T00:11:48.6Z,2,REGULAR,substitution,in,[],1642847,,,1610612740,44,29,2026-04-11T00:11:50Z,1800000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M59.00S,2026-04-11T00:12:03.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642490,,,1610612740,44,29,2026-04-11T00:12:03Z,1810000,False,,,0,,MISS J. Oduro Free Throw 1 of 1,[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
186,PT10M59.00S,2026-04-11T00:12:03.8Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,44,29,2026-04-11T00:12:08Z,1820000,False,,,0,,H. González REBOUND (Off:0 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT10M40.00S,2026-04-11T00:12:22.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642864,5.732588699080158,51.71568627450981,1610612738,46,29,2026-04-11T00:12:26Z,1830000,False,-9.0,1.0,1,left,H. González driving DUNK (5 PTS) (S. Hauser 2 AST),"[1642864, 1630573]",1610612738.0,BOS,driving,,,González,H. González,,,,,Restricted Area,0-8 Center,,0.87,Made,,,,,5.0,S. Hauser,1630573.0,2.0,,,,,,,,,
189,PT10M27.00S,2026-04-11T00:12:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641725,92.59198423127464,56.127450980392155,1610612740,46,29,2026-04-11T00:12:41Z,1850000,False,31.0,17.0,1,right,MISS T. Alexander driving Layup,[1641725],1610612740.0,NOP,driving,,,Alexander,T. Alexander,,,,,Restricted Area,0-8 Center,,3.51,Missed,,,,,,,,,,,,,,,,,
190,PT10M25.00S,2026-04-11T00:12:37.6Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,46,29,2026-04-11T00:55:17Z,1860000,False,,,0,,H. González REBOUND (Off:0 Def:3),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,,189.0,3.0,3.0,0.0,,,,,,,,,,,,,
191,PT10M05.00S,2026-04-11T00:12:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,6.258212877792378,97.54901960784314,1610612738,49,29,2026-04-11T00:13:02Z,1870000,False,-238.0,6.0,1,left,D. White 3PT  (9 PTS) (S. Hauser 3 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,23.78,Made,,,,,9.0,S. Hauser,1630573.0,3.0,,,,,,,,,
193,PT09M41.00S,2026-04-11T00:13:22.0Z,2,REGULAR,3pt,Jump Shot,[],1641725,75.77201051248358,10.53921568627451,1610612740,49,32,2026-04-11T00:13:26Z,1890000,False,-197.0,175.0,1,right,T. Alexander 26' 3PT  (5 PTS) (D. Queen 1 AST),"[1641725, 1642852]",1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,Above the Break 3,24+ Left Center,,26.39,Made,,,,,5.0,D. Queen,1642852.0,1.0,,,,,,,,,
195,PT09M24.00S,2026-04-11T00:13:39.0Z,2,REGULAR,3pt,Jump Shot,[],1630573,32.933639947437584,44.11764705882353,1610612738,49,32,2026-04-11T00:13:48Z,1910000,False,29.0,257.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,25.88,Missed,,,,,,,,,,,,,,,,,
196,PT09M23.00S,2026-04-11T00:13:40.0Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,49,32,2026-04-11T00:29:47Z,1920000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
297,PT09M22.00S,2026-04-11T00:13:41.3Z,2,REGULAR,turnover,lost ball,[],1641722,,,1610612740,49,32,2026-04-11T00:30:05Z,1925000,False,,,0,,J. Hawkins lost ball TURNOVER (1 TO),"[1641722, 1630568]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,,,,Garza,1630568.0
298,PT09M22.00S,2026-04-11T00:13:41.3Z,2,REGULAR,steal,,[],1630568,,,1610612738,49,32,2026-04-11T00:29:59Z,1927500,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M21.00S,2026-04-11T00:13:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630568,5.995400788436268,56.372549019607845,1610612738,51,32,2026-04-11T00:30:17Z,1930000,False,-32.0,4.0,1,left,L. Garza Layup (2 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,3.21,Made,,,,,2.0,,,,,,,,,,,,
198,PT09M21.00S,2026-04-11T00:13:48.5Z,2,REGULAR,foul,personal,['1freethrow'],1641722,,,1610612738,51,32,2026-04-11T00:14:14Z,1940000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Garza 1 FT),"[1641722, 1630568]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203592.0,1.0,0.0,Garza,1630568.0,,,,
200,PT09M21.00S,2026-04-11T00:13:54.9Z,2,REGULAR,substitution,out,[],1642490,,,1610612738,51,32,2026-04-11T00:14:36Z,1960000,False,,,0,,SUB out: J. Oduro,[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M21.00S,2026-04-11T00:13:54.9Z,2,REGULAR,substitution,in,[],1642877,,,1610612738,51,32,2026-04-11T00:14:36Z,1970000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M21.00S,2026-04-11T00:14:24.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630568,,,1610612738,52,32,2026-04-11T00:29:59Z,1980000,False,,,0,,L. Garza Free Throw 1 of 1 (3 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
203,PT09M12.00S,2026-04-11T00:14:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,92.72339027595268,37.00980392156863,1610612740,52,32,2026-04-11T00:22:12Z,1990000,False,-65.0,16.0,1,right,MISS J. Fears 6' driving floating Shot,[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,6.69,Missed,,,,,,,,,,,,,,,,,
204,PT09M09.00S,2026-04-11T00:14:37.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,52,32,2026-04-11T00:14:38Z,2000000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,
205,PT09M02.00S,2026-04-11T00:14:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630568,34.773324572930356,38.970588235294116,1610612738,52,32,2026-04-11T00:14:49Z,2010000,False,55.0,274.0,1,left,MISS L. Garza 27' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,,27.99,Missed,,,,,,,,,,,,,,,,,
206,PT09M01.00S,2026-04-11T00:14:45.1Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,52,32,2026-04-11T00:14:49Z,2020000,False,,,0,,D. Queen REBOUND (Off:0 Def:6),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,205.0,6.0,6.0,0.0,,,,,,,,,,,,,
207,PT08M57.00S,2026-04-11T00:14:51.4Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,52,32,2026-04-11T00:14:57Z,2030000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1628401]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,,,,White,1628401.0
208,PT08M57.00S,2026-04-11T00:14:51.4Z,2,REGULAR,steal,,[],1628401,,,1610612738,52,32,2026-04-11T00:14:53Z,2040000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
209,PT08M46.00S,2026-04-11T00:15:02.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630568,8.886333771353483,41.911764705882355,1610612738,54,32,2026-04-11T00:15:09Z,2050000,False,40.0,31.0,1,left,L. Garza turnaround Hook (5 PTS) (P. Pritchard 2 AST),"[1630568, 1630202]",1610612738.0,BOS,turnaround,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,5.09,Made,,,,,5.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
211,PT08M46.00S,2026-04-11T00:15:04.1Z,2,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612738,54,32,2026-04-11T00:15:16Z,2070000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Garza 1 FT),"[1642847, 1630568]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Garza,1630568.0,,,,
213,PT08M46.00S,2026-04-11T00:15:18.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,54,32,2026-04-11T00:18:14Z,2090000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M46.00S,2026-04-11T00:18:13.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630568,,,1610612738,54,32,2026-04-11T00:18:13Z,2100000,False,,,0,,MISS L. Garza Free Throw 1 of 1,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
215,PT08M46.00S,2026-04-11T00:18:13.2Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,54,32,2026-04-11T00:18:18Z,2110000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,
216,PT08M34.00S,2026-04-11T00:18:25.3Z,2,REGULAR,3pt,Jump Shot,[],1641722,72.48685939553219,17.401960784313726,1610612740,54,32,2026-04-11T00:18:34Z,2120000,False,-163.0,206.0,1,right,MISS J. Hawkins 26' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,26.28,Missed,,,,,,,,,,,,,,,,,
217,PT08M33.00S,2026-04-11T00:18:26.3Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,54,32,2026-04-11T00:18:34Z,2130000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,
218,PT08M24.00S,2026-04-11T00:18:35.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,35.03613666228647,53.67647058823529,1610612738,57,32,2026-04-11T00:31:08Z,2140000,False,-18.0,277.0,1,left,P. Pritchard 27' 3PT running pullup (13 PTS),[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,27.74,Made,,,,,13.0,,,,,,,,,,,,
219,PT08M02.00S,2026-04-11T00:18:56.4Z,2,REGULAR,3pt,Jump Shot,[],1642847,71.43561103810775,18.872549019607842,1610612740,57,32,2026-04-11T00:19:03Z,2150000,False,-156.0,216.0,1,right,MISS J. Fears 26' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,26.62,Missed,,,,,,,,,,,,,,,,,
220,PT08M01.00S,2026-04-11T00:18:57.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,57,32,2026-04-11T00:19:03Z,2160000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,
221,PT07M53.00S,2026-04-11T00:19:07.9Z,2,REGULAR,foul,personal,[],1642877,,,1610612738,57,32,2026-04-11T00:19:24Z,2170000,False,,,0,,M. Peavy personal FOUL (1 PF),"[1642877, 1630202]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2882.0,1.0,0.0,Pritchard,1630202.0,,,,
223,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,out,[],1642864,,,1610612738,57,32,2026-04-11T00:19:38Z,2190000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,out,[],1630568,,,1610612738,57,32,2026-04-11T00:19:38Z,2200000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,out,[],1642852,,,1610612738,57,32,2026-04-11T00:19:38Z,2210000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,out,[],1641725,,,1610612738,57,32,2026-04-11T00:19:38Z,2220000,False,,,0,,SUB out: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,in,[],202696,,,1610612738,57,32,2026-04-11T00:19:38Z,2230000,False,,,0,,SUB in: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,in,[],1641775,,,1610612738,57,32,2026-04-11T00:19:38Z,2240000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,in,[],1629673,,,1610612738,57,32,2026-04-11T00:19:38Z,2250000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M53.00S,2026-04-11T00:19:12.3Z,2,REGULAR,substitution,in,[],1626172,,,1610612738,57,32,2026-04-11T00:19:38Z,2260000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M46.00S,2026-04-11T00:19:51.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,28.465834428383708,17.647058823529413,1610612738,57,32,2026-04-11T00:20:15Z,2270000,False,162.0,215.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,26.92,Missed,,,,,,,,,,,,,,,,,
232,PT07M44.00S,2026-04-11T00:19:53.9Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,57,32,2026-04-11T00:20:15Z,2280000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,231.0,3.0,3.0,0.0,,,,,,,,,,,,,
233,PT07M28.00S,2026-04-11T00:20:09.8Z,2,REGULAR,3pt,Jump Shot,[],1642847,74.19513797634691,13.970588235294118,1610612740,57,32,2026-04-11T00:20:18Z,2290000,False,-180.0,190.0,1,right,MISS J. Fears 26' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,26.19,Missed,,,,,,,,,,,,,,,,,
234,PT07M27.00S,2026-04-11T00:20:10.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,57,32,2026-04-11T00:20:18Z,2300000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,233.0,,,,,,,,,,,,,,,,
236,PT07M27.00S,2026-04-11T00:20:15.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,57,32,2026-04-11T00:20:20Z,2320000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M27.00S,2026-04-11T00:20:15.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,57,32,2026-04-11T00:20:20Z,2330000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M17.00S,2026-04-11T00:20:38.2Z,2,REGULAR,3pt,Jump Shot,[],202696,33.196452036793694,43.13725490196079,1610612738,60,32,2026-04-11T00:20:42Z,2340000,False,34.0,260.0,1,left,N. Vučević 26' 3PT  (5 PTS) (P. Pritchard 3 AST),"[202696, 1630202]",1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,26.18,Made,,,,,5.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
240,PT07M02.00S,2026-04-11T00:20:52.2Z,2,REGULAR,3pt,Jump Shot,[],1642847,71.82982917214193,20.098039215686274,1610612740,60,32,2026-04-11T00:20:58Z,2360000,False,-150.0,212.0,1,right,MISS J. Fears 25' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,25.97,Missed,,,,,,,,,,,,,,,,,
241,PT07M01.00S,2026-04-11T00:20:53.2Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,60,32,2026-04-11T00:20:58Z,2370000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,240.0,3.0,3.0,0.0,,,,,,,,,,,,,
242,PT06M52.00S,2026-04-11T00:21:03.8Z,2,REGULAR,2pt,Jump Shot,[],1630202,10.726018396846255,69.6078431372549,1610612738,60,32,2026-04-11T00:21:09Z,2380000,False,-98.0,48.0,1,left,MISS P. Pritchard 10' fadeaway bank Shot,[1630202],1610612738.0,BOS,fadeaway bank,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,10.93,Missed,,,,,,,,,,,,,,,,,
243,PT06M51.00S,2026-04-11T00:21:04.8Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,60,32,2026-04-11T00:21:09Z,2390000,False,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,242.0,4.0,4.0,0.0,,,,,,,,,,,,,
244,PT06M38.00S,2026-04-11T00:21:16.8Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612740,60,32,2026-04-11T00:21:28Z,2400000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Fears 2 FT),"[1630573, 1642847]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2882.0,1.0,0.0,Fears,1642847.0,,,,
246,PT06M38.00S,2026-04-11T00:21:44.1Z,2,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,60,33,2026-04-11T00:21:44Z,2420000,False,,,0,,J. Fears Free Throw 1 of 2 (5 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
247,PT06M38.00S,2026-04-11T00:21:58.8Z,2,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,60,34,2026-04-11T00:21:58Z,2430000,False,,,0,,J. Fears Free Throw 2 of 2 (6 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
248,PT06M23.00S,2026-04-11T00:22:17.2Z,2,REGULAR,3pt,Jump Shot,[],1641775,8.492115637319317,95.34313725490196,1610612738,63,34,2026-04-11T00:22:21Z,2440000,False,-227.0,27.0,1,left,J. Walsh 3PT  (3 PTS) (S. Hauser 4 AST),"[1641775, 1630573]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Left Corner 3,24+ Left,,22.83,Made,,,,,3.0,S. Hauser,1630573.0,4.0,,,,,,,,,
250,PT06M12.00S,2026-04-11T00:22:31.5Z,2,REGULAR,foul,personal,[],1641775,,,1610612740,63,34,2026-04-11T00:22:40Z,2460000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1629673]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2882.0,1.0,0.0,Poole,1629673.0,,,,
252,PT06M06.00S,2026-04-11T00:22:54.1Z,2,REGULAR,2pt,Jump Shot,[],1641722,78.53153745072274,41.66666666666667,1610612740,63,34,2026-04-11T00:43:04Z,2480000,False,-42.0,149.0,1,right,MISS J. Hawkins 15' driving floating Shot,[1641722],1610612740.0,NOP,driving floating,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Center,,15.5,Missed,,,,,,,,,,,,,,,,,
253,PT06M05.00S,2026-04-11T00:22:55.1Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612740,63,34,2026-04-11T00:22:59Z,2490000,False,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Center,,,,252.0,5.0,4.0,1.0,,,,,,,,,,,,,
254,PT06M02.00S,2026-04-11T00:22:58.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642847,67.09921156373193,45.34313725490196,1610612740,63,37,2026-04-11T00:23:01Z,2500000,False,-23.0,257.0,1,right,J. Fears 25' 3PT  (9 PTS) (K. Looney 1 AST),"[1642847, 1626172]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,25.79,Made,,,,,9.0,K. Looney,1626172.0,1.0,,,,,,,,,
256,PT05M50.00S,2026-04-11T00:23:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.387647831800263,53.45435049019608,1610612738,65,37,2026-04-11T00:23:14Z,2520000,False,-17.0,-2.0,1,left,J. Brown driving reverse Layup (14 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,1.74,Made,,,,,14.0,P. Pritchard,1630202.0,4.0,,,,,,,,,
