actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
335,PT10M53.00S,2026-04-05T20:50:43.4Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,54,48,2026-04-05T20:50:50Z,3320000,False,,,0,,J. Brown offensive FOUL (2 PF),"[1627759, 1630567]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203054.0,,,,,,,2.0,0.0,Barnes,1630567.0,,
337,PT10M53.00S,2026-04-05T20:50:43.4Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,54,48,2026-04-05T20:50:43Z,3340000,False,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,203054.0,,,,,,,,,,,,
338,PT10M33.00S,2026-04-05T20:51:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,6.258212877792378,47.05882352941176,1610612761,54,50,2026-04-05T20:51:21Z,3350000,False,15.0,6.0,1,left,J. Poeltl cutting Layup (8 PTS) (S. Barnes 4 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.6,Made,8.0,,,,,,,,,S. Barnes,1630567.0,4.0,,,,,,
340,PT10M21.00S,2026-04-05T20:51:27.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.32917214191852,48.77450980392157,1610612738,56,50,2026-04-05T20:51:32Z,3370000,False,-6.0,20.0,1,right,J. Tatum driving DUNK (13 PTS) (D. White 5 AST),"[1628369, 1628401]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.05,Made,13.0,,,,,,,,,D. White,1628401.0,5.0,,,,,,
342,PT09M54.00S,2026-04-05T20:51:54.5Z,3,REGULAR,2pt,Hook,[],1629628,11.251642575558476,66.91176470588235,1610612761,56,50,2026-04-05T20:52:02Z,3390000,False,-85.0,53.0,1,left,MISS R. Barrett 10' turnaround Hook - blocked,"[1629628, 1629674]",1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,10.0,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
343,PT09M54.00S,2026-04-05T20:51:54.5Z,3,REGULAR,block,,[],1629674,,,1610612761,56,50,2026-04-05T20:51:56Z,3400000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
344,PT09M52.00S,2026-04-05T20:51:56.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,50,2026-04-05T20:52:02Z,3410000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,342.0,,,,,10.0,10.0,0.0,,,,,,,,,
345,PT09M48.00S,2026-04-05T20:52:05.6Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612738,56,50,2026-04-05T20:52:14Z,3420000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Brown 2 FT),"[1627742, 1627759]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,,,1.0,0.0,Brown,1627759.0,,
347,PT09M48.00S,2026-04-05T20:52:53.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,57,50,2026-04-05T20:54:09Z,3440000,False,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
348,PT09M48.00S,2026-04-05T20:52:53.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,58,50,2026-04-05T20:54:09Z,3450000,False,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
349,PT09M33.00S,2026-04-05T20:53:34.8Z,3,REGULAR,3pt,Jump Shot,[],1642266,27.808804204993432,80.14705882352942,1610612761,58,53,2026-04-05T20:53:39Z,3460000,False,-151.0,209.0,1,left,J. Walter 25' 3PT  (16 PTS) (B. Ingram 3 AST),"[1642266, 1627742]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,25.76,Made,16.0,,,,,,,,,B. Ingram,1627742.0,3.0,,,,,,
352,PT09M16.00S,2026-04-05T20:54:00.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,63.288436268068324,36.029411764705884,1610612738,58,53,2026-04-05T20:54:06Z,3490000,False,-70.0,293.0,1,right,MISS J. Tatum 30' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,30.08,Missed,,,,,,,,,,,,,,,,,,
353,PT09M12.00S,2026-04-05T20:54:04.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,58,53,2026-04-05T20:54:06Z,3500000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,352.0,,,,,4.0,4.0,0.0,,,,,,,,,
354,PT09M09.00S,2026-04-05T20:54:09.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,8.360709592641262,47.05882352941176,1610612761,58,53,2026-04-05T20:55:00Z,3510000,False,15.0,26.0,1,left,MISS R. Barrett running reverse Layup - blocked,"[1629628, 1629674]",1610612761.0,TOR,running reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
355,PT09M09.00S,2026-04-05T20:54:09.2Z,3,REGULAR,block,,[],1629674,,,1610612761,58,53,2026-04-05T20:54:11Z,3520000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT09M06.00S,2026-04-05T20:54:12.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,58,53,2026-04-05T20:54:42Z,3530000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,354.0,,,,,5.0,4.0,1.0,,,,,,,,,
357,PT08M58.00S,2026-04-05T20:54:18.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,95.48291721419186,95.34313725490196,1610612738,58,53,2026-04-05T20:55:22Z,3540000,False,227.0,-10.0,1,right,MISS J. Brown pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
358,PT08M56.00S,2026-04-05T20:54:20.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,58,53,2026-04-05T20:54:25Z,3550000,False,,,0,,S. Barnes REBOUND (Off:0 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,357.0,,,,,5.0,5.0,0.0,,,,,,,,,
359,PT08M55.00S,2026-04-05T20:54:26.5Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,58,53,2026-04-05T20:54:33Z,3560000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,2.0,,,202058.0,,,,,,,,,,,,
360,PT08M38.00S,2026-04-05T20:54:59.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,92.59198423127464,49.01960784313725,1610612738,60,53,2026-04-05T20:55:44Z,3570000,False,-5.0,17.0,1,right,J. Tatum driving Layup (15 PTS) (N. Queta 2 AST),"[1628369, 1629674]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.78,Made,15.0,,,,,,,,,N. Queta,1629674.0,2.0,,,,,,
362,PT08M31.00S,2026-04-05T20:55:06.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,6.783837056504599,38.970588235294116,1610612761,60,55,2026-04-05T20:55:11Z,3590000,False,55.0,11.0,1,left,J. Poeltl floating Jump Shot (10 PTS) (S. Barnes 5 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,10.0,,,,,,,,,S. Barnes,1630567.0,5.0,,,,,,
364,PT08M18.00S,2026-04-05T20:55:22.9Z,3,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,60,55,2026-04-05T20:55:29Z,3610000,False,,,0,,D. White lost ball out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,lost ball,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,1.0,,,202007.0,,,,,,,,,,,,
365,PT08M12.00S,2026-04-05T20:55:29.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627742,5.601182654402102,52.450980392156865,1610612761,60,57,2026-04-05T20:55:44Z,3620000,False,-12.0,0.0,1,left,B. Ingram driving DUNK (5 PTS) (S. Barnes 6 AST),"[1627742, 1630567]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.23,Made,5.0,,,,,,,,,S. Barnes,1630567.0,6.0,,,,,,
367,PT07M53.00S,2026-04-05T20:55:51.9Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,60,57,2026-04-05T20:56:01Z,3640000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,2.0,,,202007.0,,,,,,,,,,,,
368,PT07M42.00S,2026-04-05T20:56:06.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642266,7.30946123521682,62.5,1610612761,60,57,2026-04-05T20:56:43Z,3650000,False,-62.0,16.0,1,left,MISS J. Walter 6' driving floating bank Shot,[1642266],1610612761.0,TOR,driving floating bank,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
369,PT07M40.00S,2026-04-05T20:56:08.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,57,2026-04-05T20:56:12Z,3660000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,368.0,,,,,11.0,11.0,0.0,,,,,,,,,
370,PT07M34.00S,2026-04-05T20:56:17.1Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612738,60,57,2026-04-05T20:56:25Z,3670000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Tatum 2 FT),"[1627751, 1628369]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,,,,,,,3.0,0.0,Tatum,1628369.0,,
372,PT07M34.00S,2026-04-05T20:56:43.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,61,57,2026-04-05T20:56:43Z,3690000,False,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
373,PT07M34.00S,2026-04-05T20:56:44.5Z,3,REGULAR,substitution,out,[],1629674,,,1610612738,61,57,2026-04-05T20:56:48Z,3700000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M34.00S,2026-04-05T20:56:44.5Z,3,REGULAR,substitution,in,[],202696,,,1610612738,61,57,2026-04-05T20:56:48Z,3710000,False,,,0,,SUB in: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M34.00S,2026-04-05T20:56:54.5Z,3,REGULAR,substitution,out,[],1627751,,,1610612738,61,57,2026-04-05T20:56:56Z,3720000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M34.00S,2026-04-05T20:56:54.5Z,3,REGULAR,substitution,in,[],1642867,,,1610612738,61,57,2026-04-05T20:56:56Z,3730000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M34.00S,2026-04-05T20:57:14.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,62,57,2026-04-05T20:57:14Z,3740000,False,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
378,PT07M23.00S,2026-04-05T20:57:27.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.245072273324574,60.5392156862745,1610612761,62,59,2026-04-05T20:57:38Z,3750000,False,-53.0,100.0,1,left,R. Barrett 11' driving floating Jump Shot (8 PTS) (C. Murray-Boyles 3 AST),"[1629628, 1642867]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,11.32,Made,8.0,,,,,,,,,C. Murray-Boyles,1642867.0,3.0,,,,,,
380,PT07M18.00S,2026-04-05T20:57:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,93.24901445466492,48.28431372549019,1610612738,64,59,2026-04-05T20:58:00Z,3770000,False,-9.0,11.0,1,right,S. Hauser cutting Layup (5 PTS) (D. White 6 AST),"[1630573, 1628401]",1610612738.0,BOS,cutting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,1.4,Made,5.0,,,,,,,,,D. White,1628401.0,6.0,,,,,,
382,PT07M17.00S,2026-04-05T20:57:40.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,64,59,2026-04-05T20:57:40Z,3790000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M17.00S,2026-04-05T21:00:02.5Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,64,59,2026-04-05T21:00:25Z,3800000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M17.00S,2026-04-05T21:00:02.5Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,64,59,2026-04-05T21:00:25Z,3810000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M03.00S,2026-04-05T21:00:46.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.258212877792378,48.529411764705884,1610612761,64,61,2026-04-05T21:00:51Z,3820000,False,7.0,6.0,1,left,B. Ingram driving finger roll Layup (7 PTS) (C. Murray-Boyles 4 AST),"[1627742, 1642867]",1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.97,Made,7.0,,,,,,,,,C. Murray-Boyles,1642867.0,4.0,,,,,,
387,PT06M57.00S,2026-04-05T21:01:01.1Z,3,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612738,64,61,2026-04-05T21:01:38Z,3840000,False,,,0,,C. Murray-Boyles shooting personal FOUL (1 PF) (Brown 2 FT),"[1642867, 1627759]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,,,1.0,0.0,Brown,1627759.0,,
389,PT06M57.00S,2026-04-05T21:01:38.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,64,61,2026-04-05T21:01:38Z,3860000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
390,PT06M57.00S,2026-04-05T21:01:38.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,64,61,2026-04-05T21:01:38Z,3870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,
391,PT06M57.00S,2026-04-05T21:01:55.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,65,61,2026-04-05T21:01:55Z,3880000,False,,,0,,J. Brown Free Throw 2 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
392,PT06M41.00S,2026-04-05T21:02:14.1Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612761,65,61,2026-04-05T21:02:23Z,3890000,False,,,0,,N. Vučević shooting personal FOUL (3 PF) (Murray-Boyles 2 FT),"[202696, 1642867]",1610612738.0,BOS,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,,,3.0,0.0,Murray-Boyles,1642867.0,,
394,PT06M41.00S,2026-04-05T21:02:41.4Z,3,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,65,61,2026-04-05T21:02:41Z,3910000,False,,,0,,MISS C. Murray-Boyles Free Throw 1 of 2,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
395,PT06M41.00S,2026-04-05T21:02:41.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,65,61,2026-04-05T21:02:41Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,
396,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,65,61,2026-04-05T21:02:55Z,3930000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612761,65,61,2026-04-05T21:02:55Z,3940000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,out,[],1630573,,,1610612761,65,61,2026-04-05T21:02:55Z,3950000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612761,65,61,2026-04-05T21:02:55Z,3960000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,in,[],1631248,,,1610612761,65,61,2026-04-05T21:02:55Z,3970000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M41.00S,2026-04-05T21:02:43.4Z,3,REGULAR,substitution,in,[],1641775,,,1610612761,65,61,2026-04-05T21:02:55Z,3980000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M41.00S,2026-04-05T21:03:08.9Z,3,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,65,62,2026-04-05T21:03:08Z,3990000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (7 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
403,PT06M26.00S,2026-04-05T21:03:25.2Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,65,62,2026-04-05T21:03:30Z,4000000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1642266]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,3.0,Walter,1642266.0,,,,,,,,,,,,,
404,PT06M26.00S,2026-04-05T21:03:25.2Z,3,REGULAR,steal,,[],1642266,,,1610612761,65,62,2026-04-05T21:08:36Z,4010000,False,,,0,,J. Walter STEAL (2 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
405,PT06M24.00S,2026-04-05T21:03:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642347,8.360709592641262,48.77450980392157,1610612761,65,62,2026-04-05T21:04:43Z,4020000,False,6.0,26.0,1,left,MISS J. Shead running Layup,[1642347],1610612761.0,TOR,running,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
406,PT06M23.00S,2026-04-05T21:03:30.4Z,3,REGULAR,rebound,offensive,[],1642867,,,1610612761,65,62,2026-04-05T21:04:03Z,4030000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:2),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,405.0,,,,,3.0,2.0,1.0,,,,,,,,,
407,PT06M22.00S,2026-04-05T21:03:35.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1642867,9.411957950065702,48.28431372549019,1610612761,65,64,2026-04-05T21:05:27Z,4040000,False,9.0,36.0,1,left,C. Murray-Boyles tip DUNK (9 PTS),[1642867],1610612761.0,TOR,tip,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,3.7,Made,9.0,,,,,,,,,,,,,,,,,
408,PT06M22.00S,2026-04-05T21:03:43.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,64,2026-04-05T21:03:43Z,4050000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M06.00S,2026-04-05T21:06:45.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,91.93495400788436,41.911764705882355,1610612738,65,64,2026-04-05T21:07:13Z,4060000,False,-40.0,23.0,1,right,MISS N. Vučević alley-oop Layup,[202696],1610612738.0,BOS,alley-oop,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,,
410,PT06M04.00S,2026-04-05T21:06:47.3Z,3,REGULAR,rebound,offensive,[],202696,,,1610612738,65,64,2026-04-05T21:06:49Z,4070000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,409.0,,,,,3.0,2.0,1.0,,,,,,,,,
411,PT06M03.00S,2026-04-05T21:06:48.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631248,72.09264126149803,15.931372549019606,1610612738,65,64,2026-04-05T21:06:52Z,4080000,False,-170.0,210.0,1,right,MISS B. Scheierman 27' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
412,PT06M00.00S,2026-04-05T21:06:51.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612738,65,64,2026-04-05T21:06:52Z,4090000,False,,,0,,N. Vučević REBOUND (Off:2 Def:2),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,411.0,,,,,4.0,2.0,2.0,,,,,,,,,
413,PT05M59.00S,2026-04-05T21:06:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,87.86136662286465,46.568627450980394,1610612738,67,64,2026-04-05T21:07:39Z,4100000,False,-17.0,62.0,1,right,N. Vučević 6' putback Layup (2 PTS),[202696],1610612738.0,BOS,putback,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,2.0,,,,,,,,,,,,,,,,,
414,PT05M40.00S,2026-04-05T21:07:16.6Z,3,REGULAR,foul,offensive,[],1642867,,,1610612761,67,64,2026-04-05T21:07:53Z,4110000,False,,,0,,C. Murray-Boyles offensive FOUL (2 PF),"[1642867, 1631248]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Right,,,,,,,,202058.0,,,,,,,2.0,0.0,Scheierman,1631248.0,,
416,PT05M40.00S,2026-04-05T21:07:16.6Z,3,REGULAR,turnover,offensive foul,[],1642867,,,1610612761,67,64,2026-04-05T21:07:16Z,4130000,False,,,0,,C. Murray-Boyles offensive foul TURNOVER (1 TO),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Right,,,,,1.0,,,202058.0,,,,,,,,,,,,
417,PT05M30.00S,2026-04-05T21:07:38.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,92.85479632063075,59.068627450980394,1610612738,69,64,2026-04-05T21:07:47Z,4140000,False,45.0,15.0,1,right,J. Brown driving floating Jump Shot (17 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,17.0,,,,,,,,,P. Pritchard,1630202.0,1.0,,,,,,
418,PT05M16.00S,2026-04-05T21:07:50.6Z,3,REGULAR,3pt,Jump Shot,[],1629628,28.465834428383708,19.607843137254903,1610612761,69,67,2026-04-05T21:07:55Z,4150000,False,152.0,215.0,1,left,R. Barrett 26' 3PT  (11 PTS) (J. Shead 3 AST),"[1629628, 1642347]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,26.34,Made,11.0,,,,,,,,,J. Shead,1642347.0,3.0,,,,,,
