actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-08T17:40:50.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-08T17:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-08T17:40:53.0Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2026-02-08T17:40:53Z,40000,False,,,0,,Jump Ball K. Towns vs. N. Queta: Tip to J. Hart,"[1628404, 1626157, 1629674]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-08T17:41:06.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,28.465834428383708,78.43137254901961,1610612752,0,3,2026-02-08T17:41:12Z,70000,False,-142.0,215.0,1,left,M. Bridges 25' 3PT  (3 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.79,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2026-02-08T17:41:23.8Z,1,REGULAR,3pt,Jump Shot,[],1631248,67.36202365308804,52.20588235294118,1610612738,0,3,2026-02-08T17:42:15Z,90000,False,11.0,254.0,1,right,MISS B. Scheierman 25' pullup 3PT,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2026-02-08T17:41:25.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,3,2026-02-08T17:41:30Z,100000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M09.00S,2026-02-08T17:41:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,3.4986859395532193,95.09803921568627,1610612752,0,3,2026-02-08T17:41:59Z,110000,False,-225.0,-20.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2026-02-08T17:41:42.9Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,0,3,2026-02-08T17:43:03Z,120000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT11M06.00S,2026-02-08T17:41:51.5Z,1,REGULAR,foul,personal,[],1630568,,,1610612752,0,3,2026-02-08T17:42:57Z,130000,False,,,0,,L. Garza personal FOUL (1 PF),"[1630568, 1628969]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Bridges,1628969.0,,,,,
15,PT10M57.00S,2026-02-08T17:42:34.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,30.305519053876477,69.6078431372549,1610612752,0,3,2026-02-08T17:42:43Z,150000,False,-98.0,232.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2026-02-08T17:42:36.0Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,0,3,2026-02-08T17:42:43Z,160000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M45.00S,2026-02-08T17:42:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,93.9060446780552,57.107843137254896,1610612738,0,3,2026-02-08T17:45:38Z,170000,False,36.0,5.0,1,right,MISS N. Queta cutting Layup,[1629674],1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2026-02-08T17:42:46.5Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,0,3,2026-02-08T17:42:46Z,180000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M32.00S,2026-02-08T17:42:59.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630568,93.77463863337714,4.166666666666666,1610612738,0,3,2026-02-08T17:43:08Z,190000,False,-229.0,6.0,1,right,MISS L. Garza 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2026-02-08T17:43:00.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,3,2026-02-08T17:43:08Z,200000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,
21,PT10M22.00S,2026-02-08T17:43:08.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,27.020367936925098,19.607843137254903,1610612752,0,3,2026-02-08T17:43:24Z,210000,False,152.0,201.0,1,left,MISS L. Shamet 25' running 3PT,[1629013],1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2026-02-08T17:43:09.7Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,0,3,2026-02-08T17:43:18Z,220000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,
23,PT10M05.00S,2026-02-08T17:43:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.21090670170827,58.08823529411765,1610612738,0,3,2026-02-08T17:43:33Z,230000,False,40.0,115.0,1,right,MISS J. Brown 12' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.16,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2026-02-08T17:43:26.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,0,3,2026-02-08T17:43:33Z,240000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,
25,PT09M57.00S,2026-02-08T17:43:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,5.601182654402102,48.03921568627451,1610612752,0,5,2026-02-08T17:43:40Z,250000,False,10.0,0.0,1,left,J. Hart running Layup (2 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
27,PT09M39.00S,2026-02-08T17:43:52.2Z,1,REGULAR,3pt,Jump Shot,[],1630568,65.91655716162943,56.86274509803921,1610612738,0,5,2026-02-08T17:44:01Z,270000,False,34.0,268.0,1,right,MISS L. Garza 27' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,27.01,Missed,,,,,,,,,,,,,,,,,,
28,PT09M35.00S,2026-02-08T17:43:56.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,0,5,2026-02-08T17:44:01Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,27.0,,,,,,,,,,,,,
30,PT09M28.00S,2026-02-08T17:44:21.3Z,1,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612738,0,5,2026-02-08T17:44:29Z,300000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Scheierman 2 FT),"[1629013, 1631248]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Scheierman,1631248.0,,,,,
32,PT09M28.00S,2026-02-08T17:44:43.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631248,,,1610612738,1,5,2026-02-08T17:44:43Z,320000,False,,,0,,B. Scheierman Free Throw 1 of 2 (1 PTS),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2026-02-08T17:44:59.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631248,,,1610612738,2,5,2026-02-08T17:44:59Z,330000,False,,,0,,B. Scheierman Free Throw 2 of 2 (2 PTS),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2026-02-08T17:45:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,26.62614980289093,15.931372549019606,1610612752,2,5,2026-02-08T17:45:23Z,340000,False,170.0,198.0,1,left,MISS J. Brunson 26' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
35,PT09M15.00S,2026-02-08T17:45:17.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,2,5,2026-02-08T17:45:23Z,350000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M08.00S,2026-02-08T17:45:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,80.3712220762155,48.77450980392157,1610612738,4,5,2026-02-08T17:45:30Z,360000,False,-6.0,132.0,1,right,D. White 13' pullup Jump Shot (2 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,13.21,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M56.00S,2026-02-08T17:45:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.258212877792378,57.59803921568627,1610612752,4,5,2026-02-08T17:45:43Z,370000,False,-38.0,6.0,1,left,MISS M. Bridges driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
38,PT08M55.00S,2026-02-08T17:45:38.5Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,4,5,2026-02-08T17:45:43Z,380000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:3),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,
39,PT08M48.00S,2026-02-08T17:45:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.51182654402102,51.9607843137255,1610612738,6,5,2026-02-08T17:45:51Z,390000,False,10.0,8.0,1,right,J. Brown running finger roll Layup (2 PTS) (B. Scheierman 1 AST),"[1627759, 1631248]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.3,Made,2.0,B. Scheierman,1631248.0,1.0,,,,,,,,,,,,,,
41,PT08M43.00S,2026-02-08T17:45:54.5Z,1,REGULAR,foul,offensive,[],1628404,,,1610612752,6,5,2026-02-08T17:46:06Z,410000,False,,,0,,J. Hart offensive FOUL (1 PF),"[1628404, 1631248]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,200832.0,1.0,0.0,Scheierman,1631248.0,,,,,
