actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
36,PT08M52.00S,2026-01-06T00:44:34.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,4,5,2026-01-06T00:44:40Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT08M38.00S,2026-01-06T00:45:02.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,30.962549277266753,67.8921568627451,1610612738,4,5,2026-01-06T00:45:07Z,380000,False,-89.0,239.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
39,PT08M37.00S,2026-01-06T00:45:03.5Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,4,5,2026-01-06T00:45:57Z,390000,False,,,0,,N. Queta REBOUND (Off:4 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,38.0,5.0,1.0,4.0,,,,,,,,,,,,,,
40,PT08M36.00S,2026-01-06T00:45:06.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629674,5.590000152587891,50.0,1610612738,6,5,2026-01-06T00:45:43Z,400000,False,0.0,0.0,1,left,N. Queta tip Layup (4 PTS),[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
41,PT08M24.00S,2026-01-06T00:45:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,90.09526938239159,43.38235294117647,1610612741,6,7,2026-01-06T00:45:22Z,410000,False,-33.0,41.0,1,right,M. Buzelis cutting Layup (5 PTS) (N. Vučević 2 AST),"[1641824, 202696]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,,,,,5.0,,,N. Vučević,202696.0,2.0,,,,,,,,
43,PT08M01.00S,2026-01-06T00:45:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,14.273981603153747,38.23529411764706,1610612738,6,7,2026-01-06T00:45:50Z,430000,False,59.0,82.0,1,left,MISS P. Pritchard 10' turnaround fadeaway Shot,[1630202],1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,10.07,Missed,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2026-01-06T00:45:39.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,7,2026-01-06T00:45:50Z,440000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Right,,,43.0,4.0,4.0,0.0,,,,,,,,,,,,,,
45,PT07M54.00S,2026-01-06T00:45:47.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,65.52233902759527,63.725490196078425,1610612741,6,7,2026-01-06T00:49:27Z,450000,False,69.0,272.0,1,right,MISS N. Vučević 28' running 3PT,[202696],1610612741.0,CHI,running,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,28.01,Missed,,,,,,,,,,,,,,,,,,
46,PT07M54.00S,2026-01-06T00:45:47.4Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612741,6,7,2026-01-06T00:45:52Z,460000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,
47,PT07M46.00S,2026-01-06T00:45:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,69.72733245729303,23.52941176470588,1610612741,6,7,2026-01-06T00:45:59Z,470000,False,-132.0,232.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2026-01-06T00:45:55.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,7,2026-01-06T00:45:59Z,480000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT07M28.00S,2026-01-06T00:46:13.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,21.50131406044678,53.431372549019606,1610612738,6,7,2026-01-06T00:50:11Z,490000,False,-17.0,150.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.06,Missed,,,,,,,,,,,,,,,,,,
50,PT07M25.00S,2026-01-06T00:46:16.7Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,6,7,2026-01-06T00:46:21Z,500000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M22.00S,2026-01-06T00:46:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,93.38042049934296,50.49019607843137,1610612741,6,9,2026-01-06T00:46:31Z,510000,False,2.0,10.0,1,right,M. Buzelis running finger roll Layup (7 PTS),[1641824],1610612741.0,CHI,running finger roll,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,7.0,,,,,,,,,,,,,
52,PT07M04.00S,2026-01-06T00:46:37.5Z,1,REGULAR,2pt,Jump Shot,[],1628401,17.296320630749015,28.431372549019606,1610612738,8,9,2026-01-06T00:46:42Z,520000,False,108.0,110.0,1,left,D. White 15' driving floating Jump Shot (2 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,15.41,Made,,,,,2.0,,,,,,,,,,,,,
53,PT06M35.00S,2026-01-06T00:47:05.5Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612741,8,9,2026-01-06T00:47:08Z,530000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1628401]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,White,1628401.0,,,,,,
54,PT06M35.00S,2026-01-06T00:47:05.5Z,1,REGULAR,steal,,[],1628401,,,1610612738,8,9,2026-01-06T00:47:07Z,540000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2026-01-06T00:47:09.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,31.61957950065703,26.96078431372549,1610612738,11,9,2026-01-06T00:51:11Z,550000,False,115.0,245.0,1,left,S. Hauser 27' 3PT running (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,27.05,Made,,,,,3.0,,,D. White,1628401.0,1.0,,,,,,,,
57,PT06M12.00S,2026-01-06T00:47:28.8Z,1,REGULAR,turnover,bad pass,[],1630171,,,1610612741,11,9,2026-01-06T00:47:32Z,570000,False,,,0,,I. Okoro bad pass TURNOVER (1 TO),"[1630171, 1629674]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,Queta,1629674.0,,,,,,
58,PT06M12.00S,2026-01-06T00:47:28.8Z,1,REGULAR,steal,,[],1629674,,,1610612738,11,9,2026-01-06T00:47:30Z,580000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M08.00S,2026-01-06T00:47:33.5Z,1,REGULAR,foul,personal,['3freethrow'],1630200,,,1610612738,11,9,2026-01-06T00:50:22Z,590000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (White 3 FT),"[1630200, 1628401]",1610612741.0,CHI,shooting,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,1155.0,,,,,,,1.0,0.0,White,1628401.0,,
61,PT06M08.00S,2026-01-06T00:47:47.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,9,2026-01-06T00:47:47Z,610000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,11,9,2026-01-06T00:50:19Z,620000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,11,9,2026-01-06T00:50:19Z,630000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,11,9,2026-01-06T00:50:19Z,640000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1628989,,,1610612738,11,9,2026-01-06T00:50:19Z,650000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1630200,,,1610612738,11,9,2026-01-06T00:50:19Z,660000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],1630171,,,1610612738,11,9,2026-01-06T00:50:19Z,670000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,out,[],202696,,,1610612738,11,9,2026-01-06T00:50:19Z,680000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,11,9,2026-01-06T00:50:19Z,690000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1642864,,,1610612738,11,9,2026-01-06T00:50:19Z,700000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1629014,,,1610612738,11,9,2026-01-06T00:50:19Z,710000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1629632,,,1610612738,11,9,2026-01-06T00:50:19Z,720000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1630245,,,1610612738,11,9,2026-01-06T00:50:19Z,730000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1642950,,,1610612738,11,9,2026-01-06T00:50:19Z,740000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2026-01-06T00:49:52.4Z,1,REGULAR,substitution,in,[],1630172,,,1610612738,11,9,2026-01-06T00:50:19Z,750000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M08.00S,2026-01-06T00:50:49.7Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",1628401,,,1610612738,12,9,2026-01-06T00:52:53Z,760000,False,,,0,,D. White Free Throw 1 of 3 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
77,PT06M08.00S,2026-01-06T00:50:49.7Z,1,REGULAR,freethrow,2 of 3,"['fromturnover', 'fastbreak']",1628401,,,1610612738,13,9,2026-01-06T00:52:53Z,770000,False,,,0,,D. White Free Throw 2 of 3 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
78,PT06M08.00S,2026-01-06T00:50:49.7Z,1,REGULAR,freethrow,3 of 3,"['fromturnover', 'fastbreak']",1628401,,,1610612738,14,9,2026-01-06T00:52:53Z,780000,False,,,0,,D. White Free Throw 3 of 3 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
79,PT05M54.00S,2026-01-06T00:51:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,91.93495400788436,61.029411764705884,1610612741,14,9,2026-01-06T00:51:56Z,790000,False,55.0,23.0,1,right,MISS M. Buzelis driving Layup - blocked,"[1641824, 1630568]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,,,,,,,,Garza,1630568.0
80,PT05M54.00S,2026-01-06T00:51:44.7Z,1,REGULAR,block,,[],1630568,,,1610612741,14,9,2026-01-06T00:51:47Z,800000,False,,,0,,L. Garza BLOCK (1 BLK),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M54.00S,2026-01-06T00:51:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,14,9,2026-01-06T00:51:56Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,,,,,,,,,,,,,,,,,
83,PT05M45.00S,2026-01-06T00:52:12.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,93.51182654402102,73.2843137254902,1610612741,14,11,2026-01-06T00:52:21Z,830000,False,116.0,8.0,1,right,P. Williams 11' turnaround Jump Shot (2 PTS),[1630172],1610612741.0,CHI,turnaround,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,11.67,Made,,,,,2.0,,,,,,,,,,,,,
