actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-16T20:40:41.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-16T20:40:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-16T20:40:43.8Z,1,REGULAR,jumpball,recovered,[],1627826,,,1610612746,0,0,2025-11-16T20:40:43Z,40000,False,,,0,,Jump Ball I. Zubac vs. N. Queta: Tip to I. Zubac,"[1627826, 1627826, 1629674]",1610612746.0,LAC,startperiod,I. Zubac,1627826.0,Zubac,I. Zubac,Zubac,1627826.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-16T20:40:54.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,94.95729303547962,57.84313725490197,1610612746,0,0,2025-11-16T20:41:03Z,70000,False,39.0,-5.0,1,right,MISS J. Collins driving bank Hook,[1628381],1610612746.0,LAC,driving bank,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-11-16T20:40:59.5Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,0,0,2025-11-16T20:40:59Z,80000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-11-16T20:41:08.9Z,1,REGULAR,turnover,out-of-bounds,[],1627884,,,1610612746,0,0,2025-11-16T20:41:16Z,90000,False,,,0,,D. Jones Jr. bad pass out-of-bounds TURNOVER (1 TO),[1627884],1610612746.0,LAC,bad pass,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,1.0,,,,,,,,,,,,
10,PT11M14.00S,2025-11-16T20:41:32.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628401,11.12023653088042,34.068627450980394,1610612738,2,0,2025-11-16T20:43:18Z,100000,False,80.0,52.0,1,left,D. White 9' driving floating Jump Shot (2 PTS) (N. Queta 1 AST),"[1628401, 1629674]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,9.52,Made,,,,,,,2.0,N. Queta,1629674.0,1.0,,,,,,,,
12,PT10M59.00S,2025-11-16T20:41:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.69448094612353,38.970588235294116,1610612746,2,0,2025-11-16T20:41:52Z,120000,False,-55.0,-3.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2025-11-16T20:41:49.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,2,0,2025-11-16T20:41:52Z,130000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M49.00S,2025-11-16T20:41:57.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.305519053876477,69.6078431372549,1610612738,2,0,2025-11-16T20:42:04Z,140000,False,-98.0,232.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2025-11-16T20:42:00.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,0,2025-11-16T20:42:04Z,150000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
