actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
14,PT11M19.00S,2026-03-18T23:13:27.3Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612744,0,0,2026-03-18T23:13:35Z,140000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1628369, 204001]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1627964.0,1.0,0.0,Porziņģis,204001.0,,,,,,,
17,PT11M19.00S,2026-03-18T23:13:53.5Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612744,0,0,2026-03-18T23:14:15Z,160000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 2,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT11M19.00S,2026-03-18T23:13:53.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,0,0,2026-03-18T23:14:15Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
19,PT11M19.00S,2026-03-18T23:13:53.5Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612744,0,0,2026-03-18T23:14:15Z,180000,False,,,0,,MISS K. Porziņģis Free Throw 2 of 2,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT11M18.00S,2026-03-18T23:13:54.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,0,2026-03-18T23:14:15Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
22,PT11M10.00S,2026-03-18T23:14:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630573,27.463863337713533,18.650428921568626,1610612738,0,0,2026-03-18T23:14:36Z,210000,False,157.0,206.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
23,PT11M08.00S,2026-03-18T23:14:28.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2026-03-18T23:14:36Z,220000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M59.00S,2026-03-18T23:14:37.0Z,1,REGULAR,3pt,Jump Shot,[],204001,65.65374507227332,62.254901960784316,1610612744,0,3,2026-03-18T23:14:41Z,230000,False,61.0,270.0,1,right,K. Porziņģis 27' 3PT  (3 PTS) (B. Podziemski 1 AST),"[204001, 1641764]",1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,27.73,Made,,,,,,,,,,,,3.0,B. Podziemski,1641764.0,1.0,,,
26,PT10M48.00S,2026-03-18T23:14:49.7Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,0,3,2026-03-18T23:14:54Z,250000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1641764]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Podziemski,1641764.0
27,PT10M48.00S,2026-03-18T23:14:49.7Z,1,REGULAR,steal,,[],1641764,,,1610612744,0,3,2026-03-18T23:14:51Z,260000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT10M41.00S,2026-03-18T23:14:55.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",204001,72.88107752956637,79.65686274509804,1610612744,0,3,2026-03-18T23:17:05Z,270000,False,148.0,202.0,1,right,MISS K. Porziņģis 25' running pullup 3PT,[204001],1610612744.0,GSW,running pullup,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
29,PT10M40.00S,2026-03-18T23:14:56.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,3,2026-03-18T23:15:03Z,280000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT10M29.00S,2026-03-18T23:15:07.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,22.552562417871222,46.32352941176471,1610612738,2,3,2026-03-18T23:15:12Z,290000,False,18.0,159.0,1,left,J. Brown 16' fadeaway Jump Shot (2 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.06,Made,,,,,,,,,,,,2.0,,,,,,
31,PT10M10.00S,2026-03-18T23:15:27.3Z,1,REGULAR,3pt,Jump Shot,[],203110,78.79434954007884,90.19607843137256,1610612744,2,6,2026-03-18T23:15:30Z,300000,False,201.0,147.0,1,right,D. Green 24' 3PT  (3 PTS) (B. Podziemski 2 AST),"[203110, 1641764]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,,,,,,,,3.0,B. Podziemski,1641764.0,2.0,,,
33,PT09M47.00S,2026-03-18T23:15:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612738,2,6,2026-03-18T23:16:00Z,320000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Brown 2 FT),"[1630611, 1627759]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1627964.0,1.0,0.0,Brown,1627759.0,,,,,,,
35,PT09M47.00S,2026-03-18T23:16:17.8Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,3,6,2026-03-18T23:16:17Z,340000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
36,PT09M47.00S,2026-03-18T23:16:37.9Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,4,6,2026-03-18T23:16:37Z,350000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
37,PT09M31.00S,2026-03-18T23:16:57.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,72.35545335085413,23.03921568627451,1610612744,4,6,2026-03-18T23:17:56Z,360000,False,-135.0,207.0,1,right,MISS D. Melton 24' pullup 3PT,[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
38,PT09M29.00S,2026-03-18T23:16:59.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,6,2026-03-18T23:17:06Z,370000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT09M16.00S,2026-03-18T23:17:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,16.113666228646515,58.57843137254902,1610612738,4,6,2026-03-18T23:17:19Z,380000,False,-43.0,99.0,1,left,MISS J. Brown 10' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.79,Missed,,,,,,,,,,,,,,,,,,
40,PT09M15.00S,2026-03-18T23:17:14.1Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,4,6,2026-03-18T23:17:19Z,390000,False,,,0,,G. Santos REBOUND (Off:0 Def:2),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT09M07.00S,2026-03-18T23:17:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629001,69.85873850197109,23.774509803921568,1610612744,4,6,2026-03-18T23:17:28Z,400000,False,-131.0,231.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
42,PT09M05.00S,2026-03-18T23:17:24.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,6,2026-03-18T23:17:28Z,410000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,
43,PT08M51.00S,2026-03-18T23:17:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,33.327858081471746,43.872549019607845,1610612738,7,6,2026-03-18T23:17:43Z,420000,False,31.0,261.0,1,left,J. Tatum 26' 3PT pullup (3 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.26,Made,,,,,,,,,,,,3.0,,,,,,
44,PT08M37.00S,2026-03-18T23:17:52.2Z,1,REGULAR,3pt,Jump Shot,[],1630611,69.33311432325887,25.98039215686275,1610612744,7,6,2026-03-18T23:17:59Z,430000,False,-120.0,236.0,1,right,MISS G. Santos 26' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
45,PT08M36.00S,2026-03-18T23:17:53.2Z,1,REGULAR,rebound,offensive,[],204001,,,1610612744,7,6,2026-03-18T23:17:59Z,440000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:0),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
46,PT08M35.00S,2026-03-18T23:18:00.2Z,1,REGULAR,foul,personal,[],1629674,,,1610612744,7,6,2026-03-18T23:18:09Z,450000,False,,,0,,N. Queta personal FOUL (1 PF),"[1629674, 204001]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202049.0,1.0,0.0,Porziņģis,204001.0,,,,,,,
48,PT08M31.00S,2026-03-18T23:18:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630611,92.72339027595268,53.92156862745098,1610612744,7,8,2026-03-18T23:19:17Z,470000,False,20.0,16.0,1,right,G. Santos cutting Layup (2 PTS) (D. Green 1 AST),"[1630611, 203110]",1610612744.0,GSW,cutting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,,,,2.0,D. Green,203110.0,1.0,,,
50,PT08M20.00S,2026-03-18T23:18:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630573,10.33180026281209,4.166666666666666,1610612738,10,8,2026-03-18T23:18:42Z,490000,False,229.0,45.0,1,left,S. Hauser 3PT  (3 PTS) (J. Tatum 1 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.35,Made,,,,,,,,,,,,3.0,J. Tatum,1628369.0,1.0,,,
52,PT08M04.00S,2026-03-18T23:18:55.0Z,1,REGULAR,3pt,Jump Shot,[],203110,88.12417871222075,95.09803921568627,1610612744,10,11,2026-03-18T23:19:00Z,510000,False,225.0,59.0,1,right,D. Green 3PT  (6 PTS) (B. Podziemski 3 AST),"[203110, 1641764]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,,,,,,6.0,B. Podziemski,1641764.0,3.0,,,
54,PT07M46.00S,2026-03-18T23:19:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,14.668199737187912,34.55882352941176,1610612738,12,11,2026-03-18T23:19:15Z,530000,False,77.0,85.0,1,left,D. White 11' driving floating Jump Shot (2 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,11.51,Made,,,,,,,,,,,,2.0,J. Brown,1627759.0,1.0,,,
56,PT07M34.00S,2026-03-18T23:19:24.9Z,1,REGULAR,3pt,Jump Shot,[],1641764,73.14388961892247,83.33333333333334,1610612744,12,11,2026-03-18T23:19:33Z,550000,False,167.0,200.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
57,PT07M32.00S,2026-03-18T23:19:30.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,12,11,2026-03-18T23:19:30Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,56.0,,,,,,,,,,,,,,,,,
59,PT07M32.00S,2026-03-18T23:19:32.2Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,12,11,2026-03-18T23:19:43Z,580000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2026-03-18T23:19:32.2Z,1,REGULAR,substitution,out,[],1630611,,,1610612744,12,11,2026-03-18T23:19:43Z,590000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M32.00S,2026-03-18T23:19:32.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,12,11,2026-03-18T23:19:43Z,600000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M32.00S,2026-03-18T23:19:32.2Z,1,REGULAR,substitution,in,[],1630311,,,1610612744,12,11,2026-03-18T23:19:43Z,610000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2026-03-18T23:20:00.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,76.82325886990802,9.558823529411764,1610612744,12,11,2026-03-18T23:20:07Z,620000,False,-202.0,165.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
64,PT07M29.00S,2026-03-18T23:20:01.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,11,2026-03-18T23:20:07Z,630000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT07M21.00S,2026-03-18T23:20:09.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,33.459264126149804,46.568627450980394,1610612738,15,11,2026-03-18T23:21:13Z,640000,False,17.0,262.0,1,left,J. Tatum 26' 3PT running pullup (6 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.26,Made,,,,,,,,,,,,6.0,,,,,,
66,PT07M09.00S,2026-03-18T23:20:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,94.30026281208936,58.57843137254902,1610612744,15,11,2026-03-18T23:21:39Z,650000,False,43.0,1.0,1,right,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
67,PT07M08.00S,2026-03-18T23:20:22.8Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,15,11,2026-03-18T23:20:28Z,660000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,
68,PT07M04.00S,2026-03-18T23:20:27.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,15,11,2026-03-18T23:20:31Z,670000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1627780]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Payton II,1627780.0
69,PT07M04.00S,2026-03-18T23:20:27.1Z,1,REGULAR,steal,,[],1627780,,,1610612744,15,11,2026-03-18T23:20:29Z,680000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
70,PT07M00.00S,2026-03-18T23:20:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,67.7562417871222,41.66666666666667,1610612744,15,14,2026-03-18T23:20:35Z,690000,False,-42.0,251.0,1,right,D. Melton 25' 3PT  (3 PTS) (G. Payton II 1 AST),"[1629001, 1627780]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,25.4,Made,,,,,,,,,,,,3.0,G. Payton II,1627780.0,1.0,,,
72,PT06M48.00S,2026-03-18T23:20:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.750985545335087,61.029411764705884,1610612738,15,14,2026-03-18T23:20:50Z,710000,False,-55.0,246.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
73,PT06M46.00S,2026-03-18T23:20:44.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,15,14,2026-03-18T23:20:50Z,720000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT06M40.00S,2026-03-18T23:20:50.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204001,63.41984231274639,43.13725490196079,1610612744,15,14,2026-03-18T23:22:57Z,730000,False,-34.0,291.0,1,right,MISS K. Porziņģis 29' running 3PT,[204001],1610612744.0,GSW,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,29.34,Missed,,,,,,,,,,,,,,,,,,
75,PT06M38.00S,2026-03-18T23:20:52.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,15,14,2026-03-18T23:21:00Z,740000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT06M28.00S,2026-03-18T23:21:02.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,6.1268068331143235,50.49019607843137,1610612738,17,14,2026-03-18T23:21:11Z,750000,False,-2.0,5.0,1,left,J. Brown cutting DUNK (6 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,,,,,,6.0,D. White,1628401.0,1.0,,,
78,PT06M14.00S,2026-03-18T23:21:18.1Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612744,17,14,2026-03-18T23:21:22Z,770000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1627759]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
79,PT06M14.00S,2026-03-18T23:21:18.1Z,1,REGULAR,steal,,[],1627759,,,1610612738,17,14,2026-03-18T23:21:19Z,780000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M02.00S,2026-03-18T23:21:28.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,29.77989487516426,68.62745098039215,1610612738,20,14,2026-03-18T23:21:32Z,790000,False,-93.0,227.0,1,left,J. Brown 24' 3PT  (9 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.57,Made,,,,,,,,,,,,9.0,J. Tatum,1628369.0,2.0,,,
82,PT06M00.00S,2026-03-18T23:21:33.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,20,14,2026-03-18T23:21:33Z,810000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M00.00S,2026-03-18T23:24:38.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612744,20,14,2026-03-18T23:24:57Z,820000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M00.00S,2026-03-18T23:24:38.4Z,1,REGULAR,substitution,out,[],204001,,,1610612744,20,14,2026-03-18T23:24:57Z,830000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M00.00S,2026-03-18T23:24:38.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612744,20,14,2026-03-18T23:24:57Z,840000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M00.00S,2026-03-18T23:24:38.4Z,1,REGULAR,substitution,in,[],1642366,,,1610612744,20,14,2026-03-18T23:24:57Z,850000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
