actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M16.00S,2025-11-13T00:53:37.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630573,84.83902759526939,24.754901960784316,1610612738,22,10,2025-11-13T00:53:41Z,840000,False,-126.0,90.0,1,right,S. Hauser 15' pullup Jump Shot (2 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,15.5,Made,,,,,2.0,,,,,,P. Pritchard,1630202.0,2.0,,,,,
87,PT05M14.00S,2025-11-13T00:53:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,22,10,2025-11-13T00:53:42Z,860000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612763,22,10,2025-11-13T00:56:20Z,870000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,out,[],1629674,,,1610612763,22,10,2025-11-13T00:56:20Z,880000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,22,10,2025-11-13T00:56:20Z,890000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,out,[],1629111,,,1610612763,22,10,2025-11-13T00:56:20Z,900000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,in,[],1629014,,,1610612763,22,10,2025-11-13T00:56:20Z,910000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,in,[],1630568,,,1610612763,22,10,2025-11-13T00:56:20Z,920000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,22,10,2025-11-13T00:56:20Z,930000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M14.00S,2025-11-13T00:55:55.2Z,1,REGULAR,substitution,in,[],203484,,,1610612763,22,10,2025-11-13T00:56:20Z,940000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M01.00S,2025-11-13T00:56:49.3Z,1,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612763,22,10,2025-11-13T00:57:02Z,950000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Aldama 2 FT),"[1630568, 1630583]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Aldama,1630583.0
98,PT05M01.00S,2025-11-13T00:57:22.0Z,1,REGULAR,freethrow,1 of 2,[],1630583,,,1610612763,22,10,2025-11-13T00:57:22Z,970000,False,,,0,,MISS S. Aldama Free Throw 1 of 2,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2025-11-13T00:57:22.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,22,10,2025-11-13T00:57:22Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,
100,PT05M01.00S,2025-11-13T00:57:33.2Z,1,REGULAR,freethrow,2 of 2,[],1630583,,,1610612763,22,11,2025-11-13T00:57:33Z,990000,False,,,0,,S. Aldama Free Throw 2 of 2 (1 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
101,PT04M41.00S,2025-11-13T00:57:53.8Z,1,REGULAR,2pt,Jump Shot,[],1630202,88.12417871222075,75.24509803921569,1610612738,22,11,2025-11-13T00:58:00Z,1000000,False,126.0,59.0,1,right,MISS P. Pritchard 13' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,13.94,Missed,,,,,,,,,,,,,,,,,,
102,PT04M40.00S,2025-11-13T00:57:54.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,22,11,2025-11-13T00:58:00Z,1010000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,,,
103,PT04M31.00S,2025-11-13T00:58:04.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,12.171484888304862,48.03921568627451,1610612763,22,13,2025-11-13T00:58:11Z,1020000,False,10.0,62.0,1,left,J. Jackson Jr. 6' Hook (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,2.0,,,,,,,,,,,,,
104,PT04M20.00S,2025-11-13T00:58:14.6Z,1,REGULAR,3pt,Jump Shot,[],1630568,67.49342969776609,63.725490196078425,1610612738,25,13,2025-11-13T00:58:18Z,1030000,False,69.0,253.0,1,right,L. Garza 26' 3PT  (3 PTS) (A. Simons 1 AST),"[1630568, 1629014]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,26.22,Made,,,,,3.0,,,,,,A. Simons,1629014.0,1.0,,,,,
106,PT04M09.00S,2025-11-13T00:58:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,6.438896189224705,55.90533088235294,1610612763,25,15,2025-11-13T00:58:31Z,1050000,False,-30.0,8.0,1,left,C. Coward driving Layup (2 PTS),[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,2.0,,,,,,,,,,,,,
107,PT03M53.00S,2025-11-13T00:58:41.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.85873850197109,76.22549019607843,1610612738,28,15,2025-11-13T00:58:45Z,1060000,False,131.0,231.0,1,right,A. Simons 26' 3PT  (3 PTS) (J. Brown 2 AST),"[1629014, 1627759]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,3.0,,,,,,J. Brown,1627759.0,2.0,,,,,
109,PT03M39.00S,2025-11-13T00:58:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,16.90210249671485,53.18627450980392,1610612763,28,17,2025-11-13T00:59:44Z,1080000,False,-16.0,106.0,1,left,J. Jackson Jr. 10' driving floating Jump Shot (4 PTS) (K. Caldwell-Pope 2 AST),"[1628991, 203484]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.76,Made,,,,,4.0,,,,,,K. Caldwell-Pope,203484.0,2.0,,,,,
111,PT03M29.00S,2025-11-13T00:59:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630568,66.17936925098554,36.76470588235294,1610612738,28,17,2025-11-13T00:59:13Z,1100000,False,-66.0,265.0,1,right,MISS L. Garza 27' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
112,PT03M27.00S,2025-11-13T00:59:07.7Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,28,17,2025-11-13T00:59:13Z,1110000,False,,,0,,C. Coward REBOUND (Off:0 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M15.00S,2025-11-13T00:59:20.4Z,1,REGULAR,2pt,Jump Shot,[],1642285,14.011169513797633,29.65686274509804,1610612763,28,17,2025-11-13T00:59:27Z,1120000,False,102.0,79.0,1,left,MISS C. Spencer 12' driving floating bank Shot,[1642285],1610612763.0,MEM,driving floating bank,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Right,12.89,Missed,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2025-11-13T00:59:21.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,17,2025-11-13T00:59:27Z,1130000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M07.00S,2025-11-13T00:59:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,70.38436268068331,69.36274509803921,1610612738,28,17,2025-11-13T00:59:35Z,1140000,False,97.0,226.0,1,right,MISS J. Brown 24' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.58,Missed,,,,,,,,,,,,,,,,,,
116,PT03M05.00S,2025-11-13T00:59:30.5Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,28,17,2025-11-13T00:59:30Z,1150000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,115.0,1.0,0.0,1.0,,,,,,,,,,,,,,
117,PT03M01.00S,2025-11-13T00:59:35.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,86.81011826544021,4.411764705882353,1610612738,28,17,2025-11-13T01:00:19Z,1160000,False,-228.0,71.0,1,right,MISS A. Simons 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2025-11-13T00:59:37.3Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,28,17,2025-11-13T01:00:19Z,1170000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,
119,PT02M59.00S,2025-11-13T00:59:41.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630568,94.40999984741211,50.0,1610612738,28,17,2025-11-13T01:00:24Z,1180000,False,0.0,0.0,1,right,MISS L. Garza tip Layup,[1630568],1610612738.0,BOS,tip,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
120,PT02M58.00S,2025-11-13T00:59:42.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,17,2025-11-13T01:00:24Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,119.0,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2025-11-13T00:59:48.9Z,1,REGULAR,foul,personal,[],1628991,,,1610612738,28,17,2025-11-13T00:59:52Z,1200000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1630568]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Garza,1630568.0
123,PT02M58.00S,2025-11-13T00:59:56.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,28,17,2025-11-13T01:00:04Z,1220000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2025-11-13T00:59:56.6Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,28,17,2025-11-13T01:00:04Z,1230000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2025-11-13T00:59:56.6Z,1,REGULAR,substitution,in,[],1631169,,,1610612738,28,17,2025-11-13T01:00:04Z,1240000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M58.00S,2025-11-13T00:59:56.6Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,28,17,2025-11-13T01:00:04Z,1250000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2025-11-13T01:00:25.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,87.59855453350855,94.11764705882352,1610612738,31,17,2025-11-13T01:00:30Z,1260000,False,221.0,64.0,1,right,D. White 3PT  (10 PTS) (A. Simons 2 AST),"[1628401, 1629014]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,10.0,,,,,,A. Simons,1629014.0,2.0,,,,,
129,PT02M33.00S,2025-11-13T01:00:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1631169,,,1610612763,31,17,2025-11-13T01:00:52Z,1280000,False,,,0,,J. Minott shooting personal FOUL (1 PF) (Coward 2 FT),"[1631169, 1642907]",1610612738.0,BOS,shooting,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Coward,1642907.0
131,PT02M33.00S,2025-11-13T01:01:06.3Z,1,REGULAR,freethrow,1 of 2,[],1642907,,,1610612763,31,18,2025-11-13T01:01:06Z,1300000,False,,,0,,C. Coward Free Throw 1 of 2 (3 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
132,PT02M33.00S,2025-11-13T01:01:20.9Z,1,REGULAR,freethrow,2 of 2,[],1642907,,,1610612763,31,19,2025-11-13T01:01:20Z,1310000,False,,,0,,C. Coward Free Throw 2 of 2 (4 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
133,PT02M19.00S,2025-11-13T01:01:36.2Z,1,REGULAR,turnover,bad pass,[],1631169,,,1610612738,31,19,2025-11-13T01:01:55Z,1320000,False,,,0,,J. Minott bad pass TURNOVER (1 TO),"[1631169, 1630583]",1610612738.0,BOS,,,,Minott,J. Minott,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Aldama,1630583.0,,,,,,,,,,
134,PT02M19.00S,2025-11-13T01:01:36.2Z,1,REGULAR,steal,,[],1630583,,,1610612763,31,19,2025-11-13T01:01:41Z,1330000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
135,PT02M11.00S,2025-11-13T01:01:43.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,17.559132720105126,95.09803921568627,1610612763,31,22,2025-11-13T01:02:02Z,1340000,False,-225.0,113.0,1,left,S. Aldama 25' 3PT  (4 PTS) (C. Spencer 1 AST),"[1630583, 1642285]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,4.0,,,,,,C. Spencer,1642285.0,1.0,,,,,
137,PT01M53.00S,2025-11-13T01:02:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,67.62483574244416,62.5,1610612738,31,22,2025-11-13T01:03:59Z,1360000,False,62.0,252.0,1,right,MISS S. Hauser 25' pullup 3PT - blocked,"[1630573, 1642285]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,Spencer,1642285.0,,,,,,,,
138,PT01M53.00S,2025-11-13T01:02:01.7Z,1,REGULAR,block,,[],1642285,,,1610612738,31,22,2025-11-13T01:02:04Z,1370000,False,,,0,,C. Spencer BLOCK (1 BLK),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
139,PT01M52.00S,2025-11-13T01:02:02.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,31,22,2025-11-13T01:08:10Z,1380000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M48.00S,2025-11-13T01:02:07.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,29.911300919842315,30.14705882352941,1610612763,31,22,2025-11-13T01:02:14Z,1390000,False,99.0,229.0,1,left,MISS K. Caldwell-Pope 24' running pullup 3PT,[203484],1610612763.0,MEM,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
141,PT01M47.00S,2025-11-13T01:02:08.2Z,1,REGULAR,rebound,offensive,[],203484,,,1610612763,31,22,2025-11-13T01:02:14Z,1400000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,140.0,2.0,1.0,1.0,,,,,,,,,,,,,,
142,PT01M43.00S,2025-11-13T01:02:12.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,16.113666228646515,3.6764705882352944,1610612763,31,22,2025-11-13T01:02:17Z,1410000,False,232.0,99.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
143,PT01M42.00S,2025-11-13T01:02:13.3Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612738,31,22,2025-11-13T01:02:17Z,1420000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT01M22.00S,2025-11-13T01:02:39.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612738,31,22,2025-11-13T01:02:42Z,1440000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M22.00S,2025-11-13T01:02:39.4Z,1,REGULAR,substitution,in,[],1641765,,,1610612738,31,22,2025-11-13T01:02:42Z,1450000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M20.00S,2025-11-13T01:02:58.7Z,1,REGULAR,2pt,Layup,[],1629014,89.56964520367937,32.35294117647059,1610612738,31,22,2025-11-13T01:03:07Z,1460000,False,-88.0,46.0,1,right,MISS A. Simons 9' cutting Layup,[1629014],1610612738.0,BOS,cutting,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,9.92,Missed,,,,,,,,,,,,,,,,,,
148,PT01M19.00S,2025-11-13T01:02:59.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,31,22,2025-11-13T01:03:07Z,1470000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,147.0,3.0,2.0,1.0,,,,,,,,,,,,,,
149,PT01M13.00S,2025-11-13T01:03:04.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642907,17.16491458607096,7.352941176470589,1610612763,31,22,2025-11-13T01:09:14Z,1480000,False,213.0,109.0,1,left,MISS C. Coward running 3PT,[1642907],1610612763.0,MEM,running,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,23.94,Missed,,,,,,,,,,,,,,,,,,
150,PT01M11.00S,2025-11-13T01:03:06.9Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,31,22,2025-11-13T01:03:18Z,1490000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,,,
151,PT01M11.00S,2025-11-13T01:03:10.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,5.590000152587891,50.0,1610612763,31,24,2025-11-13T01:03:23Z,1500000,False,0.0,0.0,1,left,S. Aldama tip Layup (6 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
152,PT00M59.10S,2025-11-13T01:03:20.7Z,1,REGULAR,2pt,Jump Shot,[],1628401,90.09526938239159,67.64705882352942,1610612738,31,24,2025-11-13T01:03:31Z,1510000,False,88.0,41.0,1,right,MISS D. White 9' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,9.71,Missed,,,,,,,,,,,,,,,,,,
153,PT00M58.10S,2025-11-13T01:03:21.7Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,31,24,2025-11-13T01:03:31Z,1520000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Mid-Range,8-16 Right,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT00M44.50S,2025-11-13T01:03:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,10.726018396846255,65.68627450980392,1610612763,31,26,2025-11-13T01:03:38Z,1530000,False,-78.0,48.0,1,left,O. Prosper 9' cutting Layup (2 PTS) (S. Aldama 1 AST),"[1641765, 1630583]",1610612763.0,MEM,cutting,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Left,9.21,Made,,,,,2.0,,,,,,S. Aldama,1630583.0,1.0,,,,,
156,PT00M30.60S,2025-11-13T01:03:51.3Z,1,REGULAR,3pt,Jump Shot,[],1630568,91.14651773981603,96.07843137254902,1610612738,34,26,2025-11-13T01:03:55Z,1550000,False,230.0,31.0,1,right,L. Garza 3PT  (6 PTS) (A. Simons 3 AST),"[1630568, 1629014]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Right Corner 3,24+ Right,23.24,Made,,,,,6.0,,,,,,A. Simons,1629014.0,3.0,,,,,
158,PT00M07.50S,2025-11-13T01:04:16.4Z,1,REGULAR,3pt,Jump Shot,[],1642907,15.982260183968464,5.147058823529411,1610612763,34,26,2025-11-13T01:04:22Z,1570000,False,224.0,98.0,1,left,MISS C. Coward 24' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
159,PT00M05.10S,2025-11-13T01:04:18.8Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,34,26,2025-11-13T01:04:22Z,1580000,False,,,0,,S. Aldama REBOUND (Off:2 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,158.0,4.0,2.0,2.0,,,,,,,,,,,,,,
160,PT00M00.10S,2025-11-13T01:04:23.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,31.750985545335087,39.950980392156865,1610612763,34,26,2025-11-13T01:04:31Z,1590000,False,50.0,246.0,1,left,MISS K. Caldwell-Pope 25' 3PT - blocked,"[203484, 1630573]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,Hauser,1630573.0,,,,,,,,
161,PT00M00.10S,2025-11-13T01:04:23.8Z,1,REGULAR,block,,[],1630573,,,1610612763,34,26,2025-11-13T01:04:25Z,1600000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2025-11-13T01:04:23.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,34,26,2025-11-13T01:04:31Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,160.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2025-11-13T01:04:31.4Z,1,REGULAR,period,end,[],0,,,1610612763,34,26,2025-11-13T01:04:31Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-11-13T01:06:38.8Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612763,34,26,2025-11-13T01:07:04Z,1630000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-11-13T01:06:38.8Z,2,REGULAR,substitution,out,['startperiod'],1630568,,,1610612763,34,26,2025-11-13T01:07:04Z,1640000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-11-13T01:06:38.8Z,2,REGULAR,substitution,out,['startperiod'],203484,,,1610612763,34,26,2025-11-13T01:07:04Z,1650000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-11-13T01:06:38.8Z,2,REGULAR,substitution,out,['startperiod'],1642907,,,1610612763,34,26,2025-11-13T01:07:04Z,1660000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
